settlement_ru,district_ru,street_ru,housenumber,current_zone,central_km,bam_km,current_expected_km,in_city_km,outside_city_km,crosses_boundary,reenters_city,first_exit_lonlat,eq_km_A,recalculated_zone_A,qa_flag
Парканы,Парканы,Комсомольская улица,130,3,5.0287,5.76,5.064,1.597,3.425,True,False,"[29.491402, 46.832239]",7.4147,3,
Парканы,Парканы,Комсомольская улица,131,3,4.7442,5.4755,4.78,1.597,3.1406,True,False,"[29.491402, 46.832239]",6.9407,3,
Парканы,Парканы,Комсомольская улица,132,3,5.0412,5.7725,5.077,1.597,3.4375,True,False,"[29.491402, 46.832239]",7.4356,3,
Парканы,Парканы,Комсомольская улица,133,3,4.7602,5.4915,4.796,1.597,3.1567,True,False,"[29.491402, 46.832239]",6.9676,3,
Парканы,Парканы,Комсомольская улица,134,3,5.0553,5.7866,5.09,1.597,3.4516,True,False,"[29.491402, 46.832239]",7.4591,3,
Парканы,Парканы,Комсомольская улица,135,3,4.7749,5.5062,4.81,1.597,3.1713,True,False,"[29.491402, 46.832239]",6.9919,3,
Парканы,Парканы,Комсомольская улица,136,3,5.0662,5.7975,5.102,1.597,3.4624,True,False,"[29.491402, 46.832239]",7.4771,3,
Парканы,Парканы,Комсомольская улица,137,3,4.7932,5.5245,4.829,1.597,3.1897,True,False,"[29.491402, 46.832239]",7.0226,3,
Парканы,Парканы,Комсомольская улица,138,3,5.0806,5.8119,5.116,1.597,3.4769,True,False,"[29.491402, 46.832239]",7.5012,3,
Парканы,Парканы,Комсомольская улица,139,3,4.8109,5.5422,4.846,1.597,3.2074,True,False,"[29.491402, 46.832239]",7.0521,3,
Парканы,Парканы,Комсомольская улица,140,3,5.0932,5.8245,5.129,1.597,3.4895,True,False,"[29.491402, 46.832239]",7.5222,3,
Парканы,Парканы,Комсомольская улица,141,3,4.8285,5.5598,4.864,1.597,3.225,True,False,"[29.491402, 46.832239]",7.0814,3,
Парканы,Парканы,Комсомольская улица,142,3,5.1097,5.841,5.145,1.597,3.5059,True,False,"[29.491402, 46.832239]",7.5496,3,
Парканы,Парканы,Комсомольская улица,143,3,4.8512,5.5825,4.887,1.597,3.2476,True,False,"[29.491402, 46.832239]",7.1191,3,
Парканы,Парканы,Комсомольская улица,143,3,4.8678,5.5991,4.887,1.597,3.2642,True,False,"[29.491402, 46.832239]",7.1467,3,
Парканы,Парканы,Комсомольская улица,144,3,5.124,5.8553,5.159,1.597,3.5202,True,False,"[29.491402, 46.832239]",7.5734,3,
Парканы,Парканы,Комсомольская улица,145,3,4.8858,5.6171,4.921,1.597,3.2822,True,False,"[29.491402, 46.832239]",7.1767,3,
Парканы,Парканы,Комсомольская улица,146,3,5.1457,5.877,5.181,1.597,3.5419,True,False,"[29.491402, 46.832239]",7.6096,3,
Парканы,Парканы,Комсомольская улица,147,3,4.9089,5.6402,4.944,1.597,3.3053,True,False,"[29.491402, 46.832239]",7.2152,3,
Парканы,Парканы,Комсомольская улица,148,3,5.1606,5.8919,5.196,1.597,3.5568,True,False,"[29.491402, 46.832239]",7.6344,3,
Парканы,Парканы,Комсомольская улица,149,3,4.9225,5.6538,4.958,1.597,3.3189,True,False,"[29.491402, 46.832239]",7.2379,3,
Парканы,Парканы,Комсомольская улица,150,3,5.1741,5.9054,5.209,1.597,3.5703,True,False,"[29.491402, 46.832239]",7.6569,3,
Парканы,Парканы,Комсомольская улица,151,3,4.9442,5.6755,4.979,1.597,3.3406,True,False,"[29.491402, 46.832239]",7.2741,3,
Парканы,Парканы,Комсомольская улица,152,3,5.221,5.9523,5.257,1.597,3.6171,True,False,"[29.491402, 46.832239]",7.7349,3,
Парканы,Парканы,Комсомольская улица,152,3,5.2497,5.981,5.257,1.597,3.6458,True,False,"[29.491402, 46.832239]",7.7827,3,
Парканы,Парканы,Комсомольская улица,153,3,4.9562,5.6875,4.991,1.597,3.3526,True,False,"[29.491402, 46.832239]",7.2941,3,
Парканы,Парканы,Комсомольская улица,154,3,5.2335,5.9648,5.269,1.597,3.6296,True,False,"[29.491402, 46.832239]",7.7557,3,
Парканы,Парканы,Комсомольская улица,154,3,5.2614,5.9927,5.269,1.597,3.6575,True,False,"[29.491402, 46.832239]",7.8022,3,
Парканы,Парканы,Комсомольская улица,155,3,4.9714,5.7027,5.007,1.597,3.3678,True,False,"[29.491402, 46.832239]",7.3194,3,
