uid,settlement_ru,district,street_ru,housenumber,current_zone,snap_distance_m,central_A_duration_min,central_B_distance_km,central_C_generalized_km,central_D_time_value,central_shortest_distance_km,central_segment_status,central_segment_flags,bam_B_distance_km,outer_B_distance_km
w317484798,Бендеры,Борисовка,улица Ивана Федько,9,2,15.3,7.08,4.4017,4.397,7.943,4.4017,,,1.0666,2.8562
w318048547,Бендеры,Борисовка,улица Ивана Федько,10,2,18.1,7.16,4.4359,4.4311,8.018,4.4359,,,1.1008,2.8904
w317484806,Бендеры,Борисовка,улица Ивана Федько,11,2,14.6,7.12,4.4185,4.4137,7.979,4.4185,,,1.0833,2.873
w318048549,Бендеры,Борисовка,улица Ивана Федько,12,2,18.2,7.2,4.4502,4.4455,8.049,4.4502,,,1.1151,2.9048
w317484807,Бендеры,Борисовка,улица Ивана Федько,13,2,13.3,7.16,4.4347,4.4299,8.015,4.4347,,,1.0996,2.8892
w318048550,Бендеры,Борисовка,улица Ивана Федько,14,2,16.5,7.23,4.4646,4.4598,8.08,4.4646,,,1.1295,2.9191
w317484810,Бендеры,Борисовка,улица Ивана Федько,15,2,21.9,7.19,4.4481,4.4434,8.045,4.4481,,,1.113,2.9026
w318048552,Бендеры,Борисовка,улица Ивана Федько,16,2,16.0,7.27,4.4794,4.4746,8.114,4.4794,,,1.1443,2.9339
w318048553,Бендеры,Борисовка,улица Ивана Федько,18,3,18.0,7.25,4.7367,4.7305,8.361,4.7367,,,1.4016,3.1913
n2325366600,Бендеры,Борисовка,улица Ивана Федько,19,2,18.3,7.24,4.4695,4.4647,8.091,4.4695,,,1.1343,2.924
w318048555,Бендеры,Борисовка,улица Ивана Федько,20,3,15.6,7.21,4.722,4.7158,8.329,4.722,,,1.3869,3.1765
w318048554,Бендеры,Борисовка,улица Ивана Федько,22,3,20.7,7.18,4.7068,4.7007,8.295,4.7068,,,1.3717,3.1614
w318051688,Бендеры,Борисовка,улица Ивана Федько,24,3,16.4,7.14,4.6909,4.6847,8.26,4.6909,,,1.3558,3.1454
w318051689,Бендеры,Борисовка,улица Ивана Федько,26,3,17.2,7.11,4.6769,4.6707,8.229,4.6769,,,1.3418,3.1314
w318058436,Бендеры,Борисовка,улица Ивана Федько,28,3,44.9,7.07,4.6616,4.6554,8.196,4.6616,,,1.3265,3.1161
w318058445,Бендеры,Борисовка,улица Ивана Федько,30,3,15.0,7.0,4.6307,4.6245,8.128,4.6307,,,1.2956,3.0852
w318058443,Бендеры,Борисовка,улица Ивана Федько,32,3,12.1,6.97,4.6196,4.6135,8.104,4.6196,,,1.2845,3.0741
w318184631,Бендеры,Борисовка,улица Ивана Федько,35,3,18.5,6.99,4.6279,4.6218,8.122,4.6279,,,1.2928,3.0825
w318185748,Бендеры,Борисовка,улица Ивана Федько,37,3,16.5,6.95,4.6106,4.6045,8.084,4.6106,,,1.2755,3.0652
w318072352,Бендеры,Борисовка,улица Ивана Шимкова,1,4,18.0,6.97,6.4959,6.4927,9.979,4.8667,,,1.5316,3.3212
n2322107940,Бендеры,Борисовка,улица Ивана Шимкова,2,4,19.3,7.01,6.5154,6.5122,10.022,4.8862,,,1.5511,3.3407
w318072351,Бендеры,Борисовка,улица Ивана Шимкова,3,4,16.8,7.0,6.5089,6.5057,10.008,4.8797,,,1.5446,3.3342
w318072344,Бендеры,Борисовка,улица Ивана Шимкова,5,4,22.1,7.01,6.4298,6.4266,9.935,4.8932,,,1.5581,3.3477
w318072345,Бендеры,Борисовка,улица Ивана Шимкова,7,4,15.4,6.97,6.4141,6.4109,9.9,4.9089,,,1.5738,3.3634
w318072346,Бендеры,Борисовка,улица Ивана Шимкова,9,4,14.9,6.94,6.399,6.3958,9.867,4.924,,,1.5889,3.3785
w209267184,Бендеры,Борисовка,улица Ивана Шимкова,10,4,45.1,6.44,6.3128,6.3099,9.532,4.8079,,,1.4728,3.2624
w318072347,Бендеры,Борисовка,улица Ивана Шимкова,11,4,18.3,6.9,6.3838,6.3806,9.834,4.9392,,,1.6041,3.3938
w318072358,Бендеры,Борисовка,улица Ивана Шимкова,13,4,26.1,6.84,6.3582,6.355,9.777,5.082,,,1.7469,3.5365
w318071345,Бендеры,Борисовка,улица Ивана Шимкова,14,4,38.8,6.42,6.288,6.2851,9.495,4.8326,,,1.4975,3.2871
w318071364,Бендеры,Борисовка,улица Ивана Шимкова,15,4,18.5,6.79,6.3399,6.3368,9.737,5.0638,,,1.7287,3.5183
w318071363,Бендеры,Борисовка,улица Ивана Шимкова,17,4,14.9,6.76,6.3275,6.3243,9.709,5.0513,,,1.7162,3.5059
n2322107942,Бендеры,Борисовка,улица Ивана Шимкова,22,4,17.0,6.76,6.3255,6.3223,9.706,5.0494,,,1.7143,3.5039
w318071348,Бендеры,Борисовка,улица Ивана Шимкова,23,4,15.4,6.73,6.2752,6.272,9.639,5.0505,,,1.7154,3.505
w318071349,Бендеры,Борисовка,улица Ивана Шимкова,25,4,16.0,6.7,6.2637,6.2605,9.614,5.098,,,1.7629,3.5525
w318072382,Бендеры,Борисовка,улица Ивана Шимкова,26,4,12.6,6.73,6.2755,6.2723,9.64,5.0502,,,1.7151,3.5047
w317055545,Бендеры,Борисовка,улица Ивана Шимкова,27,4,11.1,6.58,6.229,6.2258,9.517,5.0633,,,1.7282,3.5178
n6428859910,Бендеры,Борисовка,улица Ивана Шимкова,27А,4,12.1,6.55,6.2193,6.2162,9.496,5.0536,,,1.7185,3.5081
w318072377,Бендеры,Борисовка,улица Ивана Шимкова,28,4,12.1,6.7,6.2617,6.2585,9.61,5.096,,,1.7609,3.5505
w317055544,Бендеры,Борисовка,улица Ивана Шимкова,29,4,17.7,6.77,6.2726,6.2694,9.657,5.1069,,,1.7718,3.5614
w318072372,Бендеры,Борисовка,улица Ивана Шимкова,30,4,10.4,6.64,6.2567,6.2535,9.578,5.091,,,1.7559,3.5455
w317055542,Бендеры,Борисовка,улица Ивана Шимкова,31,4,16.9,6.78,6.2018,6.1986,9.593,5.121,,,1.7859,3.5755
w318072374,Бендеры,Борисовка,улица Ивана Шимкова,32,4,11.1,6.77,6.2715,6.2683,9.655,5.1058,,,1.7707,3.5603
w317055540,Бендеры,Борисовка,улица Ивана Шимкова,33,4,17.9,6.75,6.1871,6.1839,9.561,5.1357,,,1.8006,3.5902
w209267129,Бендеры,Борисовка,улица Ивана Шимкова,34,3,20.7,6.25,6.1141,6.1112,9.24,5.0066,,,1.6715,3.4611
w318090588,Бендеры,Борисовка,улица Ивана Шимкова,34,3,11.1,6.79,6.2031,6.2,9.596,5.1196,,,1.7845,3.5741
w317055538,Бендеры,Борисовка,улица Ивана Шимкова,35,4,17.2,6.71,6.173,6.1698,9.53,5.1498,,,1.8147,3.6043
w209267147,Бендеры,Борисовка,улица Ивана Шимкова,36,3,20.4,6.24,6.099,6.0962,9.218,5.0216,,,1.6865,3.4761
w318090593,Бендеры,Борисовка,улица Ивана Шимкова,36,3,33.1,6.72,6.1773,6.1741,9.54,5.1455,,,1.8104,3.6
w317055533,Бендеры,Борисовка,улица Ивана Шимкова,37,4,17.7,6.68,6.1569,6.1537,9.495,5.1658,,,1.8307,3.6204
w209267171,Бендеры,Борисовка,улица Ивана Шимкова,38,3,20.1,6.22,6.0841,6.0813,9.197,5.0365,,,1.7014,3.491
w318090587,Бендеры,Борисовка,улица Ивана Шимкова,38,3,10.3,6.71,6.1722,6.169,9.529,5.1506,,,1.8155,3.6051
w317055528,Бендеры,Борисовка,улица Ивана Шимкова,39,4,18.0,6.65,6.1444,6.1412,9.468,5.1784,,,1.8433,3.6329
w209267138,Бендеры,Борисовка,улица Ивана Шимкова,40,3,20.6,6.21,6.069,6.0661,9.174,5.0516,,,1.7165,3.5061
w318090586,Бендеры,Борисовка,улица Ивана Шимкова,40,3,11.1,6.68,6.1581,6.1549,9.497,5.1647,,,1.8296,3.6192
w317055532,Бендеры,Борисовка,улица Ивана Шимкова,41,4,18.3,6.6,6.1237,6.1205,9.422,5.2856,,,1.9505,3.7401
w318090584,Бендеры,Борисовка,улица Ивана Шимкова,42,4,10.8,6.64,6.1432,6.14,9.465,5.1796,,,1.8445,3.6341
w318090583,Бендеры,Борисовка,улица Ивана Шимкова,44,4,19.3,6.61,6.1281,6.1249,9.431,5.29,,,1.9549,3.7445
w318090582,Бендеры,Борисовка,улица Ивана Шимкова,46,3,10.0,6.57,6.1122,6.109,9.396,5.2741,,,1.939,3.7287
w318090581,Бендеры,Борисовка,улица Ивана Шимкова,48,3,13.7,6.53,6.0973,6.0941,9.364,5.2592,,,1.9241,3.7138
w209273592,Бендеры,Борисовка,улица Ивана Шимкова,50,4,12.2,6.78,6.1494,6.1462,9.539,5.3113,,,1.9762,3.7659
w209273608,Бендеры,Борисовка,улица Ивана Шимкова,50б,3,13.3,6.56,6.0206,6.0173,9.299,5.4722,,,2.1371,3.9267
w209273575,Бендеры,Хомутяновка,улица Ивана Шимкова,52,3,13.6,6.45,5.9985,5.9953,9.224,5.4502,,,2.1151,3.9047
w224943526,Бендеры,Хомутяновка,улица Ивана Шимкова,52а,3,16.0,6.65,6.0217,6.0186,9.348,5.3139,,,1.9788,3.7684
w103992856,Бендеры,Борисовка,улица Интернационалистов,2,4,14.0,8.3,6.7697,6.7651,10.919,6.2214,,,2.8862,4.6759
w103992874,Бендеры,Борисовка,улица Интернационалистов,2,4,13.4,8.44,6.8053,6.8006,11.026,6.257,,,2.9218,4.7115
w103992827,Бендеры,Борисовка,улица Интернационалистов,4,4,11.5,8.45,6.8492,6.8444,11.074,6.3008,,,2.9657,4.7554
w222986042,Бендеры,Борисовка,улица Интернационалистов,4,4,13.0,8.34,6.8206,6.8159,10.989,6.2723,,,2.9372,4.7268
w209273570,Бендеры,Хомутяновка,улица Интернационалистов,5,4,12.7,9.39,7.2531,7.2476,11.947,6.7048,,,3.3696,5.1593
w209273565,Бендеры,Хомутяновка,улица Интернационалистов,7,4,18.7,8.87,7.1343,7.1287,11.569,6.5859,,,3.2508,5.0404
w103992714,Бендеры,Борисовка,улица Интернационалистов,8,4,11.1,8.55,6.9051,6.9002,11.181,6.3568,,,3.0217,4.8113
w209273568,Бендеры,Хомутяновка,улица Интернационалистов,9,4,13.0,9.62,7.3109,7.3052,12.118,6.7625,,,3.4274,5.217
w103992745,Бендеры,Борисовка,улица Интернационалистов,10,4,11.2,8.45,6.8801,6.8752,11.106,6.3317,,,2.9966,4.7862
w209273567,Бендеры,Хомутяновка,улица Интернационалистов,11,4,12.1,9.01,7.1755,7.1698,11.681,6.6271,,,3.292,5.0817
w91850356,Бендеры,Хомутяновка,улица Интернационалистов,13,4,12.9,9.02,7.2609,7.255,11.77,6.7125,,,3.3774,5.167
w222986064,Бендеры,Хомутяновка,улица Интернационалистов,13а,4,18.2,8.88,6.6682,6.8439,11.109,6.6682,,,3.438,5.2276
w442395876,Бендеры,Хомутяновка,улица Интернационалистов,13б,4,18.1,8.8,6.6479,6.8236,11.048,6.6479,,,3.4177,5.2073
w91850336,Бендеры,Хомутяновка,улица Интернационалистов,15,4,14.0,8.73,6.3696,6.3646,10.736,6.3696,,,3.4715,5.2611
w222986044,Бендеры,Борисовка,улица Интернационалистов,25,4,26.0,9.02,6.9296,6.9247,11.439,6.3812,,,3.0461,4.8357
w319366971,Бендеры,Хомутяновка,улица Калашникова,3,3,11.3,5.55,4.6192,4.6157,7.396,4.6192,,,3.6719,5.8717
w302067676,Бендеры,Хомутяновка,улица Калашникова,4,3,22.1,5.66,4.6623,4.6587,7.491,4.6623,,,3.715,5.9148
w319366972,Бендеры,Хомутяновка,улица Калашникова,5,3,12.0,5.6,4.6381,4.6345,7.437,4.6381,,,3.6908,5.8905
w302067678,Бендеры,Хомутяновка,улица Калашникова,6,3,18.5,5.85,4.7323,4.7287,7.656,4.7323,,,3.785,5.9848
w209287670,Бендеры,Хомутяновка,улица Калашникова,6а,3,12.0,6.16,4.7858,4.782,7.864,4.7858,,,3.8384,6.0382
w319366973,Бендеры,Хомутяновка,улица Калашникова,7,3,11.4,5.62,4.6489,4.6453,7.461,4.6489,,,3.7016,5.9014
n2330549402,Бендеры,Хомутяновка,улица Калашникова,8,3,9.2,6.22,4.8956,4.8918,8.004,4.8956,,,3.7896,6.1481
w319366997,Бендеры,Хомутяновка,улица Калашникова,8,3,19.7,6.31,4.9323,4.9285,8.085,4.9323,,,3.7529,6.1848
w319366974,Бендеры,Хомутяновка,улица Калашникова,9,3,11.4,5.65,4.6602,4.6566,7.486,4.6602,,,3.7128,5.9126
w319366975,Бендеры,Хомутяновка,улица Калашникова,11,3,11.6,5.69,4.6772,4.6736,7.523,4.6772,,,3.7299,5.9296
w320437630,Бендеры,Хомутяновка,улица Калашникова,12,3,19.2,6.55,5.0328,5.0289,8.307,5.0328,,,3.7657,6.2852
w319366977,Бендеры,Хомутяновка,улица Калашникова,13,3,10.8,5.72,4.6907,4.6871,7.553,4.6907,,,3.7434,5.9432
w320437642,Бендеры,Хомутяновка,улица Калашникова,14а,3,19.7,6.53,5.5804,5.5756,8.844,5.5609,,,3.8409,5.6305
w757835185,Бендеры,Хомутяновка,улица Калашникова,15,3,18.6,5.77,4.7093,4.7057,7.594,4.7093,,,3.762,5.9617
w320342794,Бендеры,Хомутяновка,улица Калашникова,17,3,15.3,5.83,4.7321,4.7285,7.645,4.7321,,,3.7848,5.9846
w320342787,Бендеры,Хомутяновка,улица Калашникова,19,3,34.2,5.85,4.7426,4.7389,7.668,4.7426,,,3.7952,5.995
w320342632,Бендеры,Хомутяновка,улица Калашникова,21,3,17.7,5.98,4.7974,4.7936,7.789,4.7974,,,3.7302,6.0498
n2330549398,Бендеры,Хомутяновка,улица Калашникова,22,3,5.2,6.29,5.4833,5.4785,8.631,5.4833,,,3.7437,5.5334
w319370825,Бендеры,Хомутяновка,улица Калашникова,23,3,15.3,6.05,4.8246,4.8209,7.849,4.8246,,,3.7029,6.0771
w209287695,Бендеры,Хомутяновка,улица Калашникова,25,3,10.6,6.13,4.7956,4.7919,7.862,4.7956,,,3.6129,6.0481
w319370824,Бендеры,Хомутяновка,улица Калашникова,25,3,16.6,6.08,4.8399,4.8361,7.882,4.8399,,,3.6912,6.0923
w319370823,Бендеры,Хомутяновка,улица Калашникова,29,3,21.2,6.14,4.8629,4.8591,7.932,4.8629,,,3.7142,6.1153
w319370821,Бендеры,Хомутяновка,улица Калашникова,31,3,16.7,6.18,4.8789,4.8751,7.967,4.8789,,,3.7303,6.1314
w319370820,Бендеры,Хомутяновка,улица Калашникова,33,3,17.2,6.22,4.8961,4.8922,8.005,4.8961,,,3.7892,6.1485
w319367003,Бендеры,Хомутяновка,улица Калашникова,35,3,19.7,6.28,4.9231,4.9192,8.065,4.9231,,,3.7622,6.1755
w319366999,Бендеры,Хомутяновка,улица Калашникова,37,3,17.0,6.32,4.9391,4.9353,8.1,4.9391,,,3.7461,6.1916
w297019345,Бендеры,Хомутяновка,улица Калашникова,39,3,16.2,6.37,4.9581,4.9542,8.141,4.9581,,,3.7272,6.2105
w297019344,Бендеры,Хомутяновка,улица Калашникова,41,3,9.5,6.63,5.0014,4.9975,8.315,5.0014,,,3.7344,6.2539
w320438933,Бендеры,Хомутяновка,улица Калашникова,43,3,17.6,6.49,5.0082,5.0043,8.252,5.0082,,,3.7411,6.2607
n2337889960,Бендеры,Хомутяновка,улица Калашникова,44,4,32.9,7.76,6.1033,6.266,9.984,6.1033,,,3.3425,5.1321
w320438935,Бендеры,Хомутяновка,улица Калашникова,45,3,14.8,6.53,5.026,5.0221,8.292,5.026,,,3.759,6.2785
w352285811,Бендеры,Хомутяновка,улица Калашникова,46,4,14.9,7.68,6.0401,6.2028,9.878,6.0401,,,3.2793,5.0689
w320438940,Бендеры,Хомутяновка,улица Калашникова,47,3,16.3,6.58,5.046,5.042,8.335,5.046,,,3.8646,5.6543
w352285810,Бендеры,Хомутяновка,улица Калашникова,48,4,20.1,7.71,6.0548,6.2174,9.911,6.0548,,,3.294,5.0836
w320438942,Бендеры,Хомутяновка,улица Калашникова,49,3,13.5,6.56,5.5935,5.5887,8.873,5.5478,,,3.854,5.6436
w352285809,Бендеры,Хомутяновка,улица Калашникова,50,4,16.6,7.77,6.0786,6.2412,9.963,6.0786,,,3.3177,5.1074
w320438943,Бендеры,Хомутяновка,улица Калашникова,53,3,22.7,6.5,5.5674,5.5625,8.816,5.5674,,,3.8279,5.6175
w352285807,Бендеры,Хомутяновка,улица Калашникова,54,4,19.7,7.81,6.0963,6.2589,10.002,6.0963,,,3.3355,5.1251
w484497586,Бендеры,Хомутяновка,улица Калашникова,55,3,12.9,6.47,5.5567,5.5519,8.792,5.5567,,,3.8172,5.6068
w352285806,Бендеры,Хомутяновка,улица Калашникова,56,4,17.4,7.84,6.1101,6.2728,10.033,6.1101,,,3.3493,5.1389
w320438948,Бендеры,Хомутяновка,улица Калашникова,57,3,15.0,6.42,5.5363,5.5315,8.747,5.5363,,,3.7968,5.5865
w352285804,Бендеры,Хомутяновка,улица Калашникова,58,4,18.4,7.88,6.1239,6.2866,10.063,6.1239,,,3.3631,5.1527
w352285589,Бендеры,Хомутяновка,улица Калашникова,60,4,17.5,7.91,6.1373,6.2999,10.092,6.1373,,,3.3765,5.1661
w352285588,Бендеры,Хомутяновка,улица Калашникова,62,4,18.4,7.95,6.1535,6.3161,10.129,6.1535,,,3.3926,5.1823
w352285587,Бендеры,Хомутяновка,улица Калашникова,64,4,18.0,7.98,6.1678,6.3304,10.159,6.1678,,,3.415,5.2047
w352285586,Бендеры,Хомутяновка,улица Калашникова,66,4,22.8,8.01,6.1791,6.3418,10.184,6.1791,,,3.4037,5.1933
w352285585,Бендеры,Хомутяновка,улица Калашникова,68,4,23.8,8.03,6.3229,6.3179,10.338,6.2837,,,3.3875,5.1772
w352285583,Бендеры,Хомутяновка,улица Калашникова,70,4,20.7,7.99,6.3064,6.3014,10.301,6.3064,,,3.371,5.1607
w352285582,Бендеры,Хомутяновка,улица Калашникова,72,4,19.0,7.95,6.29,6.285,10.266,6.29,,,3.3546,5.1442
w318071326,Бендеры,Борисовка,улица Клары Цеткин,3,2,20.0,6.32,4.1248,4.1202,7.286,4.1248,,,0.7897,2.5793
w223691986,Бендеры,Борисовка,улица Клары Цеткин,4,2,12.9,6.82,4.3331,4.3284,7.744,4.3331,,,0.998,2.7876
w318071327,Бендеры,Борисовка,улица Клары Цеткин,5,2,16.9,6.26,4.0998,4.0952,7.231,4.0998,,,0.7647,2.5543
w318071331,Бендеры,Борисовка,улица Клары Цеткин,5,2,13.8,6.2,4.0747,4.0701,7.176,4.0747,,,0.7396,2.5292
w223681291,Бендеры,Борисовка,улица Клары Цеткин,6,2,19.7,6.65,4.2604,4.2557,7.584,4.2604,,,0.9253,2.7149
w223681143,Бендеры,Борисовка,улица Клары Цеткин,8,2,18.7,7.12,4.3467,4.3419,7.908,4.3467,,,1.0116,2.8012
w223681290,Бендеры,Борисовка,улица Клары Цеткин,8а,2,16.1,6.78,4.2602,4.2556,7.649,4.2602,,,0.9251,2.7148
w223681142,Бендеры,Борисовка,улица Клары Цеткин,10,2,14.5,6.36,4.1401,4.1356,7.319,4.1401,,,0.805,2.5946
w306219472,Бендеры,Борисовка,улица Клары Цеткин,10/5,2,16.4,6.49,4.2409,4.2359,7.483,4.2409,,,0.9058,2.6954
w336800599,Бендеры,Борисовка,улица Клары Цеткин,10/6,2,13.2,6.45,4.2277,4.2227,7.454,4.2277,,,0.8925,2.6822
w223680912,Бендеры,Борисовка,улица Клары Цеткин,12,2,18.8,6.3,4.1158,4.1112,7.266,4.1158,,,0.7807,2.5703
w306219464,Бендеры,Борисовка,улица Клары Цеткин,30,2,11.4,6.37,4.193,4.1881,7.378,4.193,,,0.8579,2.6475
w224340921,Бендеры,Борисовка,улица Клары Цеткин,32,2,77.9,6.45,4.2277,4.2227,7.454,4.2277,,,0.8925,2.6822
n2334331724,Бендеры,Борисовка,улица Клары Цеткин,56,2,18.6,7.06,4.4341,4.4294,7.966,4.4341,,,1.099,2.8886
w326811190,Бендеры,Хомутяновка,улица Кошевого,1,4,20.2,7.41,6.0415,6.037,9.748,6.0415,,,3.1061,4.8957
w352064501,Бендеры,Хомутяновка,улица Кошевого,1а,4,11.8,7.35,6.0135,6.0091,9.687,6.0135,,,3.0781,4.8678
w352265841,Бендеры,Хомутяновка,улица Кошевого,3,4,11.9,7.57,6.1056,6.101,9.889,6.1056,,,3.1703,4.9599
w352111443,Бендеры,Хомутяновка,улица Кошевого,4,4,19.1,7.17,5.9412,5.9369,9.528,5.9412,,,3.0058,4.7954
w352265843,Бендеры,Хомутяновка,улица Кошевого,5,4,15.7,7.6,6.1209,6.1163,9.923,6.1209,,,3.1855,4.9752
w352111440,Бендеры,Хомутяновка,улица Кошевого,6,4,17.1,7.24,5.9684,5.964,9.588,5.9684,,,3.033,4.8226
w352265844,Бендеры,Хомутяновка,улица Кошевого,7,4,11.1,7.58,6.0385,6.2011,9.828,6.0385,,,3.2025,4.9921
w352111439,Бендеры,Хомутяновка,улица Кошевого,8,4,15.5,7.28,5.9848,5.9804,9.624,5.9848,,,3.0494,4.8391
w352265846,Бендеры,Хомутяновка,улица Кошевого,9,4,16.7,7.55,6.0259,6.1884,9.8,6.0259,,,3.2152,5.0048
w352111438,Бендеры,Хомутяновка,улица Кошевого,10,4,24.6,7.33,6.0065,6.0021,9.671,6.0065,,,3.0711,4.8608
w352111436,Бендеры,Хомутяновка,улица Кошевого,10а,4,18.4,7.4,6.0357,6.0312,9.736,6.0357,,,3.1003,4.8899
w326811191,Бендеры,Хомутяновка,улица Кошевого,14,4,14.1,7.5,6.0778,6.0732,9.829,6.0778,,,3.1424,4.932
w352265852,Бендеры,Хомутяновка,улица Кошевого,14,4,16.6,7.61,6.0511,6.2136,9.855,6.0511,,,3.19,4.9796
w352265853,Бендеры,Хомутяновка,улица Кошевого,16,4,18.6,7.56,6.0317,6.1943,9.813,6.0317,,,3.2093,4.9989
w352326939,Бендеры,Хомутяновка,улица Кошевого,38,4,13.1,7.69,6.0665,6.2726,9.91,6.0665,,,3.3591,5.1487
n2337889966,Бендеры,Хомутяновка,улица Кошевого,42,4,14.5,7.51,5.9944,6.1528,9.751,5.9944,,,3.2869,5.0766
w644316162,Бендеры,Хомутяновка,улица Крянгэ,1,3,16.5,5.96,5.3403,5.3363,8.319,5.3403,,,3.6008,5.3904
w318083428,Бендеры,Хомутяновка,улица Крянгэ,6,3,20.8,5.92,5.3158,5.3117,8.277,5.3158,,,3.5762,5.3659
w318084710,Бендеры,Хомутяновка,улица Крянгэ,7,3,17.7,6.19,5.4947,5.4906,8.59,5.4947,,,3.1559,4.9455
w318083432,Бендеры,Хомутяновка,улица Крянгэ,8,3,18.1,5.94,5.3312,5.3271,8.304,5.3312,,,3.5917,5.3813
w318083433,Бендеры,Хомутяновка,улица Крянгэ,10,3,18.9,5.97,5.3482,5.3441,8.333,5.3482,,,3.6087,5.3983
w318083442,Бендеры,Хомутяновка,улица Крянгэ,12,3,22.9,6.0,5.3655,5.3615,8.363,5.3655,,,3.626,5.4156
w209273571,Бендеры,Хомутяновка,улица Крянгэ,13,3,19.0,6.8,5.6992,5.6951,9.101,5.6992,,,3.1187,4.9083
w318083440,Бендеры,Хомутяновка,улица Крянгэ,14,3,19.2,6.02,5.38,5.376,8.388,5.38,,,3.6405,5.4301
w91850334,Бендеры,Хомутяновка,улица Крянгэ,15,3,12.6,6.74,5.704,5.6998,9.073,5.704,,,3.0665,4.8561
w91850362,Бендеры,Хомутяновка,улица Крянгэ,17,3,16.3,6.94,5.7469,5.7427,9.218,5.7469,,,3.1094,4.899
w319132158,Бендеры,Хомутяновка,улица Крянгэ,20,3,17.6,6.11,5.4443,5.4403,8.502,5.4443,,,3.2062,4.9958
w319133046,Бендеры,Хомутяновка,улица Крянгэ,22,3,19.0,6.14,5.4611,5.4571,8.531,5.4611,,,3.1894,4.9791
w319133048,Бендеры,Хомутяновка,улица Крянгэ,24,3,18.6,6.17,5.4795,5.4755,8.564,5.4795,,,3.1711,4.9607
w319133053,Бендеры,Хомутяновка,улица Крянгэ,34,3,19.3,6.3,5.5671,5.5631,8.716,5.5671,,,3.0834,4.8731
w319133052,Бендеры,Хомутяновка,улица Крянгэ,36,3,26.8,6.32,5.5824,5.5784,8.743,5.5824,,,3.0681,4.8578
w209273634,Бендеры,Хомутяновка,улица Крянгэ,40,3,11.1,6.78,5.75,5.7458,9.139,5.75,,,3.0357,4.8253
w209273591,Бендеры,Хомутяновка,улица Крянгэ,42,3,21.9,6.61,5.7069,5.7029,9.009,5.7069,,,2.9927,4.7823
w209273619,Бендеры,Хомутяновка,улица Крянгэ,44,4,16.7,7.15,5.9673,5.963,9.543,5.9673,,,2.8725,4.6622
w320344001,Бендеры,Хомутяновка,улица Куйбышева,1,3,18.0,5.83,4.6871,4.6832,7.602,4.6871,,,3.8125,5.9395
w320343106,Бендеры,Хомутяновка,улица Куйбышева,2,3,18.1,5.81,4.6771,4.6733,7.58,4.6771,,,3.8026,5.9296
w320343105,Бендеры,Хомутяновка,улица Куйбышева,4,3,21.3,5.85,4.6947,4.6908,7.619,4.6947,,,3.8201,5.9472
w352284839,Бендеры,Хомутяновка,улица Куйбышева,5,3,13.3,5.99,4.7525,4.7486,7.747,4.7525,,,3.878,6.005
w320342800,Бендеры,Хомутяновка,улица Куйбышева,6,3,16.1,5.89,4.7121,4.7082,7.656,4.7121,,,3.8375,5.9646
w352285308,Бендеры,Хомутяновка,улица Куйбышева,7,3,14.1,6.03,4.7717,4.7677,7.788,4.7717,,,3.8971,6.0241
w320342799,Бендеры,Хомутяновка,улица Куйбышева,8,3,21.9,5.92,4.7255,4.7216,7.687,4.7255,,,3.8509,5.9779
w352285307,Бендеры,Хомутяновка,улица Куйбышева,9,3,14.9,6.08,4.7908,4.7868,7.831,4.7908,,,3.9162,6.0433
w320342797,Бендеры,Хомутяновка,улица Куйбышева,10,3,16.4,5.99,4.752,4.7481,7.745,4.752,,,3.8774,6.0045
w339300190,Бендеры,Хомутяновка,улица Куйбышева,11,3,17.2,6.13,4.8128,4.8088,7.879,4.8128,,,3.9382,6.0653
w320342789,Бендеры,Хомутяновка,улица Куйбышева,12,3,16.8,6.04,4.7746,4.7706,7.795,4.7746,,,3.9,6.027
w320437658,Бендеры,Хомутяновка,улица Куйбышева,13,3,23.8,6.19,4.8353,4.8313,7.929,4.8353,,,3.9607,6.0878
w320342793,Бендеры,Хомутяновка,улица Куйбышева,14,3,16.8,6.1,4.7991,4.7951,7.849,4.7991,,,3.9245,6.0515
n2330550601,Бендеры,Хомутяновка,улица Куйбышева,15,3,13.4,6.57,4.9953,4.9912,8.281,4.9953,,,4.0401,6.2477
w320438938,Бендеры,Хомутяновка,улица Куйбышева,15,3,18.7,6.23,4.8526,4.8486,7.967,4.8526,,,3.978,6.105
w320342791,Бендеры,Хомутяновка,улица Куйбышева,16,3,23.5,6.14,4.8173,4.8133,7.889,4.8173,,,3.9427,6.0697
w339300188,Бендеры,Хомутяновка,улица Куйбышева,17,3,25.3,6.27,4.8689,4.8648,8.002,4.8689,,,3.9943,6.1213
w320342631,Бендеры,Хомутяновка,улица Куйбышева,18,3,32.4,6.21,4.8459,4.8419,7.952,4.8459,,,3.9713,6.0983
w352265866,Бендеры,Хомутяновка,улица Куйбышева,19,3,21.0,6.34,4.8986,4.8945,8.068,4.8986,,,4.024,6.1511
w320342629,Бендеры,Хомутяновка,улица Куйбышева,20,3,26.8,6.27,4.8689,4.8648,8.002,4.8689,,,3.9943,6.1213
w352265865,Бендеры,Хомутяновка,улица Куйбышева,21,3,13.1,6.4,4.9244,4.9203,8.124,4.9244,,,4.111,6.1768
