uid,street,house,current_zone,snap_m,true_shortest_unconstrained_km,best_entry_id,best_entry_road,best_via_entry_km,via_entry_minus_free_km,entries_evaluated,all_entry_km_json,owner_review_required,osrm_current_route_km,current_minus_true_shortest_km,overstated_gt_10pct
w319386384,Гербовецкая улица,76,4,63.5,5.8363,Про-028,Главная улица,5.8363,0.0,21,"{""Про-028"": 5.8363, ""Про-029"": 7.4593, ""Про-030"": 6.7628, ""Про-031"": 5.8363, ""Про-032"": 9.7755, ""Про-033"": 6.4382, ""Про-034"": 5.8961, ""Про-035"": 5.8961, ""Про-036"": 5.8961, ""Про-037"": 8.4119, ""Про-038"": 7.3304, ""Про-039"": 8.0495, ""Про-040"": 7.5692, ""Про-041"": 8.3761, ""Про-042"": 9.482, ""Про-043"": 8.6884, ""Про-044"": 8.4687, ""Про-045"": 8.2896, ""Про-046"": 8.5741, ""Про-047"": 12.6738, ""Про-048"": 11.1138}",True,6.3912,0.5549,False
w352680192,Гербовецкая улица,77,4,62.8,6.1721,Про-028,Главная улица,6.1721,0.0,21,"{""Про-028"": 6.1721, ""Про-029"": 7.1991, ""Про-030"": 6.8726, ""Про-031"": 6.1721, ""Про-032"": 9.7114, ""Про-033"": 6.774, ""Про-034"": 6.2319, ""Про-035"": 6.2319, ""Про-036"": 6.2319, ""Про-037"": 8.1517, ""Про-038"": 7.1704, ""Про-039"": 7.7893, ""Про-040"": 7.309, ""Про-041"": 8.1159, ""Про-042"": 9.4179, ""Про-043"": 8.4281, ""Про-044"": 8.2084, ""Про-045"": 8.0294, ""Про-046"": 8.3139, ""Про-047"": 12.338, ""Про-048"": 10.8536}",True,6.6102,0.4381,False
w319386385,Гербовецкая улица,78,4,82.9,5.8363,Про-028,Главная улица,5.8363,0.0,21,"{""Про-028"": 5.8363, ""Про-029"": 7.4593, ""Про-030"": 6.7628, ""Про-031"": 5.8363, ""Про-032"": 9.7755, ""Про-033"": 6.4382, ""Про-034"": 5.8961, ""Про-035"": 5.8961, ""Про-036"": 5.8961, ""Про-037"": 8.4119, ""Про-038"": 7.3304, ""Про-039"": 8.0495, ""Про-040"": 7.5692, ""Про-041"": 8.3761, ""Про-042"": 9.482, ""Про-043"": 8.6884, ""Про-044"": 8.4687, ""Про-045"": 8.2896, ""Про-046"": 8.5741, ""Про-047"": 12.6738, ""Про-048"": 11.1138}",True,6.41,0.5737,False
w352339715,Гербовецкая улица,84,4,100.5,6.3364,Про-028,Главная улица,6.3364,0.0,21,"{""Про-028"": 6.3364, ""Про-029"": 7.0638, ""Про-030"": 6.7373, ""Про-031"": 6.3364, ""Про-032"": 9.5761, ""Про-033"": 6.6841, ""Про-034"": 6.3961, ""Про-035"": 6.3961, ""Про-036"": 6.3961, ""Про-037"": 8.0164, ""Про-038"": 7.0351, ""Про-039"": 7.654, ""Про-040"": 7.1737, ""Про-041"": 7.9806, ""Про-042"": 9.2826, ""Про-043"": 8.2928, ""Про-044"": 8.0731, ""Про-045"": 7.8941, ""Про-046"": 8.1786, ""Про-047"": 12.5612, ""Про-048"": 10.7183}",True,6.4655,0.1291,False
w352339716,Гербовецкая улица,86,4,97.6,6.3364,Про-028,Главная улица,6.3364,0.0,21,"{""Про-028"": 6.3364, ""Про-029"": 7.0638, ""Про-030"": 6.7373, ""Про-031"": 6.3364, ""Про-032"": 9.5761, ""Про-033"": 6.6841, ""Про-034"": 6.3961, ""Про-035"": 6.3961, ""Про-036"": 6.3961, ""Про-037"": 8.0164, ""Про-038"": 7.0351, ""Про-039"": 7.654, ""Про-040"": 7.1737, ""Про-041"": 7.9806, ""Про-042"": 9.2826, ""Про-043"": 8.2928, ""Про-044"": 8.0731, ""Про-045"": 7.8941, ""Про-046"": 8.1786, ""Про-047"": 12.5612, ""Про-048"": 10.7183}",True,6.48,0.1436,False
n2337948165,Гербовецкая улица,87,4,21.2,6.1764,Про-028,Главная улица,6.1764,0.0,21,"{""Про-028"": 6.1764, ""Про-029"": 7.1948, ""Про-030"": 6.8684, ""Про-031"": 6.1764, ""Про-032"": 9.7071, ""Про-033"": 6.7782, ""Про-034"": 6.2361, ""Про-035"": 6.2361, ""Про-036"": 6.2361, ""Про-037"": 8.1474, ""Про-038"": 7.1662, ""Про-039"": 7.785, ""Про-040"": 7.3047, ""Про-041"": 8.1116, ""Про-042"": 9.4136, ""Про-043"": 8.4239, ""Про-044"": 8.2041, ""Про-045"": 8.0251, ""Про-046"": 8.3096, ""Про-047"": 12.3337, ""Про-048"": 10.8493}",True,6.6742,0.4978,False
w352339722,Гербовецкая улица,96,4,59.3,6.2229,Про-028,Главная улица,6.2229,0.0,21,"{""Про-028"": 6.2229, ""Про-029"": 7.1483, ""Про-030"": 6.8219, ""Про-031"": 6.2229, ""Про-032"": 9.6606, ""Про-033"": 6.7686, ""Про-034"": 6.2827, ""Про-035"": 6.2827, ""Про-036"": 6.2827, ""Про-037"": 8.1009, ""Про-038"": 7.1197, ""Про-039"": 7.7385, ""Про-040"": 7.2582, ""Про-041"": 8.0651, ""Про-042"": 9.3671, ""Про-043"": 8.3774, ""Про-044"": 8.1576, ""Про-045"": 7.9786, ""Про-046"": 8.2631, ""Про-047"": 12.3802, ""Про-048"": 10.8028}",True,6.5948,0.3719,False
n2337948164,Гербовецкая улица,98,4,25.9,6.1721,Про-028,Главная улица,6.1721,0.0,21,"{""Про-028"": 6.1721, ""Про-029"": 7.1991, ""Про-030"": 6.8726, ""Про-031"": 6.1721, ""Про-032"": 9.7114, ""Про-033"": 6.774, ""Про-034"": 6.2319, ""Про-035"": 6.2319, ""Про-036"": 6.2319, ""Про-037"": 8.1517, ""Про-038"": 7.1704, ""Про-039"": 7.7893, ""Про-040"": 7.309, ""Про-041"": 8.1159, ""Про-042"": 9.4179, ""Про-043"": 8.4281, ""Про-044"": 8.2084, ""Про-045"": 8.0294, ""Про-046"": 8.3139, ""Про-047"": 12.338, ""Про-048"": 10.8536}",True,6.6475,0.4754,False
w352339720,Гербовецкая улица,98а,4,88.9,6.3364,Про-028,Главная улица,6.3364,0.0,21,"{""Про-028"": 6.3364, ""Про-029"": 7.0638, ""Про-030"": 6.7373, ""Про-031"": 6.3364, ""Про-032"": 9.5761, ""Про-033"": 6.6841, ""Про-034"": 6.3961, ""Про-035"": 6.3961, ""Про-036"": 6.3961, ""Про-037"": 8.0164, ""Про-038"": 7.0351, ""Про-039"": 7.654, ""Про-040"": 7.1737, ""Про-041"": 7.9806, ""Про-042"": 9.2826, ""Про-043"": 8.2928, ""Про-044"": 8.0731, ""Про-045"": 7.8941, ""Про-046"": 8.1786, ""Про-047"": 12.5612, ""Про-048"": 10.7183}",True,6.527,0.1906,False
n2337948163,Гербовецкая улица,100,4,15.4,6.1764,Про-028,Главная улица,6.1764,0.0,21,"{""Про-028"": 6.1764, ""Про-029"": 7.1948, ""Про-030"": 6.8684, ""Про-031"": 6.1764, ""Про-032"": 9.7071, ""Про-033"": 6.7782, ""Про-034"": 6.2361, ""Про-035"": 6.2361, ""Про-036"": 6.2361, ""Про-037"": 8.1474, ""Про-038"": 7.1662, ""Про-039"": 7.785, ""Про-040"": 7.3047, ""Про-041"": 8.1116, ""Про-042"": 9.4136, ""Про-043"": 8.4239, ""Про-044"": 8.2041, ""Про-045"": 8.0251, ""Про-046"": 8.3096, ""Про-047"": 12.3337, ""Про-048"": 10.8493}",True,6.6841,0.5077,False
n2337938423,Гербовецкая улица,103,4,29.4,6.2795,Про-028,Главная улица,6.2795,0.0,21,"{""Про-028"": 6.2795, ""Про-029"": 7.3635, ""Про-030"": 7.0371, ""Про-031"": 6.345, ""Про-032"": 9.8758, ""Про-033"": 6.9469, ""Про-034"": 6.4048, ""Про-035"": 6.4048, ""Про-036"": 6.4048, ""Про-037"": 8.3161, ""Про-038"": 7.3349, ""Про-039"": 7.9537, ""Про-040"": 7.4734, ""Про-041"": 8.2803, ""Про-042"": 9.5823, ""Про-043"": 8.5926, ""Про-044"": 8.3728, ""Про-045"": 8.1938, ""Про-046"": 8.4783, ""Про-047"": 12.165, ""Про-048"": 11.018}",True,6.8241,0.5446,False
n2337938424,Гербовецкая улица,112,4,14.0,6.2795,Про-028,Главная улица,6.2795,0.0,21,"{""Про-028"": 6.2795, ""Про-029"": 7.3635, ""Про-030"": 7.0371, ""Про-031"": 6.345, ""Про-032"": 9.8758, ""Про-033"": 6.9469, ""Про-034"": 6.4048, ""Про-035"": 6.4048, ""Про-036"": 6.4048, ""Про-037"": 8.3161, ""Про-038"": 7.3349, ""Про-039"": 7.9537, ""Про-040"": 7.4734, ""Про-041"": 8.2803, ""Про-042"": 9.5823, ""Про-043"": 8.5926, ""Про-044"": 8.3728, ""Про-045"": 8.1938, ""Про-046"": 8.4783, ""Про-047"": 12.165, ""Про-048"": 11.018}",True,6.8484,0.5689,False
w424796429,Гербовецкая улица,115,4,71.5,6.4811,Про-028,Главная улица,6.4811,0.0,21,"{""Про-028"": 6.4811, ""Про-029"": 7.5651, ""Про-030"": 7.2387, ""Про-031"": 6.5467, ""Про-032"": 10.0775, ""Про-033"": 7.1486, ""Про-034"": 6.6065, ""Про-035"": 6.6065, ""Про-036"": 6.6065, ""Про-037"": 8.5177, ""Про-038"": 7.5365, ""Про-039"": 8.1553, ""Про-040"": 7.675, ""Про-041"": 8.4819, ""Про-042"": 9.7839, ""Про-043"": 8.7942, ""Про-044"": 8.5745, ""Про-045"": 8.3955, ""Про-046"": 8.6799, ""Про-047"": 11.9634, ""Про-048"": 11.2196}",True,6.9772,0.4961,False
w424796430,Гербовецкая улица,117,4,56.2,6.4811,Про-028,Главная улица,6.4811,0.0,21,"{""Про-028"": 6.4811, ""Про-029"": 7.5651, ""Про-030"": 7.2387, ""Про-031"": 6.5467, ""Про-032"": 10.0775, ""Про-033"": 7.1486, ""Про-034"": 6.6065, ""Про-035"": 6.6065, ""Про-036"": 6.6065, ""Про-037"": 8.5177, ""Про-038"": 7.5365, ""Про-039"": 8.1553, ""Про-040"": 7.675, ""Про-041"": 8.4819, ""Про-042"": 9.7839, ""Про-043"": 8.7942, ""Про-044"": 8.5745, ""Про-045"": 8.3955, ""Про-046"": 8.6799, ""Про-047"": 11.9634, ""Про-048"": 11.2196}",True,6.9929,0.5118,False
w424796431,Гербовецкая улица,119,4,39.5,6.4811,Про-028,Главная улица,6.4811,0.0,21,"{""Про-028"": 6.4811, ""Про-029"": 7.5651, ""Про-030"": 7.2387, ""Про-031"": 6.5467, ""Про-032"": 10.0775, ""Про-033"": 7.1486, ""Про-034"": 6.6065, ""Про-035"": 6.6065, ""Про-036"": 6.6065, ""Про-037"": 8.5177, ""Про-038"": 7.5365, ""Про-039"": 8.1553, ""Про-040"": 7.675, ""Про-041"": 8.4819, ""Про-042"": 9.7839, ""Про-043"": 8.7942, ""Про-044"": 8.5745, ""Про-045"": 8.3955, ""Про-046"": 8.6799, ""Про-047"": 11.9634, ""Про-048"": 11.2196}",True,7.0105,0.5294,False
w424796432,Гербовецкая улица,121,4,28.4,6.4811,Про-028,Главная улица,6.4811,0.0,21,"{""Про-028"": 6.4811, ""Про-029"": 7.5651, ""Про-030"": 7.2387, ""Про-031"": 6.5467, ""Про-032"": 10.0775, ""Про-033"": 7.1486, ""Про-034"": 6.6065, ""Про-035"": 6.6065, ""Про-036"": 6.6065, ""Про-037"": 8.5177, ""Про-038"": 7.5365, ""Про-039"": 8.1553, ""Про-040"": 7.675, ""Про-041"": 8.4819, ""Про-042"": 9.7839, ""Про-043"": 8.7942, ""Про-044"": 8.5745, ""Про-045"": 8.3955, ""Про-046"": 8.6799, ""Про-047"": 11.9634, ""Про-048"": 11.2196}",True,7.0269,0.5458,False
w443454569,Гербовецкая улица,157,4,55.5,6.9459,Про-028,Главная улица,6.9459,0.0,21,"{""Про-028"": 6.9459, ""Про-029"": 8.0299, ""Про-030"": 7.7035, ""Про-031"": 7.0115, ""Про-032"": 10.5422, ""Про-033"": 7.6133, ""Про-034"": 7.0712, ""Про-035"": 7.0712, ""Про-036"": 7.0712, ""Про-037"": 8.9825, ""Про-038"": 8.0013, ""Про-039"": 8.6201, ""Про-040"": 8.1398, ""Про-041"": 8.9467, ""Про-042"": 10.2487, ""Про-043"": 9.259, ""Про-044"": 9.0392, ""Про-045"": 8.8602, ""Про-046"": 9.1447, ""Про-047"": 11.4986, ""Про-048"": 11.6241}",True,7.4583,0.5124,False
n2337934506,Гербовецкая улица,173,4,20.8,6.9275,Про-028,Главная улица,6.9275,0.0,21,"{""Про-028"": 6.9275, ""Про-029"": 8.1555, ""Про-030"": 7.8291, ""Про-031"": 7.1371, ""Про-032"": 10.6678, ""Про-033"": 7.7389, ""Про-034"": 7.1968, ""Про-035"": 7.1968, ""Про-036"": 7.1968, ""Про-037"": 9.1081, ""Про-038"": 8.1269, ""Про-039"": 8.7457, ""Про-040"": 8.2654, ""Про-041"": 9.0723, ""Про-042"": 10.3743, ""Про-043"": 9.3846, ""Про-044"": 9.1648, ""Про-045"": 8.9858, ""Про-046"": 9.2703, ""Про-047"": 11.373, ""Про-048"": 11.4985}",True,7.649,0.7215,True
n2337934507,Гербовецкая улица,180,4,26.5,6.9459,Про-028,Главная улица,6.9459,0.0,21,"{""Про-028"": 6.9459, ""Про-029"": 8.0299, ""Про-030"": 7.7035, ""Про-031"": 7.0115, ""Про-032"": 10.5422, ""Про-033"": 7.6133, ""Про-034"": 7.0712, ""Про-035"": 7.0712, ""Про-036"": 7.0712, ""Про-037"": 8.9825, ""Про-038"": 8.0013, ""Про-039"": 8.6201, ""Про-040"": 8.1398, ""Про-041"": 8.9467, ""Про-042"": 10.2487, ""Про-043"": 9.259, ""Про-044"": 9.0392, ""Про-045"": 8.8602, ""Про-046"": 9.1447, ""Про-047"": 11.4986, ""Про-048"": 11.6241}",True,7.4865,0.5406,False
n2337934505,Гербовецкая улица,198,4,24.4,6.8823,Про-028,Главная улица,6.8823,0.0,21,"{""Про-028"": 6.8823, ""Про-029"": 8.2007, ""Про-030"": 7.8742, ""Про-031"": 7.1822, ""Про-032"": 10.713, ""Про-033"": 7.7841, ""Про-034"": 7.242, ""Про-035"": 7.242, ""Про-036"": 7.242, ""Про-037"": 9.1533, ""Про-038"": 8.172, ""Про-039"": 8.7909, ""Про-040"": 8.3105, ""Про-041"": 9.1175, ""Про-042"": 10.4194, ""Про-043"": 9.4297, ""Про-044"": 9.21, ""Про-045"": 9.031, ""Про-046"": 9.3155, ""Про-047"": 11.3279, ""Про-048"": 11.4534}",True,7.6627,0.7804,True
w353042920,Гербовецкий переулок,2а,4,25.8,5.0281,Про-028,Главная улица,5.0281,0.0,21,"{""Про-028"": 5.0281, ""Про-029"": 7.5373, ""Про-030"": 6.5931, ""Про-031"": 5.5153, ""Про-032"": 9.6058, ""Про-033"": 6.2685, ""Про-034"": 5.7264, ""Про-035"": 5.7264, ""Про-036"": 5.7264, ""Про-037"": 8.4899, ""Про-038"": 7.1607, ""Про-039"": 8.1275, ""Про-040"": 7.6472, ""Про-041"": 8.4541, ""Про-042"": 9.3123, ""Про-043"": 8.7664, ""Про-044"": 8.5466, ""Про-045"": 8.3676, ""Про-046"": 8.6521, ""Про-047"": 13.0898, ""Про-048"": 11.447}",True,6.1381,1.11,True
w352628941,Гербовецкий переулок,3,4,59.4,5.3302,Про-028,Главная улица,5.3302,0.0,21,"{""Про-028"": 5.3302, ""Про-029"": 7.2009, ""Про-030"": 6.2567, ""Про-031"": 5.3302, ""Про-032"": 9.2694, ""Про-033"": 5.9321, ""Про-034"": 5.39, ""Про-035"": 5.39, ""Про-036"": 5.39, ""Про-037"": 8.1535, ""Про-038"": 6.8243, ""Про-039"": 7.7911, ""Про-040"": 7.3108, ""Про-041"": 8.1177, ""Про-042"": 8.9759, ""Про-043"": 8.43, ""Про-044"": 8.2102, ""Про-045"": 8.0312, ""Про-046"": 8.3157, ""Про-047"": 13.21, ""Про-048"": 11.1106}",True,5.88,0.5498,True
w352366732,Гербовецкий переулок,4,4,60.6,5.3673,Про-028,Главная улица,5.3673,0.0,21,"{""Про-028"": 5.3673, ""Про-029"": 7.238, ""Про-030"": 6.2938, ""Про-031"": 5.3673, ""Про-032"": 9.3065, ""Про-033"": 5.9692, ""Про-034"": 5.4271, ""Про-035"": 5.4271, ""Про-036"": 5.4271, ""Про-037"": 8.1906, ""Про-038"": 6.8614, ""Про-039"": 7.8282, ""Про-040"": 7.3479, ""Про-041"": 8.1548, ""Про-042"": 9.013, ""Про-043"": 8.4671, ""Про-044"": 8.2473, ""Про-045"": 8.0683, ""Про-046"": 8.3528, ""Про-047"": 13.1428, ""Про-048"": 11.1207}",True,5.8987,0.5314,False
w352630227,Гербовецкий переулок,5,4,73.2,5.2124,Про-028,Главная улица,5.2124,0.0,21,"{""Про-028"": 5.2124, ""Про-029"": 7.353, ""Про-030"": 6.4088, ""Про-031"": 5.4823, ""Про-032"": 9.4216, ""Про-033"": 6.0842, ""Про-034"": 5.5421, ""Про-035"": 5.5421, ""Про-036"": 5.5421, ""Про-037"": 8.3056, ""Про-038"": 6.9764, ""Про-039"": 7.9432, ""Про-040"": 7.4629, ""Про-041"": 8.2698, ""Про-042"": 9.128, ""Про-043"": 8.5821, ""Про-044"": 8.3624, ""Про-045"": 8.1833, ""Про-046"": 8.4678, ""Про-047"": 13.2557, ""Про-048"": 11.2627}",True,5.9079,0.6955,True
w352630226,Гербовецкий переулок,7,4,53.7,5.2124,Про-028,Главная улица,5.2124,0.0,21,"{""Про-028"": 5.2124, ""Про-029"": 7.353, ""Про-030"": 6.4088, ""Про-031"": 5.4823, ""Про-032"": 9.4216, ""Про-033"": 6.0842, ""Про-034"": 5.5421, ""Про-035"": 5.5421, ""Про-036"": 5.5421, ""Про-037"": 8.3056, ""Про-038"": 6.9764, ""Про-039"": 7.9432, ""Про-040"": 7.4629, ""Про-041"": 8.2698, ""Про-042"": 9.128, ""Про-043"": 8.5821, ""Про-044"": 8.3624, ""Про-045"": 8.1833, ""Про-046"": 8.4678, ""Про-047"": 13.2557, ""Про-048"": 11.2627}",True,5.9268,0.7144,True
w352633546,Гербовецкий переулок,8,4,28.9,5.2037,Про-028,Главная улица,5.2037,0.0,21,"{""Про-028"": 5.2037, ""Про-029"": 7.3617, ""Про-030"": 6.4175, ""Про-031"": 5.491, ""Про-032"": 9.4302, ""Про-033"": 6.0929, ""Про-034"": 5.5508, ""Про-035"": 5.5508, ""Про-036"": 5.5508, ""Про-037"": 8.3143, ""Про-038"": 6.9851, ""Про-039"": 7.9519, ""Про-040"": 7.4716, ""Про-041"": 8.2785, ""Про-042"": 9.1367, ""Про-043"": 8.5908, ""Про-044"": 8.371, ""Про-045"": 8.192, ""Про-046"": 8.4765, ""Про-047"": 13.247, ""Про-048"": 11.2714}",True,6.0103,0.8066,True
w401161031,Гербовецкий переулок,9,4,30.9,5.2124,Про-028,Главная улица,5.2124,0.0,21,"{""Про-028"": 5.2124, ""Про-029"": 7.353, ""Про-030"": 6.4088, ""Про-031"": 5.4823, ""Про-032"": 9.4216, ""Про-033"": 6.0842, ""Про-034"": 5.5421, ""Про-035"": 5.5421, ""Про-036"": 5.5421, ""Про-037"": 8.3056, ""Про-038"": 6.9764, ""Про-039"": 7.9432, ""Про-040"": 7.4629, ""Про-041"": 8.2698, ""Про-042"": 9.128, ""Про-043"": 8.5821, ""Про-044"": 8.3624, ""Про-045"": 8.1833, ""Про-046"": 8.4678, ""Про-047"": 13.2557, ""Про-048"": 11.2627}",True,5.9503,0.7379,True
w352633545,Гербовецкий переулок,10,4,32.3,5.0889,Про-028,Главная улица,5.0889,0.0,21,"{""Про-028"": 5.0889, ""Про-029"": 7.4765, ""Про-030"": 6.5323, ""Про-031"": 5.5761, ""Про-032"": 9.545, ""Про-033"": 6.2077, ""Про-034"": 5.6656, ""Про-035"": 5.6656, ""Про-036"": 5.6656, ""Про-037"": 8.4291, ""Про-038"": 7.0999, ""Про-039"": 8.0667, ""Про-040"": 7.5864, ""Про-041"": 8.3933, ""Про-042"": 9.2515, ""Про-043"": 8.7056, ""Про-044"": 8.4858, ""Про-045"": 8.3068, ""Про-046"": 8.5913, ""Про-047"": 13.1322, ""Про-048"": 11.3862}",True,6.0868,0.9979,True
w352633549,Гербовецкий переулок,11,4,49.3,5.0889,Про-028,Главная улица,5.0889,0.0,21,"{""Про-028"": 5.0889, ""Про-029"": 7.4765, ""Про-030"": 6.5323, ""Про-031"": 5.5761, ""Про-032"": 9.545, ""Про-033"": 6.2077, ""Про-034"": 5.6656, ""Про-035"": 5.6656, ""Про-036"": 5.6656, ""Про-037"": 8.4291, ""Про-038"": 7.0999, ""Про-039"": 8.0667, ""Про-040"": 7.5864, ""Про-041"": 8.3933, ""Про-042"": 9.2515, ""Про-043"": 8.7056, ""Про-044"": 8.4858, ""Про-045"": 8.3068, ""Про-046"": 8.5913, ""Про-047"": 13.1322, ""Про-048"": 11.3862}",True,6.055,0.9661,True
w352633543,Гербовецкий переулок,12,4,42.7,5.0516,Про-028,Главная улица,5.0516,0.0,21,"{""Про-028"": 5.0516, ""Про-029"": 7.5423, ""Про-030"": 6.5981, ""Про-031"": 5.5387, ""Про-032"": 9.6108, ""Про-033"": 6.2735, ""Про-034"": 5.7314, ""Про-035"": 5.7314, ""Про-036"": 5.7314, ""Про-037"": 8.4949, ""Про-038"": 7.1657, ""Про-039"": 8.1325, ""Про-040"": 7.6522, ""Про-041"": 8.4591, ""Про-042"": 9.3173, ""Про-043"": 8.7714, ""Про-044"": 8.5516, ""Про-045"": 8.3726, ""Про-046"": 8.6571, ""Про-047"": 13.0664, ""Про-048"": 11.452}",True,6.1359,1.0843,True
w352633550,Гербовецкий переулок,13,4,38.7,5.0889,Про-028,Главная улица,5.0889,0.0,21,"{""Про-028"": 5.0889, ""Про-029"": 7.4765, ""Про-030"": 6.5323, ""Про-031"": 5.5761, ""Про-032"": 9.545, ""Про-033"": 6.2077, ""Про-034"": 5.6656, ""Про-035"": 5.6656, ""Про-036"": 5.6656, ""Про-037"": 8.4291, ""Про-038"": 7.0999, ""Про-039"": 8.0667, ""Про-040"": 7.5864, ""Про-041"": 8.3933, ""Про-042"": 9.2515, ""Про-043"": 8.7056, ""Про-044"": 8.4858, ""Про-045"": 8.3068, ""Про-046"": 8.5913, ""Про-047"": 13.1322, ""Про-048"": 11.3862}",True,6.0706,0.9817,True
w353042921,Гербовецкий переулок,78,4,26.3,5.0175,Про-028,Главная улица,5.0175,0.0,21,"{""Про-028"": 5.0175, ""Про-029"": 7.5479, ""Про-030"": 6.6037, ""Про-031"": 5.5046, ""Про-032"": 9.6165, ""Про-033"": 6.2791, ""Про-034"": 5.737, ""Про-035"": 5.737, ""Про-036"": 5.737, ""Про-037"": 8.5005, ""Про-038"": 7.1713, ""Про-039"": 8.1381, ""Про-040"": 7.6578, ""Про-041"": 8.4647, ""Про-042"": 9.3229, ""Про-043"": 8.777, ""Про-044"": 8.5573, ""Про-045"": 8.3782, ""Про-046"": 8.6627, ""Про-047"": 13.1005, ""Про-048"": 11.4576}",True,6.1377,1.1202,True
