uid,settlement_ru,district_ru,street_ru,housenumber,current_zone,in_city_km,outside_city_km,raw_km_A,eq_km_A,eq_km_B,recalculated_zone_A,recalculated_zone_B,reason_A
n2460035229,Парканы,Парканы,улица Свердлова,66,4,1.597,5.06,6.775,10.1397,10.0656,4,4,stable
n2460033775,Парканы,Парканы,улица Свердлова,67,4,1.597,5.8439,7.5588,11.4462,11.3721,4,4,stable
n2460035232,Парканы,Парканы,улица Свердлова,68,4,1.597,5.0747,6.7897,10.1642,10.0902,4,4,stable
n2460033774,Парканы,Парканы,улица Свердлова,69,4,1.597,5.8259,7.5409,11.4162,11.3422,4,4,stable
n2460035235,Парканы,Парканы,улица Свердлова,70,4,1.597,5.0894,6.8044,10.1887,10.1146,4,4,stable
n2460033773,Парканы,Парканы,улица Свердлова,71,4,1.597,5.8102,7.5252,11.3901,11.3161,4,4,stable
n2460035238,Парканы,Парканы,улица Свердлова,72,4,1.597,5.1042,6.8192,10.2134,10.1393,4,4,stable
n2460033772,Парканы,Парканы,улица Свердлова,73,4,1.597,5.7956,7.5105,11.3657,11.2917,4,4,stable
n2460035242,Парканы,Парканы,улица Свердлова,74,4,1.597,5.12,6.835,10.2397,10.1656,4,4,stable
n2460033771,Парканы,Парканы,улица Свердлова,75,4,1.597,5.7807,7.4956,11.3409,11.2668,4,4,stable
n2460035245,Парканы,Парканы,улица Свердлова,76,4,1.597,5.1337,6.8486,10.2626,10.1885,4,4,stable
n2460033770,Парканы,Парканы,улица Свердлова,77,4,1.597,5.7649,7.4798,11.3146,11.2405,4,4,stable
n2460035248,Парканы,Парканы,улица Свердлова,78,4,1.597,5.1492,6.8642,10.2884,10.2144,4,4,stable
n2460033769,Парканы,Парканы,улица Свердлова,79,4,1.597,5.7472,7.4622,11.2851,11.2111,4,4,stable
n2460035251,Парканы,Парканы,улица Свердлова,80,4,1.597,5.1628,6.8778,10.3111,10.237,4,4,stable
n2460033768,Парканы,Парканы,улица Свердлова,81,4,1.597,5.7291,7.444,11.2549,11.1809,4,4,stable
n2460035254,Парканы,Парканы,улица Свердлова,82,4,1.597,5.1785,6.8935,10.3372,10.2632,4,4,stable
w476163301,Парканы,Парканы,улица Свердлова,83,4,1.597,5.7032,7.4181,11.2117,11.1376,4,4,stable
n2460035257,Парканы,Парканы,улица Свердлова,84,4,1.597,5.1943,6.9093,10.3636,10.2896,4,4,stable
w476163299,Парканы,Парканы,улица Свердлова,85,4,1.597,5.691,7.4059,11.1914,11.1174,4,4,stable
n2460035264,Парканы,Парканы,улица Свердлова,86,4,1.597,5.2102,6.9252,10.3901,10.316,4,4,stable
w476163297,Парканы,Парканы,улица Свердлова,87,4,1.597,5.6792,7.3941,11.1717,11.0976,4,4,stable
n2460035268,Парканы,Парканы,улица Свердлова,88,4,1.597,5.2226,6.9376,10.4107,10.3366,4,4,stable
w476163294,Парканы,Парканы,улица Свердлова,89,4,1.597,5.6576,7.3725,11.1357,11.0617,4,4,stable
n2460035271,Парканы,Парканы,улица Свердлова,90,4,1.597,5.2382,6.9532,10.4367,10.3627,4,4,stable
n2460035274,Парканы,Парканы,улица Свердлова,92,4,1.597,5.2542,6.9691,10.4634,10.3893,4,4,stable
n2460035277,Парканы,Парканы,улица Свердлова,94,4,1.597,5.2698,6.9848,10.4894,10.4154,4,4,stable
n2460035280,Парканы,Парканы,улица Свердлова,96,4,1.597,5.2834,6.9984,10.5121,10.438,4,4,stable
n2460035283,Парканы,Парканы,улица Свердлова,98,4,1.597,5.9696,7.6845,11.6557,11.5817,4,4,stable
n2460035286,Парканы,Парканы,улица Свердлова,100,4,1.597,5.9551,7.6699,11.6316,11.5576,4,4,stable
n2460035289,Парканы,Парканы,улица Свердлова,102,4,1.597,5.9406,7.6555,11.6074,11.5333,4,4,stable
n2460035292,Парканы,Парканы,улица Свердлова,104,4,1.597,5.9257,7.6406,11.5826,11.5085,4,4,stable
n2460035295,Парканы,Парканы,улица Свердлова,106,4,1.597,5.9096,7.6245,11.5557,11.4817,4,4,stable
n2460035298,Парканы,Парканы,улица Свердлова,108,4,1.597,5.8959,7.6108,11.5329,11.4588,4,4,stable
n2460055522,Парканы,Парканы,улица Свердлова,110,4,1.597,5.8813,7.5962,11.5086,11.4345,4,4,stable
n2460055523,Парканы,Парканы,улица Свердлова,112,4,1.597,5.8681,7.583,11.4866,11.4126,4,4,stable
n2460055524,Парканы,Парканы,улица Свердлова,112,4,1.597,5.8523,7.5672,11.4602,11.3862,4,4,stable
n2460055525,Парканы,Парканы,улица Свердлова,114,4,1.597,5.8367,7.5516,11.4342,11.3602,4,4,stable
n2460055526,Парканы,Парканы,улица Свердлова,118,4,1.597,5.8231,7.5381,11.4116,11.3375,4,4,stable
n2460055527,Парканы,Парканы,улица Свердлова,120,4,1.597,5.8076,7.5225,11.3857,11.3117,4,4,stable
n2460055528,Парканы,Парканы,улица Свердлова,122,4,1.597,5.7916,7.5066,11.3591,11.2851,4,4,stable
n2460055529,Парканы,Парканы,улица Свердлова,124,4,1.597,5.7748,7.4897,11.3311,11.257,4,4,stable
n2460055530,Парканы,Парканы,улица Свердлова,126,4,1.597,5.7579,7.4728,11.3029,11.2288,4,4,stable
n2460055531,Парканы,Парканы,улица Свердлова,128,4,1.597,5.7388,7.4538,11.2711,11.197,4,4,stable
n2460055532,Парканы,Парканы,улица Свердлова,130,4,1.597,5.7242,7.4391,11.2467,11.1726,4,4,stable
n2460055533,Парканы,Парканы,улица Свердлова,132,4,1.597,5.7051,7.42,11.2149,11.1408,4,4,stable
n2460055534,Парканы,Парканы,улица Свердлова,134,4,1.597,5.6862,7.4011,11.1834,11.1094,4,4,stable
n2460055535,Парканы,Парканы,улица Свердлова,136,4,1.597,5.6712,7.3862,11.1584,11.0843,4,4,stable
w476163293,Парканы,Парканы,улица Свердлова,136,4,1.597,5.6627,7.3777,11.1442,11.0702,4,4,stable
n2323352013,Парканы,Парканы,улица Сергея Лазо,2,2,1.597,2.3817,4.0955,5.6759,5.6018,2,2,stable
w284686408,Парканы,Парканы,улица Сергея Лазо,3,2,1.597,2.4109,4.1246,5.7246,5.6505,2,2,stable
w284659754,Парканы,Парканы,улица Сергея Лазо,4,2,1.597,2.3928,4.1066,5.6944,5.6204,2,2,stable
w284686410,Парканы,Парканы,улица Сергея Лазо,5,3,1.597,2.4368,4.1506,5.7677,5.6936,2,2,outside-city km upweighted (x1.667) -> costlier zone
w284686407,Парканы,Парканы,улица Сергея Лазо,6,2,1.597,2.4207,4.1345,5.7409,5.6668,2,2,stable
w287643876,Парканы,Парканы,улица Сергея Лазо,7,3,1.597,2.4581,4.1719,5.8032,5.7292,2,2,outside-city km upweighted (x1.667) -> costlier zone
w284686411,Парканы,Парканы,улица Сергея Лазо,8,3,1.597,2.4426,4.1564,5.7774,5.7034,2,2,outside-city km upweighted (x1.667) -> costlier zone
w287643878,Парканы,Парканы,улица Сергея Лазо,9,3,1.597,2.4862,4.2,5.8501,5.7761,2,2,outside-city km upweighted (x1.667) -> costlier zone
w288392737,Парканы,Парканы,улица Сергея Лазо,10,3,1.597,2.4764,4.1902,5.8337,5.7597,2,2,outside-city km upweighted (x1.667) -> costlier zone
w285452245,Парканы,Парканы,улица Сергея Лазо,11,3,1.597,2.5129,4.2267,5.8946,5.8206,2,2,outside-city km upweighted (x1.667) -> costlier zone
w288392738,Парканы,Парканы,улица Сергея Лазо,12,3,1.597,2.511,4.2248,5.8914,5.8174,2,2,outside-city km upweighted (x1.667) -> costlier zone
w288392881,Парканы,Парканы,улица Сергея Лазо,13,3,1.597,2.5389,4.2527,5.9379,5.8639,2,2,outside-city km upweighted (x1.667) -> costlier zone
w288392819,Парканы,Парканы,улица Сергея Лазо,14,3,1.597,2.5267,4.2405,5.9176,5.8436,2,2,outside-city km upweighted (x1.667) -> costlier zone
w294043068,Парканы,Парканы,улица Сергея Лазо,15,3,1.597,2.5656,4.2794,5.9824,5.9084,2,2,outside-city km upweighted (x1.667) -> costlier zone
w294043065,Парканы,Парканы,улица Сергея Лазо,16,3,1.597,2.5463,4.26,5.9502,5.8761,2,2,outside-city km upweighted (x1.667) -> costlier zone
w294043073,Парканы,Парканы,улица Сергея Лазо,17,3,1.597,2.5918,4.3056,6.0261,5.952,2,2,outside-city km upweighted (x1.667) -> costlier zone
n5653833601,Парканы,Парканы,улица Сергея Лазо,18,2,1.597,2.3623,4.0756,5.6436,5.5696,2,2,stable
w294043070,Парканы,Парканы,улица Сергея Лазо,18,2,1.597,2.5781,4.2919,6.0032,5.9291,2,2,stable
w294043076,Парканы,Парканы,улица Сергея Лазо,19,3,1.597,2.6172,4.331,6.0684,5.9943,2,2,outside-city km upweighted (x1.667) -> costlier zone
n5653833905,Парканы,Парканы,улица Сергея Лазо,20,2,1.597,2.3844,4.0977,5.6804,5.6063,2,2,stable
w294043081,Парканы,Парканы,улица Сергея Лазо,20,2,1.597,2.6073,4.3211,6.0519,5.9779,2,2,stable
w294043077,Парканы,Парканы,улица Сергея Лазо,21,3,1.597,2.6334,4.3472,6.0954,6.0213,3,2,stable
n5653833602,Парканы,Парканы,улица Сергея Лазо,22,2,1.597,2.4198,4.1331,5.7394,5.6654,2,2,stable
w294043080,Парканы,Парканы,улица Сергея Лазо,22,2,1.597,2.6264,4.3402,6.0837,6.0097,3,2,outside-city km upweighted (x1.667) -> costlier zone
w288392735,Парканы,Парканы,улица Сергея Лазо,23,3,1.597,2.6547,4.3685,6.1309,6.0568,3,3,stable
w285452242,Парканы,Парканы,улица Сергея Лазо,24,3,1.597,2.6432,4.357,6.1117,6.0377,3,3,stable
w288392730,Парканы,Парканы,улица Сергея Лазо,25,3,1.597,2.6847,4.3985,6.1809,6.1069,3,3,stable
w288392731,Парканы,Парканы,улица Сергея Лазо,26,3,1.597,2.6749,4.3887,6.1646,6.0905,3,3,stable
w284829096,Парканы,Парканы,улица Сергея Лазо,27,3,1.597,2.7296,4.4434,6.2557,6.1817,3,3,stable
w284829100,Парканы,Парканы,улица Сергея Лазо,29,3,1.597,2.7558,4.4696,6.2994,6.2253,3,3,stable
w284829117,Парканы,Парканы,улица Сергея Лазо,31,3,1.597,2.7754,4.4892,6.3321,6.258,3,3,stable
w284829110,Парканы,Парканы,улица Сергея Лазо,33,3,1.597,2.7925,4.5063,6.3606,6.2866,3,3,stable
w284829108,Парканы,Парканы,улица Сергея Лазо,35,3,1.597,2.814,4.5279,6.3964,6.3223,3,3,stable
w284829106,Парканы,Парканы,улица Сергея Лазо,37,3,1.597,2.8326,4.5464,6.4274,6.3533,3,3,stable
w294942534,Парканы,Парканы,улица Сергея Лазо,39,3,1.597,2.8683,4.5822,6.4869,6.4129,3,3,stable
w294956273,Парканы,Парканы,улица Сергея Лазо,41,3,1.597,2.8968,4.6107,6.5344,6.4603,3,3,stable
w294956276,Парканы,Парканы,улица Сергея Лазо,43,3,1.597,2.9308,4.6447,6.5911,6.517,3,3,stable
w294956278,Парканы,Парканы,улица Сергея Лазо,45,3,1.597,2.9637,4.6776,6.6459,6.5719,3,3,stable
w294956277,Парканы,Парканы,улица Сергея Лазо,47,3,1.597,2.9776,4.6915,6.6691,6.5951,3,3,stable
w284829119,Парканы,Парканы,улица Сергея Лазо,49,3,1.597,2.9942,4.7081,6.6967,6.6226,3,3,stable
n2457739768,Парканы,Парканы,улица Сергея Лазо,50,3,1.597,2.7879,4.5013,6.3529,6.2788,3,3,stable
w284829112,Парканы,Парканы,улица Сергея Лазо,50,3,1.597,2.979,4.6929,6.6714,6.5973,3,3,stable
w304873404,Парканы,Парканы,улица Сергея Лазо,51,3,1.597,3.3498,5.0635,7.2894,7.2153,3,3,stable
n2457739767,Парканы,Парканы,улица Сергея Лазо,52,3,1.597,2.8069,4.5203,6.3846,6.3106,3,3,stable
w315423555,Парканы,Парканы,улица Сергея Лазо,52,3,1.597,3.359,5.0728,7.3047,7.2306,3,3,stable
w304873407,Парканы,Парканы,улица Сергея Лазо,53,3,1.597,3.3245,5.0382,7.2472,7.1732,3,3,stable
n2457739766,Парканы,Парканы,улица Сергея Лазо,54,3,1.597,2.8234,4.5368,6.4121,6.338,3,3,stable
w315423556,Парканы,Парканы,улица Сергея Лазо,54,3,1.597,3.345,5.0588,7.2814,7.2073,3,3,stable
w304873405,Парканы,Парканы,улица Сергея Лазо,55,3,1.597,3.31,5.0237,7.2231,7.149,3,3,stable
n2457739765,Парканы,Парканы,улица Сергея Лазо,56,3,1.597,2.8365,4.5498,6.4339,6.3598,3,3,stable
w315423558,Парканы,Парканы,улица Сергея Лазо,56,3,1.597,3.3123,5.0261,7.2269,7.1528,3,3,stable
w315423559,Парканы,Парканы,улица Сергея Лазо,57,3,1.597,3.2955,5.0093,7.1989,7.1248,3,3,stable
n2457739764,Парканы,Парканы,улица Сергея Лазо,58,3,1.597,2.8522,4.5655,6.4601,6.3861,3,3,stable
w315423561,Парканы,Парканы,улица Сергея Лазо,58,3,1.597,3.2883,5.002,7.1869,7.1128,3,3,stable
w315423560,Парканы,Парканы,улица Сергея Лазо,59,3,1.597,3.2833,4.997,7.1786,7.1045,3,3,stable
n5653832463,Парканы,Парканы,улица Сергея Лазо,60,3,1.597,2.8811,4.5944,6.5082,6.4341,3,3,stable
w315423562,Парканы,Парканы,улица Сергея Лазо,60,3,1.597,3.2758,4.9896,7.1661,7.0921,3,3,stable
w315423578,Парканы,Парканы,улица Сергея Лазо,61,3,1.597,3.2604,4.9742,7.1404,7.0663,3,3,stable
w315423563,Парканы,Парканы,улица Сергея Лазо,62,3,1.597,3.2643,4.978,7.1469,7.0728,3,3,stable
w315423577,Парканы,Парканы,улица Сергея Лазо,63,3,1.597,3.2489,4.9626,7.1212,7.0472,3,3,stable
w315423573,Парканы,Парканы,улица Сергея Лазо,64,3,1.597,3.238,4.9517,7.1031,7.029,3,3,stable
w315423576,Парканы,Парканы,улица Сергея Лазо,65,3,1.597,3.2317,4.9454,7.0926,7.0186,3,3,stable
w315423571,Парканы,Парканы,улица Сергея Лазо,66,3,1.597,3.2252,4.9389,7.0817,7.0076,3,3,stable
w315423572,Парканы,Парканы,улица Сергея Лазо,67,3,1.597,3.2144,4.9281,7.0637,6.9897,3,3,stable
w315423569,Парканы,Парканы,улица Сергея Лазо,68,3,1.597,3.211,4.9247,7.0581,6.984,3,3,stable
w304873403,Парканы,Парканы,улица Сергея Лазо,69,3,1.597,3.1956,4.9093,7.0324,6.9583,3,3,stable
w315423566,Парканы,Парканы,улица Сергея Лазо,70,3,1.597,3.1721,4.8858,6.9932,6.9192,3,3,stable
w315423567,Парканы,Парканы,улица Сергея Лазо,70,3,1.597,3.186,4.8997,7.0164,6.9423,3,3,stable
w304873402,Парканы,Парканы,улица Сергея Лазо,71,3,1.597,3.1838,4.8975,7.0127,6.9386,3,3,stable
n2323674199,Парканы,Парканы,улица Суворова,1,3,1.597,3.0656,4.7807,6.8157,6.7416,3,3,stable
n4835050333,Парканы,Парканы,улица Суворова,1,3,1.597,3.0782,4.7933,6.8367,6.7626,3,3,stable
n2457626552,Парканы,Парканы,улица Суворова,2а,3,1.597,3.0746,4.7897,6.8307,6.7566,3,3,stable
n2457626555,Парканы,Парканы,улица Суворова,4,3,1.597,3.1015,4.8165,6.8756,6.8015,3,3,stable
n2457626546,Парканы,Парканы,улица Суворова,5,3,1.597,3.1305,4.8456,6.9239,6.8498,3,3,stable
