uid,settlement_ru,district_ru,street_ru,housenumber,current_zone,in_city_km,outside_city_km,raw_km_A,eq_km_A,eq_km_B,recalculated_zone_A,recalculated_zone_B,reason_A
w310488385,Бендеры,Хомутяновка,Киевская улица,29,3,4.4628,0.0,4.3114,4.3084,4.4224,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w310488387,Бендеры,Хомутяновка,Киевская улица,31,3,4.5243,0.0,4.373,4.3699,4.4839,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w318406775,Бендеры,Хомутяновка,Киевская улица,33,3,4.5521,0.0,4.4009,4.3977,4.5117,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w318406776,Бендеры,Хомутяновка,Киевская улица,33а,3,4.5363,0.0,4.3851,4.3819,4.4959,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w318406774,Бендеры,Хомутяновка,Киевская улица,35,3,4.571,0.0,4.4199,4.4166,4.5306,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w209287696,Бендеры,Хомутяновка,Киевская улица,36,3,4.5751,0.0,4.424,4.4207,4.5347,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w318406772,Бендеры,Хомутяновка,Киевская улица,37,3,4.5888,0.0,4.4377,4.4344,4.5484,2,2,shorter fastest valid route than catalog basis -> cheaper zone
n2322107937,Бендеры,Хомутяновка,Киевская улица,43,3,4.3767,0.0,4.2335,4.2307,4.342,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w304088444,Бендеры,Хомутяновка,Киевская улица,45,3,4.3565,0.0,4.2195,4.2165,4.3258,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w302066929,Бендеры,Хомутяновка,Киевская улица,138,3,4.459,0.0,4.2912,4.2883,4.4078,2,2,shorter fastest valid route than catalog basis -> cheaper zone
n2334239345,Бендеры,Хомутяновка,Киевская улица,140,3,4.3773,0.0,4.234,4.2311,4.3424,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w310488388,Бендеры,Хомутяновка,Киевская улица,142,3,4.3538,0.0,4.2175,4.2147,4.3236,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w115331482,Бендеры,Шёлковый,Киркаештская улица,3,3,4.4181,0.0,4.8229,4.8215,4.7475,2,2,shorter fastest valid route than catalog basis -> cheaper zone
n2328168378,Бендеры,Шёлковый,Киркаештская улица,18,3,4.6463,0.0,5.0515,5.0497,4.9757,2,2,shorter fastest valid route than catalog basis -> cheaper zone
n2339237483,Бендеры,Шёлковый,Киркаештская улица,20,3,4.5994,0.0,5.0046,5.0028,4.9288,2,2,shorter fastest valid route than catalog basis -> cheaper zone
n2328168376,Бендеры,Шёлковый,Киркаештская улица,23,3,4.5797,0.0,4.9849,4.9831,4.9091,2,2,shorter fastest valid route than catalog basis -> cheaper zone
n2328168377,Бендеры,Шёлковый,Киркаештская улица,29,3,4.5454,0.0,4.9505,4.9488,4.8748,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w115331391,Бендеры,Шёлковый,Киркаештская улица,38,3,4.4155,0.0,4.8203,4.8189,4.7449,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w318122869,Бендеры,Шёлковый,Киркаештская улица,51,3,4.5024,0.0,4.9076,4.9058,4.8318,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w161635483,Бендеры,Шёлковый,Киркаештская улица,105,3,4.4784,0.0,4.8831,4.8818,4.8078,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w161635482,Бендеры,Шёлковый,Киркаештская улица,105б,3,4.3696,0.0,4.7743,4.773,4.699,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w161635484,Бендеры,Шёлковый,Киркаештская улица,105в,3,4.4871,0.0,4.8918,4.8905,4.8165,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w319857609,Бендеры,Кавказ,Кирпичная улица,1,2,2.3168,0.0,2.7214,2.7202,2.6462,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319856688,Бендеры,Кавказ,Кирпичная улица,1а,2,2.3008,0.0,2.7053,2.7042,2.6302,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319856593,Бендеры,Кавказ,Кирпичная улица,2,2,2.322,0.0,2.7266,2.7254,2.6514,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319857611,Бендеры,Кавказ,Кирпичная улица,3,2,2.3321,0.0,2.7367,2.7355,2.6615,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319856592,Бендеры,Кавказ,Кирпичная улица,4,2,2.338,0.0,2.7426,2.7414,2.6674,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319857612,Бендеры,Кавказ,Кирпичная улица,7,2,2.3819,0.0,2.7862,2.7853,2.7113,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319850093,Бендеры,Кавказ,Кирпичная улица,8,2,2.3635,0.0,2.7678,2.7669,2.6929,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319857613,Бендеры,Кавказ,Кирпичная улица,9,2,2.3642,0.0,2.7685,2.7676,2.6936,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319850092,Бендеры,Кавказ,Кирпичная улица,10,2,2.3459,0.0,2.7501,2.7493,2.6753,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w320266323,Бендеры,Кавказ,Кирпичная улица,11,2,2.3473,0.0,2.7515,2.7507,2.6767,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319850091,Бендеры,Кавказ,Кирпичная улица,12,2,2.3255,0.0,2.7297,2.7289,2.6549,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w320266322,Бендеры,Кавказ,Кирпичная улица,13,2,2.3311,0.0,2.7353,2.7345,2.6605,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319845488,Бендеры,Кавказ,Кирпичная улица,14,2,2.3051,0.0,2.7092,2.7085,2.6345,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w320266319,Бендеры,Кавказ,Кирпичная улица,15,2,2.3179,0.0,2.7221,2.7213,2.6473,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w320266318,Бендеры,Кавказ,Кирпичная улица,17,2,2.3029,0.0,2.707,2.7063,2.6323,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319839782,Бендеры,Кавказ,Кирпичная улица,18,2,2.2462,0.0,2.6502,2.6496,2.5756,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w320266316,Бендеры,Кавказ,Кирпичная улица,19,2,2.2894,0.0,2.6935,2.6928,2.6188,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319839783,Бендеры,Кавказ,Кирпичная улица,20,2,2.2185,0.0,2.6224,2.6219,2.5479,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w320266315,Бендеры,Кавказ,Кирпичная улица,21,2,2.2706,0.0,2.6747,2.674,2.6,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w320266309,Бендеры,Кавказ,Кирпичная улица,23,2,2.2412,0.0,2.6452,2.6446,2.5706,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w320266314,Бендеры,Кавказ,Кирпичная улица,23,2,2.2638,0.0,2.6678,2.6672,2.5932,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319856595,Бендеры,Кавказ,Кирпичная улица,40,2,2.283,0.0,2.6874,2.6864,2.6124,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w224364418,Бендеры,Кавказ,Кирпичная улица,112,1,2.0855,0.0,2.4893,2.4889,2.4149,1,1,stable
w319839785,Бендеры,Кавказ,Кирпичная улица,195,2,2.1252,0.0,2.529,2.5286,2.4546,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319697055,Бендеры,Кавказ,Кирпичная улица,197,2,2.1413,0.0,2.5452,2.5447,2.4707,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319697056,Бендеры,Кавказ,Кирпичная улица,199,2,2.1557,0.0,2.5596,2.5591,2.4851,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319845486,Бендеры,Кавказ,Кирпичная улица,201,2,2.2109,0.0,2.6149,2.6143,2.5403,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319857614,Бендеры,Кавказ,Кирпичная улица,203,2,2.2182,0.0,2.6221,2.6216,2.5476,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w320266311,Бендеры,Кавказ,Кирпичная улица,205,2,2.2349,0.0,2.6388,2.6383,2.5643,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319850089,Бендеры,Кавказ,Кирпичный переулок,1,2,2.408,0.0,2.8127,2.8114,2.7374,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319850088,Бендеры,Кавказ,Кирпичный переулок,3,2,2.4207,0.0,2.8253,2.8241,2.7501,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319856591,Бендеры,Кавказ,Кирпичный переулок,4а,2,2.3834,0.0,2.788,2.7868,2.7128,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319850087,Бендеры,Кавказ,Кирпичный переулок,5,2,2.4264,0.0,2.831,2.8298,2.7558,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319850095,Бендеры,Кавказ,Кирпичный переулок,6,2,2.3654,0.0,2.77,2.7688,2.6948,1,1,shorter fastest valid route than catalog basis -> cheaper zone
n2323793868,Бендеры,Кавказ,Кирпичный переулок,30,2,2.4177,0.0,2.8223,2.8211,2.7471,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w414674710,Бендеры,Шёлковый,Кицканская улица,13,3,3.9099,0.0,4.3153,4.3133,4.2393,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w414674683,Бендеры,Шёлковый,Кицканский переулок,1,3,3.7724,0.0,4.1778,4.1758,4.1018,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w414674681,Бендеры,Шёлковый,Кицканский переулок,2,3,3.7605,0.0,4.1659,4.1639,4.0899,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w414674698,Бендеры,Шёлковый,Кицканский переулок,3,3,4.0108,0.0,4.4161,4.4142,4.3402,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w414674682,Бендеры,Шёлковый,Кицканский переулок,4,3,3.7742,0.0,4.1796,4.1776,4.1036,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w414674706,Бендеры,Шёлковый,Кицканский переулок,5,3,3.98,0.0,4.3853,4.3834,4.3094,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w414674677,Бендеры,Шёлковый,Кицканский переулок,6,3,4.0132,0.0,4.4184,4.4166,4.3426,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w414674711,Бендеры,Шёлковый,Кицканский переулок,7,3,3.9481,0.0,4.3533,4.3515,4.2775,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w414674684,Бендеры,Шёлковый,Кицканский переулок,8,3,3.9995,0.0,4.4048,4.4029,4.3289,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w414674707,Бендеры,Шёлковый,Кицканский переулок,9,3,3.9256,0.0,4.3308,4.329,4.255,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w414674689,Бендеры,Шёлковый,Кицканский переулок,10,3,3.9642,0.0,4.3695,4.3676,4.2936,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w414674709,Бендеры,Шёлковый,Кицканский переулок,11,3,3.9035,0.0,4.3087,4.3069,4.2329,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w414674691,Бендеры,Шёлковый,Кицканский переулок,12,3,3.9484,0.0,4.3537,4.3518,4.2778,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w414674692,Бендеры,Шёлковый,Кицканский переулок,14,3,3.9353,0.0,4.3405,4.3387,4.2647,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w414674693,Бендеры,Шёлковый,Кицканский переулок,16,3,3.9171,0.0,4.3224,4.3205,4.2465,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w414674696,Бендеры,Шёлковый,Кицканский переулок,18,3,3.9052,0.0,4.3104,4.3086,4.2346,2,2,shorter fastest valid route than catalog basis -> cheaper zone
n2339271515,Бендеры,Шёлковый,Кицканский переулок,20,2,3.7314,0.0,4.1362,4.1348,4.0608,2,2,stable
w209267167,Бендеры,Борисовка,Кишинёвская улица,1,4,6.5624,0.0,5.7965,5.7935,5.8829,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w209267130,Бендеры,Борисовка,Кишинёвская улица,1а,4,6.4386,0.0,5.7159,5.7127,5.8021,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w209267161,Бендеры,Борисовка,Кишинёвская улица,1б,4,6.4211,0.0,5.6985,5.6952,5.7846,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w316027129,Бендеры,Борисовка,Кишинёвская улица,3,4,6.4,0.0,5.6713,5.6682,5.7575,2,2,shorter fastest valid route than catalog basis -> cheaper zone
n2334331709,Бендеры,Борисовка,Кишинёвская улица,4,4,7.1859,0.0,6.3535,6.3502,6.4395,3,3,shorter fastest valid route than catalog basis -> cheaper zone
w316027128,Бендеры,Борисовка,Кишинёвская улица,5,4,6.4088,0.0,5.6774,5.6743,5.7637,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w316027126,Бендеры,Борисовка,Кишинёвская улица,7,4,6.3952,0.0,5.6725,5.6693,5.7587,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w303915656,Бендеры,Борисовка,Кишинёвская улица,8,4,7.2197,0.0,6.3873,6.384,6.4733,3,3,shorter fastest valid route than catalog basis -> cheaper zone
n5172819425,Бендеры,Борисовка,Кишинёвская улица,8/1,4,7.1769,0.0,6.3445,6.3412,6.4305,3,3,shorter fastest valid route than catalog basis -> cheaper zone
n5172818452,Бендеры,Борисовка,Кишинёвская улица,8/2,4,7.1861,0.0,6.3537,6.3504,6.4397,3,3,shorter fastest valid route than catalog basis -> cheaper zone
w316027125,Бендеры,Борисовка,Кишинёвская улица,9,4,6.3763,0.0,5.6546,5.6516,5.7409,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w303915657,Бендеры,Борисовка,Кишинёвская улица,10,4,7.1909,0.0,6.3584,6.3551,6.4445,3,3,shorter fastest valid route than catalog basis -> cheaper zone
w303915659,Бендеры,Борисовка,Кишинёвская улица,12,4,7.1197,0.0,6.2872,6.2839,6.3733,3,3,shorter fastest valid route than catalog basis -> cheaper zone
n5172818844,Бендеры,Борисовка,Кишинёвская улица,12/3,4,7.1126,0.0,6.2801,6.2768,6.3662,3,3,shorter fastest valid route than catalog basis -> cheaper zone
w303915660,Бендеры,Борисовка,Кишинёвская улица,14,4,7.1566,0.0,6.3242,6.3208,6.4102,3,3,shorter fastest valid route than catalog basis -> cheaper zone
n2334331706,Бендеры,Борисовка,Кишинёвская улица,16,4,7.0946,0.0,6.2621,6.2589,6.3482,3,3,shorter fastest valid route than catalog basis -> cheaper zone
n2334331710,Бендеры,Борисовка,Кишинёвская улица,20,4,7.0829,0.0,6.2504,6.2472,6.3365,3,3,shorter fastest valid route than catalog basis -> cheaper zone
n2334331711,Бендеры,Борисовка,Кишинёвская улица,24,4,7.0202,0.0,6.1875,6.1844,6.2738,3,3,shorter fastest valid route than catalog basis -> cheaper zone
n5172818456,Бендеры,Борисовка,Кишинёвская улица,34/2,4,6.9013,0.0,6.0686,6.0656,6.1549,2,3,shorter fastest valid route than catalog basis -> cheaper zone
w316027473,Бендеры,Борисовка,Кишинёвская улица,54,2,4.4419,0.0,3.9463,3.9421,4.0315,2,2,stable
w316027884,Бендеры,Борисовка,Кишинёвская улица,60,4,6.6322,0.0,5.8663,5.8633,5.9527,2,2,shorter fastest valid route than catalog basis -> cheaper zone
n2325366591,Бендеры,Борисовка,Кишинёвская улица,76,4,6.467,0.0,5.701,5.6982,5.7875,2,2,shorter fastest valid route than catalog basis -> cheaper zone
n4886201637,Бендеры,Борисовка,Кишинёвская улица,78,4,6.4619,0.0,5.6932,5.6903,5.7797,2,2,shorter fastest valid route than catalog basis -> cheaper zone
n2334331712,Бендеры,Борисовка,Кишинёвский переулок,32,4,6.9729,0.0,6.1403,6.1372,6.2265,3,3,shorter fastest valid route than catalog basis -> cheaper zone
n2334331713,Бендеры,Борисовка,Кишинёвский переулок,34,4,6.9756,0.0,6.143,6.1399,6.2292,3,3,shorter fastest valid route than catalog basis -> cheaper zone
w316027138,Бендеры,Борисовка,Кишинёвский переулок,38,4,7.0145,0.0,6.1819,6.1788,6.2681,3,3,shorter fastest valid route than catalog basis -> cheaper zone
w319620046,Бендеры,Борисовка,Кишинёвский тупик,1,2,4.4588,0.0,3.9642,3.959,4.0484,2,2,stable
w352667518,Бендеры,Борисовка,Кишинёвский тупик,1,2,4.4454,0.0,3.9508,3.9456,4.035,2,2,stable
w352148079,Бендеры,Борисовка,Кишинёвский тупик,2,3,4.5175,0.0,4.023,4.0177,4.1071,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w352110238,Бендеры,Борисовка,Кишинёвский тупик,2а,3,4.4926,0.0,3.9981,3.9928,4.0822,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w352155392,Бендеры,Борисовка,Кишинёвский тупик,3,2,4.4638,0.0,3.9692,3.964,4.0534,2,2,stable
w352148078,Бендеры,Борисовка,Кишинёвский тупик,4,3,4.5425,0.0,4.048,4.0427,4.1321,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w352110239,Бендеры,Борисовка,Кишинёвский тупик,5,2,4.4793,0.0,3.9848,3.9795,4.0689,2,2,stable
w352155391,Бендеры,Борисовка,Кишинёвский тупик,7,3,4.4975,0.0,4.003,3.9977,4.0871,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w352148076,Бендеры,Борисовка,Кишинёвский тупик,8а,2,4.2142,0.0,3.719,3.7144,3.8038,2,2,stable
n2325729708,Бендеры,Борисовка,Кишинёвский тупик,10,2,4.1911,0.0,3.6958,3.6913,3.7807,2,2,stable
w209654379,Бендеры,Кавказ,Колодезная улица,2,1,2.0644,0.0,2.4688,2.4678,2.3938,1,1,stable
w320187947,Бендеры,Кавказ,Колодезная улица,3,1,2.0786,0.0,2.4831,2.482,2.408,1,1,stable
w320187948,Бендеры,Кавказ,Колодезная улица,5,1,2.0904,0.0,2.4949,2.4938,2.4198,1,1,stable
w319158533,Бендеры,Кавказ,Колодезная улица,9,2,2.1287,0.0,2.5333,2.5321,2.4581,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319158529,Бендеры,Кавказ,Колодезная улица,11,2,2.1555,0.0,2.5602,2.5589,2.4849,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w315848062,Бендеры,Кавказ,Колодезная улица,13,2,2.187,0.0,2.5917,2.5904,2.5164,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w320187936,Бендеры,Кавказ,Колодезная улица,17,2,2.2883,0.0,2.6932,2.6917,2.6177,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w317089143,Бендеры,Кавказ,Колодезная улица,21,2,2.9078,0.0,3.3123,3.3112,3.2372,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w317089142,Бендеры,Кавказ,Колодезная улица,23,2,2.9522,0.0,3.3568,3.3556,3.2816,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w317089144,Бендеры,Кавказ,Колодезная улица,25,2,3.0253,0.0,3.4299,3.4287,3.3547,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w315848059,Бендеры,Кавказ,Колодезная улица,27,2,3.0296,0.0,3.4342,3.433,3.359,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w317089145,Бендеры,Кавказ,Колодезная улица,29,2,3.0351,0.0,3.4396,3.4385,3.3645,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319549552,Бендеры,Кавказ,Колодезный переулок,1,1,2.0135,0.0,2.4178,2.4169,2.3429,1,1,stable
w319230835,Бендеры,Кавказ,Колодезный переулок,2,1,2.0372,0.0,2.4415,2.4406,2.3666,1,1,stable
w319549553,Бендеры,Кавказ,Колодезный переулок,3,1,2.0439,0.0,2.4482,2.4473,2.3733,1,1,stable
w319230837,Бендеры,Кавказ,Колодезный переулок,4,1,2.0459,0.0,2.4503,2.4493,2.3753,1,1,stable
w319550323,Бендеры,Кавказ,Колодезный переулок,5,1,2.0795,0.0,2.4839,2.4829,2.4089,1,1,stable
w319230916,Бендеры,Кавказ,Колодезный переулок,6,1,2.0582,0.0,2.4626,2.4616,2.3876,1,1,stable
w319381978,Бендеры,Кавказ,Колодезный переулок,8,1,2.0807,0.0,2.4851,2.4841,2.4101,1,1,stable
w319550655,Бендеры,Кавказ,Колодезный переулок,9,2,2.1334,0.0,2.5378,2.5368,2.4628,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319382548,Бендеры,Кавказ,Колодезный переулок,10,1,2.0912,0.0,2.4956,2.4946,2.4206,1,1,stable
w319845498,Бендеры,Кавказ,Колодезный переулок,11,2,2.1558,0.0,2.5602,2.5592,2.4852,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319845496,Бендеры,Кавказ,Колодезный переулок,11а,2,2.1413,0.0,2.5457,2.5447,2.4707,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319384355,Бендеры,Кавказ,Колодезный переулок,12,2,2.1011,0.0,2.5055,2.5045,2.4305,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319845500,Бендеры,Кавказ,Колодезный переулок,13,2,2.1724,0.0,2.5768,2.5758,2.5018,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w319384356,Бендеры,Кавказ,Колодезный переулок,14,2,2.1157,0.0,2.5201,2.5191,2.4451,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w222802642,Бендеры,Кавказ,Колодезный переулок,16,1,2.0158,0.0,2.4201,2.4192,2.3452,1,1,stable
w319550652,Бендеры,Кавказ,Колодезный переулок,16,1,2.1468,0.0,2.5512,2.5502,2.4762,1,1,stable
w319845492,Бендеры,Кавказ,Колодезный переулок,18,2,2.1694,0.0,2.5738,2.5728,2.4988,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w164987473,Бендеры,Центр,Коммунистическая улица,2А,1,1.1323,0.0,1.3831,1.3817,1.3076,1,1,stable
w299339817,Бендеры,Центр,Коммунистическая улица,3,1,1.0818,0.0,1.3326,1.3312,1.2571,1,1,stable
w299339816,Бендеры,Центр,Коммунистическая улица,5,1,1.0384,0.0,1.2892,1.2878,1.2137,1,1,stable
w299339812,Бендеры,Центр,Коммунистическая улица,6,1,0.9974,0.0,1.2481,1.2467,1.1727,1,1,stable
w299339815,Бендеры,Центр,Коммунистическая улица,7,1,0.9936,0.0,1.2444,1.243,1.1689,1,1,stable
w299339814,Бендеры,Центр,Коммунистическая улица,7/1,1,0.9518,0.0,1.2026,1.2012,1.1271,1,1,stable
w299339811,Бендеры,Центр,Коммунистическая улица,8,1,0.955,0.0,1.2058,1.2044,1.1303,1,1,stable
w295081367,Бендеры,Центр,Коммунистическая улица,10,1,0.8472,0.0,1.112,1.1107,1.0366,1,1,stable
w256218707,Бендеры,Центр,Коммунистическая улица,11,1,0.762,0.0,1.0523,1.051,0.977,1,1,stable
w295081368,Бендеры,Центр,Коммунистическая улица,12,1,0.834,0.0,1.1027,1.1014,1.0274,1,1,stable
w223398167,Бендеры,Центр,Коммунистическая улица,13,1,0.7429,0.0,1.039,1.0376,0.9636,1,1,stable
w256218706,Бендеры,Центр,Коммунистическая улица,13,1,0.7461,0.0,1.0411,1.0399,0.9659,1,1,stable
w295081369,Бендеры,Центр,Коммунистическая улица,14,1,0.817,0.0,1.0909,1.0895,1.0155,1,1,stable
w256218705,Бендеры,Центр,Коммунистическая улица,15,1,0.7324,0.0,1.0316,1.0303,0.9563,1,1,stable
w295081370,Бендеры,Центр,Коммунистическая улица,16,1,0.7994,0.0,1.0785,1.0772,1.0032,1,1,stable
w256218368,Бендеры,Центр,Коммунистическая улица,17,1,0.6404,0.0,0.9671,0.9659,0.8919,1,1,stable
w701103174,Бендеры,Центр,Коммунистическая улица,18,1,0.7901,0.0,1.072,1.0707,0.9966,1,1,stable
w256218367,Бендеры,Центр,Коммунистическая улица,19,1,0.621,0.0,0.9536,0.9523,0.8783,1,1,stable
w295081106,Бендеры,Центр,Коммунистическая улица,20,1,0.7753,0.0,1.0617,1.0603,0.9863,1,1,stable
w256218363,Бендеры,Центр,Коммунистическая улица,21,1,0.5885,0.0,0.9309,0.9296,0.8555,1,1,stable
w302370866,Бендеры,Центр,Коммунистическая улица,22,1,0.7579,0.0,1.0495,1.0481,0.9741,1,1,stable
w256218360,Бендеры,Центр,Коммунистическая улица,23,1,0.5716,0.0,0.9191,0.9177,0.8437,1,1,stable
w295020777,Бендеры,Центр,Коммунистическая улица,24,1,0.7385,0.0,1.0358,1.0346,0.9605,1,1,stable
w256218361,Бендеры,Центр,Коммунистическая улица,25,1,0.5564,0.0,0.9083,0.9071,0.8331,1,1,stable
w295020776,Бендеры,Центр,Коммунистическая улица,26,1,0.7079,0.0,1.0145,1.0131,0.9391,1,1,stable
w256218362,Бендеры,Центр,Коммунистическая улица,27,1,0.5619,0.0,0.9122,0.911,0.8369,1,1,stable
w295020775,Бендеры,Центр,Коммунистическая улица,28,1,0.6943,0.0,1.005,1.0036,0.9296,1,1,stable
w295020184,Бендеры,Центр,Коммунистическая улица,30,1,0.6862,0.0,0.9992,0.998,0.9239,1,1,stable
w295020183,Бендеры,Центр,Коммунистическая улица,32,1,0.6723,0.0,0.9896,0.9882,0.9142,1,1,stable
w295020182,Бендеры,Центр,Коммунистическая улица,34,1,0.6619,0.0,0.9823,0.9809,0.9069,1,1,stable
w295020180,Бендеры,Центр,Коммунистическая улица,36,1,0.6467,0.0,0.9716,0.9703,0.8963,1,1,stable
w295020179,Бендеры,Центр,Коммунистическая улица,38,1,0.6353,0.0,0.9636,0.9623,0.8883,1,1,stable
w295020177,Бендеры,Центр,Коммунистическая улица,40,1,0.6137,0.0,0.9485,0.9472,0.8732,1,1,stable
w295020174,Бендеры,Центр,Коммунистическая улица,42,1,0.6001,0.0,0.9389,0.9377,0.8637,1,1,stable
w256218358,Бендеры,Центр,Коммунистическая улица,43,1,0.5141,0.0,0.8787,0.8775,0.8035,1,1,stable
w295020173,Бендеры,Центр,Коммунистическая улица,44,1,0.5842,0.0,0.9279,0.9266,0.8525,1,1,stable
w295020165,Бендеры,Центр,Коммунистическая улица,45,1,0.4908,0.0,0.8625,0.8612,0.7871,1,1,stable
w295020172,Бендеры,Центр,Коммунистическая улица,46,1,0.5746,0.0,0.9211,0.9199,0.8458,1,1,stable
w165627341,Бендеры,Центр,Коммунистическая улица,47,1,0.4563,0.0,0.8384,0.837,0.763,1,1,stable
w295020171,Бендеры,Центр,Коммунистическая улица,48,1,0.5626,0.0,0.9127,0.9115,0.8374,1,1,stable
w165627299,Бендеры,Центр,Коммунистическая улица,49,1,0.4497,0.0,0.8337,0.8324,0.7584,1,1,stable
w293713545,Бендеры,Центр,Коммунистическая улица,50,1,0.5507,0.0,0.9044,0.9031,0.8291,1,1,stable
w256217556,Бендеры,Центр,Коммунистическая улица,51,1,0.4252,0.0,0.8166,0.8153,0.7412,1,1,stable
w293713544,Бендеры,Центр,Коммунистическая улица,52,1,0.5402,0.0,0.897,0.8958,0.8217,1,1,stable
w165627354,Бендеры,Центр,Коммунистическая улица,54,1,0.51,0.0,0.876,0.8746,0.8006,1,1,stable
w293713877,Бендеры,Центр,Коммунистическая улица,56,1,0.5016,0.0,0.87,0.8687,0.7947,1,1,stable
w222789266,Бендеры,Центр,Коммунистическая улица,58,1,0.4479,0.0,0.8325,0.8312,0.7571,1,1,stable
w303140607,Бендеры,Балка,Коммунистическая улица,62,1,1.9219,0.0,2.3332,2.3318,2.2577,1,1,stable
