settlement_or_district,uid,street,house,current_zone,current_route_km,current_route_s,reverse_route_km,corridorA_km,corridorA_s,corridorB_km,corridorB_s,shortest_valid_km,best_valid_km,chosen_route,difference_current_minus_best_km,driver_cost_current,provisional_proposed_zone,owner_review_required
Хомутяновка,w224943526,улица Ивана Шимкова,52а,3,6.0217,399.1,6.0217,7.3118,449,6.5669,507.5,5.3139,5.3139,shortest,0.708,8.017,3,True
Хомутяновка,w209273570,улица Интернационалистов,5,4,7.2531,563.3,7.2531,8.5433,613.2,7.7983,671.7,6.7048,6.7048,shortest,0.548,10.07,4,True
Хомутяновка,w209273565,улица Интернационалистов,7,4,7.1343,532.2,7.1343,8.4244,582.1,7.6795,640.6,6.5859,6.5859,shortest,0.548,9.795,4,True
Хомутяновка,w209273568,улица Интернационалистов,9,4,7.3109,576.9,7.3109,8.601,626.8,7.8561,685.3,6.7625,6.7625,shortest,0.548,10.195,4,True
Хомутяновка,w209273567,улица Интернационалистов,11,4,7.1755,540.6,7.2604,8.4656,590.5,7.7207,649,6.6271,6.6271,shortest,0.548,9.879,4,True
Хомутяновка,w91850356,улица Интернационалистов,13,4,7.2609,541.1,7.2609,8.551,591,7.8061,649.5,6.7125,6.7125,shortest,0.548,9.966,4,True
Хомутяновка,w222986064,улица Интернационалистов,13а,4,6.6682,532.9,7.3215,7.9583,582.8,7.2134,641.3,6.6682,6.6682,fastest,0.0,9.333,4,True
Хомутяновка,w442395876,улица Интернационалистов,13б,4,6.6479,528,7.3012,7.938,577.9,7.1931,636.4,6.6479,6.6479,fastest,0.0,9.288,4,True
Хомутяновка,w91850336,улица Интернационалистов,15,4,6.3696,524,6.3696,7.6597,573.9,6.9148,632.4,6.3696,6.3696,fastest,0.0,8.99,4,True
Хомутяновка,w319366971,улица Калашникова,3,3,4.6192,333.2,4.6192,5.9094,383.1,5.1644,441.6,4.6192,4.6192,fastest,0.0,6.285,3,True
Хомутяновка,w302067676,улица Калашникова,4,3,4.6623,339.4,4.6623,5.9525,389.3,5.2075,447.8,4.6623,4.6623,fastest,0.0,6.359,3,True
Хомутяновка,w319366972,улица Калашникова,5,3,4.6381,335.9,4.6381,5.9282,385.8,5.1833,444.3,4.6381,4.6381,fastest,0.0,6.318,3,True
Хомутяновка,w302067678,улица Калашникова,6,3,4.7323,350.8,4.7323,6.0224,400.7,5.2775,459.2,4.7323,4.7323,fastest,0.0,6.486,3,True
Хомутяновка,w209287670,улица Калашникова,6а,3,4.7858,369.4,4.7858,6.0759,419.3,5.331,477.8,4.7858,4.7858,fastest,0.0,6.633,3,True
Хомутяновка,w319366973,улица Калашникова,7,3,4.6489,337.5,4.6489,5.9391,387.4,5.1941,445.9,4.6489,4.6489,fastest,0.0,6.336,3,True
Хомутяновка,n2330549402,улица Калашникова,8,3,4.8956,373,5.0311,6.1858,422.9,5.4409,481.4,4.8956,4.8956,fastest,0.0,6.761,3,True
Хомутяновка,w319366997,улица Калашникова,8,3,4.9323,378.3,5.0677,6.2224,428.2,5.4775,486.7,4.9323,4.9323,fastest,0.0,6.824,3,True
Хомутяновка,w319366974,улица Калашникова,9,3,4.6602,339.1,4.6602,5.9503,389,5.2054,447.5,4.6602,4.6602,fastest,0.0,6.356,3,True
Хомутяновка,w319366975,улица Калашникова,11,3,4.6772,341.5,4.6772,5.9673,391.4,5.2224,449.9,4.6772,4.6772,fastest,0.0,6.385,3,True
Хомутяновка,w320437630,улица Калашникова,12,3,5.0328,392.9,5.1682,6.3229,442.8,5.578,501.3,5.0328,5.0328,fastest,0.0,6.997,3,True
Хомутяновка,w319366977,улица Калашникова,13,3,4.6907,343.5,4.6907,5.9809,393.4,5.2359,451.9,4.6907,4.6907,fastest,0.0,6.408,3,True
Хомутяновка,w320437642,улица Калашникова,14а,3,5.5804,391.6,5.5804,6.8706,441.5,6.1256,500,5.5609,5.5609,shortest,0.019,7.538,3,True
Хомутяновка,w757835185,улица Калашникова,15,3,4.7093,346.2,4.7093,5.9994,396.1,5.2545,454.6,4.7093,4.7093,fastest,0.0,6.44,3,True
Хомутяновка,w320342794,улица Калашникова,17,3,4.7321,349.6,4.7321,6.0223,399.5,5.2773,458,4.7321,4.7321,fastest,0.0,6.48,3,True
Хомутяновка,w320342787,улица Калашникова,19,3,4.7426,351.1,4.7426,6.0327,401,5.2878,459.5,4.7426,4.7426,fastest,0.0,6.498,3,True
Хомутяновка,w320342632,улица Калашникова,21,3,4.7974,359,4.7974,6.0875,408.9,5.3426,467.4,4.7974,4.7974,fastest,0.0,6.592,3,True
Хомутяновка,n2330549398,улица Калашникова,22,3,5.4833,377.7,5.4833,6.7734,427.6,6.0285,486.1,5.4833,5.4833,fastest,0.0,7.372,3,True
Хомутяновка,w319370825,улица Калашникова,23,3,4.8246,362.9,4.987,6.1148,412.8,5.3699,471.3,4.8246,4.8246,fastest,0.0,6.639,3,True
Хомутяновка,w209287695,улица Калашникова,25,3,4.7956,368,4.7956,6.0858,417.9,5.3408,476.4,4.7956,4.7956,fastest,0.0,6.636,3,True
Хомутяновка,w319370824,улица Калашникова,25,3,4.8399,365,4.9753,6.13,414.9,5.3851,473.4,4.8399,4.8399,fastest,0.0,6.665,3,True
Хомутяновка,w319370823,улица Калашникова,29,3,4.8629,368.3,4.9983,6.153,418.2,5.4081,476.7,4.8629,4.8629,fastest,0.0,6.704,3,True
Хомутяновка,w319370821,улица Калашникова,31,3,4.8789,370.6,5.0144,6.1691,420.5,5.4241,479,4.8789,4.8789,fastest,0.0,6.732,3,True
Хомутяновка,w319370820,улица Калашникова,33,3,4.8961,373.1,5.0315,6.1862,423,5.4413,481.5,4.8961,4.8961,fastest,0.0,6.762,3,True
Хомутяновка,w319367003,улица Калашникова,35,3,4.9231,377,5.0585,6.2132,426.9,5.4683,485.4,4.9231,4.9231,fastest,0.0,6.808,3,True
Хомутяновка,w319366999,улица Калашникова,37,3,4.9391,379.3,5.0746,6.2293,429.2,5.4843,487.7,4.9391,4.9391,fastest,0.0,6.836,3,True
Хомутяновка,w297019345,улица Калашникова,39,3,4.9581,382,5.4667,6.2482,431.9,5.5033,490.4,4.9581,4.9581,fastest,0.0,6.868,3,True
Хомутяновка,w297019344,улица Калашникова,41,3,5.0014,397.6,5.1369,6.2916,447.5,5.5466,506,5.0014,5.0014,fastest,0.0,6.989,3,True
Хомутяновка,w320438933,улица Калашникова,43,3,5.0082,389.3,5.1436,6.2983,439.2,5.5534,497.7,5.0082,5.0082,fastest,0.0,6.955,3,True
Хомутяновка,n2337889960,улица Калашникова,44,4,6.1033,465.7,6.1033,7.3935,515.6,6.6486,574.1,6.1033,6.1033,fastest,0.0,8.432,4,True
Хомутяновка,w320438935,улица Калашникова,45,3,5.026,391.9,5.1615,6.3162,441.8,5.5712,500.3,5.026,5.026,fastest,0.0,6.986,3,True
Хомутяновка,w352285811,улица Калашникова,46,4,6.0401,460.6,6.0401,7.3303,510.5,6.5854,569,6.0401,6.0401,fastest,0.0,8.343,4,True
Хомутяновка,w320438940,улица Калашникова,47,3,5.046,394.7,5.6042,6.3361,444.6,5.5912,503.1,5.046,5.046,fastest,0.0,7.02,3,True
Хомутяновка,w352285810,улица Калашникова,48,4,6.0548,462.7,6.0548,7.3449,512.6,6.6,571.1,6.0548,6.0548,fastest,0.0,8.368,4,True
Хомутяновка,w320438942,улица Калашникова,49,3,5.5935,393.5,5.5935,6.8837,443.4,6.1387,501.9,5.5478,5.5478,shortest,0.046,7.561,3,True
Хомутяновка,w352285809,улица Калашникова,50,4,6.0786,466.1,6.0786,7.3687,516,6.6238,574.5,6.0786,6.0786,fastest,0.0,8.409,4,True
Хомутяновка,w320438943,улица Калашникова,53,3,5.5674,389.8,5.5674,6.8575,439.7,6.1126,498.2,5.5674,5.5674,fastest,0.0,7.516,3,True
Хомутяновка,w352285807,улица Калашникова,54,4,6.0963,468.7,6.0963,7.3864,518.6,6.6415,577.1,6.0963,6.0963,fastest,0.0,8.44,4,True
Хомутяновка,w484497586,улица Калашникова,55,3,5.5567,388.2,5.5567,6.8469,438.1,6.1019,496.6,5.5567,5.5567,fastest,0.0,7.498,3,True
Хомутяновка,w352285806,улица Калашникова,56,4,6.1101,470.7,6.1101,7.4002,520.6,6.6553,579.1,6.1101,6.1101,fastest,0.0,8.464,4,True
Хомутяновка,w320438948,улица Калашникова,57,3,5.5363,385.3,5.5363,6.8265,435.2,6.0815,493.7,5.5363,5.5363,fastest,0.0,7.463,3,True
Хомутяновка,w352285804,улица Калашникова,58,4,6.1239,472.7,6.1239,7.4141,522.6,6.6692,581.1,6.1239,6.1239,fastest,0.0,8.487,4,True
Хомутяновка,w352285589,улица Калашникова,60,4,6.1373,474.6,6.1373,7.4274,524.5,6.6825,583,6.1373,6.1373,fastest,0.0,8.51,4,True
Хомутяновка,w352285588,улица Калашникова,62,4,6.1535,477,6.1535,7.4436,526.9,6.6987,585.4,6.1535,6.1535,fastest,0.0,8.538,4,True
Хомутяновка,w352285587,улица Калашникова,64,4,6.1678,479,6.1678,7.4579,528.9,6.713,587.4,6.1678,6.1678,fastest,0.0,8.563,4,True
Хомутяновка,w352285586,улица Калашникова,66,4,6.1791,480.6,6.3391,7.4693,530.5,6.7243,589,6.1791,6.1791,fastest,0.0,8.582,4,True
Хомутяновка,w352285585,улица Калашникова,68,4,6.3229,481.8,6.3229,7.613,531.7,6.8681,590.2,6.2837,6.2837,shortest,0.039,8.732,4,True
Хомутяновка,w352285583,улица Калашникова,70,4,6.3064,479.4,6.3064,7.5965,529.3,6.8516,587.8,6.3064,6.3064,fastest,0.0,8.703,4,True
Хомутяновка,w352285582,улица Калашникова,72,4,6.29,477.1,6.29,7.5801,527,6.8352,585.5,6.29,6.29,fastest,0.0,8.675,4,True
Хомутяновка,w326811190,улица Кошевого,1,4,6.0415,444.8,6.0415,7.3316,494.7,6.5867,553.2,6.0415,6.0415,fastest,0.0,8.265,4,True
Хомутяновка,w352064501,улица Кошевого,1а,4,6.0135,440.8,6.0135,7.3036,490.7,6.5587,549.2,6.0135,6.0135,fastest,0.0,8.217,4,True
Хомутяновка,w352265841,улица Кошевого,3,4,6.1056,454,6.1056,7.3958,503.9,6.6508,562.4,6.1056,6.1056,fastest,0.0,8.376,4,True
Хомутяновка,w352111443,улица Кошевого,4,4,5.9412,430.4,5.9412,7.2313,480.3,6.4864,538.8,5.9412,5.9412,fastest,0.0,8.093,4,True
Хомутяновка,w352265843,улица Кошевого,5,4,6.1209,456.2,6.1209,7.4111,506.1,6.6661,564.6,6.1209,6.1209,fastest,0.0,8.402,4,True
Хомутяновка,w352111440,улица Кошевого,6,4,5.9684,434.3,5.9684,7.2585,484.2,6.5136,542.7,5.9684,5.9684,fastest,0.0,8.14,4,True
Хомутяновка,w352265844,улица Кошевого,7,4,6.0385,454.7,6.1379,7.3287,504.6,6.5837,563.1,6.0385,6.0385,fastest,0.0,8.312,4,True
Хомутяновка,w352111439,улица Кошевого,8,4,5.9848,436.7,5.9848,7.2749,486.6,6.53,545.1,5.9848,5.9848,fastest,0.0,8.168,4,True
Хомутяновка,w352265846,улица Кошевого,9,4,6.0259,452.9,6.1505,7.316,502.8,6.5711,561.3,6.0259,6.0259,fastest,0.0,8.29,4,True
Хомутяновка,w352111438,улица Кошевого,10,4,6.0065,439.8,6.0065,7.2967,489.7,6.5517,548.2,6.0065,6.0065,fastest,0.0,8.206,4,True
Хомутяновка,w352111436,улица Кошевого,10а,4,6.0357,444,6.0357,7.3258,493.9,6.5809,552.4,6.0357,6.0357,fastest,0.0,8.256,4,True
Хомутяновка,w326811191,улица Кошевого,14,4,6.0778,450.1,6.0778,7.3679,500,6.623,558.5,6.0778,6.0778,fastest,0.0,8.328,4,True
Хомутяновка,w352265852,улица Кошевого,14,4,6.0511,456.5,6.1253,7.3412,506.4,6.5963,564.9,6.0511,6.0511,fastest,0.0,8.334,4,True
Хомутяновка,w352265853,улица Кошевого,16,4,6.0317,453.7,6.1447,7.3218,503.6,6.5769,562.1,6.0317,6.0317,fastest,0.0,8.3,4,True
Хомутяновка,w352326939,улица Кошевого,38,4,6.0665,461.2,6.0665,7.3567,511.1,6.6117,569.6,6.0665,6.0665,fastest,0.0,8.372,4,True
Хомутяновка,n2337889966,улица Кошевого,42,4,5.9944,450.8,5.9944,7.2845,500.7,6.5396,559.2,5.9944,5.9944,fastest,0.0,8.248,4,True
Хомутяновка,w644316162,улица Крянгэ,1,3,5.3403,357.5,5.3403,6.6304,407.4,5.8855,465.9,5.3403,5.3403,fastest,0.0,7.128,3,True
Хомутяновка,w318083428,улица Крянгэ,6,3,5.3158,355.3,5.3158,6.6059,405.2,5.861,463.7,5.3158,5.3158,fastest,0.0,7.092,3,True
Хомутяновка,w318084710,улица Крянгэ,7,3,5.4947,371.4,5.4947,6.7848,421.3,6.0399,479.8,5.4947,5.4947,fastest,0.0,7.352,3,True
Хомутяновка,w318083432,улица Крянгэ,8,3,5.3312,356.7,5.3312,6.6213,406.6,5.8764,465.1,5.3312,5.3312,fastest,0.0,7.115,3,True
Хомутяновка,w318083433,улица Крянгэ,10,3,5.3482,358.2,5.3482,6.6383,408.1,5.8934,466.6,5.3482,5.3482,fastest,0.0,7.139,3,True
Хомутяновка,w318083442,улица Крянгэ,12,3,5.3655,359.7,5.3655,6.6556,409.6,5.9107,468.1,5.3655,5.3655,fastest,0.0,7.164,3,True
Хомутяновка,w209273571,улица Крянгэ,13,3,5.6992,408.2,5.6992,6.9893,458.1,6.2444,516.6,5.6992,5.6992,fastest,0.0,7.74,4,True
Хомутяновка,w318083440,улица Крянгэ,14,3,5.38,361,5.38,6.6701,410.9,5.9252,469.4,5.38,5.38,fastest,0.0,7.185,3,True
Хомутяновка,w91850334,улица Крянгэ,15,3,5.704,404.3,5.704,6.9941,454.2,6.2492,512.7,5.704,5.704,fastest,0.0,7.726,4,True
Хомутяновка,w91850362,улица Крянгэ,17,3,5.7469,416.5,5.7469,7.037,466.4,6.2921,524.9,5.7469,5.7469,fastest,0.0,7.829,4,True
Хомутяновка,w319132158,улица Крянгэ,20,3,5.4443,366.9,5.4443,6.7345,416.8,5.9896,475.3,5.4443,5.4443,fastest,0.0,7.279,3,True
Хомутяновка,w319133046,улица Крянгэ,22,3,5.4611,368.4,5.4611,6.7512,418.3,6.0063,476.8,5.4611,5.4611,fastest,0.0,7.303,3,True
Хомутяновка,w319133048,улица Крянгэ,24,3,5.4795,370.1,5.4795,6.7696,420,6.0247,478.5,5.4795,5.4795,fastest,0.0,7.33,3,True
Хомутяновка,w319133053,улица Крянгэ,34,3,5.5671,377.9,5.5671,6.8572,427.8,6.1123,486.3,5.5671,5.5671,fastest,0.0,7.457,3,True
Хомутяновка,w319133052,улица Крянгэ,36,3,5.5824,379.3,5.5824,6.8725,429.2,6.1276,487.7,5.5824,5.5824,fastest,0.0,7.479,4,True
Хомутяновка,w209273634,улица Крянгэ,40,3,5.75,406.7,5.75,7.0401,456.6,6.2952,515.1,5.75,5.75,fastest,0.0,7.784,4,True
Хомутяновка,w209273591,улица Крянгэ,42,3,5.7069,396.3,5.7069,6.9971,446.2,6.2521,504.7,5.7069,5.7069,fastest,0.0,7.688,4,True
Хомутяновка,w209273619,улица Крянгэ,44,4,5.9673,429.1,5.9673,7.2574,479,6.5125,537.5,5.9673,5.9673,fastest,0.0,8.113,4,True
Хомутяновка,w320344001,улица Куйбышева,1,3,4.6871,349.8,4.6871,5.9772,399.7,5.2323,458.2,4.6871,4.6871,fastest,0.0,6.436,3,True
Хомутяновка,w320343106,улица Куйбышева,2,3,4.6771,348.3,4.6771,5.9673,398.2,5.2224,456.7,4.6771,4.6771,fastest,0.0,6.419,3,True
Хомутяновка,w320343105,улица Куйбышева,4,3,4.6947,350.9,4.6947,5.9849,400.8,5.2399,459.3,4.6947,4.6947,fastest,0.0,6.449,3,True
Хомутяновка,w352284839,улица Куйбышева,5,3,4.7525,359.3,4.7525,6.0427,409.2,5.2977,467.7,4.7525,4.7525,fastest,0.0,6.549,3,True
Хомутяновка,w320342800,улица Куйбышева,6,3,4.7121,353.3,4.7121,6.0023,403.2,5.2573,461.7,4.7121,4.7121,fastest,0.0,6.479,3,True
Хомутяновка,w352285308,улица Куйбышева,7,3,4.7717,362,4.7717,6.0618,411.9,5.3169,470.4,4.7717,4.7717,fastest,0.0,6.582,3,True
Хомутяновка,w320342799,улица Куйбышева,8,3,4.7255,355.4,4.7255,6.0156,405.3,5.2707,463.8,4.7255,4.7255,fastest,0.0,6.503,3,True
Хомутяновка,w352285307,улица Куйбышева,9,3,4.7908,364.8,4.7908,6.0809,414.7,5.336,473.2,4.7908,4.7908,fastest,0.0,6.615,3,True
Хомутяновка,w320342797,улица Куйбышева,10,3,4.752,359.2,4.752,6.0422,409.1,5.2972,467.6,4.752,4.752,fastest,0.0,6.548,3,True
Хомутяновка,w339300190,улица Куйбышева,11,3,4.8128,368,4.8128,6.1029,417.9,5.358,476.4,4.8128,4.8128,fastest,0.0,6.653,3,True
Хомутяновка,w320342789,улица Куйбышева,12,3,4.7746,362.4,4.7746,6.0647,412.3,5.3198,470.8,4.7746,4.7746,fastest,0.0,6.587,3,True
Хомутяновка,w320437658,улица Куйбышева,13,3,4.8353,371.2,4.8353,6.1254,421.1,5.3805,479.6,4.8353,4.8353,fastest,0.0,6.691,3,True
Хомутяновка,w320342793,улица Куйбышева,14,3,4.7991,366,4.7991,6.0892,415.9,5.3443,474.4,4.7991,4.7991,fastest,0.0,6.629,3,True
Хомутяновка,n2330550601,улица Куйбышева,15,3,4.9953,394.3,4.9953,6.2854,444.2,5.5405,502.7,4.9953,4.9953,fastest,0.0,6.967,3,True
Хомутяновка,w320438938,улица Куйбышева,15,3,4.8526,373.7,4.8526,6.1427,423.6,5.3978,482.1,4.8526,4.8526,fastest,0.0,6.721,3,True
Хомутяновка,w320342791,улица Куйбышева,16,3,4.8173,368.6,4.8173,6.1074,418.5,5.3625,477,4.8173,4.8173,fastest,0.0,6.66,3,True
Хомутяновка,w339300188,улица Куйбышева,17,3,4.8689,376,4.8689,6.159,425.9,5.4141,484.4,4.8689,4.8689,fastest,0.0,6.749,3,True
Хомутяновка,w320342631,улица Куйбышева,18,3,4.8459,372.7,4.8459,6.136,422.6,5.3911,481.1,4.8459,4.8459,fastest,0.0,6.709,3,True
Хомутяновка,w352265866,улица Куйбышева,19,3,4.8986,380.3,4.8986,6.1887,430.2,5.4438,488.7,4.8986,4.8986,fastest,0.0,6.8,3,True
Хомутяновка,w320342629,улица Куйбышева,20,3,4.8689,376,4.8689,6.159,425.9,5.4141,484.4,4.8689,4.8689,fastest,0.0,6.749,3,True
Хомутяновка,w352265865,улица Куйбышева,21,3,4.9244,384,4.9244,6.2145,433.9,5.4696,492.4,4.9244,4.9244,fastest,0.0,6.844,3,True
Хомутяновка,w320342628,улица Куйбышева,22,3,4.8921,379.4,4.8921,6.1823,429.3,5.4373,487.8,4.8921,4.8921,fastest,0.0,6.789,3,True
Хомутяновка,w352265863,улица Куйбышева,23,3,4.9459,387.2,4.9459,6.236,437.1,5.4911,495.6,4.9459,4.9459,fastest,0.0,6.882,3,True
Хомутяновка,w320437619,улица Куйбышева,24,3,4.9123,382.3,4.9123,6.2024,432.2,5.4575,490.7,4.9123,4.9123,fastest,0.0,6.824,3,True
Хомутяновка,w352162874,улица Куйбышева,25,3,4.9648,389.9,4.9648,6.2549,439.8,5.51,498.3,4.9648,4.9648,fastest,0.0,6.914,3,True
Хомутяновка,w320437620,улица Куйбышева,26,3,4.9262,384.3,4.9262,6.2164,434.2,5.4715,492.7,4.9262,4.9262,fastest,0.0,6.848,3,True
Хомутяновка,w320440073,улица Куйбышева,27,3,4.9863,393,4.9863,6.2764,442.9,5.5315,501.4,4.9863,4.9863,fastest,0.0,6.951,3,True
Хомутяновка,w320437622,улица Куйбышева,28,3,4.9411,386.5,4.9411,6.2312,436.4,5.4863,494.9,4.9411,4.9411,fastest,0.0,6.874,3,True
Хомутяновка,w320440071,улица Куйбышева,29,3,5.007,396,5.007,6.2971,445.9,5.5522,504.4,5.007,5.007,fastest,0.0,6.987,3,True
Хомутяновка,w320437623,улица Куйбышева,30,3,4.9581,388.9,4.9581,6.2482,438.8,5.5033,497.3,4.9581,4.9581,fastest,0.0,6.903,3,True
Хомутяновка,w320440070,улица Куйбышева,31,3,5.0202,397.9,5.0202,6.3104,447.8,5.5654,506.3,5.0202,5.0202,fastest,0.0,7.01,3,True
Хомутяновка,w320437626,улица Куйбышева,32,3,4.9716,390.9,4.9716,6.2617,440.8,5.5168,499.3,4.9716,4.9716,fastest,0.0,6.926,3,True
Хомутяновка,w320440062,улица Куйбышева,33,3,5.0466,401.6,5.0466,6.3367,451.5,5.5918,510,5.0466,5.0466,fastest,0.0,7.055,3,True
Хомутяновка,w666173093,улица Куйбышева,34,3,4.9958,394.4,4.9958,6.286,444.3,5.541,502.8,4.9958,4.9958,fastest,0.0,6.968,3,True
Хомутяновка,w320440054,улица Куйбышева,35,3,5.7085,403.7,5.7085,6.9986,453.6,6.2537,512.1,5.4136,5.4136,shortest,0.295,7.727,3,True
Хомутяновка,w320438936,улица Куйбышева,37,3,5.6594,396.7,5.6594,6.9495,446.6,6.2046,505.1,5.4627,5.4627,shortest,0.197,7.643,3,True
Хомутяновка,w320440052,улица Куйбышева,37а,3,5.6852,400.4,5.6852,6.9753,450.3,6.2304,508.8,5.4369,5.4369,shortest,0.248,7.687,3,True
Хомутяновка,w320440055,улица Куйбышева,39,3,5.6272,392,5.6272,6.9173,441.9,6.1724,500.4,5.4949,5.4949,shortest,0.132,7.587,3,True
Хомутяновка,w320440057,улица Куйбышева,40,3,5.06,403.5,5.06,6.3501,453.4,5.6052,511.9,5.06,5.06,fastest,0.0,7.077,3,True
Хомутяновка,w320440053,улица Куйбышева,42,3,5.6987,402.3,5.6987,6.9888,452.2,6.2439,510.7,5.4234,5.4234,shortest,0.275,7.71,3,True
Хомутяновка,w757869687,улица Куйбышева,44,3,5.6735,398.7,5.6735,6.9636,448.6,6.2187,507.1,5.4486,5.4486,shortest,0.225,7.667,3,True
Хомутяновка,w757869686,улица Куйбышева,46,3,5.6593,396.6,5.6593,6.9494,446.5,6.2045,505,5.4628,5.4628,shortest,0.197,7.642,3,True
Хомутяновка,w320439368,улица Куйбышева,48,3,5.6302,392.4,5.6302,6.9203,442.3,6.1754,500.8,5.4919,5.4919,shortest,0.138,7.592,3,True
Хомутяновка,w320439372,улица Куйбышева,50,3,5.6046,388.8,5.6046,6.8947,438.7,6.1498,497.2,5.5175,5.5175,shortest,0.087,7.549,3,True
Хомутяновка,w320439366,улица Куйбышева,51,3,5.6755,399,5.6755,6.9656,448.9,6.2207,507.4,5.4466,5.4466,shortest,0.229,7.671,3,True
Хомутяновка,w320440063,улица Куйбышева,52,3,5.5404,379.5,5.5404,6.8305,429.4,6.0856,487.9,5.5404,5.5404,fastest,0.0,7.438,3,True
Хомутяновка,w209273601,улица Лермонтова,2,3,5.9502,425,5.9502,7.2403,474.9,6.4954,533.4,5.9502,5.9502,fastest,0.0,8.075,4,True
Хомутяновка,w209273566,улица Лермонтова,4,3,5.7899,421.6,5.7899,7.08,471.5,6.3351,530,5.7899,5.7899,fastest,0.0,7.898,4,True
Хомутяновка,w318548554,улица Лермонтова,5,4,5.9526,447.5,5.9526,7.2428,497.4,6.4978,555.9,5.9526,5.9526,fastest,0.0,8.19,4,True
Хомутяновка,w318548553,улица Лермонтова,7,3,5.9277,417.8,5.8417,7.2178,467.7,6.4729,526.2,5.9277,5.9277,fastest,0.0,8.017,4,True
Хомутяновка,w318548552,улица Лермонтова,9,3,5.9415,419.8,5.8278,7.2317,469.7,6.4867,528.2,5.9415,5.9415,fastest,0.0,8.04,4,True
Хомутяновка,w318548547,улица Лермонтова,11,3,5.8079,417.7,5.8079,7.098,467.6,6.3531,526.1,5.8079,5.8079,fastest,0.0,7.896,4,True
Хомутяновка,w318548540,улица Лермонтова,13,3,5.7893,415,5.7893,7.0794,464.9,6.3345,523.4,5.7893,5.7893,fastest,0.0,7.864,4,True
Хомутяновка,w318548535,улица Лермонтова,15,3,5.7735,412.7,5.7735,7.0636,462.6,6.3187,521.1,5.7735,5.7735,fastest,0.0,7.837,4,True
Хомутяновка,w318120119,улица Лермонтова,16,3,5.7199,404.9,5.7199,7.01,454.8,6.2651,513.3,5.7199,5.7199,fastest,0.0,7.744,4,True
Хомутяновка,w318120125,улица Лермонтова,17,3,5.7549,409.9,5.7549,7.0451,459.8,6.3001,518.3,5.7549,5.7549,fastest,0.0,7.804,4,True
Хомутяновка,n2321834521,улица Лермонтова,18,3,5.5622,401.7,5.5622,6.8524,451.6,6.1074,510.1,5.5622,5.5622,fastest,0.0,7.571,3,True
Хомутяновка,w318084698,улица Лермонтова,18,3,5.7204,405,5.7204,7.0105,454.9,6.2656,513.4,5.7204,5.7204,fastest,0.0,7.745,4,True
Хомутяновка,w318084696,улица Лермонтова,21,3,5.5608,401.5,5.5608,6.8509,451.4,6.106,509.9,5.5608,5.5608,fastest,0.0,7.568,3,True
Хомутяновка,w318084704,улица Лермонтова,23,3,5.5427,398.9,5.5427,6.8329,448.8,6.0879,507.3,5.5427,5.5427,fastest,0.0,7.537,3,True
Хомутяновка,n4397874166,улица Лермонтова,24,3,5.5267,396.5,5.5267,6.8168,446.4,6.0719,504.9,5.5267,5.5267,fastest,0.0,7.509,3,True
Хомутяновка,w318084707,улица Лермонтова,25,3,5.5228,396,5.5228,6.8129,445.9,6.068,504.4,5.5228,5.5228,fastest,0.0,7.503,3,True
Хомутяновка,w318084690,улица Лермонтова,29,3,5.4926,391.6,5.4926,6.7827,441.5,6.0378,500,5.4926,5.4926,fastest,0.0,7.451,3,True
Хомутяновка,w318084686,улица Лермонтова,31,3,5.474,388.9,5.474,6.7641,438.8,6.0192,497.3,5.474,5.474,fastest,0.0,7.418,3,True
Хомутяновка,w318083482,улица Лермонтова,33,3,5.4566,386.4,5.4566,6.7467,436.3,6.0018,494.8,5.4566,5.4566,fastest,0.0,7.389,3,True
Хомутяновка,w318083475,улица Лермонтова,35,3,5.4423,384.4,5.4423,6.7324,434.3,5.9875,492.8,5.4423,5.4423,fastest,0.0,7.364,3,True
Хомутяновка,w318083469,улица Лермонтова,37,3,5.424,381.8,5.424,6.7141,431.7,5.9692,490.2,5.424,5.424,fastest,0.0,7.333,3,True
Хомутяновка,n2321834527,улица Лермонтова,38,3,5.4143,380.3,5.4143,6.7044,430.2,5.9595,488.7,5.4143,5.4143,fastest,0.0,7.316,3,True
Хомутяновка,n4919278864,улица Лермонтова,38а,3,5.1612,344,5.1612,6.4513,393.9,5.7064,452.4,5.1612,5.1612,fastest,0.0,6.881,3,True
Хомутяновка,w318043413,улица Лермонтова,38а,3,5.1753,346,5.1753,6.4655,395.9,5.7205,454.4,5.1753,5.1753,fastest,0.0,6.905,3,True
Хомутяновка,n2321834524,улица Лермонтова,39,3,5.4197,381.1,5.4197,6.7098,431,5.9649,489.5,5.4197,5.4197,fastest,0.0,7.325,3,True
Хомутяновка,w318083466,улица Лермонтова,39,3,5.4072,379.3,5.4072,6.6974,429.2,5.9525,487.7,5.4072,5.4072,fastest,0.0,7.304,3,True
Хомутяновка,n2321834534,улица Лермонтова,41,3,5.3753,374.7,5.3753,6.6654,424.6,5.9205,483.1,5.3753,5.3753,fastest,0.0,7.249,3,True
Хомутяновка,w317149370,улица Лермонтова,43,3,5.3616,372.8,5.3616,6.6518,422.7,5.9068,481.2,5.3616,5.3616,fastest,0.0,7.226,3,True
Хомутяновка,w317149376,улица Лермонтова,45,3,5.3479,370.8,5.3479,6.6381,420.7,5.8931,479.2,5.3479,5.3479,fastest,0.0,7.202,3,True
