settlement_or_district,uid,street,house,current_zone,current_route_km,current_route_s,reverse_route_km,corridorA_km,corridorA_s,corridorB_km,corridorB_s,shortest_valid_km,best_valid_km,chosen_route,difference_current_minus_best_km,driver_cost_current,provisional_proposed_zone,owner_review_required
Хомутяновка,w317051475,Молодёжная улица,14,3,5.7334,379.2,5.7334,7.0235,429.1,6.2786,487.6,5.7334,5.7334,fastest,0.0,7.629,4,True
Хомутяновка,w317051503,Молодёжная улица,15,3,5.7681,384.2,5.7681,7.0582,434.1,6.3133,492.6,5.7681,5.7681,fastest,0.0,7.689,4,True
Хомутяновка,w317051477,Молодёжная улица,17,3,5.7844,386.5,5.7844,7.0746,436.4,6.3297,494.9,5.7844,5.7844,fastest,0.0,7.717,4,True
Хомутяновка,w184989536,Молодёжная улица,52,3,5.4708,339.4,5.4708,6.761,389.3,6.016,447.8,5.4708,5.4708,fastest,0.0,7.168,3,True
Хомутяновка,w209654410,Молодёжная улица,52а/1,3,5.6292,364.3,5.6292,6.9193,414.2,6.1744,472.7,5.6292,5.6292,fastest,0.0,7.451,4,True
Хомутяновка,w161058097,Московская улица,2,1,1.3123,127.3,1.3123,6.2508,420.3,4.6149,411.6,1.3123,1.3123,fastest,0.0,1.949,1,True
Хомутяновка,w291423988,Московская улица,9,1,1.2893,117.3,1.2893,6.2278,410.3,4.5919,401.6,1.2893,1.2893,fastest,0.0,1.876,1,True
Хомутяновка,w209273611,Пионерская улица,3,4,6.3295,439.9,6.3295,7.6196,489.8,6.8747,548.3,5.7811,5.7811,shortest,0.548,8.529,4,True
Хомутяновка,w209273594,Пионерская улица,5,4,6.3689,450.5,6.3689,7.659,500.4,6.9141,558.9,5.8205,5.8205,shortest,0.548,8.621,4,True
Хомутяновка,w209273613,Пионерская улица,5,4,6.3156,437.7,6.3156,7.6057,487.6,6.8608,546.1,5.7672,5.7672,shortest,0.548,8.504,4,True
Хомутяновка,w209273616,Пионерская улица,7,4,6.3808,460.3,6.3808,7.671,510.2,6.9261,568.7,5.8325,5.8325,shortest,0.548,8.682,4,True
Хомутяновка,w209273593,Пионерская улица,9,4,6.3397,445.2,6.3397,7.6298,495.1,6.8849,553.6,5.7913,5.7913,shortest,0.548,8.566,4,True
Хомутяновка,w353044316,Протягайловская улица,12,3,4.7031,466.1,4.7031,5.9932,516,5.2483,574.5,4.7031,4.7031,fastest,0.0,7.034,3,True
Хомутяновка,w354630979,Протягайловская улица,13,3,4.2855,328,4.2855,5.5756,377.9,4.8307,436.4,4.2855,4.2855,fastest,0.0,5.925,3,True
Хомутяновка,w353044314,Протягайловская улица,16,3,4.3544,337.9,4.3544,5.6446,387.8,4.8996,446.3,4.3544,4.3544,fastest,0.0,6.044,3,True
Хомутяновка,w353978195,Протягайловская улица,17,3,4.3813,341.8,4.3813,5.6714,391.7,4.9265,450.2,4.3813,4.3813,fastest,0.0,6.09,3,True
Хомутяновка,w353044313,Протягайловская улица,18,3,4.3765,341.1,4.3765,5.6666,391,4.9217,449.5,4.3765,4.3765,fastest,0.0,6.082,3,True
Хомутяновка,w353975790,Протягайловская улица,19,3,4.4022,344.8,4.4022,5.6923,394.7,4.9474,453.2,4.4022,4.4022,fastest,0.0,6.126,3,True
Хомутяновка,w353044312,Протягайловская улица,20,3,4.4021,344.8,4.4021,5.6922,394.7,4.9473,453.2,4.4021,4.4021,fastest,0.0,6.126,3,True
Хомутяновка,w353044311,Протягайловская улица,22,3,4.4248,348.1,4.4248,5.7149,398,4.97,456.5,4.4248,4.4248,fastest,0.0,6.165,3,True
Хомутяновка,n2321993999,Путейская улица,2,3,5.1359,357.1,4.9529,6.426,407,5.6811,465.5,5.1359,5.1359,fastest,0.0,6.921,3,True
Хомутяновка,w301982104,Путейская улица,4,3,4.9066,356.1,4.9066,6.1967,406,5.4518,464.5,4.9066,4.9066,fastest,0.0,6.687,3,True
Хомутяновка,w301982107,Путейская улица,6,3,4.8846,352.9,4.8846,6.1747,402.8,5.4298,461.3,4.8846,4.8846,fastest,0.0,6.649,3,True
Хомутяновка,w301982108,Путейская улица,10,3,4.8532,348.4,4.8532,6.1433,398.3,5.3984,456.8,4.8532,4.8532,fastest,0.0,6.595,3,True
Хомутяновка,w301982110,Путейская улица,10а,3,4.8308,345.2,4.8308,6.1209,395.1,5.376,453.6,4.8308,4.8308,fastest,0.0,6.557,3,True
Хомутяновка,w301982111,Путейская улица,12,3,4.818,343.3,4.818,6.1081,393.2,5.3632,451.7,4.818,4.818,fastest,0.0,6.534,3,True
Хомутяновка,w301982112,Путейская улица,12а,3,4.802,341,4.802,6.0922,390.9,5.3473,449.4,4.802,4.802,fastest,0.0,6.507,3,True
Хомутяновка,w301982113,Путейская улица,12б,3,4.8029,341.2,4.8029,6.093,391.1,5.3481,449.6,4.8029,4.8029,fastest,0.0,6.509,3,True
Хомутяновка,w352064506,Санаторная улица,2,3,5.525,378.2,5.525,6.8151,428.1,6.0702,486.6,5.525,5.525,fastest,0.0,7.416,3,True
Хомутяновка,w352284664,Санаторная улица,56,3,5.807,426.2,5.807,7.0972,476.1,6.3522,534.6,5.807,5.807,fastest,0.0,7.938,4,True
Хомутяновка,w352265835,Санаторная улица,58,4,5.8451,431.7,5.8451,7.1352,481.6,6.3903,540.1,5.8451,5.8451,fastest,0.0,8.004,4,True
Хомутяновка,w352163177,Санаторная улица,70,4,5.9252,443.3,5.9252,7.2153,493.2,6.4704,551.7,5.9252,5.9252,fastest,0.0,8.142,4,True
Хомутяновка,w352163171,Санаторная улица,72,4,5.9607,448.4,5.9607,7.2508,498.3,6.5059,556.8,5.9607,5.9607,fastest,0.0,8.203,4,True
Хомутяновка,w352163169,Санаторная улица,74,4,5.9702,449.7,5.9702,7.2603,499.6,6.5154,558.1,5.9702,5.9702,fastest,0.0,8.219,4,True
Хомутяновка,w161058110,Севастопольская улица,1а,3,4.6997,332.3,4.6997,5.9898,382.2,5.2449,440.7,4.6997,4.6997,fastest,0.0,6.361,3,True
Хомутяновка,w302066913,Севастопольская улица,2,3,4.8973,322.9,4.8973,6.1875,372.8,5.4425,431.3,4.8973,4.8973,fastest,0.0,6.512,3,True
Хомутяновка,w302066914,Севастопольская улица,4,3,4.9176,325.8,4.9176,6.2077,375.7,5.4628,434.2,4.9176,4.9176,fastest,0.0,6.547,3,True
Хомутяновка,w161058104,Севастопольская улица,4а,3,4.7015,326.7,4.7015,5.9916,376.6,5.2467,435.1,4.7015,4.7015,fastest,0.0,6.335,3,True
Хомутяновка,w161058112,Севастопольская улица,5,3,4.7405,329.5,4.7405,6.0306,379.4,5.2857,437.9,4.7405,4.7405,fastest,0.0,6.388,3,True
Хомутяновка,w302066902,Севастопольская улица,10,3,4.7313,323.1,4.7313,6.0215,373,5.2766,431.5,4.7313,4.7313,fastest,0.0,6.347,3,True
Хомутяновка,w302066901,Севастопольская улица,12,3,4.7181,321.2,4.7181,6.0082,371.1,5.2633,429.6,4.7181,4.7181,fastest,0.0,6.324,3,True
Хомутяновка,w302066903,Севастопольская улица,14,3,4.7016,318.8,4.7016,5.9917,368.7,5.2468,427.2,4.7016,4.7016,fastest,0.0,6.296,3,True
Хомутяновка,w302066894,Севастопольская улица,16,3,4.6754,315,4.6754,5.9655,364.9,5.2206,423.4,4.6754,4.6754,fastest,0.0,6.25,3,True
Хомутяновка,w303915676,Севастопольская улица,24,3,4.4406,300.1,4.4406,5.7307,350,4.9858,408.5,4.4406,4.4406,fastest,0.0,5.941,3,True
Хомутяновка,w304088452,Севастопольская улица,26,3,4.4029,294.7,4.4029,5.693,344.6,4.9481,403.1,4.4029,4.4029,fastest,0.0,5.876,3,True
Хомутяновка,w302074753,Треугольный переулок,1,3,5.3013,372.6,5.4787,6.5914,422.5,5.8465,481,5.3013,5.3013,fastest,0.0,7.164,3,True
Хомутяновка,w351854665,Треугольный переулок,2,3,5.2992,372.3,5.4766,6.5893,422.2,5.8444,480.7,5.2992,5.2992,fastest,0.0,7.161,3,True
Хомутяновка,w302074755,Треугольный переулок,3,3,5.2124,359.7,5.3898,6.5025,409.6,5.7576,468.1,5.2124,5.2124,fastest,0.0,7.011,3,True
Хомутяновка,w302369879,Треугольный переулок,4,3,5.2623,366.9,5.4397,6.5524,416.8,5.8075,475.3,5.2623,5.2623,fastest,0.0,7.097,3,True
Хомутяновка,w302074746,Треугольный переулок,5,3,5.2135,359.9,5.3909,6.5036,409.8,5.7587,468.3,5.2135,5.2135,fastest,0.0,7.013,3,True
Хомутяновка,w302369878,Треугольный переулок,6,3,5.245,364.4,5.4224,6.5351,414.3,5.7902,472.8,5.245,5.245,fastest,0.0,7.067,3,True
Хомутяновка,w302074749,Треугольный переулок,7,3,5.2584,366.4,5.4358,6.5485,416.3,5.8036,474.8,5.2584,5.2584,fastest,0.0,7.09,3,True
Хомутяновка,n4835076144,Треугольный переулок,8 кв. 2,3,5.3294,376.6,5.5068,6.6195,426.5,5.8746,485,5.3294,5.3294,fastest,0.0,7.212,3,True
Хомутяновка,n4835076145,Треугольный переулок,8 кв. 3,3,5.3232,375.7,5.5006,6.6133,425.6,5.8684,484.1,5.3232,5.3232,fastest,0.0,7.202,3,True
Хомутяновка,w302074748,Треугольный переулок,9,3,5.2427,364.1,5.4201,6.5328,414,5.7879,472.5,5.2427,5.2427,fastest,0.0,7.063,3,True
Хомутяновка,w302074747,Треугольный переулок,11,3,5.2272,361.9,5.4046,6.5173,411.8,5.7724,470.3,5.2272,5.2272,fastest,0.0,7.037,3,True
Хомутяновка,w209287668,Школьная улица,4,3,4.7247,339.3,4.7247,6.0148,389.2,5.2699,447.7,4.7247,4.7247,fastest,0.0,6.421,3,True
Хомутяновка,w209287692,Школьная улица,4,3,4.6732,326.9,4.6732,5.9634,376.8,5.2185,435.3,4.6732,4.6732,fastest,0.0,6.308,3,True
Хомутяновка,w302066931,Школьная улица,5,3,4.5184,286.5,4.5184,5.8086,336.4,5.0637,394.9,4.5184,4.5184,fastest,0.0,5.951,3,True
Хомутяновка,w209287627,Школьная улица,6,3,4.9286,356.7,4.9286,6.2187,406.6,5.4738,465.1,4.9286,4.9286,fastest,0.0,6.712,3,True
Хомутяновка,w302066932,Школьная улица,7,3,4.5733,298.1,4.5733,5.8634,348,5.1185,406.5,4.5733,4.5733,fastest,0.0,6.064,3,True
Хомутяновка,w302066945,Школьная улица,9,3,4.6162,304.4,4.6162,5.9063,354.3,5.1614,412.8,4.6162,4.6162,fastest,0.0,6.138,3,True
Хомутяновка,w302066949,Школьная улица,11,3,4.6398,307.8,4.6398,5.9299,357.7,5.185,416.2,4.6398,4.6398,fastest,0.0,6.179,3,True
Хомутяновка,w302066948,Школьная улица,13,3,4.6607,310.8,4.6607,5.9509,360.7,5.206,419.2,4.6607,4.6607,fastest,0.0,6.215,3,True
Хомутяновка,w302066951,Школьная улица,15,3,4.6836,314.1,4.6836,5.9737,364,5.2288,422.5,4.6836,4.6836,fastest,0.0,6.254,3,True
Хомутяновка,w302066947,Школьная улица,17,3,4.7027,316.8,4.7027,5.9928,366.7,5.2479,425.2,4.7027,4.7027,fastest,0.0,6.287,3,True
Хомутяновка,w302066893,Школьная улица,18,3,4.6005,298.9,4.6005,5.8906,348.8,5.1457,407.3,4.6005,4.6005,fastest,0.0,6.095,3,True
Хомутяновка,w302066946,Школьная улица,19,3,4.7175,319,4.7175,6.0077,368.9,5.2628,427.4,4.7175,4.7175,fastest,0.0,6.312,3,True
Хомутяновка,w302066953,Школьная улица,21,3,4.8069,342,4.728,6.0971,391.9,5.3521,450.4,4.8069,4.8069,fastest,0.0,6.517,3,True
Хомутяновка,w209287640,Школьная улица,23,3,4.8143,370.4,4.8143,6.1044,420.3,5.3595,478.8,4.8143,4.8143,fastest,0.0,6.666,3,True
Хомутяновка,w209287688,Школьная улица,24,3,4.9259,361.1,4.9259,6.216,411,5.4711,469.5,4.9259,4.9259,fastest,0.0,6.731,3,True
Хомутяновка,w209287701,Школьная улица,27,3,4.8974,352.1,4.8974,6.1875,402,5.4426,460.5,4.8974,4.8974,fastest,0.0,6.658,3,True
Хомутяновка,w209287646,Школьная улица,29,3,4.9324,360.5,4.9324,6.2225,410.4,5.4776,468.9,4.9324,4.9324,fastest,0.0,6.735,3,True
Хомутяновка,w302066895,Школьная улица,39,3,4.5796,289.8,4.5796,5.8698,339.7,5.1248,398.2,4.5796,4.5796,fastest,0.0,6.029,3,True
Хомутяновка,w302066922,Школьная улица,41,3,4.4759,284.1,4.4759,5.766,334,5.0211,392.5,4.4759,4.4759,fastest,0.0,5.896,3,True
Хомутяновка,w209287680,Школьная улица,134,3,4.6285,311.2,4.6285,5.9186,361.1,5.1737,419.6,4.6285,4.6285,fastest,0.0,6.184,3,True
Хомутяновка,w302066930,Школьная улица,136,3,4.486,284.7,4.486,5.7761,334.6,5.0312,393.1,4.486,4.486,fastest,0.0,5.909,3,True
Хомутяновка,w295998453,переулок Бородина,1,3,5.1725,354.6,5.1725,6.4626,404.5,5.7177,463,5.1725,5.1725,fastest,0.0,6.946,3,True
Хомутяновка,w295998427,переулок Бородина,4,3,5.1712,354.4,5.1712,6.4613,404.3,5.7164,462.8,5.1712,5.1712,fastest,0.0,6.943,3,True
Хомутяновка,w295998451,переулок Бородина,5,3,5.1723,354.6,5.1723,6.4625,404.5,5.7175,463,5.1723,5.1723,fastest,0.0,6.945,3,True
Хомутяновка,n4835076146,переулок Бородина,6 кв. 1,3,5.2684,368.5,5.2684,6.5586,418.4,5.8136,476.9,5.2684,5.2684,fastest,0.0,7.111,3,True
Хомутяновка,n4835050373,переулок Бородина,6 кв. 2,3,5.2536,366.3,5.2536,6.5438,416.2,5.7988,474.7,5.2536,5.2536,fastest,0.0,7.085,3,True
Хомутяновка,n2321994025,переулок Бородина,9,3,5.2664,368.2,5.2664,6.5565,418.1,5.8116,476.6,5.2664,5.2664,fastest,0.0,7.107,3,True
Хомутяновка,n4835050375,переулок Бородина,9,3,5.2129,360.4,5.2129,6.503,410.3,5.7581,468.8,5.2129,5.2129,fastest,0.0,7.015,3,True
Хомутяновка,w295088584,переулок Бородина,11,3,5.129,348.3,5.129,6.4192,398.2,5.6743,456.7,5.129,5.129,fastest,0.0,6.87,3,True
Хомутяновка,w295998452,переулок Бородина,11,3,5.1471,350.9,5.1471,6.4372,400.8,5.6923,459.3,5.1471,5.1471,fastest,0.0,6.902,3,True
Хомутяновка,w315425226,переулок Лермонтова,1,3,5.2848,357.4,5.2848,6.5749,407.3,5.83,465.8,5.2848,5.2848,fastest,0.0,7.072,3,True
Хомутяновка,w315807200,переулок Лермонтова,7,3,5.3502,366.8,5.3502,6.6404,416.7,5.8955,475.2,5.3502,5.3502,fastest,0.0,7.184,3,True
Хомутяновка,w209287634,переулок Лермонтова,13а,3,5.1631,339.1,5.1631,6.4532,389,5.7083,447.5,5.1631,5.1631,fastest,0.0,6.859,3,True
Хомутяновка,w209287672,переулок Лермонтова,15,3,5.015,314,5.015,6.3051,363.9,5.5602,422.4,5.015,5.015,fastest,0.0,6.585,3,True
Хомутяновка,w318083438,переулок Лермонтова,16,3,5.4284,368.6,5.4284,6.7186,418.5,5.9737,477,5.4284,5.4284,fastest,0.0,7.271,3,True
Хомутяновка,w315807198,переулок Лермонтова,17,3,5.3902,372.6,5.3902,6.6803,422.5,5.9354,481,5.3902,5.3902,fastest,0.0,7.253,3,True
Хомутяновка,w317149371,переулок Лермонтова,17,3,5.5248,382.4,5.4615,6.815,432.3,6.07,490.8,5.5248,5.5248,fastest,0.0,7.437,3,True
Хомутяновка,n5411906006,переулок Лермонтова,25,3,5.4418,370.5,5.4418,6.7319,420.4,5.987,478.9,5.4418,5.4418,fastest,0.0,7.294,3,True
Хомутяновка,w317149372,переулок Лермонтова,40,3,5.4268,377.9,5.4268,6.717,427.8,5.972,486.3,5.4268,5.4268,fastest,0.0,7.316,3,True
Хомутяновка,w209287676,переулок Лермонтова,57,3,5.112,332.6,5.112,6.4021,382.5,5.6572,441,5.112,5.112,fastest,0.0,6.775,3,True
Хомутяновка,w315425206,переулок Лермонтова,58,3,5.1406,336.7,5.1406,6.4307,386.6,5.6858,445.1,5.1406,5.1406,fastest,0.0,6.824,3,True
Хомутяновка,w315425243,переулок Лермонтова,59,3,5.2047,345.9,5.2047,6.4949,395.8,5.7499,454.3,5.2047,5.2047,fastest,0.0,6.934,3,True
Хомутяновка,w315193166,переулок Лермонтова,60,3,5.1413,336.8,5.1413,6.4315,386.7,5.6866,445.2,5.1413,5.1413,fastest,0.0,6.825,3,True
Хомутяновка,w315425207,переулок Лермонтова,64,3,5.2479,352.1,5.2479,6.538,402,5.7931,460.5,5.2479,5.2479,fastest,0.0,7.008,3,True
Хомутяновка,w315851315,переулок Лермонтова,64,3,5.3274,363.5,5.3274,6.6175,413.4,5.8726,471.9,5.3274,5.3274,fastest,0.0,7.145,3,True
Хомутяновка,w315425222,переулок Лермонтова,66,3,5.2443,351.5,5.2443,6.5344,401.4,5.7895,459.9,5.2443,5.2443,fastest,0.0,7.002,3,True
Хомутяновка,w315425235,переулок Лермонтова,66,3,5.3282,363.6,5.3282,6.6183,413.5,5.8734,472,5.3282,5.3282,fastest,0.0,7.146,3,True
Хомутяновка,w315425255,переулок Лермонтова,67,3,5.2981,359.3,5.2981,6.5883,409.2,5.8433,467.7,5.2981,5.2981,fastest,0.0,7.095,3,True
Хомутяновка,w315425223,переулок Лермонтова,69,3,5.2967,359.1,5.2967,6.5868,409,5.8419,467.5,5.2967,5.2967,fastest,0.0,7.092,3,True
Хомутяновка,w209287636,переулок Лермонтова,90,3,5.0927,318.3,5.0927,6.3828,368.2,5.6379,426.7,5.0927,5.0927,fastest,0.0,6.684,3,True
Хомутяновка,w209287664,переулок Лермонтова,92,3,5.0787,317.5,5.0787,6.3689,367.4,5.6239,425.9,5.0787,5.0787,fastest,0.0,6.666,3,True
Хомутяновка,w209287686,переулок Лермонтова,94,3,5.0637,316.6,5.0637,6.3538,366.5,5.6089,425,5.0637,5.0637,fastest,0.0,6.647,3,True
Хомутяновка,w209287635,переулок Лермонтова,96,3,5.0497,315.9,5.0497,6.3399,365.8,5.5949,424.3,5.0497,5.0497,fastest,0.0,6.629,3,True
Хомутяновка,w209287663,переулок Лермонтова,98,3,5.0484,323.5,5.0484,6.3385,373.4,5.5936,431.9,5.0484,5.0484,fastest,0.0,6.666,3,True
Хомутяновка,w209416044,переулок Лермонтова,100,3,5.0488,323.5,5.0488,6.3389,373.4,5.594,431.9,5.0488,5.0488,fastest,0.0,6.666,3,True
Хомутяновка,w209416040,переулок Лермонтова,102,3,4.9939,312.9,4.9939,6.284,362.8,5.5391,421.3,4.9939,4.9939,fastest,0.0,6.558,3,True
Хомутяновка,w209416045,переулок Лермонтова,104,3,4.9791,312,4.9791,6.2693,361.9,5.5243,420.4,4.9791,4.9791,fastest,0.0,6.539,3,True
Хомутяновка,w209273600,переулок Осипенко,1,4,6.4907,455.7,6.4907,7.7808,505.6,7.0359,564.1,5.9423,5.9423,shortest,0.548,8.769,4,True
Хомутяновка,w209273620,переулок Осипенко,1,4,6.4032,434.7,6.4032,7.6933,484.6,6.9484,543.1,5.8548,5.8548,shortest,0.548,8.577,4,True
Хомутяновка,w209273631,переулок Осипенко,1,4,6.4456,444.9,6.4456,7.7358,494.8,6.9909,553.3,5.8973,5.8973,shortest,0.548,8.67,4,True
Хомутяновка,w209273577,переулок Осипенко,2,4,6.3177,412.3,6.3177,7.6078,462.2,6.8629,520.7,5.7693,5.7693,shortest,0.548,8.379,4,True
Хомутяновка,w209273606,переулок Осипенко,2,4,6.4825,451.9,6.4825,7.7726,501.8,7.0277,560.3,5.9341,5.9341,shortest,0.548,8.742,4,True
Хомутяновка,w209273627,переулок Осипенко,2,4,6.3852,426.9,6.3852,7.6753,476.8,6.9304,535.3,5.8368,5.8368,shortest,0.548,8.52,4,True
Хомутяновка,w209273583,переулок Осипенко,4,4,6.4762,447,6.4762,7.7664,496.9,7.0214,555.4,5.9279,5.9279,shortest,0.548,8.711,4,True
Хомутяновка,w209273635,переулок Осипенко,6,4,6.5371,454.5,6.5371,7.8272,504.4,7.0823,562.9,5.9887,5.9887,shortest,0.548,8.81,4,True
Хомутяновка,w209273633,переулок Осипенко,9,4,6.5352,461.1,6.5352,7.8253,511,7.0804,569.5,5.9868,5.9868,shortest,0.548,8.841,4,True
Хомутяновка,w209273588,переулок Осипенко,11,4,6.592,467.7,6.592,7.8821,517.6,7.1372,576.1,6.0436,6.0436,shortest,0.548,8.931,4,True
Хомутяновка,w231243207,переулок Осипенко,15,4,6.5368,449.9,6.5368,7.827,499.8,7.082,558.3,5.9885,5.9885,shortest,0.548,8.786,4,True
Хомутяновка,n2337865679,переулок Полоза,6,4,6.1955,462.7,6.1955,7.4856,512.6,6.7407,571.1,6.1955,6.1955,fastest,0.0,8.509,4,True
Хомутяновка,w284637187,переулок Полоза,6,4,6.2271,467.3,6.2271,7.5172,517.2,6.7723,575.7,6.2271,6.2271,fastest,0.0,8.564,4,True
Хомутяновка,w284637199,переулок Полоза,49,4,6.2119,470.6,6.2119,7.502,520.5,6.7571,579,6.2119,6.2119,fastest,0.0,8.565,4,True
Хомутяновка,w284637197,переулок Полоза,78,4,6.3173,485.9,6.3173,7.6074,535.8,6.8625,594.3,6.3173,6.3173,fastest,0.0,8.747,4,True
Хомутяновка,w318120142,улица 23 Августа,1,3,5.3007,360.8,5.3007,6.5908,410.7,5.8459,469.2,5.3007,5.3007,fastest,0.0,7.105,3,True
Хомутяновка,n2330549394,улица 23 Августа,2,3,5.3165,363.1,5.3165,6.6066,413,5.8617,471.5,5.3165,5.3165,fastest,0.0,7.132,3,True
Хомутяновка,w320437638,улица 23 Августа,2,3,5.3133,362.6,5.3133,6.6034,412.5,5.8585,471,5.3133,5.3133,fastest,0.0,7.126,3,True
Хомутяновка,w318120135,улица 23 Августа,3,3,5.3347,365.7,5.3347,6.6248,415.6,5.8799,474.1,5.3347,5.3347,fastest,0.0,7.163,3,True
Хомутяновка,w320437637,улица 23 Августа,4,3,5.3285,364.8,5.3285,6.6186,414.7,5.8737,473.2,5.3285,5.3285,fastest,0.0,7.152,3,True
Хомутяновка,w318120138,улица 23 Августа,5,3,5.3489,367.7,5.3489,6.6391,417.6,5.8941,476.1,5.3489,5.3489,fastest,0.0,7.187,3,True
Хомутяновка,w320437636,улица 23 Августа,6,3,5.3431,366.9,5.3431,6.6332,416.8,5.8883,475.3,5.3431,5.3431,fastest,0.0,7.178,3,True
Хомутяновка,w318120139,улица 23 Августа,7,3,5.3666,370.3,5.3666,6.6567,420.2,5.9118,478.7,5.3666,5.3666,fastest,0.0,7.218,3,True
Хомутяновка,w320437634,улица 23 Августа,8,3,5.356,368.8,5.356,6.6462,418.7,5.9013,477.2,5.356,5.356,fastest,0.0,7.2,3,True
Хомутяновка,w320437632,улица 23 Августа,10,3,5.371,370.9,5.371,6.6611,420.8,5.9162,479.3,5.371,5.371,fastest,0.0,7.226,3,True
Хомутяновка,w320437631,улица 23 Августа,12,3,5.3938,374.1,5.3938,6.684,424,5.939,482.5,5.3938,5.3938,fastest,0.0,7.264,3,True
Хомутяновка,w320437629,улица 23 Августа,14,3,5.4185,377.7,5.4185,6.7086,427.6,5.9637,486.1,5.4185,5.4185,fastest,0.0,7.307,3,True
Хомутяновка,w319366994,улица 23 Августа,39,3,5.4012,375.2,5.4012,6.6914,425.1,5.9464,483.6,5.4012,5.4012,fastest,0.0,7.277,3,True
Хомутяновка,w318120143,улица 23 Августа,41,3,5.2858,358.6,5.2858,6.5759,408.5,5.831,467,5.2858,5.2858,fastest,0.0,7.079,3,True
Хомутяновка,w315807223,улица 40 лет Советской Пионерии,3,3,5.62,388.3,5.62,6.9101,438.2,6.1652,496.7,5.62,5.62,fastest,0.0,7.562,4,True
Хомутяновка,w317053500,улица 40 лет Советской Пионерии,4,3,5.6353,390.5,5.6353,6.9255,440.4,6.1806,498.9,5.6353,5.6353,fastest,0.0,7.588,4,True
Хомутяновка,w315851332,улица 40 лет Советской Пионерии,5,3,5.6525,393,5.6525,6.9426,442.9,6.1977,501.4,5.6525,5.6525,fastest,0.0,7.617,4,True
Хомутяновка,w315851334,улица 40 лет Советской Пионерии,9,3,5.6708,395.6,5.6708,6.9609,445.5,6.216,504,5.6708,5.6708,fastest,0.0,7.649,4,True
Хомутяновка,w318120122,улица 40 лет Советской Пионерии,12,3,5.7486,403.6,5.7331,7.0388,453.5,6.2939,512,5.7486,5.7486,fastest,0.0,7.767,4,True
Хомутяновка,w318120121,улица 40 лет Советской Пионерии,14,3,5.7303,401,5.7303,7.0204,450.9,6.2755,509.4,5.7303,5.7303,fastest,0.0,7.735,4,True
Хомутяновка,w209416079,улица 40 лет Советской Пионерии,35,3,5.3005,342.4,5.3005,6.5907,392.3,5.8458,450.8,5.3005,5.3005,fastest,0.0,7.013,3,True
Хомутяновка,w316645004,улица 40 лет Советской Пионерии,35,3,5.3961,356,5.3961,6.6863,405.9,5.9414,464.4,5.3961,5.3961,fastest,0.0,7.176,3,True
Хомутяновка,w299629688,улица 40 лет Советской Пионерии,37,3,5.2988,342.2,5.2988,6.5889,392.1,5.844,450.6,5.2988,5.2988,fastest,0.0,7.01,3,True
Хомутяновка,w315618138,улица 40 лет Советской Пионерии,37,3,5.3966,356.1,5.3966,6.6867,406,5.9418,464.5,5.3966,5.3966,fastest,0.0,7.177,3,True
Хомутяновка,w315851329,улица 40 лет Советской Пионерии,41,3,5.5633,380.1,5.5633,6.8534,430,6.1085,488.5,5.5633,5.5633,fastest,0.0,7.464,3,True
Хомутяновка,w315807222,улица 40 лет Советской Пионерии,43,3,5.5697,381,5.5697,6.8598,430.9,6.1149,489.4,5.5697,5.5697,fastest,0.0,7.475,3,True
Хомутяновка,w315618170,улица 40 лет Советской Пионерии,44,3,5.4353,361.8,5.4353,6.7254,411.7,5.9805,470.2,5.4353,5.4353,fastest,0.0,7.244,3,True
Хомутяновка,w315618157,улица 40 лет Советской Пионерии,46,3,5.4354,361.8,5.4354,6.7256,411.7,5.9806,470.2,5.4354,5.4354,fastest,0.0,7.244,3,True
Хомутяновка,w315807218,улица 40 лет Советской Пионерии,47,3,5.4875,369.3,5.4875,6.7777,419.2,6.0327,477.7,5.4875,5.4875,fastest,0.0,7.334,3,True
Хомутяновка,w209416093,улица 40 лет Советской Пионерии,68,3,5.2748,328.4,5.2748,6.565,378.3,5.8201,436.8,5.2748,5.2748,fastest,0.0,6.917,3,True
Хомутяновка,w209416075,улица 40 лет Советской Пионерии,70,3,5.2601,327.6,5.2601,6.5502,377.5,5.8053,436,5.2601,5.2601,fastest,0.0,6.898,3,True
Хомутяновка,w209416017,улица 40 лет Советской Пионерии,72,3,5.2476,326.9,5.2476,6.5377,376.8,5.7928,435.3,5.2476,5.2476,fastest,0.0,6.882,3,True
Хомутяновка,w209416090,улица 40 лет Советской Пионерии,74,3,5.2371,333.3,5.2371,6.5272,383.2,5.7823,441.7,5.2371,5.2371,fastest,0.0,6.904,3,True
Хомутяновка,w209287683,улица 40 лет Советской Пионерии,76,3,5.2375,333.4,5.2375,6.5277,383.3,5.7827,441.8,5.2375,5.2375,fastest,0.0,6.904,3,True
Хомутяновка,w318070645,улица 50 лет ВЛКСМ,1,4,6.251,402.8,6.251,7.5411,452.7,6.7962,511.2,5.7026,5.7026,shortest,0.548,8.265,4,True
Хомутяновка,w399052058,улица 50 лет ВЛКСМ,5а/1,3,5.8865,377.5,5.8865,7.1766,427.4,6.4317,485.9,5.3643,5.3643,shortest,0.522,7.774,3,True
Хомутяновка,w184989565,улица 50 лет ВЛКСМ,5а/4,3,5.855,370,5.855,7.1451,419.9,6.4002,478.4,5.3328,5.3328,shortest,0.522,7.705,3,True
