current_zone,directed_states,district,house,km_10c,km_10d,off_road_m,owner_review_required,status,street,uid
2,2,Парканы,50,4.5182,3.736,27.42,True,OK,улица Ленина,n2457589701
2,2,Парканы,51,3.9273,3.5568,12.45,True,OK,улица Ленина,n2457586659
2,2,Парканы,52,4.4959,3.7583,27.98,True,OK,улица Ленина,n2457589702
2,2,Парканы,53,3.9024,3.606,18.3,True,OK,улица Ленина,n2323343713
2,2,Парканы,54,3.7662,3.777,26.85,True,OK,улица Ленина,n2457586668
2,2,Парканы,55,4.5219,3.7323,40.45,True,OK,улица Ленина,w286876155
2,2,Парканы,55А,,3.6868,36.72,True,OK,улица Ленина,w223437258
2,2,Парканы,56,4.4624,3.7919,25.94,True,OK,улица Ленина,n2457589694
2,2,Парканы,57,4.4962,3.7581,13.58,True,OK,улица Ленина,n2457590776
2,2,Парканы,58,3.7964,3.8072,26.21,True,OK,улица Ленина,n2457586883
2,2,Парканы,59,3.7761,3.7869,13.9,True,OK,улица Ленина,n2457590777
2,2,Парканы,60,3.813,3.8238,28.07,True,OK,улица Ленина,n2457589705
2,2,Парканы,61,3.7952,3.806,13.86,True,OK,улица Ленина,n2457590778
2,2,Парканы,62,3.8321,3.8384,25.99,True,OK,улица Ленина,n2457589706
2,2,Парканы,63,4.425,3.8293,14.79,True,OK,улица Ленина,n2457590779
2,2,Парканы,64,3.8439,3.8546,25.26,True,OK,улица Ленина,n2457589707
2,2,Парканы,65,3.8321,3.8499,13.92,True,OK,улица Ленина,n2457590780
2,2,Парканы,66,3.8601,3.8709,25.77,True,OK,улица Ленина,n2457589708
2,2,Парканы,67,4.3843,3.87,13.67,True,OK,улица Ленина,n2457590781
2,2,Парканы,68,4.3689,3.8854,25.45,True,OK,улица Ленина,n2457589709
2,2,Парканы,69,4.3591,3.8952,14.03,True,OK,улица Ленина,n2457590782
2,2,Парканы,70,3.8882,3.8989,24.73,True,OK,улица Ленина,n2457589710
2,2,Парканы,71,4.3432,3.911,14.68,True,OK,улица Ленина,n2457590783
2,2,Парканы,72,4.3433,3.911,26.25,True,OK,улица Ленина,n2457589711
2,2,Парканы,73,3.9156,3.9264,14.59,True,OK,улица Ленина,n2457590784
2,2,Парканы,74,3.9132,3.924,28.19,True,OK,улица Ленина,n2457589712
2,2,Парканы,75,3.9333,3.9441,14.42,True,OK,улица Ленина,n2457590785
2,2,Парканы,76,4.3187,3.9356,28.55,True,OK,улица Ленина,n2457589713
2,2,Парканы,77,3.9492,3.96,15.07,True,OK,улица Ленина,n2457590786
2,2,Парканы,78,3.9369,3.9477,28.17,True,OK,улица Ленина,n2457589714
2,2,Парканы,79,3.9668,3.9776,12.99,True,OK,улица Ленина,n2457590787
2,2,Парканы,80,4.2953,3.9589,27.37,True,OK,улица Ленина,n2457589715
2,2,Парканы,81,4.2571,3.9972,13.9,True,OK,улица Ленина,n2457590788
2,2,Парканы,82,3.9635,3.9743,27.47,True,OK,улица Ленина,n2457589716
2,2,Парканы,83,4.0065,4.1075,16.03,True,OK,улица Ленина,n2457590789
3,2,Парканы,83а,4.129,4.1253,5.75,True,OK,улица Ленина,n2457591897
2,2,Парканы,84,3.9785,3.9893,26.41,True,OK,улица Ленина,n2457589717
3,2,Парканы,85,4.5395,4.1381,13.87,True,OK,улица Ленина,n2457591898
2,2,Парканы,86,4.244,4.0102,27.06,True,OK,улица Ленина,n2457589718
2,2,Парканы,86а,4.0135,4.0243,25.59,True,OK,улица Ленина,n2457584926
3,2,Парканы,87,4.1417,4.1525,13.84,True,OK,улица Ленина,n2457591899
3,2,Парканы,88,4.2134,4.0401,26.85,True,OK,улица Ленина,n2457584927
3,2,Парканы,89,4.5072,4.1704,12.04,True,OK,улица Ленина,n2457591900
3,2,Парканы,90,4.0431,4.0538,27.38,True,OK,улица Ленина,n2457584928
3,2,Парканы,91,4.1781,4.1889,11.0,True,OK,улица Ленина,n2457591901
3,2,Парканы,92,4.0602,4.071,28.37,True,OK,улица Ленина,n2457584929
3,2,Парканы,93,4.4773,4.2048,9.69,True,OK,улица Ленина,n2457591902
3,2,Парканы,94,4.1536,4.0887,28.6,True,OK,улица Ленина,n2457584930
3,2,Парканы,95,4.2086,4.2194,12.63,True,OK,улица Ленина,n2457591903
3,2,Парканы,96,4.5739,4.1037,28.35,True,OK,улица Ленина,n2457584931
3,2,Парканы,97,4.4416,4.236,13.0,True,OK,улица Ленина,n2457591904
3,2,Парканы,98,4.5564,4.1212,28.96,True,OK,улица Ленина,n2457584932
3,2,Парканы,99,4.4274,4.2502,13.32,True,OK,улица Ленина,n2457591905
3,2,Парканы,100,4.5374,4.1402,29.26,True,OK,улица Ленина,n2457584933
3,2,Парканы,101,4.2568,4.2676,15.21,True,OK,улица Ленина,n2457591906
3,2,Парканы,102,4.1441,4.1549,30.49,True,OK,улица Ленина,n2457584934
3,2,Парканы,104,4.1594,4.1702,30.97,True,OK,улица Ленина,n2457584935
3,2,Парканы,105,4.3133,4.3241,13.86,True,OK,улица Ленина,n2323343683
3,2,Парканы,106,4.4773,4.1854,31.44,True,OK,улица Ленина,n2457584936
3,2,Парканы,107,4.3365,4.3472,11.41,True,OK,улица Ленина,n2457584903
3,2,Парканы,108,4.1917,4.2025,29.92,True,OK,улица Ленина,n2457584937
3,2,Парканы,109,4.3657,4.3765,14.83,True,OK,улица Ленина,n2457584904
3,2,Парканы,109,5.2938,4.3977,15.51,True,OK,улица Ленина,n2457584905
3,2,Парканы,110,4.2092,4.22,29.9,True,OK,улица Ленина,n2457584938
3,2,Парканы,111,5.2672,4.4243,14.45,True,OK,улица Ленина,n2457584906
3,2,Парканы,112,4.2272,4.238,29.12,True,OK,улица Ленина,n2457584939
3,2,Парканы,113,4.4704,4.4812,19.27,True,OK,улица Ленина,n2323343684
3,2,Парканы,114,4.2432,4.254,27.64,True,OK,улица Ленина,n2457584940
3,2,Парканы,115,5.3253,4.6108,16.59,True,OK,улица Ленина,n2457583320
3,2,Парканы,116,4.2682,4.279,24.84,True,OK,улица Ленина,n2323343723
3,2,Парканы,117,4.6777,4.6845,18.73,True,OK,улица Ленина,n2323343689
3,2,Парканы,118,5.386,4.2936,23.76,True,OK,улица Ленина,n2323343724
3,2,Парканы,119,6.1797,4.7053,14.82,True,OK,улица Ленина,n2457591915
3,2,Парканы,120,5.3694,4.3221,22.71,True,OK,улица Ленина,n2457584921
3,2,Парканы,121,6.1662,4.7189,13.86,True,OK,улица Ленина,n2457591916
3,2,Парканы,122,4.3292,4.34,21.14,True,OK,улица Ленина,n2457584922
3,2,Парканы,123,4.7227,4.7335,12.72,True,OK,улица Ленина,n2457591917
3,2,Парканы,124,5.3358,4.3557,20.23,True,OK,улица Ленина,n2457584923
3,2,Парканы,125,6.1335,4.7515,11.82,True,OK,улица Ленина,n2457591918
3,2,Парканы,126,4.3605,4.3713,20.09,True,OK,улица Ленина,n2457584924
3,2,Парканы,127,4.7549,4.7657,12.37,True,OK,улица Ленина,n2457591920
3,2,Парканы,128,5.3044,4.3871,17.66,True,OK,улица Ленина,n2457584925
3,2,Парканы,129,4.7711,4.7819,13.82,True,OK,улица Ленина,n2457591919
3,2,Парканы,130,4.3997,4.4105,17.07,True,OK,улица Ленина,n2457584920
3,2,Парканы,131,4.7895,4.8003,14.91,True,OK,улица Ленина,n2323343700
3,2,Парканы,132,5.2611,4.4304,18.62,True,OK,улица Ленина,n2457584919
3,2,Парканы,133,5.0592,5.051,50.91,True,OK,улица Ленина,n2323343710
3,2,Парканы,133а,5.0164,5.0272,11.98,True,OK,улица Ленина,w299374553
3,2,Парканы,134,5.2421,4.4494,17.09,True,OK,улица Ленина,n2457584918
3,2,Парканы,136,4.4503,4.4611,20.27,True,OK,улица Ленина,n2457584917
3,2,Парканы,138,4.4708,4.4816,22.82,True,OK,улица Ленина,n2457584916
3,2,Парканы,140,5.1898,4.5017,21.74,True,OK,улица Ленина,n2457584915
3,2,Парканы,142,4.505,4.5155,24.05,True,OK,улица Ленина,n2457584914
3,2,Парканы,144,5.4091,4.527,27.34,True,OK,улица Ленина,n2457591907
3,2,Парканы,146,5.3936,4.5425,25.29,True,OK,улица Ленина,n2457591908
3,2,Парканы,148,5.38,4.5561,24.35,True,OK,улица Ленина,n2457591909
3,2,Парканы,150,4.5664,4.5772,20.87,True,OK,улица Ленина,n2457591910
3,2,Парканы,152,5.343,4.5931,21.86,True,OK,улица Ленина,n2457591911
3,2,Парканы,154,4.6019,4.6127,24.43,True,OK,улица Ленина,n2457591912
3,2,Парканы,156,5.2977,4.6384,28.6,True,OK,улица Ленина,n2457591913
3,2,Парканы,158,4.6557,4.6627,29.34,True,OK,улица Ленина,n2457591914
3,2,Парканы,160,,4.7563,19.38,True,OK,улица Ленина,n2323343727
4,2,Парканы,200,,5.8506,60.6,True,OK,улица Ленина,w315801269
3,2,Парканы,1,5.3837,5.3945,8.84,True,OK,улица Маяковского,n2323152069
3,2,Парканы,3,5.6474,5.4416,7.5,True,OK,улица Маяковского,n2323152072
3,2,Парканы,4,5.3201,5.3309,18.33,True,OK,улица Маяковского,n2457518544
3,2,Парканы,6,5.7431,5.3459,19.69,True,OK,улица Маяковского,n2457518545
3,2,Парканы,8,5.7268,5.3622,18.08,True,OK,улица Маяковского,n2457518546
3,2,Парканы,10,5.712,5.377,20.51,True,OK,улица Маяковского,n2457518547
3,2,Парканы,14,5.3814,5.3922,20.79,True,OK,улица Маяковского,n2457518548
3,2,Парканы,16,5.3984,5.4092,19.42,True,OK,улица Маяковского,n2457518549
3,2,Парканы,18,5.4168,5.4276,19.6,True,OK,улица Маяковского,n2457518550
3,2,Парканы,20,5.4368,5.4475,20.26,True,OK,улица Маяковского,n2457518551
3,2,Парканы,22,5.4599,5.4707,20.81,True,OK,улица Маяковского,n2457518552
3,2,Парканы,24,5.5936,5.4953,21.85,True,OK,улица Маяковского,n2457518553
3,2,Парканы,26,5.576,5.513,21.79,True,OK,улица Маяковского,n2457518554
4,2,Парканы,28,5.5404,5.5511,20.85,True,OK,улица Маяковского,n2457518555
4,2,Парканы,30,5.5552,5.566,20.61,True,OK,улица Маяковского,n2457518556
4,2,Парканы,32,5.7888,5.5801,19.12,True,OK,улица Маяковского,n2457518557
4,2,Парканы,34,5.7755,5.5934,18.56,True,OK,улица Маяковского,n2457518558
4,2,Парканы,36,5.5965,5.6073,19.25,True,OK,улица Маяковского,n2457518559
4,2,Парканы,38,5.7475,5.6214,18.85,True,OK,улица Маяковского,n2457518560
4,2,Парканы,40,5.6247,5.6355,17.35,True,OK,улица Маяковского,n2457518561
4,2,Парканы,42,5.7172,5.6518,18.53,True,OK,улица Маяковского,n2457518562
4,2,Парканы,46,5.7019,5.667,21.73,True,OK,улица Маяковского,n2457518563
4,2,Парканы,48,6.4596,5.6837,24.21,True,OK,улица Маяковского,n2323152066
3,2,Парканы,165,5.5277,5.5385,7.51,True,OK,улица Маяковского,n2323152132
3,2,Парканы,168,5.4945,5.5053,15.5,True,OK,улица Маяковского,n2323152073
4,2,Парканы,185,5.6785,5.6893,8.78,True,OK,улица Маяковского,n2323152065
4,2,Парканы,198,5.7171,5.6518,12.75,True,OK,улица Маяковского,n2323152064
3,2,Парканы,2,4.5689,4.5797,8.47,True,OK,улица Мичурина,n2323407298
3,2,Парканы,3,4.5921,4.6029,18.45,True,OK,улица Мичурина,n2458371475
3,2,Парканы,4,5.3174,4.6157,9.34,True,OK,улица Мичурина,n2458367773
3,2,Парканы,5,4.6062,4.617,17.66,True,OK,улица Мичурина,n2458371479
3,2,Парканы,6,4.6415,4.6523,6.29,True,OK,улица Мичурина,n2458367772
3,2,Парканы,7,4.6242,4.635,18.82,True,OK,улица Мичурина,n2458371480
3,2,Парканы,8,5.2688,4.6611,6.07,True,OK,улица Мичурина,n2458367771
3,2,Парканы,9,4.6434,4.6542,21.45,True,OK,улица Мичурина,n2458371478
3,2,Парканы,10,4.6692,4.68,5.29,True,OK,улица Мичурина,n2458367770
3,2,Парканы,11,4.6535,4.6661,16.46,True,OK,улица Мичурина,n2458371477
3,2,Парканы,12,5.2302,4.7029,5.72,True,OK,улица Мичурина,n2458367768
3,2,Парканы,13,5.2495,4.6836,20.18,True,OK,улица Мичурина,n2458371476
3,2,Парканы,14,4.7076,4.7184,6.16,True,OK,улица Мичурина,n2458363389
3,2,Парканы,15,5.2325,4.7005,19.98,True,OK,улица Мичурина,n2458367769
3,2,Парканы,16,5.2019,4.7311,7.11,True,OK,улица Мичурина,n2458363386
3,2,Парканы,17,4.7067,4.7175,19.78,True,OK,улица Мичурина,n2458363390
3,2,Парканы,18,4.7356,4.7464,6.33,True,OK,улица Мичурина,n2458363380
3,2,Парканы,19,4.7284,4.7392,21.06,True,OK,улица Мичурина,n2458363382
3,2,Парканы,20,5.1586,4.7745,6.32,True,OK,улица Мичурина,n2458363376
3,2,Парканы,21,4.7473,4.7581,21.85,True,OK,улица Мичурина,n2458363381
3,2,Парканы,22,4.7888,4.7996,5.85,True,OK,улица Мичурина,n2458363375
3,2,Парканы,23,4.7686,4.7794,21.36,True,OK,улица Мичурина,n2458363379
3,2,Парканы,24,5.1176,4.8155,6.08,True,OK,улица Мичурина,n2458363374
3,2,Парканы,25,4.7854,4.7962,20.6,True,OK,улица Мичурина,n2458363378
3,2,Парканы,26,5.1033,4.8298,5.27,True,OK,улица Мичурина,n2458363371
3,2,Парканы,27,4.7999,4.8107,20.16,True,OK,улица Мичурина,n2458363377
3,2,Парканы,28,5.0755,4.8576,7.65,True,OK,улица Мичурина,n2458363370
3,2,Парканы,29,5.0922,4.8408,20.73,True,OK,улица Мичурина,n2458363372
3,2,Парканы,29,5.107,4.8261,22.42,True,OK,улица Мичурина,n2458363373
3,2,Парканы,30,4.8763,4.8871,8.03,True,OK,улица Мичурина,n2458363363
3,2,Парканы,30а,4.8618,4.8726,7.48,True,OK,улица Мичурина,n2458363369
3,2,Парканы,31,4.8449,4.8561,21.08,True,OK,улица Мичурина,n2458363368
3,2,Парканы,32,4.8936,4.9043,8.19,True,OK,улица Мичурина,n2458363362
3,2,Парканы,33,4.8625,4.8733,17.69,True,OK,улица Мичурина,n2458363366
3,2,Парканы,34,5.0072,4.9258,7.76,True,OK,улица Мичурина,n2458363361
3,2,Парканы,35,5.0387,4.8944,16.13,True,OK,улица Мичурина,n2458363365
3,2,Парканы,37,5.0234,4.9096,15.05,True,OK,улица Мичурина,n2458363364
3,2,Парканы,38,6.0979,4.9625,13.06,True,OK,улица Мичурина,n2323589109
3,2,Парканы,39,4.9139,4.9247,15.23,True,OK,улица Мичурина,n2458363360
3,2,Парканы,40,4.9837,4.9945,12.06,True,OK,улица Мичурина,n2458243391
3,2,Парканы,41,4.9727,4.9604,13.53,True,OK,улица Мичурина,n2323589102
3,2,Парканы,42,5.0151,5.0223,11.61,True,OK,улица Мичурина,n2458353526
3,2,Парканы,43,6.0902,4.9663,17.06,True,OK,улица Мичурина,n2323589104
3,2,Парканы,44,6.0117,5.0487,11.59,True,OK,улица Мичурина,n2458317624
3,2,Парканы,46,5.9832,5.0771,11.41,True,OK,улица Мичурина,n2458354171
3,2,Парканы,47,4.991,5.0018,17.9,True,OK,улица Мичурина,n2458317621
3,2,Парканы,48,5.9602,5.1002,12.95,True,OK,улица Мичурина,n2458354172
3,2,Парканы,49,5.0134,5.0242,16.35,True,OK,улица Мичурина,n2458352180
3,2,Парканы,50,5.1152,5.126,14.29,True,OK,улица Мичурина,n2458317634
3,2,Парканы,51,6.0049,5.0555,23.03,True,OK,улица Мичурина,n2458352183
3,2,Парканы,52,5.9052,5.1551,13.4,True,OK,улица Мичурина,n2458317637
3,2,Парканы,53,5.9788,5.0815,19.09,True,OK,улица Мичурина,n2458352186
3,2,Парканы,54,5.8849,5.1754,15.15,True,OK,улица Мичурина,n2458355834
3,2,Парканы,55,5.9539,5.1065,19.66,True,OK,улица Мичурина,n2458352883
3,2,Парканы,56,5.1836,5.1944,17.01,True,OK,улица Мичурина,n2458317700
3,2,Парканы,57,5.9301,5.1303,17.52,True,OK,улица Мичурина,n2458350592
3,2,Парканы,58,5.2009,5.2117,16.36,True,OK,улица Мичурина,n2458317698
3,2,Парканы,59,5.1503,5.1611,14.6,True,OK,улица Мичурина,n2458350591
3,2,Парканы,60,5.8285,5.2318,15.88,True,OK,улица Мичурина,n2458317695
3,2,Парканы,61,5.1725,5.1833,14.96,True,OK,улица Мичурина,n2458350590
4,2,Парканы,62,5.2407,5.2515,15.0,True,OK,улица Мичурина,n2458317693
3,2,Парканы,63,5.1945,5.2053,17.93,True,OK,улица Мичурина,n2458350589
4,2,Парканы,64,5.7915,5.2689,12.42,True,OK,улица Мичурина,n2458317680
3,2,Парканы,65,,5.2425,11.0,True,OK,улица Мичурина,n2458350588
4,2,Парканы,66,5.2784,5.2892,10.82,True,OK,улица Мичурина,n2458317678
3,2,Парканы,67,5.8107,5.2474,15.84,True,OK,улица Мичурина,n2458350587
4,2,Парканы,68,5.7507,5.3096,10.49,True,OK,улица Мичурина,n2458317676
4,2,Парканы,69,5.2599,5.2707,16.32,True,OK,улица Мичурина,n2458317691
4,2,Парканы,70,5.3147,5.3255,12.63,True,OK,улица Мичурина,n2458317672
4,2,Парканы,71,5.7702,5.2901,13.93,True,OK,улица Мичурина,n2458317689
4,2,Парканы,72,5.3345,5.3453,13.02,True,OK,улица Мичурина,n2458317670
4,2,Парканы,73,5.2983,5.309,15.38,True,OK,улица Мичурина,n2458317686
4,2,Парканы,74,5.3508,5.3616,13.16,True,OK,улица Мичурина,n2458317668
4,2,Парканы,75,5.7336,5.3267,15.39,True,OK,улица Мичурина,n2458317684
4,2,Парканы,76,5.3687,5.3795,14.42,True,OK,улица Мичурина,n2458317666
4,2,Парканы,77,5.3323,5.3431,19.81,True,OK,улица Мичурина,n2458317682
4,2,Парканы,78,5.3882,5.3989,13.23,True,OK,улица Мичурина,n2458317664
4,2,Парканы,78,5.6917,5.3687,24.04,True,OK,улица Мичурина,n4505716990
4,2,Парканы,79,5.3522,5.363,19.42,True,OK,улица Мичурина,n2458317674
4,2,Парканы,80,5.6371,5.4232,10.25,True,OK,улица Мичурина,n2458317654
4,2,Парканы,81,5.674,5.3864,18.77,True,OK,улица Мичурина,n2458317662
4,2,Парканы,82,5.4319,5.4427,11.94,True,OK,улица Мичурина,n2458317652
4,2,Парканы,83,5.3868,5.404,18.87,True,OK,улица Мичурина,n2458317660
4,2,Парканы,83,5.3865,5.3973,16.74,True,OK,улица Мичурина,n4505714558
4,2,Парканы,84,5.4547,5.4655,9.21,True,OK,улица Мичурина,n2458317649
4,2,Парканы,85,5.6392,5.4212,20.6,True,OK,улица Мичурина,n2458317658
4,2,Парканы,86,5.5773,5.483,8.69,True,OK,улица Мичурина,n2458243384
4,2,Парканы,87,5.6231,5.4373,20.87,True,OK,улица Мичурина,n2458317656
4,2,Парканы,88,5.4849,5.4957,12.84,True,OK,улица Мичурина,n2323589118
4,2,Парканы,89,5.444,5.4547,21.39,True,OK,улица Мичурина,n2458317647
4,2,Парканы,90,6.2343,5.5398,9.79,True,OK,улица Мичурина,n2323589121
4,2,Парканы,91,5.5867,5.4737,22.15,True,OK,улица Мичурина,n2458317645
4,2,Парканы,93,5.5695,5.4909,17.52,True,OK,улица Мичурина,n2458243387
4,2,Парканы,95,5.5253,5.535,18.81,True,OK,улица Мичурина,n2323589112
4,2,Парканы,97,5.5225,5.5333,8.89,True,OK,улица Мичурина,n2323589115
4,2,Парканы,99,5.5382,5.549,15.13,True,OK,улица Мичурина,n2458208198
4,2,Парканы,100,6.1879,5.5862,12.29,True,OK,улица Мичурина,n2458187362
4,2,Парканы,101,5.5555,5.5662,14.42,True,OK,улица Мичурина,n2458208199
4,2,Парканы,102,5.595,5.6058,12.52,True,OK,улица Мичурина,n2458187365
4,2,Парканы,103,6.1942,5.58,14.03,True,OK,улица Мичурина,n2458208200
4,2,Парканы,103,5.6002,5.611,13.59,True,OK,улица Мичурина,n2458208202
4,2,Парканы,103,6.2268,5.5261,23.76,True,OK,улица Мичурина,n4478927871
4,2,Парканы,104,5.6168,5.6276,14.54,True,OK,улица Мичурина,n2458187368
4,2,Парканы,104,5.7065,5.7173,11.91,True,OK,улица Мичурина,n2458208214
4,2,Парканы,105,6.1776,5.5966,14.78,True,OK,улица Мичурина,n2458208201
4,2,Парканы,105,5.612,5.6228,11.69,True,OK,улица Мичурина,n2458208204
4,2,Парканы,106,6.1261,5.6481,13.77,True,OK,улица Мичурина,n2458208209
4,2,Парканы,106,6.0289,5.7453,12.33,True,OK,улица Мичурина,n2458208213
4,2,Парканы,107,6.1342,5.64,10.69,True,OK,улица Мичурина,n2458208205
4,2,Парканы,108,6.1058,5.6683,13.77,True,OK,улица Мичурина,n2458208210
4,2,Парканы,108,6.006,5.7681,11.14,True,OK,улица Мичурина,n2458208212
4,2,Парканы,109,5.6483,5.6591,14.08,True,OK,улица Мичурина,n2458208206
4,2,Парканы,110,5.7824,5.7932,10.3,True,OK,улица Мичурина,n2458187359
4,2,Парканы,110,6.0846,5.6895,10.72,True,OK,улица Мичурина,n2458208211
4,2,Парканы,111,6.0976,5.6766,16.11,True,OK,улица Мичурина,n2458208207
4,2,Парканы,113,5.6867,5.6975,18.4,True,OK,улица Мичурина,n2458208208
4,2,Парканы,114,5.9426,5.8316,13.17,True,OK,улица Мичурина,n2458187353
4,2,Парканы,116,5.8427,5.8535,7.84,True,OK,улица Мичурина,n2458187349
4,2,Парканы,118,6.353,5.8811,7.22,True,OK,улица Мичурина,n2458125641
4,2,Парканы,120,5.8977,5.9085,9.64,True,OK,улица Мичурина,n2458125642
4,2,Парканы,120,5.8021,5.8129,11.82,True,OK,улица Мичурина,n2458187356
4,2,Парканы,121,6.053,5.7212,18.65,True,OK,улица Мичурина,n2458208567
4,2,Парканы,122,5.9217,5.9325,10.55,True,OK,улица Мичурина,n2458125643
4,2,Парканы,122,5.8491,5.8561,21.04,True,OK,улица Мичурина,n4478922973
4,2,Парканы,123,5.7381,5.7488,20.69,True,OK,улица Мичурина,n2458209279
4,2,Парканы,124,5.946,5.9568,12.62,True,OK,улица Мичурина,n2458125644
4,2,Парканы,125,6.0053,5.7689,19.92,True,OK,улица Мичурина,n2458208568
4,2,Парканы,126,5.9861,5.9969,7.62,True,OK,улица Мичурина,n2458166488
4,2,Парканы,127,5.7824,5.7931,18.49,True,OK,улица Мичурина,n2458125639
4,2,Парканы,128,7.3589,6.0066,11.87,True,OK,улица Мичурина,n2458166489
4,2,Парканы,129,5.8186,5.8294,19.17,True,OK,улица Мичурина,n2323589124
4,2,Парканы,130,7.3437,6.0218,10.77,True,OK,улица Мичурина,n2458166493
4,2,Парканы,131,5.8963,5.8779,14.16,True,OK,улица Мичурина,n2323589127
4,2,Парканы,132,7.3222,6.0433,12.37,True,OK,улица Мичурина,n2458166494
4,2,Парканы,133,5.8841,5.8949,17.78,True,OK,улица Мичурина,n2458125640
4,2,Парканы,134,7.3019,6.0636,12.14,True,OK,улица Мичурина,n2458166495
4,2,Парканы,135,6.3205,5.9136,16.38,True,OK,улица Мичурина,n2458166486
4,2,Парканы,136,6.0722,6.083,11.0,True,OK,улица Мичурина,n2458166496
4,2,Парканы,137,6.2997,5.9345,13.98,True,OK,улица Мичурина,n2458166487
4,2,Парканы,138,7.2637,6.1018,12.13,True,OK,улица Мичурина,n2458166497
4,2,Парканы,139,6.2817,5.9525,11.66,True,OK,улица Мичурина,n2458166485
4,2,Парканы,140,6.1154,6.1262,9.33,True,OK,улица Мичурина,n2458166498
4,2,Парканы,140,7.3029,6.0626,31.05,True,OK,улица Мичурина,n4552707595
4,2,Парканы,141,5.9553,5.9661,16.11,True,OK,улица Мичурина,n2458166490
4,2,Парканы,142,7.2137,6.1512,12.17,True,OK,улица Мичурина,n2458166499
4,2,Парканы,143,7.3825,5.983,16.12,True,OK,улица Мичурина,n2458166491
4,2,Парканы,144,7.1879,6.1776,13.75,True,OK,улица Мичурина,n2458166500
4,2,Парканы,145,5.9842,5.995,18.93,True,OK,улица Мичурина,n2458166492
4,2,Парканы,145а,6.0034,6.0142,19.79,True,OK,улица Мичурина,n2458166504
4,2,Парканы,146,7.1538,6.208,13.53,True,OK,улица Мичурина,n2458166501
4,2,Парканы,147,6.0184,6.0292,15.62,True,OK,улица Мичурина,n2458166505
4,2,Парканы,148,7.137,6.2284,12.05,True,OK,улица Мичурина,n2458166502
4,2,Парканы,149,6.0396,6.0504,15.97,True,OK,улица Мичурина,n2458166506
4,2,Парканы,150,6.2419,6.2527,13.55,True,OK,улица Мичурина,n2458166503
4,2,Парканы,151,6.0595,6.0703,18.64,True,OK,улица Мичурина,n2458166507
4,2,Парканы,153,7.2762,6.0893,18.26,True,OK,улица Мичурина,n2458166508
4,2,Парканы,154,7.0476,6.3179,13.36,True,OK,улица Мичурина,n2458166522
4,2,Парканы,155,7.2559,6.1096,18.49,True,OK,улица Мичурина,n2458166509
4,2,Парканы,156,7.0305,6.335,16.26,True,OK,улица Мичурина,n2458166523
4,2,Парканы,156а,6.3407,6.3515,17.46,True,OK,улица Мичурина,n2458166524
4,2,Парканы,157,7.2324,6.1331,18.25,True,OK,улица Мичурина,n2458166510
4,2,Парканы,158,6.9983,6.3671,17.71,True,OK,улица Мичурина,n2458166525
4,2,Парканы,159,6.1615,6.1723,21.26,True,OK,улица Мичурина,n2458166511
4,2,Парканы,159,7.2664,6.0991,28.75,True,OK,улица Мичурина,n4478922972
4,2,Парканы,160,6.3763,6.3871,18.69,True,OK,улица Мичурина,n2458166528
4,2,Парканы,161,6.1901,6.2009,19.36,True,OK,улица Мичурина,n2458166512
4,2,Парканы,162,6.9577,6.4078,17.38,True,OK,улица Мичурина,n2458166527
4,2,Парканы,163,6.2262,6.237,18.6,True,OK,улица Мичурина,n2458166513
4,2,Парканы,164,6.9409,6.4246,17.81,True,OK,улица Мичурина,n2458166529
4,2,Парканы,165,7.1095,6.256,17.96,True,OK,улица Мичурина,n2458166514
4,2,Парканы,166,6.9212,6.4443,19.55,True,OK,улица Мичурина,n2458170163
4,2,Парканы,167,7.0882,6.2773,16.89,True,OK,улица Мичурина,n2458166515
4,2,Парканы,168,6.4545,6.4653,19.43,True,OK,улица Мичурина,n2458170184
4,2,Парканы,169,7.0635,6.302,16.71,True,OK,улица Мичурина,n2458166516
4,2,Парканы,170,6.4731,6.4839,17.4,True,OK,улица Мичурина,n2458170187
4,2,Парканы,171,6.309,6.3198,16.1,True,OK,улица Мичурина,n2458166517
4,2,Парканы,171а,6.3289,6.3397,18.35,True,OK,улица Мичурина,n2458166518
4,2,Парканы,172,6.4972,6.508,15.4,True,OK,улица Мичурина,n2458170190
4,2,Парканы,173,7.0066,6.3589,18.31,True,OK,улица Мичурина,n2458166519
4,2,Парканы,174,6.5233,6.5341,14.48,True,OK,улица Мичурина,n2458170193
4,2,Парканы,175,6.3683,6.3791,18.1,True,OK,улица Мичурина,n2458166520
4,2,Парканы,175,7.0204,6.3451,17.44,True,OK,улица Мичурина,n4393903885
4,2,Парканы,176,6.81,6.5555,14.44,True,OK,улица Мичурина,n2458170196
4,2,Парканы,177,6.3928,6.4035,17.16,True,OK,улица Мичурина,n2458166521
4,2,Парканы,178,6.7886,6.5768,14.41,True,OK,улица Мичурина,n2458170199
4,2,Парканы,179,6.4135,6.4243,15.24,True,OK,улица Мичурина,n2458166526
4,2,Парканы,180,6.6065,6.6653,23.59,True,OK,улица Мичурина,n2458170202
4,2,Парканы,181,6.9231,6.4424,15.38,True,OK,улица Мичурина,n2458170166
4,2,Парканы,183,6.4505,6.4613,12.95,True,OK,улица Мичурина,n2458170169
4,2,Парканы,185,6.4702,6.481,14.82,True,OK,улица Мичурина,n2458170173
4,2,Парканы,187,6.4892,6.5,14.41,True,OK,улица Мичурина,n2458170176
