uid,settlement_ru,district_ru,street_ru,housenumber,current_zone,why,fastest_distance_km,fastest_duration_s,min_alt_distance_km,n_alternatives,straight_line_km,detour_ratio,in_city_km,outside_city_km,snap_distance_m,nearest_road_highway,flags,verdict
w209267141,Бендеры,Борисовка,Одесская улица,8,3,district_Борисовка,4.826,452.2,4.826,1,2.221,2.173,4.8197,0.0,14.2,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209267152,Бендеры,Борисовка,Одесская улица,10,3,district_Борисовка,4.8966,464.8,4.8966,1,2.164,2.263,4.8903,0.0,13.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209267119,Бендеры,Борисовка,Одесская улица,12,3,district_Борисовка,4.9544,473.7,4.9544,1,2.107,2.351,4.948,0.0,13.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209267172,Бендеры,Борисовка,Одесская улица,14,4,in_city_zone4;district_Борисовка;neighbour_jump_4v2,6.6819,446,4.8076,1,2.05,3.26,6.6784,0.0,12.5,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w209267114,Бендеры,Борисовка,Одесская улица,27,4,in_city_zone4;district_Борисовка;neighbour_jump_4v2,6.6502,428.7,4.6361,1,1.925,3.454,6.6471,0.0,16.1,primary,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w91848812,Бендеры,Борисовка,Одесская улица,33,2,district_Борисовка;neighbour_jump_2v4,4.4313,411.7,4.4313,1,2.147,2.064,4.4255,0.0,15.1,primary,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w91848808,Бендеры,Борисовка,Одесская улица,35,2,district_Борисовка,4.457,413.1,4.457,1,2.271,1.962,4.4512,0.0,15.8,primary,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w91848810,Бендеры,Борисовка,Одесская улица,37,3,district_Борисовка,4.5338,424.5,4.5338,1,2.335,1.941,4.5279,0.0,15.4,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w91848811,Бендеры,Борисовка,Одесская улица,39,3,district_Борисовка,4.5732,420.5,4.5732,1,2.37,1.929,4.5672,0.0,17.7,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w224682791,Бендеры,Борисовка,Одесская улица,67а,3,district_Борисовка,4.5904,409.5,4.5904,1,2.455,1.869,4.5844,0.0,58.5,residential,snap_gt_40m;detour_gt_1.5,WRONG_ADDRESS_SNAP
w209273611,Бендеры,Хомутяновка,Пионерская улица,3,4,in_city_zone4;district_Хомутяновка,6.3295,439.9,5.7811,1,1.837,3.445,6.3256,0.0,13.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209273594,Бендеры,Хомутяновка,Пионерская улица,5,4,in_city_zone4;district_Хомутяновка,6.3689,450.5,5.8205,1,1.901,3.351,6.3649,0.0,15.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209273613,Бендеры,Хомутяновка,Пионерская улица,5,4,in_city_zone4;district_Хомутяновка,6.3156,437.7,5.7672,1,1.894,3.334,6.3117,0.0,14.3,service,snapped_service;detour_gt_1.5,WRONG_ACCESS_TAG
w209273580,Бендеры,Борисовка,Пионерская улица,7,4,in_city_zone4;district_Борисовка,6.4348,473.2,5.8864,1,1.963,3.278,6.4308,0.0,14.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209273616,Бендеры,Хомутяновка,Пионерская улица,7,4,in_city_zone4;district_Хомутяновка,6.3808,460.3,5.8325,1,1.957,3.261,6.3769,0.0,14.7,service,snapped_service;detour_gt_1.5,WRONG_ACCESS_TAG
w209273593,Бендеры,Хомутяновка,Пионерская улица,9,4,in_city_zone4;district_Хомутяновка,6.3397,445.2,5.7913,1,2.005,3.162,6.3358,0.0,12.7,service,snapped_service;detour_gt_1.5,WRONG_ACCESS_TAG
w209273618,Бендеры,Борисовка,Пионерская улица,9,4,in_city_zone4;district_Борисовка,6.3028,436.3,5.7544,1,2.015,3.128,6.299,0.0,15.9,service,snapped_service;detour_gt_1.5,WRONG_ACCESS_TAG
w352669559,Бендеры,Борисовка,Пионерская улица,15,4,in_city_zone4;district_Борисовка,6.4251,447.8,6.4251,0,2.134,3.01,6.4211,0.0,18.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w222986045,Бендеры,Борисовка,Пионерская улица,19,4,in_city_zone4;district_Борисовка,6.8098,517.3,6.2615,1,2.391,2.848,6.8053,0.0,14.8,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w222986047,Бендеры,Борисовка,Пионерская улица,21,4,in_city_zone4;district_Борисовка,6.794,513.5,6.2456,1,2.399,2.832,6.7894,0.0,12.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w222986049,Бендеры,Борисовка,Пионерская улица,23,4,in_city_zone4;district_Борисовка,6.7681,507.3,6.2197,1,2.42,2.796,6.7635,0.0,11.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w103992693,Бендеры,Борисовка,Пионерская улица,27,4,in_city_zone4;district_Борисовка,6.9328,540.7,6.3844,1,2.505,2.768,6.928,0.0,14.7,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w103992762,Бендеры,Борисовка,Пионерская улица,27,4,in_city_zone4;district_Борисовка,6.8993,532.7,6.3509,1,2.487,2.774,6.8945,0.0,14.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w103992885,Бендеры,Борисовка,Пионерская улица,27,4,in_city_zone4;district_Борисовка,6.8705,525.9,6.3221,1,2.497,2.751,6.8658,0.0,13.9,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w352670176,Бендеры,Борисовка,Пионерская улица,27,4,in_city_zone4;district_Борисовка,6.7499,497.9,6.2015,1,2.467,2.736,6.7453,0.0,21.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w103992864,Бендеры,Борисовка,Пионерская улица,31,4,in_city_zone4;district_Борисовка,6.9582,546.8,6.4098,1,2.544,2.735,6.9533,0.0,14.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w103992858,Бендеры,Борисовка,Пионерская улица,33,4,in_city_zone4;district_Борисовка,6.975,550.9,6.4266,1,2.549,2.737,6.9701,0.0,14.2,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w103992712,Бендеры,Борисовка,Пионерская улица,35,4,in_city_zone4;district_Борисовка,6.8606,518.7,6.3122,1,2.543,2.698,6.8559,0.0,11.2,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w103992696,Бендеры,Борисовка,Пионерская улица,37,4,in_city_zone4;district_Борисовка,6.8814,523.7,6.333,1,2.574,2.673,6.8767,0.0,14.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w318090605,Бендеры,Борисовка,Пионерский переулок,7,4,in_city_zone4;district_Борисовка,6.0966,403.6,5.5483,1,1.825,3.34,6.0933,0.0,9.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w353044316,Бендеры,Хомутяновка,Протягайловская улица,12,3,district_Хомутяновка,4.7031,466.1,4.7031,0,2.556,1.84,4.6984,0.0,12.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w354630979,Бендеры,Хомутяновка,Протягайловская улица,13,3,district_Хомутяновка,4.2855,328,4.2855,1,2.59,1.654,4.2813,0.0,12.4,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w353044314,Бендеры,Хомутяновка,Протягайловская улица,16,3,district_Хомутяновка,4.3544,337.9,4.3544,1,2.591,1.681,4.3502,0.0,16.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w353978195,Бендеры,Хомутяновка,Протягайловская улица,17,3,district_Хомутяновка,4.3813,341.8,4.3813,1,2.631,1.665,4.377,0.0,15.8,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w353044313,Бендеры,Хомутяновка,Протягайловская улица,18,3,district_Хомутяновка,4.3765,341.1,4.3765,1,2.598,1.684,4.3721,0.0,18.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w353975790,Бендеры,Хомутяновка,Протягайловская улица,19,3,district_Хомутяновка,4.4022,344.8,4.4022,1,2.638,1.669,4.3979,0.0,12.9,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w353044312,Бендеры,Хомутяновка,Протягайловская улица,20,3,district_Хомутяновка,4.4021,344.8,4.4021,1,2.612,1.685,4.3977,0.0,15.2,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w353044311,Бендеры,Хомутяновка,Протягайловская улица,22,3,district_Хомутяновка,4.4248,348.1,4.4248,1,2.616,1.691,4.4204,0.0,21.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
n2321993999,Бендеры,Хомутяновка,Путейская улица,2,3,district_Хомутяновка,5.1359,357.1,5.1359,1,1.421,3.614,5.1321,0.0,3.4,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w301982104,Бендеры,Хомутяновка,Путейская улица,4,3,district_Хомутяновка,4.9066,356.1,4.9066,1,1.481,3.313,4.9027,0.0,44.0,residential,snap_gt_40m;detour_gt_1.5,WRONG_ADDRESS_SNAP
w301982107,Бендеры,Хомутяновка,Путейская улица,6,3,district_Хомутяновка,4.8846,352.9,4.8846,1,1.472,3.319,4.8807,0.0,17.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w301982108,Бендеры,Хомутяновка,Путейская улица,10,3,district_Хомутяновка,4.8532,348.4,4.8532,1,1.49,3.257,4.8492,0.0,17.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w301982110,Бендеры,Хомутяновка,Путейская улица,10а,3,district_Хомутяновка,4.8308,345.2,4.8308,1,1.504,3.212,4.8269,0.0,18.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w301982111,Бендеры,Хомутяновка,Путейская улица,12,3,district_Хомутяновка,4.818,343.3,4.818,1,1.512,3.186,4.8141,0.0,18.2,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w301982112,Бендеры,Хомутяновка,Путейская улица,12а,3,district_Хомутяновка,4.802,341,4.802,1,1.53,3.139,4.7981,0.0,28.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w301982113,Бендеры,Хомутяновка,Путейская улица,12б,3,district_Хомутяновка,4.8029,341.2,4.8029,1,1.518,3.163,4.7989,0.0,14.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w352064506,Бендеры,Хомутяновка,Санаторная улица,2,3,district_Хомутяновка,5.525,378.2,5.525,0,2.415,2.288,5.5202,0.0,26.8,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w352284664,Бендеры,Хомутяновка,Санаторная улица,56,3,district_Хомутяновка,5.807,426.2,5.807,0,2.539,2.287,5.7443,0.0578,21.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w352265835,Бендеры,Хомутяновка,Санаторная улица,58,4,in_city_zone4;district_Хомутяновка,5.8451,431.7,5.8451,0,2.524,2.316,5.7443,0.0958,19.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w352163177,Бендеры,Хомутяновка,Санаторная улица,70,4,in_city_zone4;district_Хомутяновка,5.9252,443.3,5.9252,0,2.457,2.412,5.7443,0.1759,22.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w352163171,Бендеры,Хомутяновка,Санаторная улица,72,4,in_city_zone4;district_Хомутяновка,5.9607,448.4,5.9607,0,2.445,2.438,5.7443,0.2114,22.7,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w352163169,Бендеры,Хомутяновка,Санаторная улица,74,4,in_city_zone4;district_Хомутяновка,5.9702,449.7,5.9702,0,2.441,2.446,5.7443,0.2209,24.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w161058110,Бендеры,Хомутяновка,Севастопольская улица,1а,3,district_Хомутяновка,4.6997,332.3,4.6997,1,1.685,2.79,4.6965,0.0,10.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302066913,Бендеры,Хомутяновка,Севастопольская улица,2,3,district_Хомутяновка,4.8973,322.9,4.8973,1,1.646,2.975,4.8942,0.0,18.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302066914,Бендеры,Хомутяновка,Севастопольская улица,4,3,district_Хомутяновка,4.9176,325.8,4.9176,1,1.657,2.967,4.9144,0.0,21.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w161058104,Бендеры,Хомутяновка,Севастопольская улица,4а,3,district_Хомутяновка,4.7015,326.7,4.7015,1,1.643,2.861,4.6981,0.0,29.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w161058112,Бендеры,Хомутяновка,Севастопольская улица,5,3,district_Хомутяновка,4.7405,329.5,4.7405,1,1.622,2.923,4.7373,0.0,41.5,residential,snap_gt_40m;detour_gt_1.5,WRONG_ADDRESS_SNAP
w302066902,Бендеры,Хомутяновка,Севастопольская улица,10,3,district_Хомутяновка,4.7313,323.1,4.7313,1,1.696,2.789,4.7282,0.0,29.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302066901,Бендеры,Хомутяновка,Севастопольская улица,12,3,district_Хомутяновка,4.7181,321.2,4.7181,1,1.693,2.787,4.7149,0.0,18.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302066903,Бендеры,Хомутяновка,Севастопольская улица,14,3,district_Хомутяновка,4.7016,318.8,4.7016,1,1.702,2.762,4.6984,0.0,19.4,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302066894,Бендеры,Хомутяновка,Севастопольская улица,16,3,district_Хомутяновка,4.6754,315,4.6754,1,1.715,2.727,4.6722,0.0,18.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w303915676,Бендеры,Хомутяновка,Севастопольская улица,24,3,district_Хомутяновка,4.4406,300.1,4.4406,1,1.836,2.418,4.4374,0.0,24.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w304088452,Бендеры,Хомутяновка,Севастопольская улица,26,3,district_Хомутяновка,4.4029,294.7,4.4029,1,1.853,2.376,4.3997,0.0,14.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302074753,Бендеры,Хомутяновка,Треугольный переулок,1,3,district_Хомутяновка,5.3013,372.6,5.3013,1,1.401,3.783,5.2979,0.0,7.9,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w351854665,Бендеры,Хомутяновка,Треугольный переулок,2,3,district_Хомутяновка,5.2992,372.3,5.2992,1,1.397,3.793,5.2958,0.0,8.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302074755,Бендеры,Хомутяновка,Треугольный переулок,3,3,district_Хомутяновка,5.2124,359.7,5.2124,1,1.476,3.532,5.2092,0.0,12.8,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302369879,Бендеры,Хомутяновка,Треугольный переулок,4,3,district_Хомутяновка,5.2623,366.9,5.2623,1,1.429,3.682,5.259,0.0,12.7,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302074746,Бендеры,Хомутяновка,Треугольный переулок,5,3,district_Хомутяновка,5.2135,359.9,5.2135,1,1.485,3.511,5.2103,0.0,14.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302369878,Бендеры,Хомутяновка,Треугольный переулок,6,3,district_Хомутяновка,5.245,364.4,5.245,1,1.445,3.629,5.2417,0.0,12.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302074749,Бендеры,Хомутяновка,Треугольный переулок,7,3,district_Хомутяновка,5.2584,366.4,5.2584,1,1.443,3.643,5.2551,0.0,14.4,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
n4835076144,Бендеры,Хомутяновка,Треугольный переулок,8 кв. 2,3,district_Хомутяновка,5.3294,376.6,5.3294,1,1.379,3.865,5.3259,0.0,15.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
n4835076145,Бендеры,Хомутяновка,Треугольный переулок,8 кв. 3,3,district_Хомутяновка,5.3232,375.7,5.3232,1,1.39,3.831,5.3197,0.0,27.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302074748,Бендеры,Хомутяновка,Треугольный переулок,9,3,district_Хомутяновка,5.2427,364.1,5.2427,1,1.457,3.598,5.2394,0.0,12.7,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302074747,Бендеры,Хомутяновка,Треугольный переулок,11,3,district_Хомутяновка,5.2272,361.9,5.2272,1,1.472,3.552,5.2239,0.0,13.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209267179,Бендеры,Борисовка,Фонтанная улица,5,4,in_city_zone4;district_Борисовка,6.6232,435.9,4.7489,1,2.004,3.305,6.6199,0.0,24.7,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
n2322107948,Бендеры,Борисовка,Фонтанная улица,8,4,in_city_zone4;district_Борисовка,6.5431,436.9,4.7951,1,1.979,3.306,6.5397,0.0,20.1,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
n5172818464,Бендеры,Борисовка,Фонтанная улица,18,4,in_city_zone4;district_Борисовка,6.4721,426.6,4.8661,1,1.947,3.325,6.4686,0.0,17.8,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
n2322107950,Бендеры,Борисовка,Фонтанная улица,22,4,in_city_zone4;district_Борисовка,6.4304,420.6,4.9078,1,1.926,3.338,6.427,0.0,13.8,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
n2322107954,Бендеры,Борисовка,Фонтанная улица,24,4,in_city_zone4;district_Борисовка,6.3672,416.6,5.2015,1,1.902,3.348,6.3637,0.0,15.6,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w319134694,Бендеры,Борисовка,Фонтанная улица,30,4,in_city_zone4;district_Борисовка,6.2634,414.3,5.2273,1,1.876,3.338,6.2601,0.0,17.0,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
n2322107952,Бендеры,Борисовка,Фонтанная улица,35,4,in_city_zone4;district_Борисовка,6.3735,417.6,5.1489,1,1.878,3.393,6.3701,0.0,12.6,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
n2322107955,Бендеры,Борисовка,Фонтанная улица,36,4,in_city_zone4;district_Борисовка,6.1812,402.5,5.3431,1,1.834,3.37,6.1778,0.0,17.1,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
n2322107953,Бендеры,Борисовка,Фонтанная улица,41,4,in_city_zone4;district_Борисовка,6.2877,417.7,5.2031,1,1.859,3.383,6.2843,0.0,9.9,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w318090601,Бендеры,Борисовка,Фонтанная улица,41,4,in_city_zone4;district_Борисовка,6.2882,417.8,5.2025,1,1.849,3.4,6.2849,0.0,20.1,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w318090600,Бендеры,Борисовка,Фонтанная улица,43,4,in_city_zone4;district_Борисовка,6.2744,415.9,5.2163,1,1.845,3.401,6.2711,0.0,20.2,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
n2322107956,Бендеры,Борисовка,Фонтанная улица,59,4,in_city_zone4;district_Борисовка,6.1914,404,5.3534,1,1.817,3.407,6.1881,0.0,15.4,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w318090596,Бендеры,Борисовка,Фонтанная улица,61,4,in_city_zone4;district_Борисовка,6.1762,401.8,5.3381,1,1.804,3.423,6.1729,0.0,19.0,residential,detour_gt_1.5;alt_>10pct_shorter,OSRM_ROUTE_SELECTION_ISSUE
w352667497,Бендеры,Борисовка,Хотинская улица,4,2,district_Борисовка,4.3616,431.6,4.3616,1,2.548,1.712,4.3563,0.0,18.4,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w352667495,Бендеры,Борисовка,Хотинская улица,4а,3,district_Борисовка,4.811,431.8,4.811,1,2.547,1.889,4.8049,0.0,14.4,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w352667496,Бендеры,Борисовка,Хотинская улица,4б,3,district_Борисовка,4.8267,434.1,4.8267,1,2.548,1.894,4.8206,0.0,15.2,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w352667493,Бендеры,Борисовка,Хотинская улица,6,2,district_Борисовка,4.3074,423.8,4.3074,1,2.547,1.691,4.3022,0.0,15.2,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w352667488,Бендеры,Борисовка,Хотинская улица,18,3,district_Борисовка,4.7825,427.7,4.7825,1,2.545,1.879,4.7764,0.0,14.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w91848287,Бендеры,Борисовка,Хотинская улица,49,2,district_Борисовка,4.4407,414.6,4.4407,0,2.57,1.728,4.4354,0.0,16.4,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w91848274,Бендеры,Борисовка,Хотинская улица,51,2,district_Борисовка,4.4483,412.7,4.4483,0,2.646,1.681,4.4429,0.0,15.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w91848283,Бендеры,Борисовка,Хотинская улица,53,3,district_Борисовка,4.5063,432.1,4.5063,0,2.615,1.723,4.5008,0.0,21.4,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w91848277,Бендеры,Борисовка,Хотинская улица,55,3,district_Борисовка,4.4992,423,4.4992,0,2.655,1.694,4.4936,0.0,20.4,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w352153734,Бендеры,Борисовка,Хотинская улица,73,3,district_Борисовка,5.0561,474.5,5.0561,1,2.523,2.004,5.0499,0.0,22.6,primary,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w352153729,Бендеры,Борисовка,Хотинская улица,77,3,district_Борисовка,5.0138,464.3,5.0138,1,2.576,1.946,5.0076,0.0,18.0,primary,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w352153731,Бендеры,Борисовка,Хотинская улица,144,3,district_Борисовка,4.6933,414.8,4.6933,1,2.563,1.831,4.6874,0.0,18.8,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w352667484,Бендеры,Борисовка,Хотинская улица,146,3,district_Борисовка,4.7089,413.3,4.7089,1,2.58,1.825,4.703,0.0,18.2,primary,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w352667485,Бендеры,Борисовка,Хотинская улица,148,3,district_Борисовка,4.7286,414.8,4.7286,1,2.599,1.819,4.7227,0.0,19.4,primary,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w352667487,Бендеры,Борисовка,Хотинская улица,150,3,district_Борисовка,4.7408,415.7,4.7408,1,2.611,1.815,4.7348,0.0,21.7,primary,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w116073594,Бендеры,Борисовка,Хотинская улица,152,3,district_Борисовка,4.8783,437.2,4.8783,1,2.634,1.852,4.8721,0.0,59.9,primary,snap_gt_40m;detour_gt_1.5,WRONG_ADDRESS_SNAP
w209287668,Бендеры,Хомутяновка,Школьная улица,4,3,district_Хомутяновка,4.7247,339.3,4.7247,1,1.932,2.445,4.7213,0.0,11.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287692,Бендеры,Хомутяновка,Школьная улица,4,3,district_Хомутяновка,4.6732,326.9,4.6732,1,1.889,2.473,4.67,0.0,15.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302066931,Бендеры,Хомутяновка,Школьная улица,5,3,district_Хомутяновка,4.5184,286.5,4.5184,1,1.823,2.479,4.5155,0.0,13.1,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287627,Бендеры,Хомутяновка,Школьная улица,6,3,district_Хомутяновка,4.9286,356.7,4.9286,1,2.038,2.419,4.9247,0.0,41.1,residential,snap_gt_40m;detour_gt_1.5,WRONG_ADDRESS_SNAP
w302066932,Бендеры,Хомутяновка,Школьная улица,7,3,district_Хомутяновка,4.5733,298.1,4.5733,1,1.849,2.474,4.5703,0.0,23.9,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302066945,Бендеры,Хомутяновка,Школьная улица,9,3,district_Хомутяновка,4.6162,304.4,4.6162,1,1.882,2.453,4.613,0.0,16.5,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302066949,Бендеры,Хомутяновка,Школьная улица,11,3,district_Хомутяновка,4.6398,307.8,4.6398,1,1.906,2.435,4.6366,0.0,22.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302066948,Бендеры,Хомутяновка,Школьная улица,13,3,district_Хомутяновка,4.6607,310.8,4.6607,1,1.922,2.425,4.6575,0.0,17.7,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302066951,Бендеры,Хомутяновка,Школьная улица,15,3,district_Хомутяновка,4.6836,314.1,4.6836,1,1.942,2.412,4.6803,0.0,17.8,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302066947,Бендеры,Хомутяновка,Школьная улица,17,3,district_Хомутяновка,4.7027,316.8,4.7027,1,1.958,2.401,4.6993,0.0,17.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302066893,Бендеры,Хомутяновка,Школьная улица,18,3,district_Хомутяновка,4.6005,298.9,4.6005,1,1.734,2.653,4.5974,0.0,24.8,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302066946,Бендеры,Хомутяновка,Школьная улица,19,3,district_Хомутяновка,4.7175,319,4.7175,1,1.972,2.393,4.7141,0.0,17.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302066953,Бендеры,Хомутяновка,Школьная улица,21,3,district_Хомутяновка,4.8069,342,4.8069,1,2.017,2.383,4.8034,0.0,16.7,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287640,Бендеры,Хомутяновка,Школьная улица,23,3,district_Хомутяновка,4.8143,370.4,4.8143,1,2.064,2.333,4.8105,0.0,15.7,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287688,Бендеры,Хомутяновка,Школьная улица,24,3,district_Хомутяновка,4.9259,361.1,4.9259,1,2.107,2.338,4.922,0.0,9.6,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287701,Бендеры,Хомутяновка,Школьная улица,27,3,district_Хомутяновка,4.8974,352.1,4.8974,1,2.1,2.333,4.8936,0.0,16.3,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287646,Бендеры,Хомутяновка,Школьная улица,29,3,district_Хомутяновка,4.9324,360.5,4.9324,1,2.139,2.306,4.9285,0.0,11.0,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302066895,Бендеры,Хомутяновка,Школьная улица,39,3,district_Хомутяновка,4.5796,289.8,4.5796,1,1.753,2.612,4.5767,0.0,32.4,primary,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w302066922,Бендеры,Хомутяновка,Школьная улица,41,3,district_Хомутяновка,4.4759,284.1,4.4759,1,1.821,2.457,4.4729,0.0,13.4,primary,detour_gt_1.5,INSUFFICIENT_EVIDENCE
w209287680,Бендеры,Хомутяновка,Школьная улица,134,3,district_Хомутяновка,4.6285,311.2,4.6285,1,1.826,2.534,4.6254,0.0,14.2,residential,detour_gt_1.5,INSUFFICIENT_EVIDENCE
