uid,settlement_ru,district_ru,street_ru,housenumber,lat,lon,snap_distance_m,snapped_name,nearest_road_name,nearest_road_highway,nearest_road_dist_m
w302074736,Бендеры,Хомутяновка,улица Сергея Ревенялэ,9,46.82142,29.46502,18.6,улица Сергея Ревенялэ,улица Сергея Ревенялэ,residential,26.3
w302074735,Бендеры,Хомутяновка,улица Сергея Ревенялэ,11,46.82124,29.46493,15.8,улица Сергея Ревенялэ,улица Сергея Ревенялэ,residential,22.4
w302074727,Бендеры,Хомутяновка,улица Сергея Ревенялэ,13,46.82092,29.46484,16.6,улица Сергея Ревенялэ,улица Сергея Ревенялэ,residential,23.4
w317053527,Бендеры,Хомутяновка,улица Спартака,1,46.82764,29.45811,9.1,улица Спартака,улица Спартака,residential,9.3
w317053524,Бендеры,Хомутяновка,улица Спартака,3,46.8277,29.45777,9.8,улица Спартака,улица Спартака,residential,9.8
w317053529,Бендеры,Хомутяновка,улица Спартака,4,46.82793,29.45781,15.6,улица Спартака,улица Спартака,residential,16.1
w317053522,Бендеры,Хомутяновка,улица Спартака,5,46.82776,29.45753,8.3,улица Спартака,улица Спартака,residential,8.3
w317053532,Бендеры,Хомутяновка,улица Спартака,6,46.82796,29.4576,14.6,улица Спартака,улица Спартака,residential,15.0
w317053530,Бендеры,Хомутяновка,улица Спартака,8,46.828,29.45738,14.2,улица Спартака,улица Спартака,residential,14.8
w315807407,Бендеры,Хомутяновка,улица Спартака,17,46.82708,29.46207,10.4,улица Спартака,улица Спартака,residential,11.0
w316172927,Бендеры,Хомутяновка,улица Спартака,17,46.82732,29.46089,12.3,улица Спартака,улица Спартака,residential,12.4
w316645123,Бендеры,Хомутяновка,улица Спартака,18,46.82715,29.46173,11.0,улица Спартака,улица Спартака,residential,11.6
w315851328,Бендеры,Хомутяновка,улица Спартака,19,46.82686,29.46205,13.6,улица Спартака,улица Спартака,residential,13.4
w316645122,Бендеры,Хомутяновка,улица Спартака,19,46.82713,29.46081,9.7,улица Спартака,улица Спартака,residential,9.9
w316645118,Бендеры,Хомутяновка,улица Спартака,20,46.82697,29.46165,9.9,улица Спартака,улица Спартака,residential,9.7
w317053545,Бендеры,Хомутяновка,улица Спартака,25,46.82773,29.45868,11.6,улица Спартака,улица Спартака,residential,11.7
w316785297,Бендеры,Хомутяновка,улица Спартака,27,46.82755,29.45862,8.9,улица Спартака,улица Спартака,residential,9.2
w317051454,Бендеры,Хомутяновка,улица Спартака,28,46.82742,29.46038,12.4,улица Спартака,улица Спартака,residential,12.4
w317149184,Бендеры,Хомутяновка,улица Спартака,28,46.82771,29.45913,17.8,улица Спартака,улица Спартака,residential,17.9
w316785300,Бендеры,Хомутяновка,улица Спартака,29,46.82738,29.45866,26.5,улица Спартака,улица Спартака,residential,27.0
w316785289,Бендеры,Хомутяновка,улица Спартака,30,46.82721,29.4603,11.7,улица Спартака,улица Спартака,residential,12.2
w316785295,Бендеры,Хомутяновка,улица Спартака,30,46.82742,29.45929,10.4,улица Спартака,улица Спартака,residential,10.8
w317051455,Бендеры,Хомутяновка,улица Спартака,31,46.82753,29.45974,10.4,улица Спартака,улица Спартака,residential,10.4
w316785292,Бендеры,Хомутяновка,улица Спартака,33,46.82736,29.45972,8.1,улица Спартака,улица Спартака,residential,8.5
w209416027,Бендеры,Хомутяновка,улица Спартака,54,46.82722,29.46296,21.8,улица Бендерского Восстания,улица Бендерского Восстания,primary,30.3
w209416068,Бендеры,Хомутяновка,улица Спартака,56,46.82699,29.46288,17.4,улица Спартака,улица Спартака,residential,17.6
w209416065,Бендеры,Хомутяновка,улица Спартака,58,46.82671,29.46281,14.1,улица Спартака,улица Спартака,residential,14.4
w209416030,Бендеры,Хомутяновка,улица Спартака,60,46.82657,29.46275,19.1,улица Бендерского Восстания,улица Бендерского Восстания,primary,26.6
w315851327,Бендеры,Хомутяновка,улица Спартака,62,46.82648,29.46268,21.6,улица Бендерского Восстания,улица Бендерского Восстания,primary,30.3
w209416039,Бендеры,Хомутяновка,улица Спартака,64,46.82632,29.46265,19.3,улица Бендерского Восстания,улица Бендерского Восстания,primary,27.1
w209416041,Бендеры,Хомутяновка,улица Спартака,66,46.8262,29.46258,21.0,улица Бендерского Восстания,улица Бендерского Восстания,primary,29.7
w302074728,Бендеры,Хомутяновка,улица Старого,2,46.82074,29.46505,27.8,улица Старого,улица Старого,residential,29.2
w209654292,Бендеры,Хомутяновка,улица Старого,2а,46.82113,29.46369,22.3,,улица Старого,residential,23.9
w302074726,Бендеры,Хомутяновка,улица Старого,2а,46.82076,29.46543,19.1,,улица Старого,residential,43.4
w315193177,Бендеры,Хомутяновка,улица Старого,2а,46.82149,29.46391,21.9,,улица Старого,residential,69.8
w301982100,Бендеры,Хомутяновка,улица Старого,3,46.82023,29.46481,31.4,улица Старого,улица Старого,residential,32.8
