uid,settlement_ru,district_ru,street_ru,housenumber,lat,lon,snap_distance_m,snapped_name,nearest_road_name,nearest_road_highway,nearest_road_dist_m
w315851312,Бендеры,Хомутяновка,улица Гоголя,60,46.82502,29.45828,15.8,улица Гоголя,улица Гоголя,residential,22.4
w315618151,Бендеры,Хомутяновка,улица Гоголя,61,46.8251,29.45873,15.0,улица Гоголя,улица Гоголя,residential,21.1
w315851314,Бендеры,Хомутяновка,улица Гоголя,62,46.82484,29.45824,13.7,улица Гоголя,улица Гоголя,residential,19.5
w315618136,Бендеры,Хомутяновка,улица Гоголя,63,46.82493,29.4587,17.6,улица Гоголя,улица Гоголя,residential,24.7
w315618134,Бендеры,Хомутяновка,улица Гоголя,65,46.82478,29.45871,22.6,улица Гоголя,улица Гоголя,residential,31.7
w315807206,Бендеры,Хомутяновка,улица Гоголя,68,46.82418,29.45801,12.7,улица Гоголя,улица Гоголя,residential,17.9
w315425228,Бендеры,Хомутяновка,улица Гоголя,69,46.82409,29.45832,12.5,улица Гоголя,улица Гоголя,residential,17.9
w315807207,Бендеры,Хомутяновка,улица Гоголя,70,46.82407,29.45801,9.8,улица Гоголя,улица Гоголя,residential,13.7
w315425242,Бендеры,Хомутяновка,улица Гоголя,73,46.82396,29.45829,13.8,улица Гоголя,улица Гоголя,residential,19.7
w211496773,Бендеры,Хомутяновка,улица Дзержинского,12,46.8212,29.47067,40.8,улица Дзержинского,улица Дзержинского,residential,56.9
w291423975,Бендеры,Хомутяновка,улица Дзержинского,36,46.82309,29.47159,35.1,улица Дзержинского,улица Дзержинского,residential,48.8
w291423977,Бендеры,Хомутяновка,улица Дзержинского,38,46.82281,29.47146,35.6,улица Дзержинского,улица Дзержинского,residential,49.5
w290851735,Бендеры,Хомутяновка,улица Дзержинского,42,46.82224,29.47132,27.4,улица Дзержинского,улица Дзержинского,residential,38.2
w290851733,Бендеры,Хомутяновка,улица Дзержинского,42A,46.82244,29.47143,25.8,улица Дзержинского,улица Дзержинского,residential,36.0
w222767138,Бендеры,Хомутяновка,улица Дзержинского,46,46.82064,29.47059,28.1,улица Дзержинского,улица Дзержинского,residential,39.3
w209416057,Бендеры,Хомутяновка,улица Добродеева,1,46.82233,29.4607,13.2,улица Добродеева,улица Добродеева,residential,13.3
w315425259,Бендеры,Хомутяновка,улица Добродеева,2,46.82309,29.45814,17.3,улица Добродеева,улица Добродеева,residential,18.1
w209416077,Бендеры,Хомутяновка,улица Добродеева,3,46.82235,29.46051,15.2,улица Добродеева,улица Добродеева,residential,15.2
w318083426,Бендеры,Хомутяновка,улица Добродеева,4,46.82355,29.45553,12.9,улица Добродеева,улица Добродеева,residential,13.1
w209416021,Бендеры,Хомутяновка,улица Добродеева,5,46.82239,29.46033,14.8,улица Добродеева,улица Добродеева,residential,14.8
w209416026,Бендеры,Хомутяновка,улица Добродеева,7,46.82242,29.46017,15.1,улица Добродеева,улица Добродеева,residential,15.0
w209416056,Бендеры,Хомутяновка,улица Добродеева,9,46.82245,29.46,15.6,улица Добродеева,улица Добродеева,residential,15.4
w209416015,Бендеры,Хомутяновка,улица Добродеева,11,46.82248,29.45982,15.6,улица Добродеева,улица Добродеева,residential,15.5
w209416050,Бендеры,Хомутяновка,улица Добродеева,13,46.82252,29.45964,14.7,улица Добродеева,улица Добродеева,residential,14.6
w209416072,Бендеры,Хомутяновка,улица Добродеева,15,46.82255,29.45948,14.4,улица Добродеева,улица Добродеева,residential,14.4
w209416033,Бендеры,Хомутяновка,улица Добродеева,17,46.82258,29.45931,14.3,улица Добродеева,улица Добродеева,residential,14.3
w209416059,Бендеры,Хомутяновка,улица Добродеева,19,46.82264,29.45918,10.2,улица Добродеева,улица Добродеева,residential,10.2
w318044640,Бендеры,Хомутяновка,улица Добродеева,21,46.8228,29.4582,12.5,улица Добродеева,улица Добродеева,residential,12.3
w318044639,Бендеры,Хомутяновка,улица Добродеева,23,46.82284,29.45802,11.9,улица Добродеева,улица Добродеева,residential,11.7
w318044638,Бендеры,Хомутяновка,улица Добродеева,25,46.82287,29.45783,12.6,улица Добродеева,улица Добродеева,residential,12.3
w318044637,Бендеры,Хомутяновка,улица Добродеева,27,46.82289,29.45766,14.0,улица Добродеева,улица Добродеева,residential,13.6
w318044635,Бендеры,Хомутяновка,улица Добродеева,29,46.82294,29.45748,12.3,улица Добродеева,улица Добродеева,residential,11.9
w318044453,Бендеры,Хомутяновка,улица Добродеева,31,46.82298,29.45729,11.9,улица Добродеева,улица Добродеева,residential,11.5
w318043422,Бендеры,Хомутяновка,улица Добродеева,33,46.82305,29.45695,11.2,улица Добродеева,улица Добродеева,residential,11.0
n2321855336,Бендеры,Хомутяновка,улица Добродеева,35,46.8232,29.45597,15.2,улица Добродеева,улица Добродеева,residential,15.5
n2321855335,Бендеры,Хомутяновка,улица Добродеева,37,46.82328,29.45562,14.1,улица Добродеева,улица Добродеева,residential,14.4
w318043420,Бендеры,Хомутяновка,улица Добродеева,59,46.82312,29.45666,9.5,улица Добродеева,улица Добродеева,residential,9.4
w315108367,Бендеры,Хомутяновка,улица Добродеева,79,46.82299,29.45932,30.0,улица Добродеева,улица Добродеева,residential,30.7
n4397874158,Бендеры,Хомутяновка,улица Добродеева,79а,46.8226,29.46039,8.9,улица Добродеева,улица Добродеева,residential,9.4
w315108368,Бендеры,Хомутяновка,улица Добродеева,81,46.82286,29.45911,12.2,улица Добродеева,улица Добродеева,residential,12.5
w315193134,Бендеры,Хомутяновка,улица Добродеева,82,46.823,29.4586,17.2,улица Добродеева,улица Добродеева,residential,17.7
w302074725,Бендеры,Хомутяновка,улица Добродеева,84,46.82275,29.45848,12.0,улица Добродеева,улица Добродеева,residential,12.0
w209416052,Бендеры,Хомутяновка,улица Добродеева,116,46.82276,29.4612,21.0,улица Бендерского Восстания,улица Бендерского Восстания,primary,29.7
w209416051,Бендеры,Хомутяновка,улица Добродеева,118,46.82262,29.46114,21.2,улица Бендерского Восстания,улица Добродеева,residential,27.9
w209416089,Бендеры,Хомутяновка,улица Добродеева,120,46.82245,29.46108,7.9,улица Добродеева,улица Добродеева,residential,8.1
n4162783497,Бендеры,Хомутяновка,улица Добродеева,122,46.82221,29.4611,11.8,улица Бендерского Восстания,улица Бендерского Восстания,primary,16.7
w209416036,Бендеры,Хомутяновка,улица Добродеева,122,46.82227,29.461,13.1,улица Добродеева,улица Добродеева,residential,13.3
w315618365,Бендеры,Хомутяновка,улица Добродеева,124,46.8221,29.46093,21.0,улица Бендерского Восстания,улица Бендерского Восстания,primary,29.5
n2325366582,Бендеры,Борисовка,улица Зои Космодемьянской,1,46.83845,29.46986,17.2,улица Зои Космодемьянской,улица Зои Космодемьянской,tertiary,23.6
w319141456,Бендеры,Борисовка,улица Зои Космодемьянской,4,46.83946,29.46994,14.3,улица Зои Космодемьянской,улица Зои Космодемьянской,tertiary,20.8
w165763748,Бендеры,Борисовка,улица Зои Космодемьянской,6,46.84078,29.47042,41.5,,улица Петровского,residential,85.2
w116073008,Бендеры,Борисовка,улица Зои Космодемьянской,8-Б,46.84143,29.46962,48.1,,улица Зои Космодемьянской,tertiary,69.0
w165763747,Бендеры,Борисовка,улица Зои Космодемьянской,8а,46.84103,29.47011,64.3,улица Зои Космодемьянской,улица Зои Космодемьянской,tertiary,86.3
w321410561,Бендеры,Борисовка,улица Зои Космодемьянской,10/1,46.84227,29.46786,9.6,,улица Зои Космодемьянской,tertiary,21.2
w165763743,Бендеры,Борисовка,улица Зои Космодемьянской,14,46.84426,29.46615,22.0,улица Ермакова,улица Ермакова,primary,21.8
w91848279,Бендеры,Борисовка,улица Зои Космодемьянской,16,46.84396,29.4649,11.8,,улица Ермакова,primary,68.9
w91848271,Бендеры,Борисовка,улица Зои Космодемьянской,18,46.84418,29.46422,20.4,,улица Ермакова,primary,49.6
w317148284,Бендеры,Борисовка,улица Зои Космодемьянской,29,46.83847,29.47028,13.6,улица Зои Космодемьянской,улица Зои Космодемьянской,tertiary,18.5
w165765812,Бендеры,Борисовка,улица Зои Космодемьянской,39,46.84268,29.46636,39.8,улица Зои Космодемьянской,улица Зои Космодемьянской,tertiary,47.6
w91848285,Бендеры,Борисовка,улица Зои Космодемьянской,41,46.84347,29.46546,15.2,,улица Зои Космодемьянской,tertiary,62.5
w91848293,Бендеры,Борисовка,улица Зои Космодемьянской,43,46.84308,29.46563,14.4,,улица Зои Космодемьянской,tertiary,71.1
w319141430,Бендеры,Борисовка,улица Зои Космодемьянской,53,46.83916,29.47002,15.9,улица Зои Космодемьянской,улица Титова,tertiary,20.7
w317484800,Бендеры,Борисовка,улица Ивана Федько,2,46.83583,29.46924,17.7,улица Ивана Федько,улица Ивана Федько,residential,22.9
w316027892,Бендеры,Борисовка,улица Ивана Федько,3,46.83553,29.46895,18.8,улица Ивана Федько,улица Ивана Федько,residential,23.3
w317484802,Бендеры,Борисовка,улица Ивана Федько,4,46.83593,29.46911,15.3,улица Ивана Федько,улица Ивана Федько,residential,19.8
w316027893,Бендеры,Борисовка,улица Ивана Федько,5,46.83566,29.46888,15.6,улица Ивана Федько,улица Ивана Федько,residential,19.2
w317484803,Бендеры,Борисовка,улица Ивана Федько,6,46.83605,29.46903,17.3,улица Ивана Федько,улица Ивана Федько,residential,22.3
w316027896,Бендеры,Борисовка,улица Ивана Федько,7,46.83577,29.46879,14.8,улица Ивана Федько,улица Ивана Федько,residential,18.3
w317484816,Бендеры,Борисовка,улица Ивана Федько,8,46.83616,29.46894,18.1,улица Ивана Федько,улица Ивана Федько,residential,23.3
w317484798,Бендеры,Борисовка,улица Ивана Федько,9,46.83588,29.46868,15.3,улица Ивана Федько,улица Ивана Федько,residential,19.0
w318048547,Бендеры,Борисовка,улица Ивана Федько,10,46.8363,29.46881,18.1,улица Ивана Федько,улица Ивана Федько,residential,23.2
w317484806,Бендеры,Борисовка,улица Ивана Федько,11,46.83601,29.46857,14.6,улица Ивана Федько,улица Ивана Федько,residential,18.2
w318048549,Бендеры,Борисовка,улица Ивана Федько,12,46.83641,29.46871,18.2,улица Ивана Федько,улица Ивана Федько,residential,23.3
w317484807,Бендеры,Борисовка,улица Ивана Федько,13,46.83614,29.46847,13.3,улица Ивана Федько,улица Ивана Федько,residential,16.6
w318048550,Бендеры,Борисовка,улица Ивана Федько,14,46.83651,29.46859,16.5,улица Ивана Федько,улица Ивана Федько,residential,21.0
w317484810,Бендеры,Борисовка,улица Ивана Федько,15,46.8362,29.46828,21.9,улица Ивана Федько,улица Ивана Федько,residential,27.6
w318048552,Бендеры,Борисовка,улица Ивана Федько,16,46.83662,29.46848,16.0,улица Ивана Федько,улица Ивана Федько,residential,20.3
w318048553,Бендеры,Борисовка,улица Ивана Федько,18,46.83674,29.4684,18.0,улица Ивана Федько,улица Ивана Федько,residential,22.8
n2325366600,Бендеры,Борисовка,улица Ивана Федько,19,46.83638,29.46817,18.3,улица Ивана Федько,улица Ивана Федько,residential,23.1
w318048555,Бендеры,Борисовка,улица Ивана Федько,20,46.83684,29.46827,15.6,улица Ивана Федько,улица Ивана Федько,residential,19.7
w318048554,Бендеры,Борисовка,улица Ивана Федько,22,46.83698,29.46822,20.7,улица Ивана Федько,улица Ивана Федько,residential,26.2
w318051688,Бендеры,Борисовка,улица Ивана Федько,24,46.83708,29.46806,16.4,улица Ивана Федько,улица Ивана Федько,residential,20.8
w318051689,Бендеры,Борисовка,улица Ивана Федько,26,46.83719,29.46797,17.2,улица Ивана Федько,улица Ивана Федько,residential,21.7
w318058436,Бендеры,Борисовка,улица Ивана Федько,28,46.83744,29.46817,44.9,улица Ивана Федько,Бельцкая улица,tertiary,48.6
w318058445,Бендеры,Борисовка,улица Ивана Федько,30,46.83753,29.46762,15.0,улица Ивана Федько,улица Ивана Федько,residential,18.9
w318058443,Бендеры,Борисовка,улица Ивана Федько,32,46.8376,29.46751,12.1,улица Ивана Федько,улица Ивана Федько,residential,15.3
w318184631,Бендеры,Борисовка,улица Ивана Федько,35,46.83739,29.46723,18.5,улица Ивана Федько,улица Ивана Федько,residential,23.4
w318185748,Бендеры,Борисовка,улица Ивана Федько,37,46.83753,29.46713,16.5,улица Ивана Федько,улица Ивана Федько,residential,21.0
w318072352,Бендеры,Борисовка,улица Ивана Шимкова,1,46.83559,29.46559,18.0,улица Ивана Шимкова,улица Панфилова,residential,19.2
n2322107940,Бендеры,Борисовка,улица Ивана Шимкова,2,46.83551,29.46505,19.3,улица Ивана Шимкова,улица Ивана Шимкова,residential,27.1
w318072351,Бендеры,Борисовка,улица Ивана Шимкова,3,46.83548,29.46553,16.8,улица Ивана Шимкова,улица Ивана Шимкова,residential,23.6
w318072344,Бендеры,Борисовка,улица Ивана Шимкова,5,46.83535,29.46555,22.1,улица Ивана Шимкова,улица Ивана Шимкова,residential,31.0
w318072345,Бендеры,Борисовка,улица Ивана Шимкова,7,46.83523,29.46541,15.4,улица Ивана Шимкова,улица Ивана Шимкова,residential,21.6
w318072346,Бендеры,Борисовка,улица Ивана Шимкова,9,46.8351,29.46535,14.9,улица Ивана Шимкова,улица Ивана Шимкова,residential,20.8
w209267184,Бендеры,Борисовка,улица Ивана Шимкова,10,46.83511,29.4659,45.1,улица Бендерского Восстания,улица Бендерского Восстания,primary,62.8
w318072347,Бендеры,Борисовка,улица Ивана Шимкова,11,46.83496,29.46534,18.3,улица Ивана Шимкова,улица Ивана Шимкова,residential,25.6
w318072358,Бендеры,Борисовка,улица Ивана Шимкова,13,46.83472,29.46535,26.1,улица Ивана Шимкова,улица Ивана Шимкова,residential,36.5
w318071345,Бендеры,Борисовка,улица Ивана Шимкова,14,46.83488,29.46589,38.8,улица Бендерского Восстания,улица Бендерского Восстания,primary,55.0
w318071364,Бендеры,Борисовка,улица Ивана Шимкова,15,46.83458,29.46519,18.5,улица Ивана Шимкова,улица Ивана Шимкова,residential,25.9
w318071363,Бендеры,Борисовка,улица Ивана Шимкова,17,46.83448,29.4651,14.9,улица Ивана Шимкова,улица Ивана Шимкова,residential,20.7
n2322107942,Бендеры,Борисовка,улица Ивана Шимкова,22,46.83454,29.46469,17.0,улица Ивана Шимкова,улица Ивана Шимкова,residential,24.0
w318071348,Бендеры,Борисовка,улица Ивана Шимкова,23,46.83398,29.46489,15.4,улица Ивана Шимкова,улица Ивана Шимкова,residential,21.5
w318071349,Бендеры,Борисовка,улица Ивана Шимкова,25,46.83388,29.46485,16.0,улица Ивана Шимкова,улица Ивана Шимкова,residential,22.3
w318072382,Бендеры,Борисовка,улица Ивана Шимкова,26,46.83406,29.46454,12.6,улица Ивана Шимкова,улица Ивана Шимкова,residential,17.4
w317055545,Бендеры,Борисовка,улица Ивана Шимкова,27,46.83363,29.46474,11.1,,улица Ивана Шимкова,residential,22.9
n6428859910,Бендеры,Борисовка,улица Ивана Шимкова,27А,46.8336,29.46486,12.1,,улица Ивана Шимкова,residential,36.5
w318072377,Бендеры,Борисовка,улица Ивана Шимкова,28,46.83394,29.46449,12.1,улица Ивана Шимкова,улица Ивана Шимкова,residential,16.7
w317055544,Бендеры,Борисовка,улица Ивана Шимкова,29,46.83348,29.4647,17.7,улица Ивана Шимкова,улица Ивана Шимкова,residential,25.1
w318072372,Бендеры,Борисовка,улица Ивана Шимкова,30,46.8337,29.46439,10.4,,улица Ивана Шимкова,residential,16.0
w317055542,Бендеры,Борисовка,улица Ивана Шимкова,31,46.83336,29.46464,16.9,улица Ивана Шимкова,улица Ивана Шимкова,residential,23.9
w318072374,Бендеры,Борисовка,улица Ивана Шимкова,32,46.83356,29.46434,11.1,улица Ивана Шимкова,улица Ивана Шимкова,residential,15.3
w317055540,Бендеры,Борисовка,улица Ивана Шимкова,33,46.83323,29.4646,17.9,улица Ивана Шимкова,улица Ивана Шимкова,residential,25.3
w209267129,Бендеры,Борисовка,улица Ивана Шимкова,34,46.83333,29.4655,20.7,улица Бендерского Восстания,улица Бендерского Восстания,primary,29.2
w318090588,Бендеры,Борисовка,улица Ивана Шимкова,34,46.83344,29.46429,11.1,улица Ивана Шимкова,улица Ивана Шимкова,residential,15.4
w317055538,Бендеры,Борисовка,улица Ивана Шимкова,35,46.83311,29.46454,17.2,улица Ивана Шимкова,улица Ивана Шимкова,residential,24.1
w209267147,Бендеры,Борисовка,улица Ивана Шимкова,36,46.8332,29.46545,20.4,улица Бендерского Восстания,улица Бендерского Восстания,primary,28.7
w318090593,Бендеры,Борисовка,улица Ивана Шимкова,36,46.83327,29.46392,33.1,улица Ивана Шимкова,улица Ивана Шимкова,residential,46.3
w317055533,Бендеры,Борисовка,улица Ивана Шимкова,37,46.83297,29.46449,17.7,улица Ивана Шимкова,улица Ивана Шимкова,residential,24.8
w209267171,Бендеры,Борисовка,улица Ивана Шимкова,38,46.83307,29.4654,20.1,улица Бендерского Восстания,улица Бендерского Восстания,primary,28.2
w318090587,Бендеры,Борисовка,улица Ивана Шимкова,38,46.83317,29.46419,10.3,улица Ивана Шимкова,улица Ивана Шимкова,residential,14.4
w317055528,Бендеры,Борисовка,улица Ивана Шимкова,39,46.83286,29.46445,18.0,улица Ивана Шимкова,улица Ивана Шимкова,residential,25.3
w209267138,Бендеры,Борисовка,улица Ивана Шимкова,40,46.83294,29.46534,20.6,улица Бендерского Восстания,улица Бендерского Восстания,primary,28.8
w318090586,Бендеры,Борисовка,улица Ивана Шимкова,40,46.83305,29.46413,11.1,улица Ивана Шимкова,улица Ивана Шимкова,residential,15.5
w317055532,Бендеры,Борисовка,улица Ивана Шимкова,41,46.83268,29.46438,18.3,улица Ивана Шимкова,улица Ивана Шимкова,residential,25.7
w318090584,Бендеры,Борисовка,улица Ивана Шимкова,42,46.83292,29.46408,10.8,улица Ивана Шимкова,улица Ивана Шимкова,residential,15.2
w318090583,Бендеры,Борисовка,улица Ивана Шимкова,44,46.83281,29.46392,19.3,улица Ивана Шимкова,улица Ивана Шимкова,residential,27.1
w318090582,Бендеры,Борисовка,улица Ивана Шимкова,46,46.83265,29.46398,10.0,улица Ивана Шимкова,улица Ивана Шимкова,residential,14.2
w318090581,Бендеры,Борисовка,улица Ивана Шимкова,48,46.83253,29.46388,13.7,улица Ивана Шимкова,Безымянный переулок,residential,16.3
w209273592,Бендеры,Борисовка,улица Ивана Шимкова,50,46.83204,29.46365,12.2,,улица Ивана Шимкова,residential,24.2
w209273608,Бендеры,Борисовка,улица Ивана Шимкова,50б,46.83175,29.46409,13.3,,улица Ивана Шимкова,residential,32.3
w209273575,Бендеры,Хомутяновка,улица Ивана Шимкова,52,46.83144,29.46341,13.6,,улица Ивана Шимкова,residential,26.3
w224943526,Бендеры,Хомутяновка,улица Ивана Шимкова,52а,46.83147,29.46406,16.0,,улица Ивана Шимкова,residential,39.4
w103992856,Бендеры,Борисовка,улица Интернационалистов,2,46.83373,29.45575,14.0,,улица Интернационалистов,residential,49.7
w103992874,Бендеры,Борисовка,улица Интернационалистов,2,46.83387,29.45617,13.4,,улица Интернационалистов,residential,48.1
w103992827,Бендеры,Борисовка,улица Интернационалистов,4,46.83378,29.45516,11.5,,улица Интернационалистов,residential,78.9
w222986042,Бендеры,Борисовка,улица Интернационалистов,4,46.83346,29.45501,13.0,,улица Интернационалистов,residential,52.1
w209273570,Бендеры,Хомутяновка,улица Интернационалистов,5,46.83095,29.45104,12.7,,улица Интернационалистов,residential,83.4
w209273565,Бендеры,Хомутяновка,улица Интернационалистов,7,46.83127,29.45083,18.7,,улица Интернационалистов,residential,43.1
w103992714,Бендеры,Борисовка,улица Интернационалистов,8,46.83353,29.45446,11.1,,улица Интернационалистов,residential,82.5
w209273568,Бендеры,Хомутяновка,улица Интернационалистов,9,46.83078,29.45037,13.0,,улица Интернационалистов,residential,82.8
w103992745,Бендеры,Борисовка,улица Интернационалистов,10,46.83324,29.45434,11.2,,улица Интернационалистов,residential,57.9
w209273567,Бендеры,Хомутяновка,улица Интернационалистов,11,46.83109,29.45016,12.1,,улица Интернационалистов,residential,43.6
w91850356,Бендеры,Хомутяновка,улица Интернационалистов,13,46.83078,29.44958,12.9,,улица Интернационалистов,residential,60.0
w222986064,Бендеры,Хомутяновка,улица Интернационалистов,13а,46.83076,29.44892,18.2,,улица Интернационалистов,residential,43.2
w442395876,Бендеры,Хомутяновка,улица Интернационалистов,13б,46.83093,29.44882,18.1,,улица Интернационалистов,residential,22.1
w91850336,Бендеры,Хомутяновка,улица Интернационалистов,15,46.8305,29.44818,14.0,,улица Интернационалистов,residential,50.1
w222986044,Бендеры,Борисовка,улица Интернационалистов,25,46.83418,29.45466,26.0,,улица Интернационалистов,residential,140.8
w319366971,Бендеры,Хомутяновка,улица Калашникова,3,46.81855,29.45666,11.3,улица Калашникова,улица Калашникова,residential,14.2
w302067676,Бендеры,Хомутяновка,улица Калашникова,4,46.81904,29.45666,22.1,улица Калашникова,улица Калашникова,residential,26.8
w319366972,Бендеры,Хомутяновка,улица Калашникова,5,46.81868,29.4565,12.0,улица Калашникова,улица Калашникова,residential,15.0
w302067678,Бендеры,Хомутяновка,улица Калашникова,6,46.81937,29.45623,18.5,,улица Калашникова,residential,23.0
w209287670,Бендеры,Хомутяновка,улица Калашникова,6а,46.81985,29.45591,12.0,,улица Калашникова,residential,39.2
w319366973,Бендеры,Хомутяновка,улица Калашникова,7,46.81876,29.45642,11.4,улица Калашникова,улица Калашникова,residential,14.2
n2330549402,Бендеры,Хомутяновка,улица Калашникова,8,46.82064,29.45468,9.2,улица Калашникова,улица Калашникова,residential,10.9
w319366997,Бендеры,Хомутяновка,улица Калашникова,8,46.82096,29.4545,19.7,улица Калашникова,улица Калашникова,residential,23.8
w319366974,Бендеры,Хомутяновка,улица Калашникова,9,46.81884,29.45633,11.4,улица Калашникова,улица Калашникова,residential,14.0
w319366975,Бендеры,Хомутяновка,улица Калашникова,11,46.81896,29.45619,11.6,улица Калашникова,улица Калашникова,residential,14.2
w320437630,Бендеры,Хомутяновка,улица Калашникова,12,46.82167,29.45367,19.2,улица Калашникова,улица Калашникова,residential,23.1
w319366977,Бендеры,Хомутяновка,улица Калашникова,13,46.81906,29.45609,10.8,улица Калашникова,улица Калашникова,residential,13.2
w320437642,Бендеры,Хомутяновка,улица Калашникова,14а,46.82193,29.45337,19.7,улица Калашникова,улица Калашникова,residential,23.8
w757835185,Бендеры,Хомутяновка,улица Калашникова,15,46.81915,29.45586,18.6,улица Калашникова,улица Калашникова,residential,22.5
w320342794,Бендеры,Хомутяновка,улица Калашникова,17,46.81933,29.45571,15.3,улица Калашникова,улица Калашникова,residential,18.6
w320342787,Бендеры,Хомутяновка,улица Калашникова,19,46.8193,29.45543,34.2,улица Калашникова,улица Калашникова,residential,41.8
w320342632,Бендеры,Хомутяновка,улица Калашникова,21,46.81978,29.45516,17.7,улица Калашникова,улица Калашникова,residential,22.2
n2330549398,Бендеры,Хомутяновка,улица Калашникова,22,46.82252,29.45243,5.2,улица Калашникова,улица Калашникова,residential,6.9
w319370825,Бендеры,Хомутяновка,улица Калашникова,23,46.82,29.45497,15.3,улица Калашникова,улица Калашникова,residential,19.6
w209287695,Бендеры,Хомутяновка,улица Калашникова,25,46.81963,29.45642,10.6,,улица Калашникова,residential,58.6
w319370824,Бендеры,Хомутяновка,улица Калашникова,25,46.8201,29.45485,16.6,улица Калашникова,улица Калашникова,residential,20.8
w319370823,Бендеры,Хомутяновка,улица Калашникова,29,46.82024,29.45462,21.2,улица Калашникова,улица Калашникова,residential,26.4
w319370821,Бендеры,Хомутяновка,улица Калашникова,31,46.82038,29.45454,16.7,улица Калашникова,улица Калашникова,residential,20.9
w319370820,Бендеры,Хомутяновка,улица Калашникова,33,46.8205,29.4544,17.2,улица Калашникова,улица Калашникова,residential,21.5
w319367003,Бендеры,Хомутяновка,улица Калашникова,35,46.82068,29.45416,19.7,улица Калашникова,улица Калашникова,residential,24.6
w319366999,Бендеры,Хомутяновка,улица Калашникова,37,46.82081,29.45406,17.0,улица Калашникова,улица Калашникова,residential,21.4
w297019345,Бендеры,Хомутяновка,улица Калашникова,39,46.82095,29.45392,16.2,улица Калашникова,улица Калашникова,residential,20.3
w297019344,Бендеры,Хомутяновка,улица Калашникова,41,46.82108,29.45378,9.5,,улица Калашникова,residential,19.5
w320438933,Бендеры,Хомутяновка,улица Калашникова,43,46.82129,29.4535,17.6,улица Калашникова,улица Калашникова,residential,21.4
n2337889960,Бендеры,Хомутяновка,улица Калашникова,44,46.82583,29.45048,32.9,улица Калашникова,улица Калашникова,residential,47.3
w320438935,Бендеры,Хомутяновка,улица Калашникова,45,46.82143,29.45338,14.8,улица Калашникова,улица Калашникова,residential,18.0
w352285811,Бендеры,Хомутяновка,улица Калашникова,46,46.827,29.4496,14.9,улица Калашникова,улица Калашникова,residential,20.5
w320438940,Бендеры,Хомутяновка,улица Калашникова,47,46.82156,29.4532,16.3,улица Калашникова,улица Калашникова,residential,19.8
w352285810,Бендеры,Хомутяновка,улица Калашникова,48,46.82714,29.4496,20.1,улица Калашникова,улица Калашникова,residential,27.7
w320438942,Бендеры,Хомутяновка,улица Калашникова,49,46.82165,29.45314,13.5,улица Калашникова,улица Калашникова,residential,16.4
w352285809,Бендеры,Хомутяновка,улица Калашникова,50,46.82733,29.44945,16.6,улица Калашникова,улица Калашникова,residential,22.7
w320438943,Бендеры,Хомутяновка,улица Калашникова,53,46.82178,29.45283,22.7,улица Калашникова,улица Калашникова,residential,27.4
w352285807,Бендеры,Хомутяновка,улица Калашникова,54,46.82749,29.44941,19.7,улица Калашникова,улица Калашникова,residential,27.0
w484497586,Бендеры,Хомутяновка,улица Калашникова,55,46.82191,29.45284,12.9,улица Калашникова,улица Калашникова,residential,15.6
w352285806,Бендеры,Хомутяновка,улица Калашникова,56,46.8276,29.44932,17.4,улица Калашникова,улица Калашникова,residential,23.8
w320438948,Бендеры,Хомутяновка,улица Калашникова,57,46.82204,29.45265,15.0,улица Калашникова,улица Калашникова,residential,18.1
w352285804,Бендеры,Хомутяновка,улица Калашникова,58,46.82772,29.44927,18.4,улица Калашникова,улица Калашникова,residential,25.1
w352285589,Бендеры,Хомутяновка,улица Калашникова,60,46.82783,29.4492,17.5,улица Калашникова,улица Калашникова,residential,23.8
w352285588,Бендеры,Хомутяновка,улица Калашникова,62,46.82797,29.44914,18.4,улица Калашникова,улица Калашникова,residential,25.1
w352285587,Бендеры,Хомутяновка,улица Калашникова,64,46.82809,29.44907,18.0,улица Калашникова,улица Калашникова,residential,24.4
w352285586,Бендеры,Хомутяновка,улица Калашникова,66,46.8282,29.44908,22.8,улица Калашникова,улица Калашникова,residential,31.0
w352285585,Бендеры,Хомутяновка,улица Калашникова,68,46.82834,29.44902,23.8,улица Калашникова,улица Калашникова,residential,32.3
w352285583,Бендеры,Хомутяновка,улица Калашникова,70,46.82845,29.44892,20.7,улица Калашникова,улица Калашникова,residential,28.1
w352285582,Бендеры,Хомутяновка,улица Калашникова,72,46.82859,29.44885,19.0,улица Калашникова,улица Калашникова,residential,26.7
w318071326,Бендеры,Борисовка,улица Клары Цеткин,3,46.83721,29.4703,20.0,улица Клары Цеткин,улица Клары Цеткин,residential,26.7
w223691986,Бендеры,Борисовка,улица Клары Цеткин,4,46.8354,29.46948,12.9,улица Клары Цеткин,улица Клары Цеткин,residential,17.0
w318071327,Бендеры,Борисовка,улица Клары Цеткин,5,46.8374,29.47048,16.9,улица Клары Цеткин,улица Клары Цеткин,residential,22.4
w318071331,Бендеры,Борисовка,улица Клары Цеткин,5,46.83759,29.47066,13.8,улица Клары Цеткин,улица Клары Цеткин,residential,18.1
w223681291,Бендеры,Борисовка,улица Клары Цеткин,6,46.83596,29.46998,19.7,улица Клары Цеткин,улица Клары Цеткин,residential,26.1
w223681143,Бендеры,Борисовка,улица Клары Цеткин,8,46.83654,29.4706,18.7,,улица Клары Цеткин,residential,43.8
