canonical_address,full_address_ru,display_address_ru,settlement_ru,district_ru,street_ru,housenumber,coordinate_spread_m,candidate_uid,lon,lat,expected_km,status,resolution,direct_export_eligible
бендеры||комсомольская улица|70,"Бендеры, Комсомольская улица, дом 70",Комсомольская улица (Бендеры),Бендеры,,Комсомольская улица,70,559,w290295837,29.48347,46.81943,1.133,disputed,owner_review_required,False
бендеры||комсомольская улица|70,"Бендеры, Комсомольская улица, дом 70",Комсомольская улица (Бендеры),Бендеры,,Комсомольская улица,70,559,w295079340,29.49082,46.818,1.427,disputed,owner_review_required,False
бендеры||улица кирова|109,"Бендеры, улица Кирова, дом 109",улица Кирова (Бендеры),Бендеры,,улица Кирова,109,272,w290326326,29.47461,46.81913,1.673,disputed,owner_review_required,False
бендеры||улица кирова|109,"Бендеры, улица Кирова, дом 109",улица Кирова (Бендеры),Бендеры,,улица Кирова,109,272,w295009571,29.47347,46.81668,1.905,disputed,owner_review_required,False
бендеры||комсомольская улица|64,"Бендеры, Комсомольская улица, дом 64",Комсомольская улица (Бендеры),Бендеры,,Комсомольская улица,64,404,w290334298,29.48494,46.81876,1.186,disputed,owner_review_required,False
бендеры||комсомольская улица|64,"Бендеры, Комсомольская улица, дом 64",Комсомольская улица (Бендеры),Бендеры,,Комсомольская улица,64,404,w295079339,29.49026,46.81806,1.384,disputed,owner_review_required,False
бендеры||московская улица|36,"Бендеры, Московская улица, дом 36",Московская улица,Бендеры,,Московская улица,36,198,w291294917,29.48261,46.82176,0.659,disputed,owner_review_required,False
бендеры||московская улица|36,"Бендеры, Московская улица, дом 36",Московская улица,Бендеры,,Московская улица,36,198,w291296561,29.48521,46.82008,0.956,disputed,owner_review_required,False
бендеры||московская улица|34,"Бендеры, Московская улица, дом 34",Московская улица,Бендеры,,Московская улица,34,972,w291296572,29.48477,46.81983,1.262,disputed,owner_review_required,False
бендеры||московская улица|34,"Бендеры, Московская улица, дом 34",Московская улица,Бендеры,,Московская улица,34,972,w291423992,29.47198,46.82404,1.533,disputed,owner_review_required,False
бендеры||улица калинина|79,"Бендеры, улица Калинина, дом 79",улица Калинина (Бендеры),Бендеры,,улица Калинина,79,323,w291377831,29.47824,46.81854,1.467,disputed,owner_review_required,False
бендеры||улица калинина|79,"Бендеры, улица Калинина, дом 79",улица Калинина (Бендеры),Бендеры,,улица Калинина,79,323,w351853851,29.47724,46.81563,1.915,disputed,owner_review_required,False
бендеры||комсомольская улица|46,"Бендеры, Комсомольская улица, дом 46",Комсомольская улица (Бендеры),Бендеры,,Комсомольская улица,46,336,w291431959,29.48133,46.81896,1.065,disputed,owner_review_required,False
бендеры||комсомольская улица|46,"Бендеры, Комсомольская улица, дом 46",Комсомольская улица (Бендеры),Бендеры,,Комсомольская улица,46,336,w295025856,29.48575,46.81816,1.265,disputed,owner_review_required,False
бендеры||комсомольская улица|48,"Бендеры, Комсомольская улица, дом 48",Комсомольская улица (Бендеры),Бендеры,,Комсомольская улица,48,369,w291431960,29.4812,46.81867,1.019,disputed,owner_review_required,False
бендеры||комсомольская улица|48,"Бендеры, Комсомольская улица, дом 48",Комсомольская улица (Бендеры),Бендеры,,Комсомольская улица,48,369,w295025859,29.48606,46.81809,1.29,disputed,owner_review_required,False
бендеры||улица кавриаго|27,"Бендеры, улица Кавриаго, дом 27",улица Кавриаго,Бендеры,,улица Кавриаго,27,463,w291721561,29.48043,46.81777,1.202,disputed,owner_review_required,False
бендеры||улица кавриаго|27,"Бендеры, улица Кавриаго, дом 27",улица Кавриаго,Бендеры,,улица Кавриаго,27,463,w292041230,29.48073,46.81768,1.134,disputed,owner_review_required,False
бендеры||улица кавриаго|27,"Бендеры, улица Кавриаго, дом 27",улица Кавриаго,Бендеры,,улица Кавриаго,27,463,w295126203,29.48652,46.81595,1.539,disputed,owner_review_required,False
бендеры||улица кавриаго|25,"Бендеры, улица Кавриаго, дом 25",улица Кавриаго,Бендеры,,улица Кавриаго,25,492,w291721566,29.4801,46.81783,1.228,disputed,owner_review_required,False
бендеры||улица кавриаго|25,"Бендеры, улица Кавриаго, дом 25",улица Кавриаго,Бендеры,,улица Кавриаго,25,492,w295028200,29.48658,46.81623,1.535,disputed,owner_review_required,False
бендеры||улица сергея лазо|57,"Бендеры, улица Сергея Лазо, дом 57",улица Сергея Лазо (Бендеры),Бендеры,,улица Сергея Лазо,57,670,w293173103,29.48654,46.8242,0.946,disputed,owner_review_required,False
бендеры||улица сергея лазо|57,"Бендеры, улица Сергея Лазо, дом 57",улица Сергея Лазо (Бендеры),Бендеры,,улица Сергея Лазо,57,670,w806228938,29.47772,46.82609,0.813,disputed,owner_review_required,False
бендеры||улица кирова|21,"Бендеры, улица Кирова, дом 21",улица Кирова (Бендеры),Бендеры,,улица Кирова,21,1467,w293715063,29.47882,46.82853,1.048,disputed,owner_review_required,False
бендеры||улица кирова|21,"Бендеры, улица Кирова, дом 21",улица Кирова (Бендеры),Бендеры,,улица Кирова,21,1467,w295423299,29.47296,46.81531,2.114,disputed,owner_review_required,False
бендеры||улица шестакова|41,"Бендеры, улица Шестакова, дом 41",улица Шестакова,Бендеры,,улица Шестакова,41,431,w295003789,29.48419,46.81684,1.383,disputed,owner_review_required,False
бендеры||улица шестакова|41,"Бендеры, улица Шестакова, дом 41",улица Шестакова,Бендеры,,улица Шестакова,41,431,w295028205,29.48646,46.82072,0.918,disputed,owner_review_required,False
бендеры||комсомольская улица|50,"Бендеры, Комсомольская улица, дом 50",Комсомольская улица (Бендеры),Бендеры,,Комсомольская улица,50,400,w295025860,29.48641,46.81802,1.303,disputed,owner_review_required,False
бендеры||комсомольская улица|50,"Бендеры, Комсомольская улица, дом 50",Комсомольская улица (Бендеры),Бендеры,,Комсомольская улица,50,400,w319157782,29.48115,46.8186,1.028,disputed,owner_review_required,False
бендеры||тираспольская улица|1,"Бендеры, Тираспольская улица, дом 1",Тираспольская улица,Бендеры,,Тираспольская улица,1,641,w295026701,29.48801,46.82978,1.329,disputed,owner_review_required,False
бендеры||тираспольская улица|1,"Бендеры, Тираспольская улица, дом 1",Тираспольская улица,Бендеры,,Тираспольская улица,1,641,w295081112,29.47958,46.82992,1.192,disputed,owner_review_required,False
бендеры||молдавская улица|17,"Бендеры, Молдавская улица, дом 17",Молдавская улица,Бендеры,,Молдавская улица,17,258,w295028197,29.4867,46.81709,1.401,disputed,owner_review_required,False
бендеры||молдавская улица|17,"Бендеры, Молдавская улица, дом 17",Молдавская улица,Бендеры,,Молдавская улица,17,258,w295080196,29.4901,46.81704,1.506,disputed,owner_review_required,False
бендеры||улица маяковского|79,"Бендеры, улица Маяковского, дом 79",улица Маяковского (Бендеры),Бендеры,,улица Маяковского,79,611,w295028217,29.48767,46.81958,1.143,disputed,owner_review_required,False
бендеры||улица маяковского|79,"Бендеры, улица Маяковского, дом 79",улица Маяковского (Бендеры),Бендеры,,улица Маяковского,79,611,w295401027,29.488,46.81408,1.863,disputed,owner_review_required,False
бендеры||улица шестакова|24,"Бендеры, улица Шестакова, дом 24",улица Шестакова,Бендеры,,улица Шестакова,24,871,w295028356,29.48412,46.81652,1.418,disputed,owner_review_required,False
бендеры||улица шестакова|24,"Бендеры, улица Шестакова, дом 24",улица Шестакова,Бендеры,,улица Шестакова,24,871,w295029779,29.4879,46.82437,1.051,disputed,owner_review_required,False
бендеры||садовая улица|44,"Бендеры, Садовая улица, дом 44",Садовая улица (Бендеры),Бендеры,,Садовая улица,44,531,w295055228,29.48726,46.81939,1.14,disputed,owner_review_required,False
бендеры||садовая улица|44,"Бендеры, Садовая улица, дом 44",Садовая улица (Бендеры),Бендеры,,Садовая улица,44,531,w295334435,29.48547,46.81461,1.684,disputed,owner_review_required,False
бендеры||молдавская улица|15,"Бендеры, Молдавская улица, дом 15",Молдавская улица,Бендеры,,Молдавская улица,15,191,w295055762,29.4868,46.81734,1.405,disputed,owner_review_required,False
бендеры||молдавская улица|15,"Бендеры, Молдавская улица, дом 15",Молдавская улица,Бендеры,,Молдавская улица,15,191,w295073858,29.48931,46.81711,1.49,disputed,owner_review_required,False
бендеры||садовая улица|13,"Бендеры, Садовая улица, дом 13",Садовая улица (Бендеры),Бендеры,,Садовая улица,13,956,w295055764,29.48681,46.81754,1.348,disputed,owner_review_required,False
бендеры||садовая улица|13,"Бендеры, Садовая улица, дом 13",Садовая улица (Бендеры),Бендеры,,Садовая улица,13,956,w317089134,29.48547,46.80893,2.596,disputed,owner_review_required,False
бендеры||молдавская улица|2,"Бендеры, Молдавская улица, дом 2",Молдавская улица,Бендеры,,Молдавская улица,2,372,w295057161,29.48708,46.81709,1.429,disputed,owner_review_required,False
бендеры||молдавская улица|2,"Бендеры, Молдавская улица, дом 2",Молдавская улица,Бендеры,,Молдавская улица,2,372,w295117480,29.49198,46.8165,1.662,disputed,owner_review_required,False
бендеры||улица шевченко|4,"Бендеры, улица Шевченко, дом 4",улица Шевченко (Бендеры),Бендеры,,улица Шевченко,4,286,w295076081,29.49112,46.8189,1.546,disputed,owner_review_required,False
бендеры||улица шевченко|4,"Бендеры, улица Шевченко, дом 4",улица Шевченко (Бендеры),Бендеры,,улица Шевченко,4,286,w295117481,29.49172,46.81632,1.649,disputed,owner_review_required,False
бендеры||переулок суворова|121,"Бендеры, переулок Суворова, дом 121",переулок Суворова (Бендеры),Бендеры,,переулок Суворова,121,169,w295078238,29.48001,46.81507,1.436,disputed,owner_review_required,False
бендеры||переулок суворова|121,"Бендеры, переулок Суворова, дом 121",переулок Суворова (Бендеры),Бендеры,,переулок Суворова,121,169,w295115433,29.48224,46.81547,1.941,disputed,owner_review_required,False
бендеры||улица шевченко|24,"Бендеры, улица Шевченко, дом 24",улица Шевченко (Бендеры),Бендеры,,улица Шевченко,24,243,w295088576,29.49103,46.81625,1.657,disputed,owner_review_required,False
бендеры||улица шевченко|24,"Бендеры, улица Шевченко, дом 24",улица Шевченко (Бендеры),Бендеры,,улица Шевченко,24,243,w295421428,29.49076,46.81406,1.91,disputed,owner_review_required,False
бендеры||первомайская улица|110,"Бендеры, Первомайская улица, дом 110",Первомайская улица (Бендеры),Бендеры,,Первомайская улица,110,328,w295088590,29.48133,46.8148,1.852,disputed,owner_review_required,False
бендеры||первомайская улица|110,"Бендеры, Первомайская улица, дом 110",Первомайская улица (Бендеры),Бендеры,,Первомайская улица,110,328,w295620273,29.47702,46.81393,1.729,disputed,owner_review_required,False
бендеры||первомайская улица|112,"Бендеры, Первомайская улица, дом 112",Первомайская улица (Бендеры),Бендеры,,Первомайская улица,112,298,w295088591,29.48122,46.8147,1.839,disputed,owner_review_required,False
бендеры||первомайская улица|112,"Бендеры, Первомайская улица, дом 112",Первомайская улица (Бендеры),Бендеры,,Первомайская улица,112,298,w295620274,29.4773,46.81396,1.707,disputed,owner_review_required,False
бендеры||переулок суворова|115,"Бендеры, переулок Суворова, дом 115",переулок Суворова (Бендеры),Бендеры,,переулок Суворова,115,160,w295115430,29.48269,46.816,1.467,disputed,owner_review_required,False
бендеры||переулок суворова|115,"Бендеры, переулок Суворова, дом 115",переулок Суворова (Бендеры),Бендеры,,переулок Суворова,115,160,w319155789,29.48058,46.81571,1.503,disputed,owner_review_required,False
бендеры||первомайская улица|114,"Бендеры, Первомайская улица, дом 114",Первомайская улица (Бендеры),Бендеры,,Первомайская улица,114,278,w295151366,29.48112,46.81452,1.818,disputed,owner_review_required,False
бендеры||первомайская улица|114,"Бендеры, Первомайская улица, дом 114",Первомайская улица (Бендеры),Бендеры,,Первомайская улица,114,278,w295620275,29.47746,46.814,1.696,disputed,owner_review_required,False
бендеры||первомайская улица|116,"Бендеры, Первомайская улица, дом 116",Первомайская улица (Бендеры),Бендеры,,Первомайская улица,116,274,w295151367,29.48119,46.81432,1.798,disputed,owner_review_required,False
бендеры||первомайская улица|116,"Бендеры, Первомайская улица, дом 116",Первомайская улица (Бендеры),Бендеры,,Первомайская улица,116,274,w295620276,29.47759,46.81396,1.685,disputed,owner_review_required,False
бендеры||улица щорса|5,"Бендеры, улица Щорса, дом 5",улица Щорса,Бендеры,,улица Щорса,5,160,w295193351,29.48915,46.82595,1.236,disputed,owner_review_required,False
бендеры||улица щорса|5,"Бендеры, улица Щорса, дом 5",улица Щорса,Бендеры,,улица Щорса,5,160,w295196029,29.48867,46.82739,1.277,disputed,owner_review_required,False
бендеры||первомайская улица|89,"Бендеры, Первомайская улица, дом 89",Первомайская улица (Бендеры),Бендеры,,Первомайская улица,89,964,w295341628,29.48479,46.81357,1.993,disputed,owner_review_required,False
бендеры||первомайская улица|89,"Бендеры, Первомайская улица, дом 89",Первомайская улица (Бендеры),Бендеры,,Первомайская улица,89,964,w298266609,29.4721,46.81528,2.125,disputed,owner_review_required,False
бендеры||первомайская улица|56,"Бендеры, Первомайская улица, дом 56",Первомайская улица (Бендеры),Бендеры,,Первомайская улица,56,971,w295341636,29.48532,46.81361,2.031,disputed,owner_review_required,False
бендеры||первомайская улица|56,"Бендеры, Первомайская улица, дом 56",Первомайская улица (Бендеры),Бендеры,,Первомайская улица,56,971,w295707133,29.47254,46.81499,2.08,disputed,owner_review_required,False
бендеры||первомайская улица|164,"Бендеры, Первомайская улица, дом 164",Первомайская улица (Бендеры),Бендеры,,Первомайская улица,164,302,w295401055,29.48911,46.81307,1.939,disputed,owner_review_required,False
бендеры||первомайская улица|164,"Бендеры, Первомайская улица, дом 164",Первомайская улица (Бендеры),Бендеры,,Первомайская улица,164,302,w301226101,29.48514,46.81315,2.03,disputed,owner_review_required,False
бендеры||первомайская улица|124,"Бендеры, Первомайская улица, дом 124",Первомайская улица (Бендеры),Бендеры,,Первомайская улица,124,198,w295638545,29.4785,46.8138,1.614,disputed,owner_review_required,False
бендеры||первомайская улица|124,"Бендеры, Первомайская улица, дом 124",Первомайская улица (Бендеры),Бендеры,,Первомайская улица,124,198,n2322909471,29.4811,46.81389,1.749,disputed,owner_review_required,False
бендеры||первомайская улица|126,"Бендеры, Первомайская улица, дом 126",Первомайская улица (Бендеры),Бендеры,,Первомайская улица,126,173,w295638546,29.47863,46.81372,1.603,disputed,owner_review_required,False
бендеры||первомайская улица|126,"Бендеры, Первомайская улица, дом 126",Первомайская улица (Бендеры),Бендеры,,Первомайская улица,126,173,w298266539,29.4809,46.81325,2.323,disputed,owner_review_required,False
бендеры||улица тургенева|5,"Бендеры, улица Тургенева, дом 5",улица Тургенева,Бендеры,,улица Тургенева,5,220,w298266295,29.46433,46.82042,4.945,disputed,owner_review_required,False
бендеры||улица тургенева|5,"Бендеры, улица Тургенева, дом 5",улица Тургенева,Бендеры,,улица Тургенева,5,220,w301982092,29.46396,46.81966,4.717,disputed,owner_review_required,False
бендеры||улица тургенева|5,"Бендеры, улица Тургенева, дом 5",улица Тургенева,Бендеры,,улица Тургенева,5,220,w303915688,29.46274,46.81844,4.623,disputed,owner_review_required,False
бендеры||первомайская улица|166,"Бендеры, Первомайская улица, дом 166",Первомайская улица (Бендеры),Бендеры,,Первомайская улица,166,299,w301226102,29.48528,46.81313,1.885,disputed,owner_review_required,False
бендеры||первомайская улица|166,"Бендеры, Первомайская улица, дом 166",Первомайская улица (Бендеры),Бендеры,,Первомайская улица,166,299,w301442649,29.48922,46.81279,1.934,disputed,owner_review_required,False
бендеры||улица толбухина|1,"Бендеры, улица Толбухина, дом 1",улица Толбухина,Бендеры,,улица Толбухина,1,337,w301630549,29.48549,46.81126,2.058,disputed,owner_review_required,False
бендеры||улица толбухина|1,"Бендеры, улица Толбухина, дом 1",улица Толбухина,Бендеры,,улица Толбухина,1,337,w320187946,29.48396,46.80822,2.399,disputed,owner_review_required,False
бендеры||путейская улица|1,"Бендеры, Путейская улица, дом 1",Путейская улица,Бендеры,,Путейская улица,1,256,w301982101,29.46505,46.82022,5.032,disputed,owner_review_required,False
бендеры||путейская улица|1,"Бендеры, Путейская улица, дом 1",Путейская улица,Бендеры,,Путейская улица,1,256,w303915712,29.46509,46.81791,2.866,disputed,owner_review_required,False
бендеры||киевская улица|2,"Бендеры, Киевская улица, дом 2",Киевская улица,Бендеры,,Киевская улица,2,440,w301982103,29.46413,46.81875,4.693,disputed,owner_review_required,False
бендеры||киевская улица|2,"Бендеры, Киевская улица, дом 2",Киевская улица,Бендеры,,Киевская улица,2,440,w318406777,29.45834,46.81863,4.484,disputed,owner_review_required,False
бендеры||киевская улица|14,"Бендеры, Киевская улица, дом 14",Киевская улица,Бендеры,,Киевская улица,14,344,w301982114,29.46426,46.81888,4.704,disputed,owner_review_required,False
бендеры||киевская улица|14,"Бендеры, Киевская улица, дом 14",Киевская улица,Бендеры,,Киевская улица,14,344,w302066938,29.45973,46.81865,4.381,disputed,owner_review_required,False
бендеры||улица чехова|37,"Бендеры, улица Чехова, дом 37",улица Чехова (Бендеры),Бендеры,,улица Чехова,37,473,w302066898,29.46078,46.82007,4.518,disputed,owner_review_required,False
бендеры||улица чехова|37,"Бендеры, улица Чехова, дом 37",улица Чехова (Бендеры),Бендеры,,улица Чехова,37,473,w319366993,29.45455,46.82146,5.028,disputed,owner_review_required,False
бендеры||улица чехова|33,"Бендеры, улица Чехова, дом 33",улица Чехова (Бендеры),Бендеры,,улица Чехова,33,447,w302066899,29.46091,46.8205,4.557,disputed,owner_review_required,False
бендеры||улица чехова|33,"Бендеры, улица Чехова, дом 33",улица Чехова (Бендеры),Бендеры,,улица Чехова,33,447,w319366989,29.45503,46.82142,4.992,disputed,owner_review_required,False
бендеры||улица чехова|35,"Бендеры, улица Чехова, дом 35",улица Чехова (Бендеры),Бендеры,,улица Чехова,35,459,w302066900,29.46084,46.82021,4.532,disputed,owner_review_required,False
бендеры||улица чехова|35,"Бендеры, улица Чехова, дом 35",улица Чехова (Бендеры),Бендеры,,улица Чехова,35,459,w319366992,29.4548,46.82145,5.009,disputed,owner_review_required,False
бендеры||киевская улица|16,"Бендеры, Киевская улица, дом 16",Киевская улица,Бендеры,,Киевская улица,16,379,w302066939,29.45934,46.81873,4.413,disputed,owner_review_required,False
бендеры||киевская улица|16,"Бендеры, Киевская улица, дом 16",Киевская улица,Бендеры,,Киевская улица,16,379,w302368273,29.46433,46.81856,4.709,disputed,owner_review_required,False
бендеры||киевская улица|18,"Бендеры, Киевская улица, дом 18",Киевская улица,Бендеры,,Киевская улица,18,365,w302066942,29.4591,46.81876,4.432,disputed,owner_review_required,False
бендеры||киевская улица|18,"Бендеры, Киевская улица, дом 18",Киевская улица,Бендеры,,Киевская улица,18,365,w303915692,29.4639,46.81835,4.675,disputed,owner_review_required,False
бендеры||железнодорожная улица|2,"Бендеры, Железнодорожная улица, дом 2",Железнодорожная улица,Бендеры,,Железнодорожная улица,2,1221,w302067669,29.45697,46.81871,4.598,disputed,owner_review_required,False
бендеры||железнодорожная улица|2,"Бендеры, Железнодорожная улица, дом 2",Железнодорожная улица,Бендеры,,Железнодорожная улица,2,1221,w317149172,29.46134,46.82971,5.399,disputed,owner_review_required,False
бендеры||улица няги|13,"Бендеры, улица Няги, дом 13",улица Няги,Бендеры,,улица Няги,13,273,w302364397,29.48824,46.81078,2.333,disputed,owner_review_required,False
бендеры||улица няги|13,"Бендеры, улица Няги, дом 13",улица Няги,Бендеры,,улица Няги,13,273,w302364404,29.48465,46.8106,2.222,disputed,owner_review_required,False
бендеры||улица няги|7,"Бендеры, улица Няги, дом 7",улица Няги,Бендеры,,улица Няги,7,276,w302364402,29.48769,46.81038,2.268,disputed,owner_review_required,False
бендеры||улица няги|7,"Бендеры, улица Няги, дом 7",улица Няги,Бендеры,,улица Няги,7,276,w302364511,29.48406,46.81063,2.196,disputed,owner_review_required,False
бендеры||улица толбухина|20,"Бендеры, улица Толбухина, дом 20",улица Толбухина,Бендеры,,улица Толбухина,20,304,w302364515,29.48515,46.81154,2.074,disputed,owner_review_required,False
бендеры||улица толбухина|20,"Бендеры, улица Толбухина, дом 20",улица Толбухина,Бендеры,,улица Толбухина,20,304,w319381966,29.48316,46.8088,2.482,disputed,owner_review_required,False
бендеры||школьный переулок|6,"Бендеры, Школьный переулок, дом 6",Школьный переулок (Бендеры),Бендеры,,Школьный переулок,6,195,w303849095,29.469,46.81283,2.513,disputed,owner_review_required,False
бендеры||школьный переулок|6,"Бендеры, Школьный переулок, дом 6",Школьный переулок (Бендеры),Бендеры,,Школьный переулок,6,195,w304087547,29.46643,46.81402,2.763,disputed,owner_review_required,False
бендеры||улица бориса главана|26,"Бендеры, улица Бориса Главана, дом 26",улица Бориса Главана (Бендеры),Бендеры,,улица Бориса Главана,26,470,w303915707,29.46371,46.8177,4.657,disputed,owner_review_required,False
бендеры||улица бориса главана|26,"Бендеры, улица Бориса Главана, дом 26",улица Бориса Главана (Бендеры),Бендеры,,улица Бориса Главана,26,470,w318406786,29.45753,46.81784,4.424,disputed,owner_review_required,False
бендеры||улица бориса главана|28,"Бендеры, улица Бориса Главана, дом 28",улица Бориса Главана (Бендеры),Бендеры,,улица Бориса Главана,28,484,w303915710,29.46367,46.81753,4.637,disputed,owner_review_required,False
бендеры||улица бориса главана|28,"Бендеры, улица Бориса Главана, дом 28",улица Бориса Главана (Бендеры),Бендеры,,улица Бориса Главана,28,484,w318406785,29.4573,46.81773,4.439,disputed,owner_review_required,False
бендеры||улица бориса главана|30,"Бендеры, улица Бориса Главана, дом 30",улица Бориса Главана (Бендеры),Бендеры,,улица Бориса Главана,30,492,w303915711,29.46355,46.81737,4.617,disputed,owner_review_required,False
бендеры||улица бориса главана|30,"Бендеры, улица Бориса Главана, дом 30",улица Бориса Главана (Бендеры),Бендеры,,улица Бориса Главана,30,492,w318406784,29.45707,46.81774,4.457,disputed,owner_review_required,False
бендеры||загородная улица|16,"Бендеры, Загородная улица, дом 16",Загородная улица,Бендеры,,Загородная улица,16,428,w304687294,29.46649,46.81231,2.727,disputed,owner_review_required,False
бендеры||загородная улица|16,"Бендеры, Загородная улица, дом 16",Загородная улица,Бендеры,,Загородная улица,16,428,w352468408,29.46148,46.80845,3.297,disputed,owner_review_required,False
бендеры||октябрьская улица|7,"Бендеры, Октябрьская улица, дом 7",Октябрьская улица (Бендеры),Бендеры,,Октябрьская улица,7,151,w305767364,29.4849,46.80957,2.606,disputed,owner_review_required,False
бендеры||октябрьская улица|7,"Бендеры, Октябрьская улица, дом 7",Октябрьская улица (Бендеры),Бендеры,,Октябрьская улица,7,151,w320275311,29.48453,46.80821,2.462,disputed,owner_review_required,False
бендеры||индустриальная улица|22,"Бендеры, Индустриальная улица, дом 22",Индустриальная улица,Бендеры,,Индустриальная улица,22,858,w315035702,29.48731,46.79821,3.45,disputed,owner_review_required,False
бендеры||индустриальная улица|22,"Бендеры, Индустриальная улица, дом 22",Индустриальная улица,Бендеры,,Индустриальная улица,22,858,w400824554,29.47729,46.79048,4.377,disputed,owner_review_required,False
бендеры||улица бориса главана|1,"Бендеры, улица Бориса Главана, дом 1",улица Бориса Главана (Бендеры),Бендеры,,улица Бориса Главана,1,282,w315109550,29.4604,46.81719,4.344,disputed,owner_review_required,False
бендеры||улица бориса главана|1,"Бендеры, улица Бориса Главана, дом 1",улица Бориса Главана (Бендеры),Бендеры,,улица Бориса Главана,1,282,w319366969,29.45669,46.81837,4.66,disputed,owner_review_required,False
бендеры||переулок лермонтова|61,"Бендеры, переулок Лермонтова, дом 61",переулок Лермонтова,Бендеры,,переулок Лермонтова,61,152,w315193172,29.45963,46.82419,4.956,disputed,owner_review_required,False
бендеры||переулок лермонтова|61,"Бендеры, переулок Лермонтова, дом 61",переулок Лермонтова,Бендеры,,переулок Лермонтова,61,152,w315851309,29.45763,46.82481,5.121,disputed,owner_review_required,False
бендеры||железнодорожная улица|32,"Бендеры, Железнодорожная улица, дом 32",Железнодорожная улица,Бендеры,,Железнодорожная улица,32,1025,w316785288,29.46024,46.82708,5.236,disputed,owner_review_required,False
бендеры||железнодорожная улица|32,"Бендеры, Железнодорожная улица, дом 32",Железнодорожная улица,Бендеры,,Железнодорожная улица,32,1025,w318406794,29.45669,46.81785,4.501,disputed,owner_review_required,False
бендеры||улица осипенко|2,"Бендеры, улица Осипенко, дом 2",улица Осипенко,Бендеры,,улица Осипенко,2,255,w317053499,29.45768,46.82659,5.272,disputed,owner_review_required,False
бендеры||улица осипенко|2,"Бендеры, улица Осипенко, дом 2",улица Осипенко,Бендеры,,улица Осипенко,2,255,w317053534,29.45821,46.82785,5.374,disputed,owner_review_required,False
бендеры||улица осипенко|2,"Бендеры, улица Осипенко, дом 2",улица Осипенко,Бендеры,,улица Осипенко,2,255,w317053544,29.45863,46.82889,5.48,disputed,owner_review_required,False
бендеры||индустриальная улица|1,"Бендеры, Индустриальная улица, дом 1",Индустриальная улица,Бендеры,,Индустриальная улица,1,1485,w317058935,29.48642,46.80289,2.932,disputed,owner_review_required,False
бендеры||индустриальная улица|1,"Бендеры, Индустриальная улица, дом 1",Индустриальная улица,Бендеры,,Индустриальная улица,1,1485,w406640930,29.4818,46.78951,4.739,disputed,owner_review_required,False
бендеры||бельцкая улица|39,"Бендеры, Бельцкая улица, дом 39",Бельцкая улица,Бендеры,,Бельцкая улица,39,349,w318185746,29.46694,46.83771,4.156,disputed,owner_review_required,False
бендеры||бельцкая улица|39,"Бендеры, Бельцкая улица, дом 39",Бельцкая улица,Бендеры,,Бельцкая улица,39,349,w318701794,29.47153,46.83899,3.69,disputed,owner_review_required,False
бендеры||улица титова|2,"Бендеры, улица Титова, дом 2","улица Титова (Бендеры, другой район)",Бендеры,,улица Титова,2,317,w318701772,29.47019,46.83885,3.46,disputed,owner_review_required,False
бендеры||улица титова|2,"Бендеры, улица Титова, дом 2","улица Титова (Бендеры, другой район)",Бендеры,,улица Титова,2,317,w319139371,29.46602,46.83903,3.777,disputed,owner_review_required,False
бендеры||улица зои космодемьянской|22,"Бендеры, улица Зои Космодемьянской, дом 22",улица Зои Космодемьянской,Бендеры,,улица Зои Космодемьянской,22,754,w318701774,29.46972,46.83869,3.497,disputed,owner_review_required,False
бендеры||улица зои космодемьянской|22,"Бендеры, улица Зои Космодемьянской, дом 22",улица Зои Космодемьянской,Бендеры,,улица Зои Космодемьянской,22,754,w352332821,29.46377,46.84548,3.981,disputed,owner_review_required,False
бендеры||улица титова|63,"Бендеры, улица Титова, дом 63","улица Титова (Бендеры, другой район)",Бендеры,,улица Титова,63,666,w319144139,29.4716,46.83975,3.318,disputed,owner_review_required,False
бендеры||улица титова|63,"Бендеры, улица Титова, дом 63","улица Титова (Бендеры, другой район)",Бендеры,,улица Титова,63,666,w352148091,29.46284,46.84028,4.11,disputed,owner_review_required,False
бендеры||улица титова|65,"Бендеры, улица Титова, дом 65","улица Титова (Бендеры, другой район)",Бендеры,,улица Титова,65,697,w319144140,29.47171,46.83987,3.304,disputed,owner_review_required,False
бендеры||улица титова|65,"Бендеры, улица Титова, дом 65","улица Титова (Бендеры, другой район)",Бендеры,,улица Титова,65,697,w352148092,29.46254,46.8405,4.137,disputed,owner_review_required,False
бендеры||улица титова|71,"Бендеры, улица Титова, дом 71","улица Титова (Бендеры, другой район)",Бендеры,,улица Титова,71,801,w319144197,29.47249,46.84018,3.236,disputed,owner_review_required,False
бендеры||улица титова|71,"Бендеры, улица Титова, дом 71","улица Титова (Бендеры, другой район)",Бендеры,,улица Титова,71,801,w352153735,29.46195,46.84111,4.219,disputed,owner_review_required,False
бендеры||колхозная улица|11,"Бендеры, Липканы, Колхозная улица, дом 11",Колхозная улица,Бендеры,Липканы,Колхозная улица,11,245,w319616186,29.47842,46.8438,3.149,disputed,owner_review_required,False
бендеры||колхозная улица|11,"Бендеры, Липканы, Колхозная улица, дом 11",Колхозная улица,Бендеры,Липканы,Колхозная улица,11,245,w404859436,29.48065,46.84601,3.193,disputed,owner_review_required,False
