uid,district,street,house,current_zone,snap_m,true_shortest_km,current_osrm_km,current_minus_true_km,overstated_gt_10pct,owner_review_required
w353042927,Протягайловка,Главная улица,72,3,20.0,4.9633,5.122,0.1587,False,True
w353042925,Протягайловка,Главная улица,74,3,19.5,4.9633,5.141,0.1777,False,True
w353042924,Протягайловка,Главная улица,76,3,31.3,4.9633,5.1552,0.1919,False,True
w353046235,Протягайловка,Главная улица,77,4,21.1,5.0281,6.1721,1.144,True,True
w353046237,Протягайловка,Главная улица,79,4,19.7,5.0516,6.181,1.1294,True,True
w352680191,Протягайловка,Главная улица,80,4,35.4,5.0516,6.1937,1.1421,True,True
w353258566,Протягайловка,Главная улица,81,4,40.4,5.0516,6.2055,1.1539,True,True
w352736528,Протягайловка,Главная улица,82,4,42.3,5.1325,6.2202,1.0877,True,True
w352736532,Протягайловка,Главная улица,84,4,17.6,5.1325,6.2414,1.1089,True,True
w352736531,Протягайловка,Главная улица,86,4,18.7,5.1325,6.2518,1.1193,True,True
w352736530,Протягайловка,Главная улица,88,4,29.9,5.1325,6.2752,1.1427,True,True
w353258939,Протягайловка,Главная улица,93,4,26.2,5.1977,6.3357,1.138,True,True
w353043455,Протягайловка,Главная улица,96,4,26.5,5.1977,6.3178,1.1201,True,True
w353043457,Протягайловка,Главная улица,98,4,30.8,5.1977,6.333,1.1353,True,True
n2337951352,Протягайловка,Главная улица,111,4,28.7,5.4484,6.5512,1.1028,True,True
n2337951349,Протягайловка,Главная улица,126,4,14.8,5.4151,6.5219,1.1068,True,True
n2337948154,Протягайловка,Главная улица,157,4,16.3,5.8281,7.2927,1.4646,True,True
n2337948153,Протягайловка,Главная улица,159,4,27.1,5.8742,7.2491,1.3749,True,True
n2337948155,Протягайловка,Главная улица,168,4,7.8,5.8644,7.2597,1.3953,True,True
n2337938412,Протягайловка,Главная улица,171,4,18.1,5.9868,7.143,1.1562,True,True
n4988630634,Протягайловка,Главная улица,172,4,10.4,5.8644,7.2578,1.3934,True,True
n2337934503,Протягайловка,Главная улица,175,4,19.9,6.8565,7.754,0.8975,True,True
n2337938413,Протягайловка,Главная улица,178,4,15.0,5.9602,7.155,1.1948,True,True
n2337934511,Протягайловка,Главная улица,180,4,13.8,6.0061,7.1637,1.1576,True,True
n2337934510,Протягайловка,Главная улица,189,4,27.7,6.1569,7.3231,1.1662,True,True
n2337934509,Протягайловка,Главная улица,195,4,20.0,6.2276,7.3673,1.1397,True,True
n2337934499,Протягайловка,Главная улица,200,4,11.9,6.8579,7.7107,0.8528,True,True
n5108197333,Протягайловка,Главная улица,201,4,49.7,6.2507,7.4432,1.1925,True,True
n5108197536,Протягайловка,Главная улица,204,4,51.8,6.3935,7.4927,1.0992,True,True
n2337934508,Протягайловка,Главная улица,238,4,23.8,5.9313,7.1876,1.2563,True,True
n2337934504,Протягайловка,Главная улица,263,4,36.8,6.8565,7.7601,0.9036,True,True
w353054733,Протягайловка,Главный переулок,1,4,12.7,5.0872,6.2498,1.1626,True,True
w353046234,Протягайловка,Главный переулок,2,4,26.9,5.0872,6.2516,1.1644,True,True
w353054734,Протягайловка,Главный переулок,3,4,34.7,5.0872,6.2752,1.188,True,True
w353143172,Протягайловка,Главный переулок,4,4,29.0,5.1568,6.2925,1.1357,True,True
w353143173,Протягайловка,Главный переулок,5,4,16.8,5.1568,6.3105,1.1537,True,True
w353143627,Протягайловка,Главный переулок,6,4,30.8,5.1568,6.339,1.1822,True,True
w353143544,Протягайловка,Главный переулок,7,4,33.3,5.1568,6.3401,1.1833,True,True
n2337985527,Протягайловка,Комсомольская улица,1,3,23.0,4.6258,4.8942,0.2684,False,True
n2337985520,Протягайловка,Комсомольская улица,2,3,25.1,4.5374,4.8488,0.3114,False,True
n2337985521,Протягайловка,Комсомольская улица,3,3,27.4,4.5374,4.8471,0.3097,False,True
n2337985506,Протягайловка,Комсомольская улица,10,4,17.4,5.1068,5.7944,0.6876,True,True
n2337985517,Протягайловка,Комсомольская улица,14,3,26.5,4.6806,4.9465,0.2659,False,True
n2337985516,Протягайловка,Комсомольская улица,19,3,14.7,4.6806,4.9688,0.2882,False,True
w352325330,Протягайловка,Комсомольская улица,20,3,18.8,4.7227,5.0078,0.2851,False,True
n2337985514,Протягайловка,Комсомольская улица,32,3,58.5,4.8844,5.1154,0.231,False,True
w352322795,Протягайловка,Комсомольская улица,36,3,29.0,4.8844,5.1491,0.2647,False,True
n2337985515,Протягайловка,Комсомольская улица,37,3,53.5,4.761,5.0966,0.3356,False,True
w352631872,Протягайловка,Комсомольская улица,53,3,55.4,5.0277,5.264,0.2363,False,True
w352318007,Протягайловка,Комсомольская улица,60,4,20.1,5.124,5.7663,0.6423,True,True
w352161718,Протягайловка,Комсомольская улица,62,3,24.0,5.124,5.7444,0.6204,True,True
w352161716,Протягайловка,Комсомольская улица,64,3,22.0,5.1943,5.7077,0.5134,False,True
n2337985508,Протягайловка,Комсомольская улица,65,4,43.4,5.0277,5.8176,0.7899,True,True
w352630240,Протягайловка,Комсомольская улица,71,3,11.1,5.1585,5.7189,0.5604,True,True
n2337964966,Протягайловка,Комсомольский переулок,1,4,18.8,5.5113,6.0157,0.5044,False,True
w352628940,Протягайловка,Комсомольский переулок,1,4,22.0,5.3489,5.8393,0.4904,False,True
n2337964967,Протягайловка,Комсомольский переулок,2,4,10.1,5.5289,6.0211,0.4922,False,True
n2337964968,Протягайловка,Комсомольский переулок,4,4,22.8,5.5113,6.0008,0.4895,False,True
n2337964969,Протягайловка,Комсомольский переулок,8,4,13.9,5.4373,5.9318,0.4945,False,True
n2337964965,Протягайловка,Комсомольский переулок,9,4,24.6,5.3806,5.891,0.5104,False,True
n2337964964,Протягайловка,Комсомольский переулок,13,4,33.2,5.3806,5.8652,0.4846,False,True
n2337934500,Протягайловка,Лесовая улица,1,4,35.0,6.8579,7.7137,0.8558,True,True
n2337934501,Протягайловка,Лесовая улица,2,4,25.5,6.8823,7.7048,0.8225,True,True
n2337929303,Протягайловка,Лесовая улица,12,4,19.1,7.0265,7.812,0.7855,True,True
n2337929302,Протягайловка,Лесовая улица,14,4,22.0,7.0265,7.8464,0.8199,True,True
w421314032,Протягайловка,Лесовая улица,45,4,13.8,7.5504,8.3439,0.7935,True,True
w421314030,Протягайловка,Лесовая улица,47,4,27.6,7.5504,8.3727,0.8223,True,True
w421314029,Протягайловка,Лесовая улица,49,4,46.1,7.5504,8.3943,0.8439,True,True
w421314028,Протягайловка,Лесовая улица,51,4,29.8,7.638,8.4117,0.7737,True,True
w421314026,Протягайловка,Лесовая улица,53,4,23.0,7.638,8.4235,0.7855,True,True
n2337929295,Протягайловка,Лесовая улица,55,4,26.2,7.638,8.4612,0.8232,True,True
n2337929297,Протягайловка,Лесовая улица,58,4,33.1,7.638,8.4118,0.7738,True,True
w489021267,Протягайловка,Лесовая улица,70,4,32.8,7.638,8.4551,0.8171,True,True
n2337929292,Протягайловка,Лесовая улица,80,4,21.0,7.8501,8.6146,0.7645,False,True
w284637204,Протягайловка,Луговая улица,1,4,38.8,5.9553,6.4166,0.4613,False,True
w284637205,Протягайловка,Луговая улица,3,4,53.2,5.9417,6.4216,0.4799,False,True
w284637255,Протягайловка,Луговая улица,9,4,56.9,5.7785,6.3254,0.5469,False,True
w318344309,Протягайловка,Луговая улица,11,4,63.4,5.7785,6.3053,0.5268,False,True
w318344310,Протягайловка,Луговая улица,13,4,73.1,5.7671,6.2865,0.5194,False,True
w352326949,Протягайловка,Луговая улица,15,4,66.5,5.7766,6.2684,0.4918,False,True
w352326950,Протягайловка,Луговая улица,17,4,47.5,5.7766,6.2471,0.4705,False,True
n5415952341,Протягайловка,Луговая улица,19,4,28.1,5.7766,6.2246,0.448,False,True
w352326951,Протягайловка,Луговая улица,21,4,27.1,5.7766,6.2084,0.4318,False,True
w352326952,Протягайловка,Луговая улица,23,4,33.0,5.7766,6.1861,0.4095,False,True
w352326941,Протягайловка,Луговая улица,35,4,27.1,5.72,6.2242,0.5042,False,True
w644885224,Протягайловка,Луговая улица,39,4,47.6,5.72,6.1832,0.4632,False,True
w352326942,Протягайловка,Луговая улица,43,4,75.1,5.72,6.1441,0.4241,False,True
w352326945,Протягайловка,Луговая улица,47,4,62.0,5.5462,6.1007,0.5545,False,True
w352326946,Протягайловка,Луговая улица,49,4,44.3,5.5462,6.0816,0.5354,False,True
w352326947,Протягайловка,Луговая улица,51,4,27.1,5.5462,6.0619,0.5157,False,True
w316845675,Протягайловка,Мирная улица,30,4,38.6,7.7077,8.9972,1.2895,True,True
w352346388,Протягайловка,Молодёжная улица,19,4,21.3,6.2011,6.7305,0.5294,False,True
w352346386,Протягайловка,Молодёжная улица,58,4,18.5,6.172,6.6845,0.5125,False,True
w352348453,Протягайловка,Молодёжная улица,60,4,26.1,6.172,6.69,0.518,False,True
w352334990,Протягайловка,Молодёжный переулок,1,4,15.4,6.3065,6.8034,0.4969,False,True
w352346396,Протягайловка,Молодёжный переулок,2,4,25.7,6.3435,6.8404,0.4969,False,True
w352334988,Протягайловка,Молодёжный переулок,3,4,27.1,6.3065,6.8034,0.4969,False,True
w352346375,Протягайловка,Молодёжный переулок,4,4,24.1,6.2891,6.7668,0.4777,False,True
w352341364,Протягайловка,Молодёжный переулок,5,4,22.1,6.2891,6.7915,0.5024,False,True
w352341366,Протягайловка,Молодёжный переулок,7,4,27.9,6.2891,6.7626,0.4735,False,True
w352341370,Протягайловка,Молодёжный переулок,39,4,24.8,6.172,6.6907,0.5187,False,True
w352156646,Протягайловка,Первомайская улица,2,4,16.2,5.6182,6.1146,0.4964,False,True
w352156639,Протягайловка,Первомайская улица,4,4,21.0,5.6523,6.1447,0.4924,False,True
w224936651,Протягайловка,Первомайская улица,5,4,16.8,5.7638,6.2717,0.5079,False,True
w318344384,Протягайловка,Первомайская улица,6,4,24.3,5.6523,6.1623,0.51,False,True
w224936652,Протягайловка,Первомайская улица,7,4,20.9,5.8309,6.3128,0.4819,False,True
w352156642,Протягайловка,Первомайская улица,8,4,39.6,5.728,6.19,0.462,False,True
w224936653,Протягайловка,Первомайская улица,9,4,26.6,5.8309,6.3689,0.538,False,True
w352156644,Протягайловка,Первомайская улица,10,4,24.9,5.728,6.2073,0.4793,False,True
w352042424,Протягайловка,Первомайская улица,14,4,31.8,5.7383,6.2585,0.5202,False,True
w224936657,Протягайловка,Первомайская улица,15,4,34.8,6.0347,6.5034,0.4687,False,True
w352042425,Протягайловка,Первомайская улица,16,4,47.8,5.7383,6.2781,0.5398,False,True
w224936658,Протягайловка,Первомайская улица,17,4,28.2,5.9144,6.427,0.5126,False,True
w352042542,Протягайловка,Первомайская улица,18,4,51.5,5.8453,6.296,0.4507,False,True
w352042423,Протягайловка,Первомайская улица,19,4,47.5,5.9144,6.455,0.5406,False,True
w352160026,Протягайловка,Первомайская улица,20,4,30.0,5.8453,6.3184,0.4731,False,True
w352042429,Протягайловка,Первомайская улица,21,4,69.4,5.9144,6.478,0.5636,False,True
w352042430,Протягайловка,Первомайская улица,23,4,54.9,6.053,6.4986,0.4456,False,True
w352160045,Протягайловка,Первомайская улица,24,4,24.3,5.8453,6.3533,0.508,False,True
w352042431,Протягайловка,Первомайская улица,25,4,36.0,6.053,6.5171,0.4641,False,True
w352160050,Протягайловка,Первомайская улица,26,4,35.3,5.8453,6.3681,0.5228,False,True
w352333655,Протягайловка,Первомайская улица,28,4,26.1,5.9144,6.3922,0.4778,False,True
w352333662,Протягайловка,Первомайская улица,30,4,14.7,5.9144,6.4084,0.494,False,True
w352333663,Протягайловка,Первомайская улица,32,4,17.0,5.9144,6.4226,0.5082,False,True
w352333664,Протягайловка,Первомайская улица,34,4,31.3,5.9144,6.4391,0.5247,False,True
w352342445,Протягайловка,Первомайская улица,35,4,59.4,6.172,6.6178,0.4458,False,True
w352333670,Протягайловка,Первомайская улица,36,4,48.0,5.9144,6.4558,0.5414,False,True
w352333671,Протягайловка,Первомайская улица,38,4,59.1,5.9144,6.4686,0.5542,False,True
w352346364,Протягайловка,Первомайская улица,40,4,60.2,6.053,6.4919,0.4389,False,True
w352680270,Протягайловка,Первомайская улица,41,4,30.2,6.172,6.693,0.521,False,True
w352346366,Протягайловка,Первомайская улица,42,4,41.5,6.053,6.5115,0.4585,False,True
w352680274,Протягайловка,Первомайская улица,43,4,38.0,6.172,6.7042,0.5322,False,True
w352346370,Протягайловка,Первомайская улица,44,4,22.9,6.053,6.5336,0.4806,False,True
w352680272,Протягайловка,Первомайская улица,45,4,49.3,6.172,6.711,0.539,False,True
w352342451,Протягайловка,Первомайская улица,46,4,28.1,6.053,6.5575,0.5045,False,True
w361002549,Протягайловка,Первомайская улица,47,4,39.1,6.2651,6.7306,0.4655,False,True
w352346372,Протягайловка,Первомайская улица,48,4,29.8,6.053,6.5756,0.5226,False,True
w361002547,Протягайловка,Первомайская улица,49,4,27.4,6.2651,6.7418,0.4767,False,True
w352346383,Протягайловка,Первомайская улица,50,4,55.2,6.053,6.6016,0.5486,False,True
w367552889,Протягайловка,Первомайская улица,51,4,36.2,6.2651,6.762,0.4969,False,True
w352348451,Протягайловка,Первомайская улица,52,4,58.2,6.172,6.6129,0.4409,False,True
w367552888,Протягайловка,Первомайская улица,53,4,34.7,6.2651,6.7835,0.5184,False,True
w352346384,Протягайловка,Первомайская улица,54,4,50.8,6.172,6.6222,0.4502,False,True
w401161023,Протягайловка,Первомайская улица,55,4,48.5,6.2651,6.8038,0.5387,False,True
n4552709337,Протягайловка,Первомайская улица,57,4,34.3,6.3907,6.8596,0.4689,False,True
w352348455,Протягайловка,Первомайская улица,62,4,38.6,6.172,6.7026,0.5306,False,True
n4552709338,Протягайловка,Первомайская улица,77,4,18.8,6.5245,7.031,0.5065,False,True
n5108197316,Протягайловка,Первомайская улица,85,4,75.7,6.6783,7.1037,0.4254,False,True
n2337912610,Протягайловка,Первомайская улица,91,4,14.9,6.6783,7.163,0.4847,False,True
n2337912609,Протягайловка,Первомайская улица,93,4,14.5,6.7038,7.1889,0.4851,False,True
n5108196253,Протягайловка,Первомайская улица,102,4,74.9,6.5245,7.0949,0.5704,False,True
n4552708935,Протягайловка,Первомайская улица,107,4,20.7,6.882,7.3788,0.4968,False,True
n2337912608,Протягайловка,Первомайская улица,110,4,21.1,6.6783,7.1849,0.5066,False,True
n2337912607,Протягайловка,Первомайская улица,141,4,28.2,7.2875,7.8115,0.524,False,True
n5108197320,Протягайловка,Первомайская улица,141,4,28.4,7.2695,7.7738,0.5043,False,True
n2337908049,Протягайловка,Первомайская улица,154,4,10.9,7.1706,7.6581,0.4875,False,True
w352158482,Протягайловка,Первомайский переулок,1,4,40.4,6.3115,6.8833,0.5718,False,True
w352160040,Протягайловка,Первомайский переулок,3,4,55.9,6.1715,6.9201,0.7486,True,True
w352334981,Протягайловка,Первомайский переулок,4,4,18.1,6.2881,6.8656,0.5775,False,True
w352160042,Протягайловка,Первомайский переулок,5,4,26.8,6.1715,6.6843,0.5128,False,True
w224936659,Протягайловка,Первомайский переулок,6,4,45.0,6.3364,6.9022,0.5658,False,True
w352160038,Протягайловка,Первомайский переулок,7,4,24.4,6.1715,6.6565,0.485,False,True
w352042426,Протягайловка,Первомайский переулок,8,4,37.9,6.1715,6.6961,0.5246,False,True
w352160043,Протягайловка,Первомайский переулок,9,4,36.1,6.1715,6.6393,0.4678,False,True
w352160044,Протягайловка,Первомайский переулок,9,4,62.8,6.053,6.6088,0.5558,False,True
w352042433,Протягайловка,Первомайский переулок,10,4,41.4,6.053,6.5825,0.5295,False,True
w352042428,Протягайловка,Первомайский переулок,10а,4,55.2,6.1715,6.6189,0.4474,False,True
w352042432,Протягайловка,Первомайский переулок,27,4,19.8,6.053,6.5661,0.5131,False,True
w352042587,Протягайловка,Первомайский переулок,29,4,24.3,6.053,6.5664,0.5134,False,True
n2337948156,Протягайловка,Полевой переулок,1,4,30.5,5.9163,7.3154,1.3991,True,True
n2337948157,Протягайловка,Полевой переулок,2,4,24.3,5.9163,7.3129,1.3966,True,True
n2337948158,Протягайловка,Полевой переулок,16,4,20.3,6.0979,7.4987,1.4008,True,True
n2337900323,Протягайловка,Садовая улица,4,4,11.6,6.8683,8.0485,1.1802,True,True
n2337904420,Протягайловка,Садовая улица,6,4,7.9,6.9643,8.1347,1.1704,True,True
n2337900327,Протягайловка,Садовая улица,11,4,18.0,6.8683,8.0516,1.1833,True,True
n2337904421,Протягайловка,Садовая улица,13,4,15.5,6.9524,8.1295,1.1771,True,True
n2337904422,Протягайловка,Садовая улица,18,4,12.1,7.1371,8.5495,1.4124,True,True
w525027750,Протягайловка,Садовая улица,20,4,25.8,7.2579,8.619,1.3611,True,True
n2337904423,Протягайловка,Садовая улица,29,4,13.8,7.1371,8.5602,1.4231,True,True
w316845623,Протягайловка,Садовая улица,32,4,61.6,7.7077,9.0209,1.3132,True,True
w316845604,Протягайловка,Садовая улица,32а,4,17.4,7.7716,9.0635,1.2919,True,True
w316845603,Протягайловка,Садовая улица,34,4,15.2,8.1772,8.6758,0.4986,False,True
w316844666,Протягайловка,Садовая улица,36,4,32.0,8.0665,8.5406,0.4741,False,True
w316844623,Протягайловка,Садовая улица,38,4,26.0,8.0867,8.4461,0.3594,False,True
w316844574,Протягайловка,Садовая улица,40,4,15.3,8.0938,8.4181,0.3243,False,True
w316846224,Протягайловка,Садовая улица,43,4,34.3,7.8161,9.1212,1.3051,True,True
w316845828,Протягайловка,Садовая улица,49,4,47.8,7.8874,8.8268,0.9394,True,True
w316845811,Протягайловка,Садовая улица,51,4,35.5,7.9493,8.8018,0.8525,True,True
w316845688,Протягайловка,Садовая улица,53,4,45.5,7.9493,8.7729,0.8236,True,True
w316845602,Протягайловка,Садовая улица,55,4,29.1,8.1067,8.6032,0.4965,False,True
n2337908044,Протягайловка,Садовая улица,79,4,13.9,8.0063,8.4588,0.4525,False,True
w284637169,Протягайловка,Санаторная улица,6,4,61.6,6.1738,6.4347,0.2609,False,True
w284637168,Протягайловка,Санаторная улица,8,4,60.0,6.1738,6.4163,0.2425,False,True
w284637166,Протягайловка,Санаторная улица,10,4,59.0,6.2017,6.3949,0.1932,False,True
w284637162,Протягайловка,Санаторная улица,12,4,57.1,5.9099,6.3766,0.4667,False,True
w284637163,Протягайловка,Санаторная улица,14,4,52.9,5.9099,6.3576,0.4477,False,True
w284637179,Протягайловка,Санаторная улица,16,4,37.9,5.8283,6.3338,0.5055,False,True
w91850348,Протягайловка,Санаторная улица,17,4,18.0,6.2017,6.6631,0.4614,False,True
w284637180,Протягайловка,Санаторная улица,18,4,24.2,5.8283,6.3161,0.4878,False,True
w284637186,Протягайловка,Санаторная улица,20,4,17.3,5.8283,6.2533,0.425,False,True
w284637188,Протягайловка,Санаторная улица,22,4,32.9,5.8283,6.2322,0.4039,False,True
w284637191,Протягайловка,Санаторная улица,24,4,50.3,5.8283,6.2115,0.3832,False,True
w284637194,Протягайловка,Санаторная улица,26,4,49.0,5.7807,6.1932,0.4125,False,True
w284637193,Протягайловка,Санаторная улица,28,4,49.4,5.7807,6.1734,0.3927,False,True
w284637192,Протягайловка,Санаторная улица,30,4,54.9,5.7671,6.1504,0.3833,False,True
w352285813,Протягайловка,Санаторная улица,32,4,29.8,5.6382,6.0924,0.4542,False,True
w352285815,Протягайловка,Санаторная улица,34,4,22.2,5.6382,6.0613,0.4231,False,True
w352285816,Протягайловка,Санаторная улица,36,4,31.4,5.6382,6.0426,0.4044,False,True
w352285817,Протягайловка,Санаторная улица,38,4,49.4,5.5446,6.0206,0.476,False,True
w352285818,Протягайловка,Санаторная улица,40,4,27.7,5.5446,5.9966,0.452,False,True
w352326123,Протягайловка,Санаторная улица,46,4,52.8,5.5446,5.926,0.3814,False,True
w352326124,Протягайловка,Санаторная улица,48,4,55.5,5.6736,5.9036,0.23,False,True
w352326120,Протягайловка,Санаторная улица,50,4,48.7,5.6736,5.8854,0.2118,False,True
w352325333,Протягайловка,Санаторная улица,52,4,46.0,5.6736,5.8636,0.19,False,True
w352284665,Протягайловка,Санаторная улица,54,3,47.0,5.3761,5.8467,0.4706,False,True
n11222053152,Протягайловка,Славянская улица,10,4,91.1,7.6185,7.9399,0.3214,False,True
w442395853,Протягайловка,Совхозная улица,2,4,34.0,7.0203,7.9095,0.8892,True,True
w442395854,Протягайловка,Совхозная улица,4,4,39.4,7.0673,7.9321,0.8648,True,True
w442395855,Протягайловка,Совхозная улица,6,4,36.6,7.0673,7.9505,0.8832,True,True
w442395856,Протягайловка,Совхозная улица,8,4,39.8,7.0673,7.9733,0.906,True,True
w421314022,Протягайловка,Совхозная улица,50,4,91.3,7.6315,8.4356,0.8041,True,True
w421314023,Протягайловка,Совхозная улица,52,4,74.6,7.6315,8.4531,0.8216,True,True
w421314025,Протягайловка,Совхозная улица,54,4,57.0,7.6315,8.471,0.8395,True,True
w421314024,Протягайловка,Совхозная улица,56,4,32.9,7.6315,8.4994,0.8679,True,True
n2337929294,Протягайловка,Совхозная улица,58,4,17.2,7.6315,8.5388,0.9073,True,True
n2337929293,Протягайловка,Совхозная улица,70,4,25.7,7.8349,8.7045,0.8696,True,True
n2337934502,Протягайловка,Совхозная улица,185,4,16.0,7.0044,7.8976,0.8932,True,True
n2337934498,Протягайловка,Совхозная улица,206,4,11.1,6.9501,7.8523,0.9022,True,True
w320344002,Протягайловка,переулок Куйбышева,1,3,20.3,4.5276,4.7356,0.208,False,True
w352285316,Протягайловка,переулок Куйбышева,2,3,19.0,4.6674,4.8348,0.1674,False,True
w352285305,Протягайловка,переулок Куйбышева,3,3,19.7,4.5542,4.7357,0.1815,False,True
w352285318,Протягайловка,переулок Куйбышева,3,3,22.5,4.6256,4.7768,0.1512,False,True
w677073030,Протягайловка,переулок Куйбышева,5,3,20.7,4.628,4.8087,0.1807,False,True
w352313737,Протягайловка,переулок Куйбышева,7,3,17.8,4.6674,4.8239,0.1565,False,True
w284637172,Протягайловка,улица 50 лет Победы,1,4,22.8,6.0663,6.5454,0.4791,False,True
w284637201,Протягайловка,улица 50 лет Победы,2,4,39.8,6.0707,6.4186,0.3479,False,True
w284637171,Протягайловка,улица 50 лет Победы,3,4,31.4,6.0663,6.4499,0.3836,False,True
w284637175,Протягайловка,улица 50 лет Победы,5,4,59.1,6.0707,6.4147,0.344,False,True
w284637202,Протягайловка,улица 50 лет Победы,6,4,69.5,5.9553,6.3817,0.4264,False,True
w284637176,Протягайловка,улица 50 лет Победы,7,4,74.3,6.0707,6.3956,0.3249,False,True
w284637203,Протягайловка,улица 50 лет Победы,8,4,58.5,5.9174,6.3587,0.4413,False,True
w284637185,Протягайловка,улица 50 лет Победы,14,4,57.4,5.9174,6.3028,0.3854,False,True
n2337863649,Протягайловка,улица 50 лет Победы,16,4,58.0,5.7785,6.2656,0.4871,False,True
w284637252,Протягайловка,улица 50 лет Победы,18,4,32.9,5.7785,6.2356,0.4571,False,True
w284637253,Протягайловка,улица 50 лет Победы,20,4,17.8,5.7785,6.2144,0.4359,False,True
w284637189,Протягайловка,улица 50 лет Победы,21,4,48.7,5.7785,6.2533,0.4748,False,True
w284637190,Протягайловка,улица 50 лет Победы,23,4,30.7,5.7785,6.2335,0.455,False,True
w352285814,Протягайловка,улица 50 лет Победы,29,4,44.4,5.7671,6.21,0.4429,False,True
w339209786,Протягайловка,улица 50 лет Победы,33,4,59.7,5.6382,6.1614,0.5232,False,True
w352326955,Протягайловка,улица 50 лет Победы,36,4,29.7,5.6224,6.0771,0.4547,False,True
w352326122,Протягайловка,улица 50 лет Победы,45,4,38.9,5.6224,6.0859,0.4635,False,True
w352326121,Протягайловка,улица 50 лет Победы,47,4,75.7,5.6224,6.1258,0.5034,False,True
w352326119,Протягайловка,улица 50 лет Победы,49,4,86.0,5.6736,6.1438,0.4702,False,True
w352326118,Протягайловка,улица 50 лет Победы,51,4,82.8,5.3761,6.1645,0.7884,True,True
w352326114,Протягайловка,улица 50 лет Победы,52,4,95.4,5.72,6.2015,0.4815,False,True
w352326117,Протягайловка,улица 50 лет Победы,53,4,71.2,5.3761,6.1843,0.8082,True,True
w352326113,Протягайловка,улица 50 лет Победы,57,4,63.7,5.3761,6.2439,0.8678,True,True
w352326115,Протягайловка,улица 50 лет Победы,58,4,70.6,5.5462,6.2635,0.7173,True,True
w352326112,Протягайловка,улица 50 лет Победы,59,4,71.9,5.3761,6.2632,0.8871,True,True
w352326116,Протягайловка,улица 50 лет Победы,60,4,55.3,5.5462,6.2851,0.7389,True,True
w352265836,Протягайловка,улица 50 лет Победы,61,4,64.6,5.9148,6.2828,0.368,False,True
w352163175,Протягайловка,улица 50 лет Победы,62,4,61.4,5.9148,5.9067,-0.0081,False,True
w352163174,Протягайловка,улица 50 лет Победы,64,4,46.9,5.5405,5.9268,0.3863,False,True
w352163176,Протягайловка,улица 50 лет Победы,66,4,19.5,5.9148,6.3448,0.43,False,True
w352163170,Протягайловка,улица 50 лет Победы,68,4,24.1,5.5405,5.9505,0.41,False,True
n4988629683,Протягайловка,улица Академика Берга,8,4,85.8,7.5997,8.0032,0.4035,False,True
n4988630197,Протягайловка,улица Академика Берга,9,4,110.0,7.5997,8.029,0.4293,False,True
n4988629868,Протягайловка,улица Академика Берга,10,4,104.3,7.8358,8.0559,0.2201,False,True
n4988629869,Протягайловка,улица Академика Берга,11,4,82.6,7.8358,8.0789,0.2431,False,True
n4988629682,Протягайловка,улица Академика Берга,13,4,34.4,7.8358,8.1327,0.2969,False,True
n4988630196,Протягайловка,улица Академика Берга,14,4,26.7,7.8358,8.1531,0.3173,False,True
n4988629681,Протягайловка,улица Академика Берга,16,4,51.5,7.8358,8.2059,0.3701,False,True
n4988630195,Протягайловка,улица Академика Берга,17,4,78.2,7.8358,8.2321,0.3963,False,True
n4988630004,Протягайловка,улица Академика Берга,18,4,97.9,8.0756,8.2546,0.179,False,True
n4988629680,Протягайловка,улица Академика Берга,19,4,84.0,7.95,8.2791,0.3291,False,True
n4988630194,Протягайловка,улица Академика Берга,21,4,35.1,7.95,8.3316,0.3816,False,True
n4988629867,Протягайловка,улица Академика Берга,25,4,45.4,7.8358,8.2009,0.3651,False,True
n4988630003,Протягайловка,улица Академика Берга,29,4,18.2,7.7722,8.5416,0.7694,False,True
n4988629679,Протягайловка,улица Академика Берга,30,4,26.7,7.7362,8.5938,0.8576,True,True
n4988629853,Протягайловка,улица Академика Берга,57,4,38.8,7.7362,8.6084,0.8722,True,True
n2337908046,Протягайловка,улица Академика Берга,82,4,13.3,7.95,8.3715,0.4215,False,True
n2337908047,Протягайловка,улица Академика Берга,121,4,19.7,7.7362,8.5912,0.855,True,True
n4988629677,Протягайловка,улица Академика Берга,144,4,42.1,7.6076,8.7835,1.1759,True,True
n4988630198,Протягайловка,улица Академика Берга,вагончик,4,19.0,7.95,8.3742,0.4242,False,True
w401161045,Протягайловка,улица Алеку Руссо,1,4,30.0,5.2265,6.4092,1.1827,True,True
w353143628,Протягайловка,улица Алеку Руссо,2,4,29.7,5.2265,6.4086,1.1821,True,True
w401161048,Протягайловка,улица Алеку Руссо,3,4,50.0,5.2265,6.4306,1.2041,True,True
w401161036,Протягайловка,улица Алеку Руссо,4,4,53.8,5.2265,6.435,1.2085,True,True
w405000974,Протягайловка,улица Алеку Руссо,5,4,73.6,5.2265,6.4552,1.2287,True,True
w401161038,Протягайловка,улица Алеку Руссо,6,4,77.5,5.2265,6.4595,1.233,True,True
w405000973,Протягайловка,улица Алеку Руссо,7,4,100.3,5.2265,6.4822,1.2557,True,True
w401161039,Протягайловка,улица Алеку Руссо,8,4,105.9,5.2265,6.488,1.2615,True,True
w405000976,Протягайловка,улица Алеку Руссо,9,4,124.2,5.369,6.51,1.141,True,True
w405000972,Протягайловка,улица Алеку Руссо,10,4,99.6,5.369,6.5157,1.1467,True,True
