uid,osm_type,osm_id,unit_type,settlement,street_ru,housenumber,tier,lon,lat,weight,expected_km,expected_min,central_km,central_min,bam_km,bam_min,worst_origin_km,band_k4,band_k5
n2459459699,n,2459459699,addressed_residential_building,parkany,улица Пушкина,100,A,29.51671,46.8267,1.0,4.463,5.673,4.335,5.473,5.0329,6.728,6.802,2,3
w115331353,w,115331353,addressed_residential_building,bender_core,переулок Емилиана Букова,4,A,29.49358,46.79048,1.0,4.463,5.951,4.281,5.665,6.9395,9.192,6.939,2,3
w303915687,w,303915687,addressed_residential_building,bender_core,Киевская улица,8а,A,29.46197,46.81894,1.0,4.463,5.188,4.579,5.245,3.5822,4.663,5.864,2,3
w209287680,w,209287680,addressed_residential_building,bender_core,Школьная улица,134,A,29.45981,46.81999,1.0,4.464,5.063,4.595,5.143,3.3446,4.178,5.88,2,3
w284639375,w,284639375,unaddressed_residential_building,parkany,Комсомольская улица,,A,29.51686,46.82897,0.5,4.464,5.68,4.336,5.48,5.034,6.735,6.803,2,3
w318135237,w,318135237,unaddressed_residential_building,parkany,улица Петра Николаева,,A,29.50839,46.84443,0.5,4.464,6.613,4.335,6.413,5.0335,7.668,6.803,2,3
w319403834,w,319403834,unaddressed_residential_building,parkany,Садовая улица,,A,29.50658,46.84433,0.5,4.464,6.595,4.335,6.395,5.0336,7.65,6.803,2,3
w352153735,w,352153735,addressed_residential_building,bender_core,улица Титова,71,A,29.46195,46.84111,1.0,4.464,6.438,4.663,6.832,1.2946,1.89,6.097,2,3
w352285322,w,352285322,addressed_residential_building,bender_core,улица Бориса Главана,40,A,29.45534,46.8179,1.0,4.464,5.339,4.565,5.393,3.8096,4.85,5.851,2,3
w405297664,w,405297664,addressed_residential_building,bender_core,3-й Индустриальный переулок,11,A,29.49416,46.79126,1.0,4.464,5.833,4.282,5.547,6.9402,9.073,6.94,2,3
n2457786478,n,2457786478,addressed_residential_building,parkany,улица Благоева,39,A,29.51263,46.84213,1.0,4.465,5.275,4.337,5.075,5.0347,6.33,6.804,2,3
w301629541,w,301629541,unaddressed_residential_building,parkany,улица Благоева,,A,29.51245,46.84209,0.5,4.465,5.275,4.337,5.075,5.0348,6.33,6.804,2,3
w352151103,w,352151103,addressed_residential_building,bender_core,улица Зои Космодемьянской,87,A,29.46143,46.84641,1.0,4.465,6.42,4.625,6.66,1.2917,2.155,6.356,2,3
w352472994,w,352472994,unaddressed_residential_building,giska,Приднестровская улица,,A,29.45359,46.79472,0.5,4.465,5.164,4.376,5.037,6.99,7.78,6.99,2,3
w409312802,w,409312802,unaddressed_residential_building,bender_core,Южная улица,,A,29.47822,46.78856,0.5,4.465,4.924,4.32,4.675,6.979,8.202,6.979,2,3
n2323343724,n,2323343724,addressed_residential_building,parkany,улица Ленина,118,A,29.51401,46.82496,1.0,4.466,5.696,4.338,5.497,5.0361,6.752,6.805,2,3
n2453733110,n,2453733110,addressed_residential_building,parkany,улица Ворошилова,37,A,29.52136,46.83224,1.0,4.466,5.815,4.337,5.615,5.0352,6.87,6.804,2,3
n2459682671,n,2459682671,addressed_residential_building,parkany,улица Петра Николаева,13,A,29.508,46.84433,1.0,4.466,6.618,4.338,6.418,5.036,7.673,6.805,2,3
w287023061,w,287023061,unaddressed_residential_building,parkany,улица Карла Маркса,,A,29.52125,46.83914,0.5,4.466,5.366,4.338,5.167,5.0359,6.422,6.805,2,3
w302066950,w,302066950,unaddressed_residential_building,bender_core,Школьная улица,,A,29.45899,46.81958,0.5,4.466,4.985,4.597,5.065,3.3464,4.1,5.882,2,3
n2459596503,n,2459596503,addressed_residential_building,parkany,Садовая улица,101а,A,29.50608,46.84425,1.0,4.467,6.603,4.339,6.403,5.0368,7.658,6.806,2,3
w284829102,w,284829102,unaddressed_residential_building,parkany,улица Сергея Лазо,,A,29.51517,46.84113,0.5,4.467,5.81,4.339,5.61,5.0367,6.865,6.806,2,3
w285189828,w,285189828,unaddressed_residential_building,parkany,улица Ворошилова,,A,29.52044,46.83203,0.5,4.467,5.818,4.339,5.618,5.0367,6.873,6.806,2,3
w294930186,w,294930186,unaddressed_residential_building,parkany,улица Энгельса,,A,29.51822,46.84034,0.5,4.467,5.63,4.339,5.43,5.0366,6.685,6.806,2,3
w318058453,w,318058453,unaddressed_residential_building,bender_core,улица Ивана Федько,,A,29.46798,46.83748,0.5,4.467,6.663,4.683,7.082,1.3149,2.14,5.824,2,3
n2457441177,n,2457441177,addressed_residential_building,parkany,Комсомольская улица,71,A,29.51729,46.82904,1.0,4.468,5.685,4.34,5.485,5.038,6.74,6.807,2,3
w284982252,w,284982252,unaddressed_residential_building,parkany,улица Фрунзе,,A,29.52264,46.83379,0.5,4.468,5.836,4.34,5.637,5.0381,6.892,6.807,2,3
w285189829,w,285189829,unaddressed_residential_building,parkany,улица Ворошилова,,A,29.51994,46.83191,0.5,4.468,5.821,4.34,5.622,5.0381,6.877,6.807,2,3
w302066899,w,302066899,addressed_residential_building,bender_core,улица Чехова,33,A,29.46091,46.8205,1.0,4.468,4.759,4.612,4.848,3.1405,3.732,5.897,2,3
w352148072,w,352148072,unaddressed_residential_building,bender_core,Варницкий тупик,,A,29.46366,46.8418,0.5,4.468,7.062,4.651,7.445,1.2822,2.503,6.361,2,3
w353044306,w,353044306,unaddressed_residential_building,protyagailovka,Главная улица,,A,29.44948,46.81667,0.5,4.468,6.086,4.532,6.097,4.3868,6.287,5.818,2,3
w409312803,w,409312803,addressed_residential_building,bender_core,Гвардейская улица,6,A,29.47859,46.78857,1.0,4.468,4.933,4.324,4.683,6.9823,8.21,6.982,2,3
w284838447,w,284838447,unaddressed_residential_building,parkany,улица Чкалова,,A,29.52486,46.83521,0.5,4.469,5.661,4.34,5.462,5.0382,6.717,6.807,2,3
w284982258,w,284982258,unaddressed_residential_building,parkany,улица Фрунзе,,A,29.52347,46.83398,0.5,4.469,5.838,4.34,5.638,5.0386,6.893,6.808,2,3
w285197541,w,285197541,unaddressed_residential_building,parkany,улица Котовского,,A,29.51922,46.83071,0.5,4.469,5.683,4.34,5.483,5.0382,6.738,6.807,2,3
w294930185,w,294930185,unaddressed_residential_building,parkany,улица Энгельса,,A,29.51755,46.84021,0.5,4.469,5.633,4.34,5.433,5.0385,6.688,6.808,2,3
w319139343,w,319139343,unaddressed_residential_building,bender_core,Бельцкая улица,,A,29.46802,46.83815,0.5,4.469,6.578,4.685,6.997,1.3167,2.055,5.826,2,3
w352151104,w,352151104,unaddressed_residential_building,bender_core,улица Зои Космодемьянской,,A,29.46137,46.84631,0.5,4.469,6.537,4.628,6.777,1.295,2.272,6.359,2,3
w409312168,w,409312168,addressed_residential_building,bender_core,Южная улица,9,A,29.47804,46.78852,1.0,4.469,4.934,4.324,4.685,6.983,8.212,6.983,2,3
w292043083,w,292043083,unaddressed_residential_building,parkany,улица Пушкина,,A,29.5164,46.82653,0.5,4.47,5.683,4.342,5.483,5.0397,6.738,6.809,2,3
w353609865,w,353609865,addressed_residential_building,giska,улица Мира,20,A,29.47272,46.79072,1.0,4.47,4.986,4.326,4.737,6.9846,8.263,6.985,2,3
w409311694,w,409311694,addressed_residential_building,bender_core,Южная улица,22,A,29.47767,46.78851,1.0,4.47,4.936,4.325,4.687,6.9839,8.213,6.984,2,3
w462772506,w,462772506,unaddressed_residential_building,bender_core,Индустриальная улица,,A,29.48049,46.79032,0.5,4.47,4.798,4.326,4.548,6.9849,8.075,6.985,2,3
n2323407215,n,2323407215,addressed_residential_building,parkany,улица Карла Маркса,32,A,29.52108,46.83916,1.0,4.471,5.373,4.343,5.173,5.0406,6.428,6.81,2,3
n2457739772,n,2457739772,addressed_residential_building,parkany,улица Сергея Лазо,42,A,29.51285,46.84224,1.0,4.471,5.28,4.343,5.08,5.0408,6.335,6.81,2,3
w285193862,w,285193862,unaddressed_residential_building,parkany,улица Котовского,,A,29.51868,46.83053,0.5,4.471,5.686,4.342,5.487,5.0405,6.742,6.809,2,3
w303915705,w,303915705,addressed_residential_building,bender_core,улица Тургенева,21,A,29.46309,46.81789,1.0,4.471,5.359,4.581,5.413,3.6914,4.867,5.866,2,3
w405292554,w,405292554,addressed_residential_building,bender_core,улица Строителей,11,A,29.49283,46.79193,1.0,4.471,5.95,4.289,5.663,6.9475,9.19,6.947,2,3
n2454871471,n,2454871471,addressed_residential_building,parkany,улица Котовского,51,A,29.51915,46.83065,1.0,4.472,5.69,4.344,5.49,5.0418,6.745,6.811,2,3
n2457278414,n,2457278414,addressed_residential_building,parkany,Комсомольская улица,72,A,29.51674,46.82886,1.0,4.472,5.691,4.344,5.492,5.0418,6.747,6.811,2,3
w318058455,w,318058455,addressed_residential_building,bender_core,Бельцкая улица,8,A,29.46809,46.83776,1.0,4.472,6.583,4.688,7.002,1.3198,2.06,5.829,2,3
w405297214,w,405297214,addressed_residential_building,bender_core,переулок Строителей,22,A,29.49334,46.79146,1.0,4.472,5.931,4.29,5.645,6.9487,9.172,6.949,2,3
n2459682654,n,2459682654,addressed_residential_building,parkany,улица Петра Николаева,20,A,29.50814,46.84444,1.0,4.473,6.635,4.345,6.435,5.043,7.69,6.812,2,3
w284982250,w,284982250,addressed_residential_building,parkany,улица Фрунзе,22,A,29.52289,46.8338,1.0,4.473,5.848,4.345,5.648,5.0427,6.903,6.812,2,3
w285190600,w,285190600,unaddressed_residential_building,parkany,улица Ворошилова,,A,29.52149,46.8322,0.5,4.473,5.83,4.344,5.63,5.0425,6.885,6.811,2,3
w318071341,w,318071341,unaddressed_residential_building,bender_core,улица Ивана Федько,,A,29.46726,46.8371,0.5,4.473,6.678,4.689,7.097,1.3212,2.155,5.831,2,3
w115331395,w,115331395,addressed_residential_building,bender_core,Индустриальная улица,97,A,29.49262,46.79007,1.0,4.474,5.986,4.292,5.7,6.9506,9.227,6.951,2,3
w115331493,w,115331493,addressed_residential_building,bender_core,Индустриальная улица,97а,A,29.49306,46.78947,1.0,4.474,6.02,4.292,5.733,6.9503,9.26,6.95,2,3
w284829104,w,284829104,addressed_residential_building,parkany,улица Сергея Лазо,30,A,29.51569,46.84132,1.0,4.474,5.826,4.346,5.627,5.0436,6.882,6.813,2,3
w318071337,w,318071337,unaddressed_residential_building,bender_core,Бельцкая улица,,A,29.46813,46.83763,0.5,4.474,6.586,4.691,7.005,1.3223,2.063,5.832,2,3
w318071342,w,318071342,unaddressed_residential_building,bender_core,улица Ивана Федько,,A,29.46746,46.83718,0.5,4.474,6.681,4.69,7.1,1.322,2.158,5.832,2,3
n2454871436,n,2454871436,addressed_residential_building,parkany,улица Котовского,48,A,29.51858,46.83046,1.0,4.475,5.693,4.346,5.493,5.0445,6.748,6.814,2,3
w161058108,w,161058108,addressed_residential_building,bender_core,Киевская улица,6,A,29.46235,46.81899,1.0,4.475,5.235,4.591,5.292,3.594,4.71,5.876,2,3
w302066949,w,302066949,addressed_residential_building,bender_core,Школьная улица,11,A,29.45887,46.81962,1.0,4.475,5.008,4.606,5.088,3.3561,4.123,5.892,2,3
w319366971,w,319366971,addressed_residential_building,bender_core,улица Калашникова,3,A,29.45666,46.81855,1.0,4.475,5.449,4.585,5.51,3.6714,4.852,5.871,2,3
w319403833,w,319403833,unaddressed_residential_building,parkany,Садовая улица,,A,29.50648,46.84441,0.5,4.475,6.621,4.347,6.422,5.0448,7.677,6.814,2,3
w353044305,w,353044305,unaddressed_residential_building,protyagailovka,Главная улица,,A,29.44946,46.81675,0.5,4.475,6.104,4.54,6.115,4.3941,6.305,5.825,2,3
w284639376,w,284639376,unaddressed_residential_building,parkany,Комсомольская улица,,A,29.5169,46.82887,0.5,4.476,5.698,4.348,5.498,5.0459,6.753,6.815,2,3
w304249114,w,304249114,unaddressed_residential_building,parkany,улица Сергея Лазо,,A,29.51313,46.84236,0.5,4.476,5.285,4.348,5.085,5.0461,6.34,6.815,2,3
w319403831,w,319403831,unaddressed_residential_building,parkany,Садовая улица,,A,29.50591,46.84429,0.5,4.476,6.623,4.347,6.423,5.0454,7.678,6.814,2,3
w352314106,w,352314106,addressed_residential_building,bender_core,улица Бориса Главана,42,A,29.45521,46.81785,1.0,4.476,5.367,4.577,5.422,3.8215,4.878,5.863,2,3
w405297224,w,405297224,addressed_residential_building,bender_core,переулок Строителей,23,A,29.49374,46.79153,1.0,4.476,5.94,4.293,5.653,6.9518,9.18,6.952,2,3
n2323152103,n,2323152103,addressed_residential_building,parkany,улица Чкалова,34,A,29.52496,46.8353,1.0,4.477,5.673,4.348,5.473,5.0463,6.728,6.815,2,3
n2323343682,n,2323343682,addressed_residential_building,parkany,Пионерская улица,103,A,29.51444,46.8252,1.0,4.477,5.815,4.349,5.615,5.0466,6.87,6.816,2,3
w352313738,w,352313738,addressed_residential_building,bender_core,улица Бориса Главана,19,A,29.45539,46.81758,1.0,4.477,5.37,4.579,5.425,3.8232,4.882,5.864,2,3
w461204229,w,461204229,unaddressed_residential_building,giska,улица Мира,,A,29.47332,46.78986,0.5,4.477,5.375,4.333,5.125,6.9916,8.652,6.992,2,3
w165439300,w,165439300,addressed_residential_building,bender_core,улица 40 лет Победы,10,A,29.4637,46.84763,1.0,4.478,6.62,4.637,6.86,1.3043,2.355,6.368,2,3
w284648700,w,284648700,unaddressed_residential_building,parkany,Пионерская улица,,A,29.51457,46.82495,0.5,4.478,5.818,4.35,5.618,5.0478,6.873,6.817,2,3
w285190903,w,285190903,unaddressed_residential_building,parkany,улица Ворошилова,,A,29.52048,46.83194,0.5,4.478,5.838,4.349,5.638,5.0474,6.893,6.816,2,3
w287023059,w,287023059,unaddressed_residential_building,parkany,улица Карла Маркса,,A,29.52132,46.83926,0.5,4.478,5.383,4.35,5.183,5.0477,6.438,6.817,2,3
w302067666,w,302067666,addressed_residential_building,bender_core,Железнодорожная улица,104,A,29.45718,46.81908,1.0,4.478,5.218,4.594,5.285,3.5975,4.54,5.88,2,3
w352151102,w,352151102,addressed_residential_building,bender_core,улица Зои Космодемьянской,26,A,29.46155,46.84665,1.0,4.478,6.439,4.637,6.678,1.304,2.173,6.368,2,3
w353975792,w,353975792,unaddressed_residential_building,protyagailovka,Главная улица,,A,29.4491,46.81655,0.5,4.478,6.113,4.543,6.123,4.3973,6.313,5.829,2,3
w402951445,w,402951445,unaddressed_residential_building,bender_lipcani,улица Кутузова,,A,29.48237,46.85303,0.5,4.478,6.896,4.546,7.017,2.2413,3.788,7.283,2,3
w284639361,w,284639361,unaddressed_residential_building,parkany,Комсомольская улица,,A,29.51745,46.82898,0.5,4.479,5.701,4.351,5.502,5.0489,6.757,6.818,2,3
w287023049,w,287023049,unaddressed_residential_building,parkany,улица Карла Маркса,,A,29.52137,46.83893,0.5,4.479,5.34,4.35,5.14,5.0482,6.395,6.817,2,3
w295545653,w,295545653,unaddressed_residential_building,parkany,улица Ленина,,A,29.51396,46.82485,0.5,4.479,5.715,4.35,5.515,5.0482,6.77,6.817,2,3
w318058436,w,318058436,addressed_residential_building,bender_core,улица Ивана Федько,28,A,29.46817,46.83744,1.0,4.479,6.693,4.695,7.112,1.327,2.17,5.837,2,3
n2459596504,n,2459596504,addressed_residential_building,parkany,Садовая улица,103,A,29.50604,46.84437,1.0,4.48,6.633,4.352,6.433,5.0497,7.688,6.819,2,3
w284639383,w,284639383,unaddressed_residential_building,parkany,Комсомольская улица,,A,29.51792,46.82909,0.5,4.48,5.703,4.352,5.503,5.0501,6.758,6.819,2,3
w284648702,w,284648702,unaddressed_residential_building,parkany,улица Ленина,,A,29.51453,46.82485,0.5,4.48,5.716,4.352,5.517,5.05,6.772,6.819,2,3
w315717112,w,315717112,unaddressed_residential_building,bender_core,Кицканская улица,,A,29.49546,46.79387,0.5,4.48,5.871,4.298,5.585,6.9563,9.112,6.956,2,3
w319139341,w,319139341,addressed_residential_building,bender_core,Бельцкая улица,17,A,29.46817,46.83804,1.0,4.48,6.593,4.696,7.012,1.3275,2.07,5.837,2,3
w284829099,w,284829099,unaddressed_residential_building,parkany,улица Сергея Лазо,,A,29.51512,46.84125,0.5,4.481,5.843,4.352,5.643,5.0503,6.898,6.819,2,3
w294930190,w,294930190,unaddressed_residential_building,parkany,улица Энгельса,,A,29.51803,46.84043,0.5,4.481,5.663,4.353,5.463,5.0505,6.718,6.819,2,3
w318134395,w,318134395,unaddressed_residential_building,parkany,улица Петра Николаева,,A,29.50773,46.84438,0.5,4.481,6.653,4.352,6.453,5.0503,7.708,6.819,2,3
w353044304,w,353044304,unaddressed_residential_building,protyagailovka,Главная улица,,A,29.44939,46.81678,0.5,4.481,6.119,4.546,6.13,4.4004,6.32,5.832,2,3
w353610696,w,353610696,unaddressed_residential_building,giska,улица Мира,,A,29.47256,46.79036,0.5,4.481,5.013,4.337,4.763,6.9953,8.29,6.995,2,3
n2453733111,n,2453733111,addressed_residential_building,parkany,улица Ворошилова,39,A,29.52142,46.8321,1.0,4.482,5.846,4.354,5.647,5.0521,6.902,6.821,2,3
n2458498648,n,2458498648,addressed_residential_building,parkany,улица Энгельса,7,A,29.51762,46.84035,1.0,4.482,5.665,4.353,5.465,5.0513,6.72,6.82,2,3
w284982259,w,284982259,addressed_residential_building,parkany,улица Фрунзе,19,A,29.52355,46.83387,1.0,4.482,5.868,4.353,5.668,5.0515,6.923,6.821,2,3
w318563451,w,318563451,unaddressed_residential_building,bender_core,Севастопольская улица,,A,29.46129,46.82059,0.5,4.482,4.773,4.629,4.863,3.1236,3.717,5.914,2,3
w352153734,w,352153734,addressed_residential_building,bender_core,Хотинская улица,73,A,29.46178,46.84124,1.0,4.482,6.461,4.681,6.855,1.3128,1.913,6.115,2,3
n2323343683,n,2323343683,addressed_residential_building,parkany,улица Ленина,105,A,29.51449,46.82482,1.0,4.483,5.721,4.355,5.522,5.0528,6.777,6.822,2,3
