address_id,address_release_version,territory,district,street,house_number,destination_lat,destination_lon,router_status,router_distance_km,router_duration_min,straight_line_km,detour_factor,snapped_origin_lat,snapped_origin_lon,origin_snap_distance_m,snapped_destination_lat,snapped_destination_lon,destination_snap_distance_m,router_main_streets,route_node_count,route_first_nodes,route_last_nodes,terminal_node_signature,corridor_signature,bridge_or_rail,uturn,route_geometry_hash,probable_anomaly,anomaly_severity,owner_review_required
w295401082,1.1.0,Бендеры,,Садовый переулок,15,46.81327,29.48681,ROUTABLE,1.5471,2.600,1.2126,1.276,46.8241540,29.4833040,33.23,46.8133820,29.4866550,17.17,улица Сергея Лазо; улица Суворова; Московская улица; Садовая улица; Садовый переулок,29,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,514211079;514211046;1017949390;514211048;4580202579;514211050;1017948971;1303505931,1fbb1bead21a382d355e,2b22b7b7e92666255f53,NONE_OBSERVED,NO,3ab3b370e09938ab7237cab3340f830a4fe40fd4a384352cedfa4a679fd03d76,NONE,NONE,False
w295401083,1.1.0,Бендеры,,Первомайская улица,99а,46.81279,29.48683,ROUTABLE,1.6265,2.477,1.2649,1.286,46.8241540,29.4833040,33.23,46.8126480,29.4868280,15.79,улица Сергея Лазо; улица Суворова; Московская улица; Садовая улица; Первомайская улица,33,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,4580202579;514211050;1017948930;514211054;514211016;1017949328;1017949120;1017949352,1dd84ba37f151fd66245,e901197b6742fb42dc7c,NONE_OBSERVED,NO,951a067b7ec4bbca04a4c6b76d338187f78872413e3dd119e2ac66819dfb06a1,NONE,NONE,False
w295401085,1.1.0,Бендеры,,Первомайский переулок,11,46.81486,29.49278,ROUTABLE,1.5671,2.755,1.2430,1.261,46.8241540,29.4833040,33.23,46.8148640,29.4921750,46.17,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко; улица Кавриаго; Первомайский переулок,35,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,2317760172;514211155;1017949085;6811971795;514211157;1017949442;1017949046;1017949294,0764774adb05bc194219,d342336fd28d6579856e,NONE_OBSERVED,NO,271d85fce09086e89607c8bb3a2ab220d94ab1721a86dd4516523ec54a4d84ff,DESTINATION_SNAP_GT30M;ROUTE_STREET_LOOP,MEDIUM,True
w295401086,1.1.0,Бендеры,,улица Кавриаго,46,46.81547,29.48991,ROUTABLE,1.3223,2.137,1.0680,1.238,46.8241540,29.4833040,33.23,46.8155840,29.4899190,12.69,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко; улица Кавриаго,33,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,3244625696;514211170;2317760172;514211155;1017949085;6811971795;514211157;1017949442,677093e7cb36cddbbda8,d342336fd28d6579856e,NONE_OBSERVED,NO,3a375f7f99c78bf6ef9f1efe6afb4ddc042b0a35fe5fc440487a6866c9ee7090,ROUTE_STREET_LOOP,MEDIUM,True
w295401088,1.1.0,Бендеры,,улица Кавриаго,48,46.81543,29.49056,ROUTABLE,1.3721,2.255,1.0966,1.251,46.8241540,29.4833040,33.23,46.8155590,29.4905710,14.37,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко; улица Кавриаго,33,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,3244625696;514211170;2317760172;514211155;1017949085;6811971795;514211157;1017949442,677093e7cb36cddbbda8,d342336fd28d6579856e,NONE_OBSERVED,NO,3c05cbfc88178a1dc1ae94767c2f37a4bbe81936c0fd433090bcb2dbeb4d555c,ROUTE_STREET_LOOP,MEDIUM,True
w295401089,1.1.0,Бендеры,,улица Кавриаго,50,46.81542,29.49107,ROUTABLE,1.4110,2.350,1.1180,1.262,46.8241540,29.4833040,33.23,46.8155390,29.4910800,13.25,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко; улица Кавриаго,33,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,3244625696;514211170;2317760172;514211155;1017949085;6811971795;514211157;1017949442,677093e7cb36cddbbda8,d342336fd28d6579856e,NONE_OBSERVED,NO,45940be48c5b142495f6246d7c23fe21ad21aee13509e9362b580825e8fb8cce,ROUTE_STREET_LOOP,MEDIUM,True
w295401090,1.1.0,Бендеры,,улица Кавриаго,135,46.81535,29.4899,ROUTABLE,1.3223,2.137,1.0794,1.225,46.8241540,29.4833040,33.23,46.8155840,29.4899190,26.05,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко; улица Кавриаго,33,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,3244625696;514211170;2317760172;514211155;1017949085;6811971795;514211157;1017949442,677093e7cb36cddbbda8,d342336fd28d6579856e,NONE_OBSERVED,NO,3a375f7f99c78bf6ef9f1efe6afb4ddc042b0a35fe5fc440487a6866c9ee7090,ROUTE_STREET_LOOP,MEDIUM,True
w295401091,1.1.0,Бендеры,,улица Ткаченко,137,46.81526,29.48985,ROUTABLE,1.3295,2.025,1.0864,1.224,46.8241540,29.4833040,33.23,46.8152660,29.4895150,25.57,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко,33,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,3244625696;514211170;2317760172;514211155;1017949085;6811971795;514211157;6811971797,fe268501d7999745f4e9,d342336fd28d6579856e,NONE_OBSERVED,NO,c16852be705d20a5fb8fc2e2213d71c6a25d606cc2c84f05c548ad85be253b58,ROUTE_STREET_LOOP,MEDIUM,True
w295401092,1.1.0,Бендеры,,улица Ткаченко,139,46.81513,29.48983,ROUTABLE,1.3440,2.043,1.0984,1.224,46.8241540,29.4833040,33.23,46.8151360,29.4895100,24.43,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко,33,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,3244625696;514211170;2317760172;514211155;1017949085;6811971795;514211157;6811971797,fe268501d7999745f4e9,d342336fd28d6579856e,NONE_OBSERVED,NO,97d9af78629712b5fbf710599582cc4ad37c876a4198c871fea38528a9066b75,ROUTE_STREET_LOOP,MEDIUM,True
w295401096,1.1.0,Бендеры,,улица Шевченко,28,46.81519,29.49104,ROUTABLE,1.4633,2.508,1.1384,1.285,46.8241540,29.4833040,33.23,46.8151860,29.4912470,15.80,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко; улица Кавриаго; улица Шевченко,34,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,514211170;2317760172;514211155;1017949085;6811971795;514211157;1017949442;1017948916,7b1e4bebf623787d050c,d342336fd28d6579856e,NONE_OBSERVED,NO,7167ae13bdf9c3ef36e8664a4b9e813a98855c8bc91a70ce6d8a62989fc38b6e,ROUTE_STREET_LOOP,MEDIUM,True
w295401097,1.1.0,Бендеры,,улица Шевченко,28а,46.81506,29.49106,ROUTABLE,1.4778,2.543,1.1515,1.283,46.8241540,29.4833040,33.23,46.8150560,29.4912410,13.82,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко; улица Кавриаго; улица Шевченко,34,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,514211170;2317760172;514211155;1017949085;6811971795;514211157;1017949442;1017948916,7b1e4bebf623787d050c,d342336fd28d6579856e,NONE_OBSERVED,NO,4ed179adfc309c79ccc5bd2be1f72343226d65ed15f34c6a087896c34ed7a3d0,ROUTE_STREET_LOOP,MEDIUM,True
w295401098,1.1.0,Бендеры,,улица Шевченко,30,46.81489,29.49103,ROUTABLE,1.4967,2.588,1.1665,1.283,46.8241540,29.4833040,33.23,46.8148860,29.4912340,15.57,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко; улица Кавриаго; улица Шевченко,34,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,514211170;2317760172;514211155;1017949085;6811971795;514211157;1017949442;1017948916,7b1e4bebf623787d050c,d342336fd28d6579856e,NONE_OBSERVED,NO,aeeeca61f871cd9863c5e6139cccb312e12c51662b247da0aae570ddc54c8364,ROUTE_STREET_LOOP,MEDIUM,True
w295401099,1.1.0,Бендеры,,улица Шевченко,32,46.81473,29.49099,ROUTABLE,1.5146,2.632,1.1802,1.283,46.8241540,29.4833040,33.23,46.8147250,29.4912270,18.09,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко; улица Кавриаго; улица Шевченко,34,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,514211170;2317760172;514211155;1017949085;6811971795;514211157;1017949442;1017948916,7b1e4bebf623787d050c,d342336fd28d6579856e,NONE_OBSERVED,NO,a6b402d0951d3cb36e56bad03f0532ed7d97768b3fec63d211f2349eba46ad0d,ROUTE_STREET_LOOP,MEDIUM,True
w295401100,1.1.0,Бендеры,,улица Шевченко,34,46.81459,29.49104,ROUTABLE,1.5301,2.668,1.1956,1.280,46.8241540,29.4833040,33.23,46.8145860,29.4912220,13.89,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко; улица Кавриаго; улица Шевченко,34,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,514211170;2317760172;514211155;1017949085;6811971795;514211157;1017949442;1017948916,7b1e4bebf623787d050c,d342336fd28d6579856e,NONE_OBSERVED,NO,d66fc173c586fc1d6b70c6b0be506fa50d414290bcd1c763b3012489e9c89f9c,ROUTE_STREET_LOOP,MEDIUM,True
w295401101,1.1.0,Бендеры,,улица Шевченко,36,46.81446,29.49105,ROUTABLE,1.5444,2.703,1.2084,1.278,46.8241540,29.4833040,33.23,46.8144570,29.4912160,12.67,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко; улица Кавриаго; улица Шевченко,34,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,514211170;2317760172;514211155;1017949085;6811971795;514211157;1017949442;1017948916,7b1e4bebf623787d050c,d342336fd28d6579856e,NONE_OBSERVED,NO,9d24d9201a88e5bb325f37ad3996eff7d6a59f053a3dca387ca731d4077c0178,ROUTE_STREET_LOOP,MEDIUM,True
w295401102,1.1.0,Бендеры,,улица Шевченко,38,46.81432,29.49095,ROUTABLE,1.5602,2.740,1.2182,1.281,46.8241540,29.4833040,33.23,46.8143150,29.4912100,19.85,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко; улица Кавриаго; улица Шевченко,34,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,514211170;2317760172;514211155;1017949085;6811971795;514211157;1017949442;1017948916,7b1e4bebf623787d050c,d342336fd28d6579856e,NONE_OBSERVED,NO,d8898922829464d9532d8fbb0a24aec60e0d38f5acdbe6741fe6c4a70f756448,ROUTE_STREET_LOOP,MEDIUM,True
w295401103,1.1.0,Бендеры,,улица Ткаченко,141,46.81498,29.4898,ROUTABLE,1.3607,2.065,1.1122,1.223,46.8241540,29.4833040,33.23,46.8149860,29.4895040,22.60,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко,33,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,3244625696;514211170;2317760172;514211155;1017949085;6811971795;514211157;6811971797,fe268501d7999745f4e9,d342336fd28d6579856e,NONE_OBSERVED,NO,02da6498e65107ecc5db9ae2a024d5219192e47ffbecb6215794e0aa516d13a5,ROUTE_STREET_LOOP,MEDIUM,True
w295401104,1.1.0,Бендеры,,улица Ткаченко,143,46.81485,29.48986,ROUTABLE,1.3750,2.083,1.1271,1.220,46.8241540,29.4833040,33.23,46.8148570,29.4894990,27.56,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко,33,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,3244625696;514211170;2317760172;514211155;1017949085;6811971795;514211157;6811971797,fe268501d7999745f4e9,d342336fd28d6579856e,NONE_OBSERVED,NO,878db62e2efcf208e460443e3bccd62f5d1489c3ec021806fd278b2e6a072c28,ROUTE_STREET_LOOP,MEDIUM,True
w295401106,1.1.0,Бендеры,,улица Ткаченко,145,46.81473,29.48979,ROUTABLE,1.3885,2.100,1.1367,1.222,46.8241540,29.4833040,33.23,46.8147360,29.4894940,22.60,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко,33,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,3244625696;514211170;2317760172;514211155;1017949085;6811971795;514211157;6811971797,fe268501d7999745f4e9,d342336fd28d6579856e,NONE_OBSERVED,NO,a73c8976214a8ca6bc96d4be97b12155c12ed0d4c87909f9e3ddc65bf253b319,ROUTE_STREET_LOOP,MEDIUM,True
w295421401,1.1.0,Бендеры,,улица Ткаченко,147,46.81464,29.48981,ROUTABLE,1.3985,2.112,1.1463,1.220,46.8241540,29.4833040,33.23,46.8146460,29.4894900,24.43,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко,33,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,3244625696;514211170;2317760172;514211155;1017949085;6811971795;514211157;6811971797,fe268501d7999745f4e9,d342336fd28d6579856e,NONE_OBSERVED,NO,be4e1e4190a82a803fed26fcae51838ba786aff923f5565f9859d97cb625a6b3,ROUTE_STREET_LOOP,MEDIUM,True
w295421404,1.1.0,Бендеры,,улица Ткаченко,149,46.81451,29.48981,ROUTABLE,1.4128,2.130,1.1593,1.219,46.8241540,29.4833040,33.23,46.8145170,29.4894840,24.89,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко,34,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,514211170;2317760172;514211155;1017949085;6811971795;514211157;6811971797;6811971796,fe268501d7999745f4e9,d342336fd28d6579856e,NONE_OBSERVED,NO,39c5c7ffee70b518c26600bb095e019c009891e3fbeda1ae6508475dbe69c7fc,ROUTE_STREET_LOOP,MEDIUM,True
w295421406,1.1.0,Бендеры,,улица Ткаченко,151,46.81436,29.48982,ROUTABLE,1.4294,2.150,1.1746,1.217,46.8241540,29.4833040,33.23,46.8143680,29.4894770,26.19,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко,34,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,514211170;2317760172;514211155;1017949085;6811971795;514211157;6811971797;6811971796,fe268501d7999745f4e9,d342336fd28d6579856e,NONE_OBSERVED,NO,ffd9de13a5ffa4f18188a3afd98f60bbe4c68bdcf5d87a65db2fe1cec8501a51,ROUTE_STREET_LOOP,MEDIUM,True
w295421407,1.1.0,Бендеры,,улица Ткаченко,153,46.81424,29.48981,ROUTABLE,1.4427,2.168,1.1863,1.216,46.8241540,29.4833040,33.23,46.8142480,29.4894710,25.88,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко,34,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,514211170;2317760172;514211155;1017949085;6811971795;514211157;6811971797;6811971796,fe268501d7999745f4e9,d342336fd28d6579856e,NONE_OBSERVED,NO,14c89090ff561c511f41424a9dd76d8f9eed38a1c57942a3ea52afa28927a55d,ROUTE_STREET_LOOP,MEDIUM,True
w295421408,1.1.0,Бендеры,,улица Ткаченко,155,46.81412,29.4898,ROUTABLE,1.4561,2.185,1.1981,1.215,46.8241540,29.4833040,33.23,46.8141280,29.4894650,25.58,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко,34,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,514211170;2317760172;514211155;1017949085;6811971795;514211157;6811971797;6811971796,fe268501d7999745f4e9,d342336fd28d6579856e,NONE_OBSERVED,NO,e018b9dceb8200d73633f88a414c60acac80499dc18c4872f57622e75406aaad,ROUTE_STREET_LOOP,MEDIUM,True
w295421409,1.1.0,Бендеры,,улица Ткаченко,157,46.81399,29.48976,ROUTABLE,1.4707,2.203,1.2099,1.216,46.8241540,29.4833040,33.23,46.8139970,29.4894590,22.98,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко,34,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,514211170;2317760172;514211155;1017949085;6811971795;514211157;6811971797;6811971796,fe268501d7999745f4e9,d342336fd28d6579856e,NONE_OBSERVED,NO,13c4d8d6459b152243f15e8daabfda9199d23d3c8433244f76b2e9a608be891f,ROUTE_STREET_LOOP,MEDIUM,True
w295421412,1.1.0,Бендеры,,улица Ткаченко,159,46.81388,29.48975,ROUTABLE,1.4829,2.218,1.2207,1.215,46.8241540,29.4833040,33.23,46.8138870,29.4894540,22.60,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко,34,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,514211170;2317760172;514211155;1017949085;6811971795;514211157;6811971797;6811971796,fe268501d7999745f4e9,d342336fd28d6579856e,NONE_OBSERVED,NO,458f10e29b968aef6a128d4761d41351b83e745674fd02f5e8eeb57ee6b262c1,ROUTE_STREET_LOOP,MEDIUM,True
w295421413,1.1.0,Бендеры,,улица Ткаченко,161,46.81376,29.4897,ROUTABLE,1.4954,2.233,1.2313,1.214,46.8241540,29.4833040,33.23,46.8137750,29.4894440,19.60,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко,35,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,2317760172;514211155;1017949085;6811971795;514211157;6811971797;6811971796;6811971798,fe268501d7999745f4e9,d342336fd28d6579856e,NONE_OBSERVED,NO,aaf8d63986519aafced8e0004fe519452d195d3edab44a97ecf6b7c80a45f47d,ROUTE_STREET_LOOP,MEDIUM,True
w295421416,1.1.0,Бендеры,,улица Ткаченко,163,46.81362,29.48968,ROUTABLE,1.5111,2.253,1.2450,1.214,46.8241540,29.4833040,33.23,46.8136340,29.4894270,19.37,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко,35,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,2317760172;514211155;1017949085;6811971795;514211157;6811971797;6811971796;6811971798,fe268501d7999745f4e9,d342336fd28d6579856e,NONE_OBSERVED,NO,4480000d7b7bdb8876aeb4760ea8b00c008eef7b11da9f699a0d6f36845905dd,ROUTE_STREET_LOOP,MEDIUM,True
w295421419,1.1.0,Бендеры,,улица Ткаченко,165,46.81339,29.48967,ROUTABLE,1.5372,2.285,1.2682,1.212,46.8241540,29.4833040,33.23,46.8134000,29.4894020,20.48,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко,36,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,514211155;1017949085;6811971795;514211157;6811971797;6811971796;6811971798;514211160,fe268501d7999745f4e9,d342336fd28d6579856e,NONE_OBSERVED,NO,8e4a28292dc4f6b8722c0071ce2be328723b8a42068db9d1154155c2e8be496a,ROUTE_STREET_LOOP,MEDIUM,True
w295421420,1.1.0,Бендеры,,улица Ткаченко,167,46.81323,29.48965,ROUTABLE,1.5551,2.307,1.2840,1.211,46.8241540,29.4833040,33.23,46.8132390,29.4893900,19.86,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко,36,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,514211155;1017949085;6811971795;514211157;6811971797;6811971796;6811971798;514211160,fe268501d7999745f4e9,d342336fd28d6579856e,NONE_OBSERVED,NO,b057c0060218edb038edfa57490ac1a7f81ef285610bb45007eea9195fa3689b,ROUTE_STREET_LOOP,MEDIUM,True
w295421423,1.1.0,Бендеры,,Первомайский переулок,28,46.81389,29.49049,ROUTABLE,1.6639,3.223,1.2440,1.338,46.8241540,29.4833040,33.23,46.8136390,29.4907060,32.41,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко; улица Кавриаго; улица Шевченко; Первомайский переулок,39,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,514211157;1017949442;1017948916;5000630778;1017949334;1017949202;1017949214;4410450057,ab8bab9434d479088ea9,d342336fd28d6579856e,NONE_OBSERVED,NO,27b8c51dae1a168dd9e609c693d8a502c3ce74f9a8c39eb6f35f8d4757a4f808,DESTINATION_SNAP_GT30M;ROUTE_STREET_LOOP,MEDIUM,True
w295421425,1.1.0,Бендеры,,Первомайский переулок,30,46.81375,29.49036,ROUTABLE,1.6753,3.292,1.2536,1.336,46.8241540,29.4833040,33.23,46.8135820,29.4905830,25.27,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко; улица Кавриаго; улица Шевченко; Первомайский переулок,40,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,1017949442;1017948916;5000630778;1017949334;1017949202;1017949214;4410450057;1017948883,ab8bab9434d479088ea9,d342336fd28d6579856e,NONE_OBSERVED,NO,a7e255e24e6a6e098e25d397a27c84eb1a75d7fbe71adbfce1cbf796392b560b,ROUTE_STREET_LOOP,MEDIUM,True
w295421427,1.1.0,Бендеры,,Первомайский переулок,26,46.81398,29.49062,ROUTABLE,1.6503,3.142,1.2396,1.331,46.8241540,29.4833040,33.23,46.8137010,29.4908600,36.02,улица Сергея Лазо; улица Суворова; улица Ленина; улица Шестакова; улица Ленина; улица Ткаченко; улица Кавриаго; улица Шевченко; Первомайский переулок,39,2586302559;2586302556;4847191806;3304928321;514211120;6015468032;2586302542;2586302545,514211157;1017949442;1017948916;5000630778;1017949334;1017949202;1017949214;4410450057,ab8bab9434d479088ea9,d342336fd28d6579856e,NONE_OBSERVED,NO,05d72035d93143747f9a963b285197c002c7d23228c6a5861c5a17f686d61f92,DESTINATION_SNAP_GT30M;ROUTE_STREET_LOOP,MEDIUM,True
