address_id,street,house_number,router_distance_km,nearest_threshold_km,distance_to_threshold_m,provisional_zone,neighbor_zone_discontinuity,snap_risk,manual_review_required,reason
n2459721962,улица Петра Николаева,83,5.5339,5.577,43.1,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459721964,улица Петра Николаева,85,5.5532,5.577,23.8,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459721967,улица Петра Николаева,87,5.9376,5.577,360.6,Zone 4,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
n2459760159,улица Чехова,3,4.0352,4.076,40.8,Zone 2,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459760160,улица Чехова,5,4.0256,4.076,50.4,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459760162,улица Чехова,1а,4.0224,4.076,53.6,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459760165,улица Чехова,7,4.0424,4.076,33.6,Zone 2,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459760167,улица Чехова,9,4.0599,4.076,16.1,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459760168,улица Чехова,11,4.0795,4.076,3.5,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459760169,улица Чехова,13,4.1008,4.076,24.8,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459760235,улица Кирова,47,5.4169,5.577,160.1,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459760236,улица Кирова,49,5.4447,5.577,132.3,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459760237,улица Кирова,51,5.4757,5.577,101.3,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459760238,улица Кирова,53,5.5030,5.577,74.0,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459760239,улица Кирова,55,5.5290,5.577,48.0,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459760240,улица Кирова,57,5.5523,5.577,24.7,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459760241,улица Кирова,59,5.8636,5.577,286.6,Zone 4,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
n2459760242,улица Кирова,61,5.8376,5.577,260.6,Zone 4,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
n2459760250,улица Романенко,13,5.1937,5.577,383.3,Zone 3,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
n2459760251,улица Романенко,15,5.6219,5.577,44.9,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459760252,улица Романенко,17,5.6054,5.577,28.4,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459760253,улица Романенко,19,5.5869,5.577,9.9,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459760254,улица Романенко,21,5.5679,5.577,9.1,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459760255,улица Романенко,23,5.5467,5.577,30.3,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459760256,улица Романенко,27,5.5000,5.577,77.0,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459760257,улица Романенко,25,5.5225,5.577,54.5,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459760263,улица Романенко,14,5.1822,5.577,394.8,Zone 3,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
n2459760264,улица Романенко,16,5.6282,5.577,51.2,Zone 4,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459760265,улица Романенко,18,5.5889,5.577,11.9,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459760266,улица Романенко,20,5.5662,5.577,10.8,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459760267,улица Романенко,22,5.5442,5.577,32.8,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459760268,улица Романенко,24,5.5137,5.577,63.3,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459780615,улица Романенко,33,5.5758,5.577,1.2,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459780616,улица Романенко,35,5.5951,5.577,18.1,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459780617,улица Романенко,35а,5.6107,5.577,33.7,Zone 4,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459780618,улица Романенко,37,5.6307,5.577,53.7,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459780619,улица Романенко,39,5.6520,5.577,75.0,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459780620,улица Романенко,41,5.6720,5.577,95.0,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459780621,улица Романенко,43,5.6916,5.577,114.6,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459780622,улица Романенко,45,5.7139,5.577,136.9,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459780623,улица Романенко,47,5.7346,5.577,157.6,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2460033750,улица Романенко,56,5.7358,5.577,158.8,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2460033751,улица Романенко,54,5.7217,5.577,144.7,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2460033752,улица Романенко,52,5.7016,5.577,124.6,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2460033753,улица Романенко,50а,5.6827,5.577,105.7,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2460033754,улица Романенко,50,5.6625,5.577,85.5,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460033755,улица Романенко,48,5.6436,5.577,66.6,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460033756,улица Романенко,46,5.6182,5.577,41.2,Zone 4,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460033757,улица Романенко,44,5.6012,5.577,24.2,Zone 4,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460033758,улица Романенко,42,5.5810,5.577,4.0,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2460033759,улица Романенко,40,5.5633,5.577,13.7,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2460033760,улица Романенко,34,5.5094,5.577,67.6,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460033761,улица Романенко,32,5.4917,5.577,85.3,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460033762,улица Романенко,38,5.5446,5.577,32.4,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2460033763,улица Романенко,36,5.5261,5.577,50.9,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460033764,улица Романенко,30,5.4734,5.577,103.6,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2460293599,улица Русакова,4,5.7126,5.577,135.6,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2460293600,улица Русакова,6,5.6969,5.577,119.9,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2460293601,улица Русакова,8,5.6799,5.577,102.9,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2460293602,улица Русакова,10,5.6597,5.577,82.7,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460293603,улица Русакова,12,5.6414,5.577,64.4,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460293604,улица Русакова,14,5.6213,5.577,44.3,Zone 4,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460293605,улица Русакова,18,5.5994,5.577,22.4,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2460293606,улица Русакова,20,5.5767,5.577,0.3,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2460293607,улица Русакова,22,5.5574,5.577,19.6,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2460293608,улица Русакова,24,5.5374,5.577,39.6,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460293609,улица Русакова,26,5.5126,5.577,64.4,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460293610,улица Русакова,28,5.4884,5.577,88.6,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460293611,улица Русакова,30,5.4669,5.577,110.1,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2460293612,улица Русакова,32,5.4476,5.577,129.4,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2460293613,улица Русакова,34,5.4341,5.577,142.9,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2460293614,улица Русакова,3,5.6993,5.577,122.3,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2460293615,улица Русакова,5,5.6731,5.577,96.1,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460293616,улица Русакова,9,5.6478,5.577,70.8,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460293617,улица Русакова,11,5.6241,5.577,47.1,Zone 4,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460293618,улица Русакова,13,5.6006,5.577,23.6,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2460293619,улица Русакова,15,5.5811,5.577,4.1,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2460293620,улица Русакова,17,5.5608,5.577,16.2,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2460293621,улица Русакова,19,5.5401,5.577,36.9,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2460293622,улица Русакова,21,5.5176,5.577,59.4,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460300196,улица Русакова,27,5.4342,5.577,142.8,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2460300197,улица Русакова,29,5.4549,5.577,122.1,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2460300198,улица Русакова,31,5.4772,5.577,99.8,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460300199,улица Русакова,33,5.4951,5.577,81.9,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460690882,улица Русакова,35,5.5099,5.577,67.1,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460690883,улица Русакова,37,5.5301,5.577,46.9,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460690884,улица Русакова,39,5.5468,5.577,30.2,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2460690885,улица Русакова,41,5.5636,5.577,13.4,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2460690887,улица Русакова,43,5.5814,5.577,4.4,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2460690890,улица Русакова,45,5.5993,5.577,22.3,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2460690904,улица Русакова,38,5.4210,5.577,156.0,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2460690905,улица Русакова,40,5.4345,5.577,142.5,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2460690909,улица Русакова,42,5.4492,5.577,127.8,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2460690912,улица Русакова,44,5.4636,5.577,113.4,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2460690915,улица Русакова,46,5.4769,5.577,100.1,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2460690918,улица Русакова,48,5.4908,5.577,86.2,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460690921,улица Русакова,50,5.5059,5.577,71.1,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460690922,улица Русакова,52,5.5215,5.577,55.5,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460690923,улица Русакова,54,5.5393,5.577,37.7,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460690924,улица Русакова,56,5.5539,5.577,23.1,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2460690925,улица Русакова,58,5.5685,5.577,8.5,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2460690926,улица Русакова,60,5.5841,5.577,7.1,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2460690927,улица Русакова,62,5.6019,5.577,24.9,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2460744688,улица Ковалёва,2,5.7411,5.577,164.1,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2460744742,улица Гоголя,36,3.9605,4.076,115.5,Zone 2,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2460744743,улица Гоголя,38,3.9839,4.076,92.1,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460744744,улица Гоголя,40,4.0073,4.076,68.7,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460744745,улица Гоголя,42,4.0212,4.076,54.8,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460744747,улица Гоголя,46,4.0689,4.076,7.1,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2460744748,улица Гоголя,48,4.0875,4.076,11.5,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2460744749,улица Гоголя,50,4.1041,4.076,28.1,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2460744750,улица Гоголя,52,4.1244,4.076,48.4,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460744751,улица Гоголя,56,4.1526,4.076,76.6,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2460744752,улица Гоголя,58,4.1730,4.076,97.0,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n3464331849,улица Карла Маркса,25a,4.1045,4.076,28.5,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n4397874166,улица Лермонтова,24,5.5267,5.577,50.3,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n4905411595,улица Мира,51,6.1384,5.577,561.4,Zone 4,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
n4919312077,2-й Братский переулок,6 Б,3.9873,4.076,88.7,Zone 2,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n5172818456,Кишинёвская улица,34/2,6.9046,5.577,1327.6,Zone 4,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
n5411906006,переулок Лермонтова,25,5.4418,5.577,135.2,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n5653832210,улица Котовского,35,4.1438,4.076,67.8,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n5653833601,улица Сергея Лазо,18,3.9659,4.076,110.1,Zone 2,True,False,True,WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n5653833602,улица Сергея Лазо,22,4.0234,4.076,52.6,Zone 2,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n5653833905,улица Сергея Лазо,20,3.9880,4.076,88.0,Zone 2,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n5653834962,улица Котовского,27,4.0594,4.076,16.6,Zone 2,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n5682775200,Братская улица,12/1,4.1794,4.076,103.4,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n5708918557,2-й переулок Петровского,15,4.1145,4.076,38.5,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n6861250966,улица Димитрова,4,4.0065,4.076,69.5,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n6861292342,улица Димитрова,5,3.9916,4.076,84.4,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n7082734511,переулок Баумана,2/6,2.3820,2.424,42.0,Zone 1,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n7082742762,улица Некрасова,2/2,2.3557,2.424,68.3,Zone 1,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n7923584705,улица Гоголя,62,4.1885,4.076,112.5,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n9170522018,Железнодорожная улица,17,5.5758,5.577,1.2,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w103643502,улица Мацнева,74,5.7916,5.577,214.6,Zone 4,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
w103643508,Ленинградская улица,72,5.1760,5.577,401.0,Zone 3,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
w103643510,Ленинградская улица,70,5.1854,5.577,391.6,Zone 3,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
w103771201,улица 40 лет Победы,46,5.4404,5.577,136.6,Zone 3,True,False,True,WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w103771202,улица 40 лет Победы,44,5.4623,5.577,114.7,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
w115331341,улица Тамары Кручок,35,2.4821,2.424,58.1,Zone 2,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w115331390,улица Строителей,91,3.9720,4.076,104.0,Zone 2,True,False,True,WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w115331393,улица Строителей,93,4.0415,4.076,34.5,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w115331398,улица Тамары Кручок,27,2.3905,2.424,33.5,Zone 1,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w115331407,3-й Индустриальный переулок,95,4.1114,4.076,35.4,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w115331427,улица Тамары Кручок,17,2.3403,2.424,83.7,Zone 1,False,False,True,WITHIN_100M_OF_THRESHOLD
w115331428,улица Тамары Кручок,31,2.3601,2.424,63.9,Zone 1,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w115331430,улица Тамары Кручок,33,2.3869,2.424,37.1,Zone 1,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w115331442,Индустриальная улица,101а,4.1542,4.076,78.2,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w115331469,улица Тамары Кручок,37,2.4964,2.424,72.4,Zone 2,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w115331495,улица Тамары Кручок,29,2.3915,2.424,32.5,Zone 1,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
w115331509,Индустриальная улица,16а,4.3152,4.076,239.2,Zone 3,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
w115331513,улица Тимирязева,3,5.4207,5.577,156.3,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
w116073008,улица Зои Космодемьянской,8-Б,4.0216,4.076,54.4,Zone 2,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w165439283,улица Мацнева,54,5.4574,5.577,119.6,Zone 3,True,False,True,WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
w165439302,улица 40 лет Победы,36,5.4658,5.577,111.2,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
w165763737,улица Петровского,7,4.0014,4.076,74.6,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
