address_id,street,house_number,router_distance_km,nearest_threshold_km,distance_to_threshold_m,provisional_zone,neighbor_zone_discontinuity,snap_risk,manual_review_required,reason
n2458675465,улица Карла Маркса,154,5.7375,5.577,160.5,Zone 4,True,False,True,WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2458675466,улица Карла Маркса,152,5.4415,5.577,135.5,Zone 3,True,False,True,WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2458675467,улица Карла Маркса,150,5.4221,5.577,154.9,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2458684403,улица Карла Маркса,170,5.6149,5.577,37.9,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2458684404,улица Карла Маркса,168,5.6390,5.577,62.0,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2458684405,улица Карла Маркса,174,5.6473,5.577,70.3,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2458684406,улица Карла Маркса,176,5.6631,5.577,86.1,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2458684407,улица Карла Маркса,178,5.6755,5.577,98.5,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2458684408,улица Карла Маркса,129,5.6713,5.577,94.3,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2458684409,улица Карла Маркса,127,5.6542,5.577,77.2,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2458684410,улица Карла Маркса,123,5.6235,5.577,46.5,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2458684411,улица Карла Маркса,121,5.5746,5.577,2.4,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2458684412,улица Карла Маркса,178а,5.6912,5.577,114.2,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2458684413,улица Карла Маркса,180,5.7077,5.577,130.7,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2458684414,улица Карла Маркса,182,5.7224,5.577,145.4,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2458684415,улица Карла Маркса,131,5.6849,5.577,107.9,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2458684416,улица Карла Маркса,133,5.7004,5.577,123.4,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2458684417,улица Карла Маркса,135,5.7160,5.577,139.0,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2458684418,улица Карла Маркса,184,5.7382,5.577,161.2,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2458684421,улица Карла Маркса,137,5.7296,5.577,152.6,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2458684422,улица Карла Маркса,139,5.7431,5.577,166.1,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2458850230,улица Суворова,81,5.4659,5.577,111.1,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2458850231,улица Суворова,86,5.4691,5.577,107.9,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2458850232,улица Суворова,84,5.4508,5.577,126.2,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2458850233,улица Суворова,82,5.4323,5.577,144.7,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2458850234,улица Суворова,80,5.4185,5.577,158.5,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2458850739,улица Суворова,75,5.4111,5.577,165.9,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2458850740,улица Суворова,77,5.4279,5.577,149.1,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2458850741,улица Суворова,79,5.4474,5.577,129.6,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2458915128,улица Суворова,92,5.5717,5.577,5.3,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2458915132,улица Суворова,94,5.5865,5.577,9.5,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2458915134,улица Суворова,96,5.6030,5.577,26.0,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2458915135,улица Суворова,87,5.5834,5.577,6.4,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2458915136,улица Суворова,89,5.6063,5.577,29.3,Zone 4,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2458915137,улица Суворова,91,5.6251,5.577,48.1,Zone 4,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2458915138,улица Суворова,98,5.6167,5.577,39.7,Zone 4,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2458915139,улица Суворова,100,5.6369,5.577,59.9,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2458915140,улица Суворова,97,5.6876,5.577,110.6,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2458915141,улица Суворова,95,5.6683,5.577,91.3,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2458915142,улица Суворова,93,5.6443,5.577,67.3,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2458959238,улица Суворова,102,5.6516,5.577,74.6,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2458959239,улица Суворова,104,5.6666,5.577,89.6,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2458959240,улица Суворова,99,5.7071,5.577,130.1,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2458959246,улица Суворова,106,5.6841,5.577,107.1,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2458959247,улица Суворова,108,5.7042,5.577,127.2,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2458959248,улица Суворова,110,5.7204,5.577,143.4,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2458959249,улица Суворова,112,5.7354,5.577,158.4,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459051354,улица Чапаева,16б,5.4204,5.577,156.6,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459051358,улица Чапаева,22,5.5109,5.577,66.1,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459051359,улица Чапаева,24,5.5280,5.577,49.0,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459051360,улица Чапаева,26,5.5438,5.577,33.2,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459051361,улица Чапаева,28,5.5606,5.577,16.4,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459051362,улица Чапаева,30,5.5774,5.577,0.4,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459051363,улица Чапаева,32,5.5950,5.577,18.0,Zone 4,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459051364,улица Чапаева,34,5.6117,5.577,34.7,Zone 4,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459051365,улица Чапаева,36,5.6286,5.577,51.6,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459051366,улица Чапаева,38,5.6486,5.577,71.6,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459081089,улица Чапаева,85,5.6109,5.577,33.9,Zone 4,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459081093,улица Чапаева,83,5.5975,5.577,20.5,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459081098,улица Чапаева,81,5.5840,5.577,7.0,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459081103,улица Чапаева,79,5.5705,5.577,6.5,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459081109,улица Чапаева,77,5.5571,5.577,19.9,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459081114,улица Чапаева,75,5.5456,5.577,31.4,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459081119,улица Чапаева,73,5.5276,5.577,49.4,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459081125,улица Чапаева,69,5.5019,5.577,75.1,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459081129,улица Чапаева,71,5.5145,5.577,62.5,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459081133,улица Чапаева,67,5.4916,5.577,85.4,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459081139,улица Чапаева,65,5.4740,5.577,103.0,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459081144,улица Чапаева,63,5.4568,5.577,120.2,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459081149,улица Чапаева,91,5.6636,5.577,86.6,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459081153,улица Чапаева,93,5.6756,5.577,98.6,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459081158,улица Чапаева,"93а,б",5.6832,5.577,106.2,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459081162,улица Чапаева,95,5.6953,5.577,118.3,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459081167,улица Чапаева,97,5.7087,5.577,131.7,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459081173,улица Чапаева,99,5.7187,5.577,141.7,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459081177,улица Чапаева,101,5.7324,5.577,155.4,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459081276,улица Чапаева,40,5.6670,5.577,90.0,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459081279,улица Чапаева,42,5.6862,5.577,109.2,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459081282,улица Чапаева,44,5.7072,5.577,130.2,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459081284,улица Чапаева,46,5.7243,5.577,147.3,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459081287,улица Чапаева,48,5.7401,5.577,163.1,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459265229,Молодёжная улица,3,5.5965,5.577,19.5,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459265230,Молодёжная улица,5,5.6224,5.577,45.4,Zone 4,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459265231,Молодёжная улица,7,5.6470,5.577,70.0,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459265232,Молодёжная улица,9,5.6683,5.577,91.3,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459265233,Молодёжная улица,11,5.6920,5.577,115.0,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459265234,Молодёжная улица,13,5.7124,5.577,135.4,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459265235,Молодёжная улица,15,5.7370,5.577,160.0,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459265255,Молодёжная улица,4,5.6030,5.577,26.0,Zone 4,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459265256,Молодёжная улица,6,5.6198,5.577,42.8,Zone 4,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459265257,Молодёжная улица,10,5.6516,5.577,74.6,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459265258,Молодёжная улица,12,5.6731,5.577,96.1,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459265259,Молодёжная улица,14,5.6989,5.577,121.9,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459265260,Молодёжная улица,16,5.7204,5.577,143.4,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459265261,Молодёжная улица,18,5.7408,5.577,163.8,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459281647,Степная улица,4,5.6316,5.577,54.6,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459281650,Степная улица,6,5.6517,5.577,74.7,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459281653,Степная улица,8,5.6705,5.577,93.5,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459281656,Степная улица,10,5.6883,5.577,111.3,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459281659,Степная улица,12,5.7074,5.577,130.4,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459281662,Степная улица,14,5.7242,5.577,147.2,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459281665,Степная улица,16,5.7422,5.577,165.2,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459417271,улица Фрунзе,24б,4.1353,4.076,59.3,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459459656,улица Пушкина,69,3.9766,4.076,99.4,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459459657,улица Пушкина,71,4.0034,4.076,72.6,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459459658,улица Пушкина,73,4.0267,4.076,49.3,Zone 2,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459459659,улица Пушкина,75,4.0507,4.076,25.3,Zone 2,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459459660,улица Пушкина,77,4.0727,4.076,3.3,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459459661,улица Пушкина,79,4.0963,4.076,20.3,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459459662,улица Пушкина,81,4.1283,4.076,52.3,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459459663,улица Пушкина,83,4.1566,4.076,80.6,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459459664,улица Пушкина,85,4.1850,4.076,109.0,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459459680,улица Пушкина,66,3.9653,4.076,110.7,Zone 2,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459459681,улица Пушкина,68,3.9813,4.076,94.7,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459459683,улица Пушкина,70,4.0139,4.076,62.1,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459459684,улица Пушкина,72а,4.0277,4.076,48.3,Zone 2,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459459685,улица Пушкина,72,4.0393,4.076,36.7,Zone 2,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459459686,улица Пушкина,74,4.0566,4.076,19.4,Zone 2,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459459687,улица Пушкина,76,4.0733,4.076,2.7,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459459688,улица Пушкина,78,4.0886,4.076,12.6,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459459689,улица Пушкина,80,4.1019,4.076,25.9,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459459690,улица Пушкина,82,4.1229,4.076,46.9,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459459691,улица Пушкина,86,4.1629,4.076,86.9,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459459692,улица Пушкина,84,4.1422,4.076,66.2,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459459693,улица Пушкина,88,4.1836,4.076,107.6,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459596445,Садовая улица,48,4.0253,4.076,50.7,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459596446,Садовая улица,50,4.0042,4.076,71.8,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459596447,Садовая улица,52,3.9799,4.076,96.1,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459596478,Садовая улица,59,4.0302,4.076,45.8,Zone 2,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459596479,Садовая улица,61,4.0112,4.076,64.8,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459596480,Садовая улица,63,3.9923,4.076,83.7,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459596481,Садовая улица,65,3.9713,4.076,104.7,Zone 2,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459596482,Садовая улица,67,3.9843,4.076,91.7,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459596483,Садовая улица,69,4.0140,4.076,62.0,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459596484,Садовая улица,71,4.0537,4.076,22.3,Zone 2,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459596485,Садовая улица,73,4.0534,4.076,22.6,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459596486,Садовая улица,75,4.0709,4.076,5.1,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459596487,Садовая улица,77,4.0813,4.076,5.3,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459596488,Садовая улица,77а,4.0943,4.076,18.3,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459596489,Садовая улица,79,4.1071,4.076,31.1,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459596490,Садовая улица,81,4.1202,4.076,44.2,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459596491,Садовая улица,83,4.1354,4.076,59.4,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459596492,Садовая улица,85,4.1618,4.076,85.8,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459596493,Садовая улица,85а,4.1477,4.076,71.7,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459596494,Садовая улица,87а,4.1748,4.076,98.8,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459596495,Садовая улица,87,4.1897,4.076,113.7,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459596514,Садовая улица,56,4.0973,4.076,21.3,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459596515,Садовая улица,58,4.1241,4.076,48.1,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459596516,Садовая улица,60,4.1505,4.076,74.5,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459596517,Садовая улица,62,4.1764,4.076,100.4,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459682646,улица Петра Николаева,4,4.1832,4.076,107.2,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459682666,улица Петра Николаева,3,4.1909,4.076,114.9,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459682692,улица Петра Николаева,64,5.4331,5.577,143.9,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459682693,улица Петра Николаева,66,5.4584,5.577,118.6,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459682694,улица Петра Николаева,68,5.4814,5.577,95.6,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459682695,улица Петра Николаева,70,5.5031,5.577,73.9,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459682696,улица Петра Николаева,72,5.5263,5.577,50.7,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459682697,улица Петра Николаева,74,5.5481,5.577,28.9,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459682698,улица Петра Николаева,76,5.5678,5.577,9.2,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2459682699,улица Петра Николаева,78,5.9221,5.577,345.1,Zone 4,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
n2459682707,улица Петра Николаева,94,5.7414,5.577,164.4,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459721936,улица Петра Николаева,69,5.4194,5.577,157.6,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459721939,улица Петра Николаева,71,5.4348,5.577,142.2,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459721943,улица Петра Николаева,73,5.4524,5.577,124.6,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459721946,улица Петра Николаева,75,5.4661,5.577,110.9,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2459721949,улица Петра Николаева,77,5.4824,5.577,94.6,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459721952,улица Петра Николаева,79,5.5011,5.577,75.9,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2459721955,улица Петра Николаева,81,5.5154,5.577,61.6,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
