probability_sample_id,address_id,territory,district,street,house_number,lat,lon,deliverable_status,street_group_size,number_type,geographic_stratum,inclusion_probability,sampling_weight,selection_seed,already_reviewed,linked_forward_sample_id
YPS-0261,n2323270281,Бендеры,,Молдавская улица,15А,46.817,29.48989,UNKNOWN_REQUIRES_REVIEW,24,LETTERED,Бендеры:SE,1.000000000000,1.000000000000,20260727,True,YAV-0078
YPS-0262,n2458529510,Парканы,,улица Карла Маркса,82,46.84281,29.51971,DELIVERABLE,295,ORDINARY,Парканы:NE,0.033149171271,30.166666666667,20260727,False,
YPS-0263,n2321749477,Гиска,,Госпитальная улица,39,46.78463,29.45659,DELIVERABLE,24,ORDINARY,Гиска:SE,0.090909090909,11.000000000000,20260727,False,
YPS-0264,n12143937485,Бендеры,,улица Победы,6,46.80289,29.46625,UNKNOWN_REQUIRES_REVIEW,12,ORDINARY,Бендеры:SW,1.000000000000,1.000000000000,20260727,True,YAV-0003
YPS-0265,n5160588260,Бендеры,,улица Тамары Кручок,67,46.80202,29.48776,UNKNOWN_REQUIRES_REVIEW,85,ORDINARY,Бендеры:SE,0.100000000000,10.000000000000,20260727,False,
YPS-0266,n5108197333,Протягайловка,,Главная улица,201,46.82671,29.43016,UNKNOWN_REQUIRES_REVIEW,41,ORDINARY,Протягайловка:NW,0.111111111111,9.000000000000,20260727,False,
YPS-0267,n2458735958,Парканы,,улица Карла Маркса,272,46.85715,29.51392,DELIVERABLE,295,ORDINARY,Парканы:NW,0.032139577594,31.114285714286,20260727,False,
YPS-0268,n2339105464,Бендеры,,Железнодорожный тупик,2,46.82348,29.4587,UNKNOWN_REQUIRES_REVIEW,4,ORDINARY,Бендеры:NW,0.500000000000,2.000000000000,20260727,True,YAV-0234
YPS-0269,w211496755,Бендеры,,улица Дзержинского,55,46.82038,29.47126,DELIVERABLE,52,ORDINARY,Бендеры:NW,0.031779661017,31.466666666667,20260727,False,
YPS-0270,w705834165,Бендеры,,улица Георге Асаке,28,46.81752,29.46582,DELIVERABLE,28,ORDINARY,Бендеры:SW,0.032148900169,31.105263157895,20260727,False,
YPS-0271,w352630227,Протягайловка,,Гербовецкий переулок,5,46.82185,29.44673,DELIVERABLE,12,ORDINARY,Протягайловка:SE,0.057692307692,17.333333333333,20260727,False,
YPS-0272,w303319365,Бендеры,,Фруктовая улица,25,46.80977,29.47473,DELIVERABLE,25,ORDINARY,Бендеры:SE,0.032163742690,31.090909090909,20260727,False,
YPS-0273,n5415952341,Протягайловка,,Луговая улица,19,46.82699,29.44712,UNKNOWN_REQUIRES_REVIEW,16,ORDINARY,Протягайловка:NE,1.000000000000,1.000000000000,20260727,False,
YPS-0274,w352306083,Бендеры,,улица Павлова,6,46.80978,29.46738,DELIVERABLE,26,ORDINARY,Бендеры:SW,0.032148900169,31.105263157895,20260727,False,
YPS-0275,w315108139,Протягайловка,,Гербовецкая улица,62,46.82483,29.44312,DELIVERABLE,53,ORDINARY,Протягайловка:SE,0.037037037037,27.000000000000,20260727,False,
YPS-0276,n2323589121,Парканы,,улица Мичурина,90,46.85355,29.50758,DELIVERABLE,184,ORDINARY,Парканы:NW,0.032139577594,31.114285714286,20260727,False,
YPS-0277,n2458735975,Парканы,,улица Карла Маркса,229,46.85806,29.5132,DELIVERABLE,295,ORDINARY,Парканы:NW,0.032139577594,31.114285714286,20260727,False,
YPS-0278,n4813753096,Протягайловка,,улица Штефан чел Маре,22,46.82165,29.4394,UNKNOWN_REQUIRES_REVIEW,16,ORDINARY,Протягайловка:SW,1.000000000000,1.000000000000,20260727,True,YAV-0701
YPS-0279,n2456715981,Парканы,,улица Котовского,158,46.82201,29.52383,DELIVERABLE,163,ORDINARY,Парканы:SE,0.031418312388,31.828571428571,20260727,False,
YPS-0280,n2459459668,Парканы,,улица Пушкина,93,46.82679,29.51698,DELIVERABLE,104,ORDINARY,Парканы:SW,0.033149171271,30.166666666667,20260727,False,
YPS-0281,n4466336290,Парканы,,улица Горького,75,46.82984,29.52938,UNKNOWN_REQUIRES_REVIEW,174,ORDINARY,Парканы:SE,1.000000000000,1.000000000000,20260727,True,YAV-0692
YPS-0282,n2328168377,Бендеры,,Киркаештская улица,29,46.78887,29.49461,DELIVERABLE,10,ORDINARY,Бендеры:SE,0.035040431267,28.538461538462,20260727,False,
YPS-0283,n7082734511,Бендеры,,переулок Баумана,2/6,46.80681,29.47489,DELIVERABLE,8,FRACTIONAL,Бендеры:SE,0.500000000000,2.000000000000,20260727,False,
YPS-0284,w303317646,Бендеры,,улица Чапаева,96,46.81013,29.47567,DELIVERABLE,31,ORDINARY,Бендеры:SE,0.032163742690,31.090909090909,20260727,False,
YPS-0285,w303833025,Бендеры,,улица Карбышева,13в,46.81489,29.46926,DELIVERABLE,45,LETTERED,Бендеры:SW,0.060000000000,16.666666666667,20260727,False,
YPS-0286,n2450934165,Парканы,,улица Горького,59,46.83045,29.5293,DELIVERABLE,174,ORDINARY,Парканы:SE,0.031418312388,31.828571428571,20260727,False,
YPS-0287,w303839507,Бендеры,,улица Карбышева,22,46.81453,29.46928,DELIVERABLE,45,ORDINARY,Бендеры:SW,0.032148900169,31.105263157895,20260727,False,
YPS-0288,w115331497,Бендеры,,улица Крупской,5,46.78806,29.48399,DELIVERABLE,5,ORDINARY,Бендеры:SE,0.117647058824,8.500000000000,20260727,False,
YPS-0289,n2321749483,Гиска,,Госпитальная улица,10а,46.78587,29.45584,DELIVERABLE,24,LETTERED,Гиска:SE,1.000000000000,1.000000000000,20260727,False,
YPS-0290,n2458735898,Парканы,,улица Карла Маркса,248,46.85584,29.51415,DELIVERABLE,295,ORDINARY,Парканы:NW,0.032139577594,31.114285714286,20260727,False,
YPS-0291,n2458850735,Парканы,,улица Суворова,65,46.84396,29.52132,DELIVERABLE,162,ORDINARY,Парканы:NE,0.033149171271,30.166666666667,20260727,False,
YPS-0292,w406631310,Бендеры,,Гвардейская улица,36,46.78579,29.48061,DELIVERABLE,19,ORDINARY,Бендеры:SE,0.035040431267,28.538461538462,20260727,False,
YPS-0293,w285073245,Бендеры,,Московская улица,10,46.82262,29.47502,DELIVERABLE,49,ORDINARY,Бендеры:NE,0.032040472175,31.210526315789,20260727,False,
YPS-0294,n4886201534,Протягайловка,,улица Николая Белана,7,46.84099,29.43926,UNKNOWN_REQUIRES_REVIEW,5,ORDINARY,Протягайловка:NW,0.500000000000,2.000000000000,20260727,True,YAV-0712
YPS-0295,w323713312,Бендеры,,Пивоваренный переулок,87/1,46.8199,29.4903,DELIVERABLE,6,FRACTIONAL,Бендеры:NE,0.333333333333,3.000000000000,20260727,False,
YPS-0296,w295144390,Бендеры,,улица Шестакова,84,46.81587,29.48378,DELIVERABLE,80,ORDINARY,Бендеры:SE,0.032163742690,31.090909090909,20260727,False,
YPS-0297,n4905411204,Гиска,,улица Ленина,248,46.78611,29.41274,UNKNOWN_REQUIRES_REVIEW,74,ORDINARY,Гиска:NW,0.125000000000,8.000000000000,20260727,True,YAV-0726
YPS-0298,w303985856,Бендеры,,улица 5 Декабря,32,46.81155,29.46888,DELIVERABLE,28,ORDINARY,Бендеры:SW,0.032148900169,31.105263157895,20260727,False,
YPS-0299,w352313737,Протягайловка,,переулок Куйбышева,7,46.81808,29.45419,DELIVERABLE,5,ORDINARY,Протягайловка:SE,0.200000000000,5.000000000000,20260727,False,
YPS-0300,w315044952,Бендеры,,Садовая улица,105,46.80841,29.48623,DELIVERABLE,91,ORDINARY,Бендеры:SE,0.032163742690,31.090909090909,20260727,False,
YPS-0301,w319620037,Бендеры,,улица Титова,3,46.84049,29.46403,DELIVERABLE,55,ORDINARY,Бендеры:NW,0.031779661017,31.466666666667,20260727,False,
YPS-0302,w345068936,Парканы,,улица Дружбы,2,46.85859,29.51258,DELIVERABLE,17,ORDINARY,Парканы:NW,0.064516129032,15.500000000000,20260727,False,
YPS-0303,w320342632,Бендеры,,улица Калашникова,21,46.81978,29.45516,DELIVERABLE,47,ORDINARY,Бендеры:NW,0.031779661017,31.466666666667,20260727,False,
YPS-0304,n2459051354,Парканы,,улица Чапаева,16б,46.84396,29.5237,DELIVERABLE,179,LETTERED,Парканы:NE,0.181818181818,5.500000000000,20260727,False,
YPS-0305,w337742120,Бендеры,,улица Димитрова,5,46.80876,29.46776,DELIVERABLE,24,ORDINARY,Бендеры:SW,0.032148900169,31.105263157895,20260727,False,
YPS-0306,w295029118,Бендеры,,улица Гагарина,47,46.82591,29.48741,DELIVERABLE,33,ORDINARY,Бендеры:NE,0.032040472175,31.210526315789,20260727,False,
YPS-0307,n8219706370,Бендеры,,улица 12 Октября,15,46.833,29.46209,UNKNOWN_REQUIRES_REVIEW,56,ORDINARY,Бендеры:NW,0.090909090909,11.000000000000,20260727,False,
YPS-0308,w96821707,Бендеры,,Карпатская улица,17,46.82857,29.48818,DELIVERABLE,4,ORDINARY,Бендеры:NE,0.080000000000,12.500000000000,20260727,False,
YPS-0309,n2323152119,Парканы,,улица Ворошилова,30,46.8332,29.52032,DELIVERABLE,156,ORDINARY,Парканы:SE,0.031418312388,31.828571428571,20260727,False,
YPS-0310,w295029599,Бендеры,,улица Гагарина,20,46.82489,29.48731,DELIVERABLE,33,ORDINARY,Бендеры:NE,0.032040472175,31.210526315789,20260727,False,
YPS-0311,w352468412,Бендеры,,переулок Мичурина,22,46.80857,29.46093,DELIVERABLE,11,ORDINARY,Бендеры:SW,0.035532994924,28.142857142857,20260727,False,
YPS-0312,w225251580,Бендеры,,улица 40 лет Победы,26\1,46.85125,29.46044,DELIVERABLE,45,ORDINARY,Бендеры:NW,0.031779661017,31.466666666667,20260727,False,
YPS-0313,w302375980,Бендеры,,Дубоссарская улица,16-а,46.81688,29.46818,DELIVERABLE,26,FRACTIONAL,Бендеры:SW,0.153846153846,6.500000000000,20260727,False,
YPS-0314,w353818414,Гиска,,улица Суворова,87,46.79272,29.47697,DELIVERABLE,39,ORDINARY,Гиска:NE,0.043478260870,23.000000000000,20260727,False,
YPS-0315,n2459682657,Парканы,,улица Петра Николаева,26,46.84504,29.50773,DELIVERABLE,223,ORDINARY,Парканы:NW,0.032139577594,31.114285714286,20260727,False,
YPS-0316,n2459682653,Парканы,,улица Петра Николаева,18,46.84431,29.50824,DELIVERABLE,223,ORDINARY,Парканы:NW,0.032139577594,31.114285714286,20260727,False,
YPS-0317,w352042541,Протягайловка,,улица Космонавтов,3,46.82578,29.4447,DELIVERABLE,10,ORDINARY,Протягайловка:NE,0.111111111111,9.000000000000,20260727,False,
YPS-0318,w91847070,Бендеры,,улица 40 лет Победы,28,46.8517,29.46168,DELIVERABLE,45,ORDINARY,Бендеры:NW,0.031779661017,31.466666666667,20260727,False,
YPS-0319,w404774439,Бендеры,Липканы,Колхозный переулок,4,46.84392,29.47725,DELIVERABLE,12,ORDINARY,Бендеры:NE,0.035714285714,28.000000000000,20260727,False,
YPS-0320,w352156651,Протягайловка,,Гербовецкая улица,52,46.82379,29.44538,DELIVERABLE,53,ORDINARY,Протягайловка:SE,0.037037037037,27.000000000000,20260727,False,
YPS-0321,n2459459655,Парканы,,улица Пушкина,67,46.8296,29.51487,DELIVERABLE,104,ORDINARY,Парканы:SW,0.033149171271,30.166666666667,20260727,False,
YPS-0322,n2460033753,Парканы,,улица Романенко,50а,46.85149,29.51232,DELIVERABLE,181,LETTERED,Парканы:NW,0.046511627907,21.500000000000,20260727,False,
YPS-0323,n2323674233,Парканы,,Молодёжная улица,1,46.8445,29.52487,DELIVERABLE,114,ORDINARY,Парканы:NE,0.033149171271,30.166666666667,20260727,False,
YPS-0324,n2457974050,Парканы,,улица Кирова,144,46.85171,29.50569,DELIVERABLE,89,ORDINARY,Парканы:NW,0.032139577594,31.114285714286,20260727,False,
YPS-0325,w352160030,Протягайловка,,улица Космонавтов,7,46.82636,29.44428,DELIVERABLE,10,ORDINARY,Протягайловка:NE,0.111111111111,9.000000000000,20260727,False,
YPS-0326,w295088581,Бендеры,,Комсомольская улица,2б,46.82187,29.46905,DELIVERABLE,65,LETTERED,Бендеры:NW,0.068965517241,14.500000000000,20260727,False,
YPS-0327,n2450882344,Парканы,,улица Горького,20,46.83433,29.52781,DELIVERABLE,174,ORDINARY,Парканы:SE,0.031418312388,31.828571428571,20260727,False,
YPS-0328,w295423314,Бендеры,,Первомайская улица,38,46.8159,29.4709,DELIVERABLE,119,ORDINARY,Бендеры:SW,0.032148900169,31.105263157895,20260727,False,
YPS-0329,n2459596450,Парканы,,Садовая улица,5а,46.83645,29.50734,DELIVERABLE,115,LETTERED,Парканы:SW,0.166666666667,6.000000000000,20260727,False,
YPS-0330,w330883123,Бендеры,,переулок Менделеева,7,46.8121,29.46203,DELIVERABLE,6,ORDINARY,Бендеры:SW,0.035532994924,28.142857142857,20260727,False,
YPS-0331,w352307870,Бендеры,,улица Тельмана,6,46.81069,29.46527,DELIVERABLE,13,ORDINARY,Бендеры:SW,0.035532994924,28.142857142857,20260727,False,
YPS-0332,n2341956743,Гиска,,улица Ленина,276,46.78811,29.40698,DELIVERABLE,74,ORDINARY,Гиска:NW,0.125000000000,8.000000000000,20260727,False,
YPS-0333,n2458531639,Парканы,,улица Карла Маркса,106,46.84494,29.51863,DELIVERABLE,295,ORDINARY,Парканы:NE,0.033149171271,30.166666666667,20260727,False,
YPS-0334,w295153396,Бендеры,,Коммунистическая улица,125в,46.81566,29.47552,DELIVERABLE,138,LETTERED,Бендеры:SE,0.051282051282,19.500000000000,20260727,False,
YPS-0335,w405000978,Протягайловка,,улица Алеку Руссо,13,46.82015,29.44019,DELIVERABLE,36,ORDINARY,Протягайловка:SW,0.048387096774,20.666666666667,20260727,False,
YPS-0336,n2459682726,Парканы,,улица Петра Николаева,138,46.85735,29.50239,DELIVERABLE,223,ORDINARY,Парканы:NW,0.032139577594,31.114285714286,20260727,False,
YPS-0337,n2341956445,Гиска,,Учительская улица,101,46.78157,29.44314,DELIVERABLE,12,ORDINARY,Гиска:SW,0.040404040404,24.750000000000,20260727,False,
YPS-0338,n2458875322,Парканы,,улица Суворова,24,46.8405,29.52284,DELIVERABLE,162,ORDINARY,Парканы:SE,0.031418312388,31.828571428571,20260727,False,
YPS-0339,n2457626521,Парканы,,улица Карла Маркса,22,46.83797,29.52158,DELIVERABLE,295,ORDINARY,Парканы:SE,0.031418312388,31.828571428571,20260727,False,
YPS-0340,n2321994003,Бендеры,,улица Тургенева,1,46.82034,29.46409,UNKNOWN_REQUIRES_REVIEW,14,ORDINARY,Бендеры:NW,0.100000000000,10.000000000000,20260727,True,YAV-0053
YPS-0341,w306217616,Бендеры,,улица 7 Ноября,19,46.80784,29.47445,DELIVERABLE,24,ORDINARY,Бендеры:SE,0.032163742690,31.090909090909,20260727,False,
YPS-0342,n2337326464,Бендеры,,улица Глядковской,3,46.83538,29.4745,UNKNOWN_REQUIRES_REVIEW,10,ORDINARY,Бендеры:NE,0.166666666667,6.000000000000,20260727,True,YAV-0174
YPS-0343,w337742114,Бендеры,,улица Мичурина,2,46.80834,29.46793,DELIVERABLE,27,ORDINARY,Бендеры:SW,0.032148900169,31.105263157895,20260727,False,
YPS-0344,n2458439725,Парканы,,улица Димитрова,8а,46.83911,29.50878,DELIVERABLE,27,LETTERED,Парканы:SW,0.166666666667,6.000000000000,20260727,False,
YPS-0345,w353818444,Гиска,,улица Суворова,3,46.79219,29.47498,DELIVERABLE,39,ORDINARY,Гиска:NE,0.043478260870,23.000000000000,20260727,False,
YPS-0346,w352346386,Протягайловка,,Молодёжная улица,58,46.82872,29.44201,DELIVERABLE,3,ORDINARY,Протягайловка:NE,0.500000000000,2.000000000000,20260727,False,
YPS-0347,n2337948160,Протягайловка,,улица Мунтяна,12,46.82715,29.43686,DELIVERABLE,39,ORDINARY,Протягайловка:NW,0.042253521127,23.666666666667,20260727,False,
YPS-0348,w295026708,Бендеры,,Тираспольская улица,11,46.82921,29.48805,DELIVERABLE,15,ORDINARY,Бендеры:NE,0.035714285714,28.000000000000,20260727,False,
YPS-0349,n2454871409,Парканы,,улица Котовского,21,46.83312,29.51817,DELIVERABLE,163,ORDINARY,Парканы:SE,0.031418312388,31.828571428571,20260727,False,
YPS-0350,w352326124,Протягайловка,,Санаторная улица,48,46.8259,29.44936,DELIVERABLE,24,ORDINARY,Протягайловка:NE,0.048387096774,20.666666666667,20260727,False,
YPS-0351,n2454871410,Парканы,,улица Котовского,23,46.833,29.5182,DELIVERABLE,163,ORDINARY,Парканы:SE,0.031418312388,31.828571428571,20260727,False,
YPS-0352,n2341956621,Гиска,,улица Ленина,166,46.78059,29.43157,DELIVERABLE,74,ORDINARY,Гиска:SW,0.048780487805,20.500000000000,20260727,False,
YPS-0353,w306084795,Парканы,,улица Фрунзе,54,46.83111,29.52422,DELIVERABLE,126,ORDINARY,Парканы:SE,0.031418312388,31.828571428571,20260727,False,
YPS-0354,n2450882386,Парканы,,улица Горького,98,46.82951,29.52899,DELIVERABLE,174,ORDINARY,Парканы:SE,0.031418312388,31.828571428571,20260727,False,
YPS-0355,n2321749453,Гиска,,улица 60 лет Октября,28,46.78641,29.45432,DELIVERABLE,6,ORDINARY,Гиска:NE,0.060606060606,16.500000000000,20260727,False,
YPS-0356,w295076555,Бендеры,,Комсомольская улица,9,46.81798,29.49152,DELIVERABLE,65,ORDINARY,Бендеры:SE,0.032163742690,31.090909090909,20260727,False,
YPS-0357,n2323589071,Парканы,,улица Кирова,110,46.8479,29.5085,DELIVERABLE,89,ORDINARY,Парканы:NW,0.032139577594,31.114285714286,20260727,False,
YPS-0358,n4418842154,Парканы,,Заводская улица,2,46.86131,29.51584,DELIVERABLE,3,ORDINARY,Парканы:NW,0.500000000000,2.000000000000,20260727,False,
YPS-0359,w352312139,Бендеры,,Загородная улица,38,46.81052,29.46391,DELIVERABLE,48,ORDINARY,Бендеры:SW,0.032148900169,31.105263157895,20260727,False,
YPS-0360,n2341956609,Гиска,,улица Ленина,131,46.78067,29.43787,DELIVERABLE,74,ORDINARY,Гиска:SW,0.048780487805,20.500000000000,20260727,False,
YPS-0361,n7913464568,Парканы,,улица Гоголя,64Б,46.83874,29.51997,UNKNOWN_REQUIRES_REVIEW,35,LETTERED,Парканы:SE,0.500000000000,2.000000000000,20260727,False,
YPS-0362,n2458493013,Парканы,,улица Энгельса,51,46.84444,29.51563,DELIVERABLE,85,ORDINARY,Парканы:NW,0.032139577594,31.114285714286,20260727,False,
YPS-0363,w295342118,Бендеры,,Садовый переулок,2,46.81551,29.48681,DELIVERABLE,22,ORDINARY,Бендеры:SE,0.032163742690,31.090909090909,20260727,False,
