uid,address,territory,is_city,route_km,base_price,external_status,external_km,external_surcharge,reference_price,old_k4_zone_id,proposed_zone
n2458363361,"Парканы, улица Мичурина, 34",Парканы,False,5.262,23.048,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458363362,"Парканы, улица Мичурина, 32",Парканы,False,5.283,23.132,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458363363,"Парканы, улица Мичурина, 30",Парканы,False,5.301,23.204,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458363364,"Парканы, улица Мичурина, 37",Парканы,False,5.287,23.148,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458363365,"Парканы, улица Мичурина, 35",Парканы,False,5.302,23.208,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458363366,"Парканы, улица Мичурина, 33",Парканы,False,5.323,23.292,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458363368,"Парканы, улица Мичурина, 31",Парканы,False,5.342,23.368,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458363369,"Парканы, улица Мичурина, 30а",Парканы,False,5.316,23.264,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458363370,"Парканы, улица Мичурина, 28",Парканы,False,5.331,23.324,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458363371,"Парканы, улица Мичурина, 26",Парканы,False,5.359,23.436,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458363372,"Парканы, улица Мичурина, 29",Парканы,False,5.357,23.428,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458363374,"Парканы, улица Мичурина, 24",Парканы,False,5.373,23.492,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458363375,"Парканы, улица Мичурина, 22",Парканы,False,5.021,22.084,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458363376,"Парканы, улица Мичурина, 20",Парканы,False,4.995,21.98,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458363377,"Парканы, улица Мичурина, 27",Парканы,False,5.022,22.088,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458363378,"Парканы, улица Мичурина, 25",Парканы,False,5.007,22.028,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458363379,"Парканы, улица Мичурина, 23",Парканы,False,4.991,21.964,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458363380,"Парканы, улица Мичурина, 18",Парканы,False,4.966,21.864,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458363381,"Парканы, улица Мичурина, 21",Парканы,False,4.969,21.876,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458363382,"Парканы, улица Мичурина, 19",Парканы,False,4.951,21.804,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458363386,"Парканы, улица Мичурина, 16",Парканы,False,4.952,21.808,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458363389,"Парканы, улица Мичурина, 14",Парканы,False,4.939,21.756,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458363390,"Парканы, улица Мичурина, 17",Парканы,False,4.929,21.716,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458367768,"Парканы, улица Мичурина, 12",Парканы,False,4.923,21.692,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458367769,"Парканы, улица Мичурина, 15",Парканы,False,4.912,21.648,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458367770,"Парканы, улица Мичурина, 10",Парканы,False,4.9,21.6,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458367771,"Парканы, улица Мичурина, 8",Парканы,False,4.881,21.524,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458367772,"Парканы, улица Мичурина, 6",Парканы,False,4.872,21.488,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458367773,"Парканы, улица Мичурина, 4",Парканы,False,4.837,21.348,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458371475,"Парканы, улица Мичурина, 3",Парканы,False,4.815,21.26,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458371476,"Парканы, улица Мичурина, 13",Парканы,False,4.895,21.58,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458371477,"Парканы, улица Мичурина, 11",Парканы,False,4.879,21.516,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458371478,"Парканы, улица Мичурина, 9",Парканы,False,4.865,21.46,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458371479,"Парканы, улица Мичурина, 5",Парканы,False,4.83,21.32,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458371480,"Парканы, улица Мичурина, 7",Парканы,False,4.847,21.388,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458439679,"Парканы, улица Димитрова, 42",Парканы,False,3.984,17.936,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458439680,"Парканы, улица Димитрова, 40",Парканы,False,3.966,17.864,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458439682,"Парканы, улица Димитрова, 38",Парканы,False,3.95,17.8,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458439684,"Парканы, улица Димитрова, 36",Парканы,False,3.932,17.728,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458439687,"Парканы, улица Димитрова, 34",Парканы,False,3.911,17.644,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458439689,"Парканы, улица Димитрова, 32",Парканы,False,3.882,17.528,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458439692,"Парканы, улица Димитрова, 39",Парканы,False,3.893,17.572,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458439694,"Парканы, улица Димитрова, 37",Парканы,False,3.879,17.516,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458439697,"Парканы, улица Димитрова, 35",Парканы,False,3.86,17.44,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458439700,"Парканы, улица Димитрова, 33",Парканы,False,3.839,17.356,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458439702,"Парканы, улица Димитрова, 31",Парканы,False,3.816,17.264,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458439705,"Парканы, улица Димитрова, 18",Парканы,False,3.82,17.28,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458439707,"Парканы, улица Димитрова, 29",Парканы,False,3.799,17.196,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458439710,"Парканы, улица Димитрова, 16",Парканы,False,3.797,17.188,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458439712,"Парканы, улица Димитрова, 14",Парканы,False,3.756,17.024,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458439715,"Парканы, улица Димитрова, 27",Парканы,False,3.771,17.084,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458439717,"Парканы, улица Димитрова, 25",Парканы,False,3.74,16.96,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458439720,"Парканы, улица Димитрова, 12",Парканы,False,3.717,16.868,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458439723,"Парканы, улица Димитрова, 10",Парканы,False,3.693,16.772,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458439725,"Парканы, улица Димитрова, 8а",Парканы,False,3.653,16.612,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458439728,"Парканы, улица Димитрова, 8",Парканы,False,3.624,16.496,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458446861,"Парканы, улица Благоева, 16",Парканы,False,3.784,17.136,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458446866,"Парканы, улица Благоева, 18",Парканы,False,3.804,17.216,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458446868,"Парканы, улица Благоева, 20",Парканы,False,3.822,17.288,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458446872,"Парканы, улица Благоева, 22",Парканы,False,3.849,17.396,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458446877,"Парканы, улица Благоева, 24",Парканы,False,3.86,17.44,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458446881,"Парканы, улица Благоева, 26",Парканы,False,3.871,17.484,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458446884,"Парканы, улица Благоева, 28",Парканы,False,3.885,17.54,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458446887,"Парканы, улица Благоева, 5",Парканы,False,3.833,17.332,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458446891,"Парканы, улица Благоева, 7",Парканы,False,3.85,17.4,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458446894,"Парканы, улица Благоева, 9",Парканы,False,3.871,17.484,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458446914,"Парканы, улица Благоева, 30",Парканы,False,3.906,17.624,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458454746,"Парканы, улица Благоева, 47а",Парканы,False,4.847,21.388,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458462438,"Парканы, улица Благоева, 47",Парканы,False,4.863,21.452,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458462441,"Парканы, улица Благоева, 70",Парканы,False,4.827,21.308,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458462443,"Парканы, улица Благоева, 68",Парканы,False,4.852,21.408,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458462446,"Парканы, улица Благоева, 66",Парканы,False,4.872,21.488,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458462449,"Парканы, улица Благоева, 64",Парканы,False,4.909,21.636,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458462452,"Парканы, улица Благоева, 62",Парканы,False,4.223,18.892,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458462454,"Парканы, улица Благоева, 60",Парканы,False,4.209,18.836,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458462457,"Парканы, улица Благоева, 58",Парканы,False,4.198,18.792,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458462460,"Парканы, улица Благоева, 56",Парканы,False,4.171,18.684,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458462463,"Парканы, улица Благоева, 54",Парканы,False,4.147,18.588,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458462466,"Парканы, улица Благоева, 52",Парканы,False,4.121,18.484,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458462468,"Парканы, улица Благоева, 50",Парканы,False,4.093,18.372,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458462471,"Парканы, улица Благоева, 48",Парканы,False,4.075,18.3,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458462474,"Парканы, улица Благоева, 46",Парканы,False,4.057,18.228,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458462475,"Парканы, улица Благоева, 44",Парканы,False,4.03,18.12,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458462476,"Парканы, улица Благоева, 42",Парканы,False,4.008,18.032,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458462477,"Парканы, улица Благоева, 40",Парканы,False,3.997,17.988,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458462478,"Парканы, улица Благоева, 38",Парканы,False,3.98,17.92,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458462484,"Парканы, улица Благоева, 36",Парканы,False,3.961,17.844,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458462487,"Парканы, улица Благоева, 34",Парканы,False,3.942,17.768,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458462489,"Парканы, улица Благоева, 32",Парканы,False,3.928,17.712,PENDING (no ГАИ-post coords + boundary undecided),,,,2,
n2458492984,"Парканы, улица Энгельса, 88а",Парканы,False,4.952,21.808,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458492985,"Парканы, улица Энгельса, 86",Парканы,False,4.967,21.868,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458492986,"Парканы, улица Энгельса, 84",Парканы,False,4.982,21.928,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458492987,"Парканы, улица Энгельса, 73",Парканы,False,4.962,21.848,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458492988,"Парканы, улица Энгельса, 71а",Парканы,False,4.975,21.9,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458492989,"Парканы, улица Энгельса, 71",Парканы,False,4.987,21.948,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458492990,"Парканы, улица Энгельса, 69",Парканы,False,5.002,22.008,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458492991,"Парканы, улица Энгельса, 67",Парканы,False,5.015,22.06,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458492992,"Парканы, улица Энгельса, 65",Парканы,False,5.036,22.144,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458492993,"Парканы, улица Энгельса, 63",Парканы,False,5.05,22.2,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458492994,"Парканы, улица Энгельса, 61",Парканы,False,5.064,22.256,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458492995,"Парканы, улица Энгельса, 59",Парканы,False,5.076,22.304,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458492996,"Парканы, улица Энгельса, 82",Парканы,False,4.996,21.984,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458492997,"Парканы, улица Энгельса, 80",Парканы,False,5.008,22.032,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458492998,"Парканы, улица Энгельса, 78",Парканы,False,5.023,22.092,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458492999,"Парканы, улица Энгельса, 76",Парканы,False,5.037,22.148,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493000,"Парканы, улица Энгельса, 74",Парканы,False,5.049,22.196,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493001,"Парканы, улица Энгельса, 74а",Парканы,False,5.074,22.296,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493002,"Парканы, улица Энгельса, 72",Парканы,False,5.092,22.368,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493003,"Парканы, улица Энгельса, 70",Парканы,False,5.103,22.412,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493004,"Парканы, улица Энгельса, 57",Парканы,False,5.089,22.356,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493005,"Парканы, улица Энгельса, 55",Парканы,False,5.115,22.46,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493006,"Парканы, улица Энгельса, 53",Парканы,False,5.129,22.516,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493007,"Парканы, улица Энгельса, 68",Парканы,False,5.127,22.508,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493008,"Парканы, улица Энгельса, 66",Парканы,False,4.822,21.288,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493009,"Парканы, улица Энгельса, 64",Парканы,False,4.81,21.24,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493010,"Парканы, улица Энгельса, 62",Парканы,False,4.786,21.144,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493011,"Парканы, улица Энгельса, 60",Парканы,False,4.757,21.028,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493012,"Парканы, улица Энгельса, 49",Парканы,False,4.774,21.096,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493013,"Парканы, улица Энгельса, 51",Парканы,False,4.8,21.2,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493014,"Парканы, улица Энгельса, 47",Парканы,False,4.761,21.044,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493015,"Парканы, улица Энгельса, 45",Парканы,False,4.744,20.976,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493016,"Парканы, улица Энгельса, 43",Парканы,False,4.73,20.92,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493017,"Парканы, улица Энгельса, 58",Парканы,False,4.735,20.94,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493018,"Парканы, улица Энгельса, 56",Парканы,False,4.72,20.88,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493019,"Парканы, улица Энгельса, 54",Парканы,False,4.711,20.844,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493020,"Парканы, улица Энгельса, 52",Парканы,False,4.699,20.796,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493021,"Парканы, улица Энгельса, 50",Парканы,False,4.686,20.744,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493022,"Парканы, улица Энгельса, 48",Парканы,False,4.662,20.648,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493023,"Парканы, улица Энгельса, 41",Парканы,False,4.714,20.856,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493024,"Парканы, улица Энгельса, 39",Парканы,False,4.702,20.808,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493025,"Парканы, улица Энгельса, 37",Парканы,False,4.683,20.732,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493026,"Парканы, улица Энгельса, 35",Парканы,False,4.657,20.628,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493027,"Парканы, улица Энгельса, 33",Парканы,False,4.644,20.576,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493028,"Парканы, улица Энгельса, 31",Парканы,False,4.631,20.524,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493029,"Парканы, улица Энгельса, 29",Парканы,False,4.617,20.468,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493030,"Парканы, улица Энгельса, 27",Парканы,False,4.604,20.416,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458493031,"Парканы, улица Энгельса, 25",Парканы,False,4.591,20.364,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498620,"Парканы, улица Энгельса, 23",Парканы,False,4.575,20.3,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498621,"Парканы, улица Энгельса, 46",Парканы,False,4.637,20.548,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498622,"Парканы, улица Энгельса, 46а",Парканы,False,4.627,20.508,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498623,"Парканы, улица Энгельса, 44",Парканы,False,4.613,20.452,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498624,"Парканы, улица Энгельса, 42",Парканы,False,4.59,20.36,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498625,"Парканы, улица Энгельса, 40",Парканы,False,4.569,20.276,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498626,"Парканы, улица Энгельса, 38",Парканы,False,4.551,20.204,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498627,"Парканы, улица Энгельса, 36",Парканы,False,4.529,20.116,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498628,"Парканы, улица Энгельса, 21",Парканы,False,4.56,20.24,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498629,"Парканы, улица Энгельса, 19",Парканы,False,4.549,20.196,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498630,"Парканы, улица Энгельса, 34",Парканы,False,4.515,20.06,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498631,"Парканы, улица Энгельса, 32",Парканы,False,4.493,19.972,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498632,"Парканы, улица Энгельса, 30",Парканы,False,4.479,19.916,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498633,"Парканы, улица Энгельса, 28",Парканы,False,4.466,19.864,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498634,"Парканы, улица Энгельса, 17",Парканы,False,4.522,20.088,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498635,"Парканы, улица Энгельса, 15",Парканы,False,4.495,19.98,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498636,"Парканы, улица Энгельса, 13",Парканы,False,4.462,19.848,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498637,"Парканы, улица Энгельса, 11",Парканы,False,4.431,19.724,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498638,"Парканы, улица Энгельса, 9",Парканы,False,4.351,19.404,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498639,"Парканы, улица Энгельса, 26",Парканы,False,4.438,19.752,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498640,"Парканы, улица Энгельса, 24",Парканы,False,4.424,19.696,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498641,"Парканы, улица Энгельса, 22",Парканы,False,4.41,19.64,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498642,"Парканы, улица Энгельса, 20",Парканы,False,4.384,19.536,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498643,"Парканы, улица Энгельса, 18",Парканы,False,4.372,19.488,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498644,"Парканы, улица Энгельса, 16",Парканы,False,4.359,19.436,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498645,"Парканы, улица Энгельса, 14",Парканы,False,4.283,19.132,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498646,"Парканы, улица Энгельса, 12",Парканы,False,4.239,18.956,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498647,"Парканы, улица Энгельса, 10",Парканы,False,4.209,18.836,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498648,"Парканы, улица Энгельса, 7",Парканы,False,4.32,19.28,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498649,"Парканы, улица Энгельса, 5",Парканы,False,4.273,19.092,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498650,"Парканы, улица Энгельса, 3",Парканы,False,4.225,18.9,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498651,"Парканы, улица Энгельса, 4",Парканы,False,4.165,18.66,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498652,"Парканы, улица Энгельса, 6",Парканы,False,4.182,18.728,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458498653,"Парканы, улица Энгельса, 8",Парканы,False,4.195,18.78,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458504596,"Парканы, улица Карла Маркса, 34",Парканы,False,4.323,19.292,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458504597,"Парканы, улица Карла Маркса, 36",Парканы,False,4.336,19.344,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458504598,"Парканы, улица Карла Маркса, 38",Парканы,False,4.356,19.424,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458504599,"Парканы, улица Карла Маркса, 19",Парканы,False,4.419,19.676,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458504600,"Парканы, улица Карла Маркса, 21",Парканы,False,4.434,19.736,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458504601,"Парканы, улица Карла Маркса, 40",Парканы,False,4.375,19.5,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458504602,"Парканы, улица Карла Маркса, 42",Парканы,False,4.394,19.576,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458504603,"Парканы, улица Карла Маркса, 44",Парканы,False,4.408,19.632,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458504604,"Парканы, улица Карла Маркса, 46",Парканы,False,4.424,19.696,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458504605,"Парканы, улица Карла Маркса, 48",Парканы,False,4.443,19.772,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458504606,"Парканы, улица Карла Маркса, 23",Парканы,False,4.444,19.776,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458504607,"Парканы, улица Карла Маркса, 25",Парканы,False,4.459,19.836,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458504608,"Парканы, улица Карла Маркса, 27",Парканы,False,4.47,19.88,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458504609,"Парканы, улица Карла Маркса, 29",Парканы,False,4.493,19.972,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458504610,"Парканы, улица Карла Маркса, 50",Парканы,False,4.458,19.832,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458504611,"Парканы, улица Карла Маркса, 52",Парканы,False,4.475,19.9,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458504612,"Парканы, улица Карла Маркса, 54",Парканы,False,4.489,19.956,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458504613,"Парканы, улица Карла Маркса, 56",Парканы,False,4.503,20.012,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458505584,"Парканы, улица Карла Маркса, 58",Парканы,False,4.525,20.1,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458505585,"Парканы, улица Карла Маркса, 60",Парканы,False,4.54,20.16,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458505586,"Парканы, улица Карла Маркса, 31",Парканы,False,4.522,20.088,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458505587,"Парканы, улица Карла Маркса, 33",Парканы,False,4.549,20.196,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458529464,"Парканы, улица Карла Маркса, 35",Парканы,False,4.571,20.284,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458529467,"Парканы, улица Карла Маркса, 37",Парканы,False,4.588,20.352,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458529470,"Парканы, улица Карла Маркса, 39",Парканы,False,4.605,20.42,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458529472,"Парканы, улица Карла Маркса, 41",Парканы,False,4.622,20.488,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458529475,"Парканы, улица Карла Маркса, 62",Парканы,False,4.552,20.208,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458529478,"Парканы, улица Карла Маркса, 64",Парканы,False,4.571,20.284,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458529481,"Парканы, улица Карла Маркса, 66",Парканы,False,4.591,20.364,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458529483,"Парканы, улица Карла Маркса, 68",Парканы,False,4.611,20.444,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458529484,"Парканы, улица Карла Маркса, 70",Парканы,False,4.627,20.508,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458529485,"Парканы, улица Карла Маркса, 43",Парканы,False,4.642,20.568,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458529486,"Парканы, улица Карла Маркса, 45",Парканы,False,4.659,20.636,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458529487,"Парканы, улица Карла Маркса, 45а",Парканы,False,4.676,20.704,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458529488,"Парканы, улица Карла Маркса, 72",Парканы,False,4.639,20.556,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
n2458529490,"Парканы, улица Карла Маркса, 74",Парканы,False,4.653,20.612,PENDING (no ГАИ-post coords + boundary undecided),,,,3,
