address_id,route_km,taxi_reference_rub,driver_best_take_rub,formula_fee_rub,client_saving_rub,driver_gap_rub,balanced_ok
w352265863,4.946,29.68,24.68,24,5.68,0.68,True
w209416056,4.951,29.71,24.71,24,5.71,0.71,True
w209416080,4.952,29.71,24.71,24,5.71,0.71,True
w209267119,4.954,29.72,24.72,24,5.72,0.72,True
w115331497,4.956,29.74,24.74,24,5.74,0.74,True
w87493532,4.956,29.74,24.74,24,5.74,0.74,True
w352152740,4.957,29.74,24.74,24,5.74,0.74,True
w297019345,4.958,29.75,24.75,24,5.75,0.75,True
w320437623,4.958,29.75,24.75,24,5.75,0.75,True
w319367001,4.96,29.76,24.76,24,5.76,0.76,True
w91848275,4.963,29.78,24.78,24,5.78,0.78,True
w352155381,4.964,29.78,24.78,24,5.78,0.78,True
w115331525,4.965,29.79,24.79,24,5.79,0.79,True
w209416015,4.965,29.79,24.79,24,5.79,0.79,True
w352162874,4.965,29.79,24.79,24,5.79,0.79,True
w209416061,4.966,29.8,24.8,24,5.8,0.8,True
n2322118089,4.968,29.81,24.81,24,5.81,0.81,True
w209287700,4.968,29.81,24.81,24,5.81,0.81,True
w209654292,4.97,29.82,24.82,24,5.82,0.82,True
w352152737,4.97,29.82,24.82,24,5.82,0.82,True
w320437626,4.971,29.83,24.83,24,5.83,0.83,True
w209287649,4.974,29.84,24.84,24,5.84,0.84,True
w115331365,4.975,29.85,24.85,24,5.85,0.85,True
w352153727,4.978,29.87,24.87,24,5.87,0.87,True
w209416045,4.979,29.87,24.87,24,5.87,0.87,True
w209416050,4.979,29.87,24.87,24,5.87,0.87,True
n5162957729,4.984,29.9,24.9,24,5.9,0.9,True
w297019342,4.984,29.9,24.9,24,5.9,0.9,True
w91848801,4.984,29.9,24.9,24,5.9,0.9,True
w91847118,4.985,29.91,24.91,24,5.91,0.91,True
w302074720,4.986,29.92,24.92,24,5.92,0.92,True
w320440073,4.986,29.92,24.92,24,5.92,0.92,True
w209416072,4.992,29.95,24.95,24,5.95,0.95,True
w115331415,4.994,29.96,24.96,24,5.96,0.96,True
w209416040,4.994,29.96,24.96,24,5.96,0.96,True
w209416073,4.994,29.96,24.96,24,5.96,0.96,True
w315108395,4.994,29.96,24.96,24,5.96,0.96,True
w319366987,4.994,29.96,24.96,24,5.96,0.96,True
n2330550601,4.995,29.97,24.97,24,5.97,0.97,True
w115331400,4.995,29.97,24.97,24,5.97,0.97,True
w352152735,4.995,29.97,24.97,24,5.97,0.97,True
w666173093,4.996,29.98,24.98,24,5.98,0.98,True
w91847078,4.996,29.98,24.98,24,5.98,0.98,True
w115331461,5.0,30.0,25.0,25,5.0,0.0,True
w91847108,5.001,30.01,25.01,25,5.01,0.01,True
w297019344,5.002,30.01,25.01,25,5.01,0.01,True
w209267166,5.003,30.02,25.02,25,5.02,0.02,True
w405093325,5.003,30.02,25.02,25,5.02,0.02,True
w115331410,5.004,30.02,25.02,25,5.02,0.02,True
w302074719,5.004,30.02,25.02,25,5.02,0.02,True
w209416033,5.005,30.03,25.03,25,5.03,0.03,True
w209416054,5.005,30.03,25.03,25,5.03,0.03,True
w302074718,5.005,30.03,25.03,25,5.03,0.03,True
w320438933,5.008,30.05,25.05,25,5.05,0.05,True
w320440071,5.008,30.05,25.05,25,5.05,0.05,True
w315425271,5.01,30.06,25.06,25,5.06,0.06,True
w352152733,5.011,30.07,25.07,25,5.07,0.07,True
w91847461,5.011,30.07,25.07,25,5.07,0.07,True
w352153729,5.013,30.08,25.08,25,5.08,0.08,True
w209287672,5.016,30.1,25.1,25,5.1,0.1,True
w209416059,5.016,30.1,25.1,25,5.1,0.1,True
w315108367,5.016,30.1,25.1,25,5.1,0.1,True
w209416037,5.018,30.11,25.11,25,5.11,0.11,True
w209287629,5.019,30.11,25.11,25,5.11,0.11,True
w320184026,5.02,30.12,25.12,25,5.12,0.12,True
w320440070,5.02,30.12,25.12,25,5.12,0.12,True
w302074717,5.022,30.13,25.13,25,5.13,0.13,True
w302074724,5.023,30.14,25.14,25,5.14,0.14,True
w315193137,5.024,30.14,25.14,25,5.14,0.14,True
w352152731,5.025,30.15,25.15,25,5.15,0.15,True
w91848292,5.025,30.15,25.15,25,5.15,0.15,True
w320438935,5.026,30.16,25.16,25,5.16,0.16,True
w352148095,5.026,30.16,25.16,25,5.16,0.16,True
w160400935,5.027,30.16,25.16,25,5.16,0.16,True
w315108368,5.028,30.17,25.17,25,5.17,0.17,True
w320437630,5.033,30.2,25.2,25,5.2,0.2,True
w209416053,5.034,30.2,25.2,25,5.2,0.2,True
w115331339,5.037,30.22,25.22,25,5.22,0.22,True
w209287650,5.037,30.22,25.22,25,5.22,0.22,True
w315193136,5.037,30.22,25.22,25,5.22,0.22,True
n2321994021,5.038,30.23,25.23,25,5.23,0.23,True
w352152729,5.039,30.23,25.23,25,5.23,0.23,True
w115331418,5.04,30.24,25.24,25,5.24,0.24,True
w302074721,5.046,30.28,25.28,25,5.28,0.28,True
w320438940,5.046,30.28,25.28,25,5.28,0.28,True
w320440062,5.047,30.28,25.28,25,5.28,0.28,True
w115331522,5.048,30.29,25.29,25,5.29,0.29,True
w91848281,5.048,30.29,25.29,25,5.29,0.29,True
w91848284,5.048,30.29,25.29,25,5.29,0.29,True
w209287635,5.049,30.29,25.29,25,5.29,0.29,True
w209287663,5.049,30.29,25.29,25,5.29,0.29,True
w209416044,5.049,30.29,25.29,25,5.29,0.29,True
w160400932,5.05,30.3,25.3,25,5.3,0.3,True
w160400934,5.05,30.3,25.3,25,5.3,0.3,True
w209287677,5.053,30.32,25.32,25,5.32,0.32,True
w103643504,5.054,30.32,25.32,25,5.32,0.32,True
w352152727,5.054,30.32,25.32,25,5.32,0.32,True
w315193151,5.055,30.33,25.33,25,5.33,0.33,True
w103643496,5.057,30.34,25.34,25,5.34,0.34,True
w225251580,5.057,30.34,25.34,25,5.34,0.34,True
w115331476,5.059,30.35,25.35,25,5.35,0.35,True
w320440057,5.06,30.36,25.36,25,5.36,0.36,True
w209287686,5.064,30.38,25.38,25,5.38,0.38,True
w209416024,5.064,30.38,25.38,25,5.38,0.38,True
w295998440,5.064,30.38,25.38,25,5.38,0.38,True
w299629712,5.066,30.4,25.4,25,5.4,0.4,True
w352152725,5.067,30.4,25.4,25,5.4,0.4,True
w315193161,5.068,30.41,25.41,25,5.41,0.41,True
w91847112,5.068,30.41,25.41,25,5.41,0.41,True
w315193134,5.07,30.42,25.42,25,5.42,0.42,True
n2321994003,5.071,30.43,25.43,25,5.43,0.43,True
w302074725,5.071,30.43,25.43,25,5.43,0.43,True
w115331454,5.073,30.44,25.44,25,5.44,0.44,True
w209416019,5.078,30.47,25.47,25,5.47,0.47,True
w209287664,5.079,30.47,25.47,25,5.47,0.47,True
w115331446,5.082,30.49,25.49,25,5.49,0.49,True
w160401061,5.082,30.49,25.49,25,5.49,0.49,True
w315193162,5.082,30.49,25.49,25,5.49,0.49,True
w352152723,5.083,30.5,25.5,25,5.5,0.5,True
w302074728,5.084,30.5,25.5,25,5.5,0.5,True
w315193133,5.086,30.52,25.52,25,5.52,0.52,True
w91847058,5.087,30.52,25.52,25,5.52,0.52,True
w302074727,5.089,30.53,25.53,25,5.53,0.53,True
w103643500,5.09,30.54,25.54,25,5.54,0.54,True
w301982100,5.09,30.54,25.54,25,5.54,0.54,True
w209287636,5.093,30.56,25.56,25,5.56,0.56,True
w318044640,5.093,30.56,25.56,25,5.56,0.56,True
w91847106,5.094,30.56,25.56,25,5.56,0.56,True
w115331485,5.095,30.57,25.57,25,5.57,0.57,True
w299629715,5.095,30.57,25.57,25,5.57,0.57,True
w315108369,5.095,30.57,25.57,25,5.57,0.57,True
n2321951523,5.1,30.6,25.6,25,5.6,0.6,True
w103643494,5.101,30.61,25.61,25,5.61,0.61,True
w302074722,5.101,30.61,25.61,25,5.61,0.61,True
w165439309,5.102,30.61,25.61,25,5.61,0.61,True
w161635485,5.103,30.62,25.62,25,5.62,0.62,True
w335008068,5.105,30.63,25.63,25,5.63,0.63,True
w706969542,5.105,30.63,25.63,25,5.63,0.63,True
n2325958287,5.106,30.64,25.64,25,5.64,0.64,True
w315425259,5.106,30.64,25.64,25,5.64,0.64,True
w318044639,5.107,30.64,25.64,25,5.64,0.64,True
w209287673,5.108,30.65,25.65,25,5.65,0.65,True
w315108370,5.11,30.66,25.66,25,5.66,0.66,True
w209287676,5.112,30.67,25.67,25,5.67,0.67,True
w209287658,5.115,30.69,25.69,25,5.69,0.69,True
w352152718,5.118,30.71,25.71,25,5.71,0.71,True
w160400933,5.122,30.73,25.73,25,5.73,0.73,True
w318044638,5.122,30.73,25.73,25,5.73,0.73,True
w209287651,5.123,30.74,25.74,25,5.74,0.74,True
w302074735,5.124,30.74,25.74,25,5.74,0.74,True
w87493524,5.124,30.74,25.74,25,5.74,0.74,True
w315108371,5.125,30.75,25.75,25,5.75,0.75,True
w209287631,5.126,30.76,25.76,25,5.76,0.76,True
w295088584,5.129,30.77,25.77,25,5.77,0.77,True
w315193157,5.13,30.78,25.78,25,5.78,0.78,True
w352152715,5.131,30.79,25.79,25,5.79,0.79,True
w315193131,5.132,30.79,25.79,25,5.79,0.79,True
w318044637,5.135,30.81,25.81,25,5.81,0.81,True
n2321993999,5.136,30.82,25.82,25,5.82,0.82,True
w209287699,5.137,30.82,25.82,25,5.82,0.82,True
n2339105464,5.139,30.83,25.83,25,5.83,0.83,True
w209416055,5.14,30.84,25.84,25,5.84,0.84,True
w315425206,5.14,30.84,25.84,25,5.84,0.84,True
w315108372,5.141,30.85,25.85,25,5.85,0.85,True
w315193166,5.141,30.85,25.85,25,5.85,0.85,True
w302074736,5.145,30.87,25.87,25,5.87,0.87,True
w315193155,5.146,30.88,25.88,25,5.88,0.88,True
w223977260,5.147,30.88,25.88,25,5.88,0.88,True
w318044635,5.15,30.9,25.9,25,5.9,0.9,True
w209287638,5.151,30.91,25.91,25,5.91,0.91,True
w315193168,5.151,30.91,25.91,25,5.91,0.91,True
w184989535,5.155,30.93,25.93,25,5.93,0.93,True
w209287656,5.155,30.93,25.93,25,5.93,0.93,True
w315193143,5.155,30.93,25.93,25,5.93,0.93,True
w302074745,5.156,30.94,25.94,25,5.94,0.94,True
w352151499,5.156,30.94,25.94,25,5.94,0.94,True
w209416076,5.157,30.94,25.94,25,5.94,0.94,True
w315425208,5.157,30.94,25.94,25,5.94,0.94,True
w209287662,5.159,30.95,25.95,25,5.95,0.95,True
n2321855313,5.16,30.96,25.96,25,5.96,0.96,True
n4919278864,5.161,30.97,25.97,25,5.97,0.97,True
w91847117,5.161,30.97,25.97,25,5.97,0.97,True
w209287634,5.163,30.98,25.98,25,5.98,0.98,True
w315193130,5.163,30.98,25.98,25,5.98,0.98,True
w91847083,5.164,30.98,25.98,25,5.98,0.98,True
w318044453,5.165,30.99,25.99,25,5.99,0.99,True
w209287674,5.166,31.0,26.0,25,6.0,1.0,True
w352151105,5.166,31.0,26.0,25,6.0,1.0,True
w315425263,5.167,31.0,26.0,26,5.0,0.0,True
w91847066,5.167,31.0,26.0,26,5.0,0.0,True
w209287654,5.168,31.01,26.01,26,5.01,0.01,True
w315193149,5.169,31.01,26.01,26,5.01,0.01,True
w315425209,5.171,31.03,26.03,26,5.03,0.03,True
w295998427,5.172,31.03,26.03,26,5.03,0.03,True
w295998451,5.172,31.03,26.03,26,5.03,0.03,True
w295998453,5.173,31.04,26.04,26,5.04,0.04,True
w103643508,5.175,31.05,26.05,26,5.05,0.05,True
w209287626,5.179,31.07,26.07,26,5.07,0.07,True
w315425218,5.179,31.07,26.07,26,5.07,0.07,True
w315425256,5.179,31.07,26.07,26,5.07,0.07,True
w209287645,5.181,31.09,26.09,26,5.09,0.09,True
w209287687,5.181,31.09,26.09,26,5.09,0.09,True
w315193163,5.182,31.09,26.09,26,5.09,0.09,True
w318120129,5.182,31.09,26.09,26,5.09,0.09,True
w91850925,5.184,31.1,26.1,26,5.1,0.1,True
w315425210,5.185,31.11,26.11,26,5.11,0.11,True
w103643510,5.186,31.12,26.12,26,5.12,0.12,True
w115331371,5.186,31.12,26.12,26,5.12,0.12,True
w91847056,5.191,31.15,26.15,26,5.15,0.15,True
w318043422,5.192,31.15,26.15,26,5.15,0.15,True
w405112654,5.194,31.16,26.16,26,5.16,0.16,True
w209287665,5.196,31.18,26.18,26,5.18,0.18,True
w318120131,5.197,31.18,26.18,26,5.18,0.18,True
w224621714,5.2,31.2,26.2,26,5.2,0.2,True
w315425211,5.2,31.2,26.2,26,5.2,0.2,True
w352149223,5.201,31.21,26.21,26,5.21,0.21,True
n2321855312,5.202,31.21,26.21,26,5.21,0.21,True
w315425243,5.205,31.23,26.23,26,5.23,0.23,True
w209287633,5.207,31.24,26.24,26,5.24,0.24,True
w91847109,5.209,31.25,26.25,26,5.25,0.25,True
w209287642,5.21,31.26,26.26,26,5.26,0.26,True
w302074755,5.212,31.27,26.27,26,5.27,0.27,True
w302074746,5.213,31.28,26.28,26,5.28,0.28,True
w405112653,5.213,31.28,26.28,26,5.28,0.28,True
w315425213,5.214,31.28,26.28,26,5.28,0.28,True
w405112655,5.215,31.29,26.29,26,5.29,0.29,True
w222778762,5.217,31.3,26.3,26,5.3,0.3,True
w302074740,5.217,31.3,26.3,26,5.3,0.3,True
w315618173,5.218,31.31,26.31,26,5.31,0.31,True
w315807202,5.218,31.31,26.31,26,5.31,0.31,True
w209287698,5.225,31.35,26.35,26,5.35,0.35,True
w302074747,5.227,31.36,26.36,26,5.36,0.36,True
n2321951516,5.228,31.37,26.37,26,5.37,0.37,True
w310492787,5.228,31.37,26.37,26,5.37,0.37,True
w115331420,5.229,31.37,26.37,26,5.37,0.37,True
w315425215,5.229,31.37,26.37,26,5.37,0.37,True
w318120134,5.231,31.39,26.39,26,5.39,0.39,True
w302074741,5.232,31.39,26.39,26,5.39,0.39,True
w315807203,5.233,31.4,26.4,26,5.4,0.4,True
w317149365,5.233,31.4,26.4,26,5.4,0.4,True
w405112651,5.233,31.4,26.4,26,5.4,0.4,True
w91847107,5.236,31.42,26.42,26,5.42,0.42,True
w209416090,5.237,31.42,26.42,26,5.42,0.42,True
w209287683,5.238,31.43,26.43,26,5.43,0.43,True
w352149830,5.24,31.44,26.44,26,5.44,0.44,True
w209654391,5.242,31.45,26.45,26,5.45,0.45,True
w315425216,5.242,31.45,26.45,26,5.45,0.45,True
w302074748,5.243,31.46,26.46,26,5.46,0.46,True
w209287689,5.244,31.46,26.46,26,5.46,0.46,True
w302369878,5.245,31.47,26.47,26,5.47,0.47,True
w315425222,5.245,31.47,26.47,26,5.47,0.47,True
w318120136,5.247,31.48,26.48,26,5.48,0.48,True
w209416017,5.248,31.49,26.49,26,5.49,0.49,True
w315425207,5.248,31.49,26.49,26,5.49,0.49,True
w91847070,5.249,31.49,26.49,26,5.49,0.49,True
w315807208,5.25,31.5,26.5,26,5.5,0.5,True
w318044886,5.251,31.51,26.51,26,5.51,0.51,True
w352151496,5.251,31.51,26.51,26,5.51,0.51,True
w318043420,5.252,31.51,26.51,26,5.51,0.51,True
n4835050373,5.253,31.52,26.52,26,5.52,0.52,True
w315193170,5.254,31.52,26.52,26,5.52,0.52,True
w315425219,5.254,31.52,26.52,26,5.52,0.52,True
w352149222,5.255,31.53,26.53,26,5.53,0.53,True
w209287666,5.257,31.54,26.54,26,5.54,0.54,True
w302074749,5.258,31.55,26.55,26,5.55,0.55,True
w315425217,5.258,31.55,26.55,26,5.55,0.55,True
w315425245,5.258,31.55,26.55,26,5.55,0.55,True
w318120137,5.258,31.55,26.55,26,5.55,0.55,True
w115331462,5.26,31.56,26.56,26,5.56,0.56,True
w209416075,5.26,31.56,26.56,26,5.56,0.56,True
w302074738,5.261,31.57,26.57,26,5.57,0.57,True
w302369879,5.262,31.57,26.57,26,5.57,0.57,True
n2321855336,5.264,31.58,26.58,26,5.58,0.58,True
w315425248,5.265,31.59,26.59,26,5.59,0.59,True
n2321994025,5.266,31.6,26.6,26,5.6,0.6,True
w352151497,5.267,31.6,26.6,26,5.6,0.6,True
n4835076146,5.269,31.61,26.61,26,5.61,0.61,True
w91847071,5.269,31.61,26.61,26,5.61,0.61,True
w315807210,5.27,31.62,26.62,26,5.62,0.62,True
w115331342,5.271,31.63,26.63,26,5.63,0.63,True
w315425247,5.271,31.63,26.63,26,5.63,0.63,True
w209416093,5.275,31.65,26.65,26,5.65,0.65,True
w91847057,5.275,31.65,26.65,26,5.65,0.65,True
w315425250,5.282,31.69,26.69,26,5.69,0.69,True
w352149827,5.282,31.69,26.69,26,5.69,0.69,True
w352151085,5.282,31.69,26.69,26,5.69,0.69,True
w115331421,5.284,31.7,26.7,26,5.7,0.7,True
w315425226,5.285,31.71,26.71,26,5.71,0.71,True
w315807212,5.286,31.72,26.72,26,5.72,0.72,True
w318044885,5.286,31.72,26.72,26,5.72,0.72,True
w318120143,5.286,31.72,26.72,26,5.72,0.72,True
w352149225,5.288,31.73,26.73,26,5.73,0.73,True
w315425254,5.289,31.73,26.73,26,5.73,0.73,True
w407354377,5.29,31.74,26.74,26,5.74,0.74,True
w209416041,5.291,31.75,26.75,26,5.75,0.75,True
n2321951519,5.294,31.76,26.76,26,5.76,0.76,True
w318044882,5.294,31.76,26.76,26,5.76,0.76,True
w407354359,5.294,31.76,26.76,26,5.76,0.76,True
w315425223,5.297,31.78,26.78,26,5.78,0.78,True
w315425255,5.298,31.79,26.79,26,5.79,0.79,True
w299629688,5.299,31.79,26.79,26,5.79,0.79,True
w315425252,5.299,31.79,26.79,26,5.79,0.79,True
w351854665,5.3,31.8,26.8,26,5.8,0.8,True
w209416079,5.301,31.81,26.81,26,5.81,0.81,True
w317149374,5.301,31.81,26.81,26,5.81,0.81,True
w318120142,5.301,31.81,26.81,26,5.81,0.81,True
w302074753,5.302,31.81,26.81,26,5.81,0.81,True
w318083425,5.302,31.81,26.81,26,5.81,0.81,True
w315618129,5.304,31.82,26.82,26,5.82,0.82,True
w209416039,5.305,31.83,26.83,26,5.83,0.83,True
w315807199,5.305,31.83,26.83,26,5.83,0.83,True
w91847113,5.305,31.83,26.83,26,5.83,0.83,True
w352149217,5.309,31.85,26.85,26,5.85,0.85,True
w318044883,5.312,31.87,26.87,26,5.87,0.87,True
w318083426,5.313,31.88,26.88,26,5.88,0.88,True
w407354360,5.314,31.88,26.88,26,5.88,0.88,True
n2330549394,5.316,31.9,26.9,26,5.9,0.9,True
w318083428,5.316,31.9,26.9,26,5.9,0.9,True
w315618131,5.317,31.9,26.9,26,5.9,0.9,True
w315618155,5.317,31.9,26.9,26,5.9,0.9,True
w317149367,5.321,31.93,26.93,26,5.93,0.93,True
w91847092,5.321,31.93,26.93,26,5.93,0.93,True
n4835076145,5.323,31.94,26.94,26,5.94,0.94,True
w315851327,5.323,31.94,26.94,26,5.94,0.94,True
n2321855335,5.328,31.97,26.97,26,5.97,0.97,True
w407354372,5.328,31.97,26.97,26,5.97,0.97,True
n4919309516,5.329,31.97,26.97,26,5.97,0.97,True
w302369880,5.329,31.97,26.97,26,5.97,0.97,True
w320437637,5.329,31.97,26.97,26,5.97,0.97,True
n4835076144,5.33,31.98,26.98,26,5.98,0.98,True
w315618154,5.332,31.99,26.99,26,5.99,0.99,True
w318083432,5.332,31.99,26.99,26,5.99,0.99,True
w315618133,5.333,32.0,27.0,26,6.0,1.0,True
w316031264,5.333,32.0,27.0,26,6.0,1.0,True
w209416030,5.334,32.0,27.0,27,5.0,0.0,True
w315618146,5.334,32.0,27.0,27,5.0,0.0,True
w407354361,5.334,32.0,27.0,27,5.0,0.0,True
w318120135,5.335,32.01,27.01,27,5.01,0.01,True
w352149226,5.338,32.03,27.03,27,5.03,0.03,True
w644316162,5.341,32.05,27.05,27,5.05,0.05,True
w320437636,5.344,32.06,27.06,27,5.06,0.06,True
w315851314,5.345,32.07,27.07,27,5.07,0.07,True
w315618134,5.347,32.08,27.08,27,5.08,0.08,True
w315618142,5.347,32.08,27.08,27,5.08,0.08,True
w209416078,5.348,32.09,27.09,27,5.09,0.09,True
w317149376,5.348,32.09,27.09,27,5.09,0.09,True
w318083433,5.348,32.09,27.09,27,5.09,0.09,True
w209287675,5.349,32.09,27.09,27,5.09,0.09,True
w315618165,5.349,32.09,27.09,27,5.09,0.09,True
w318120138,5.349,32.09,27.09,27,5.09,0.09,True
w407354369,5.349,32.09,27.09,27,5.09,0.09,True
w315807200,5.35,32.1,27.1,27,5.1,0.1,True
w316031266,5.35,32.1,27.1,27,5.1,0.1,True
n4835050372,5.351,32.11,27.11,27,5.11,0.11,True
w407354362,5.353,32.12,27.12,27,5.12,0.12,True
w352152757,5.354,32.12,27.12,27,5.12,0.12,True
w320437634,5.356,32.14,27.14,27,5.14,0.14,True
n4835050371,5.357,32.14,27.14,27,5.14,0.14,True
w315807206,5.357,32.14,27.14,27,5.14,0.14,True
w315425228,5.361,32.17,27.17,27,5.17,0.17,True
w315618137,5.362,32.17,27.17,27,5.17,0.17,True
w315618141,5.362,32.17,27.17,27,5.17,0.17,True
w317149370,5.362,32.17,27.17,27,5.17,0.17,True
w315618136,5.363,32.18,27.18,27,5.18,0.18,True
w315851312,5.364,32.18,27.18,27,5.18,0.18,True
w209416038,5.365,32.19,27.19,27,5.19,0.19,True
w316031267,5.365,32.19,27.19,27,5.19,0.19,True
w91847069,5.365,32.19,27.19,27,5.19,0.19,True
w315618161,5.366,32.2,27.2,27,5.2,0.2,True
w318083442,5.366,32.2,27.2,27,5.2,0.2,True
w318120139,5.366,32.2,27.2,27,5.2,0.2,True
n2334260105,5.368,32.21,27.21,27,5.21,0.21,True
w315807207,5.369,32.21,27.21,27,5.21,0.21,True
w407354366,5.37,32.22,27.22,27,5.22,0.22,True
w320437632,5.371,32.23,27.23,27,5.23,0.23,True
w407354364,5.372,32.23,27.23,27,5.23,0.23,True
n2321834534,5.375,32.25,27.25,27,5.25,0.25,True
w91847068,5.375,32.25,27.25,27,5.25,0.25,True
w315425242,5.376,32.26,27.26,27,5.26,0.26,True
w209416042,5.377,32.26,27.26,27,5.26,0.26,True
w91847096,5.379,32.27,27.27,27,5.27,0.27,True
w316031270,5.38,32.28,27.28,27,5.28,0.28,True
w318083440,5.381,32.29,27.29,27,5.29,0.29,True
w315618151,5.382,32.29,27.29,27,5.29,0.29,True
w209416065,5.383,32.3,27.3,27,5.3,0.3,True
w315851305,5.384,32.3,27.3,27,5.3,0.3,True
w209416068,5.386,32.32,27.32,27,5.32,0.32,True
w315807198,5.39,32.34,27.34,27,5.34,0.34,True
w209416084,5.392,32.35,27.35,27,5.35,0.35,True
w320437631,5.394,32.36,27.36,27,5.36,0.36,True
w316645110,5.395,32.37,27.37,27,5.37,0.37,True
w315618153,5.397,32.38,27.38,27,5.38,0.38,True
w315851301,5.399,32.39,27.39,27,5.39,0.39,True
w319366994,5.401,32.41,27.41,27,5.41,0.41,True
w91847060,5.403,32.42,27.42,27,5.42,0.42,True
w115331367,5.405,32.43,27.43,27,5.43,0.43,True
w209416028,5.407,32.44,27.44,27,5.44,0.44,True
w91847115,5.407,32.44,27.44,27,5.44,0.44,True
w209416027,5.408,32.45,27.45,27,5.45,0.45,True
w103771199,5.409,32.45,27.45,27,5.45,0.45,True
w316645114,5.409,32.45,27.45,27,5.45,0.45,True
n2321834527,5.414,32.48,27.48,27,5.48,0.48,True
w315851304,5.416,32.5,27.5,27,5.5,0.5,True
w315618152,5.417,32.5,27.5,27,5.5,0.5,True
w320437629,5.419,32.51,27.51,27,5.51,0.51,True
n2321834524,5.42,32.52,27.52,27,5.52,0.52,True
w115331513,5.421,32.53,27.53,27,5.53,0.53,True
w209416082,5.421,32.53,27.53,27,5.53,0.53,True
w224083295,5.423,32.54,27.54,27,5.54,0.54,True
w318083469,5.424,32.54,27.54,27,5.54,0.54,True
w316645115,5.425,32.55,27.55,27,5.55,0.55,True
w317149372,5.427,32.56,27.56,27,5.56,0.56,True
w318083438,5.429,32.57,27.57,27,5.57,0.57,True
w315851310,5.433,32.6,27.6,27,5.6,0.6,True
w318083464,5.433,32.6,27.6,27,5.6,0.6,True
w315851303,5.434,32.6,27.6,27,5.6,0.6,True
w315618157,5.435,32.61,27.61,27,5.61,0.61,True
w315618170,5.435,32.61,27.61,27,5.61,0.61,True
w315618164,5.436,32.62,27.62,27,5.62,0.62,True
w103771201,5.44,32.64,27.64,27,5.64,0.64,True
n5411906006,5.442,32.65,27.65,27,5.65,0.65,True
w318083475,5.442,32.65,27.65,27,5.65,0.65,True
w315851328,5.443,32.66,27.66,27,5.66,0.66,True
w315618139,5.445,32.67,27.67,27,5.67,0.67,True
w319132158,5.445,32.67,27.67,27,5.67,0.67,True
w315807407,5.448,32.69,27.69,27,5.69,0.69,True
w315807232,5.45,32.7,27.7,27,5.7,0.7,True
w318083474,5.45,32.7,27.7,27,5.7,0.7,True
w315618160,5.451,32.71,27.71,27,5.71,0.71,True
w315618163,5.451,32.71,27.71,27,5.71,0.71,True
w315851323,5.451,32.71,27.71,27,5.71,0.71,True
w316645007,5.451,32.71,27.71,27,5.71,0.71,True
w316665822,5.454,32.72,27.72,27,5.72,0.72,True
w165439283,5.457,32.74,27.74,27,5.74,0.74,True
w318083482,5.457,32.74,27.74,27,5.74,0.74,True
w91847072,5.458,32.75,27.75,27,5.75,0.75,True
w315618140,5.459,32.75,27.75,27,5.75,0.75,True
w319133046,5.461,32.77,27.77,27,5.77,0.77,True
w103771202,5.462,32.77,27.77,27,5.77,0.77,True
w165439302,5.465,32.79,27.79,27,5.79,0.79,True
w407354375,5.465,32.79,27.79,27,5.79,0.79,True
w315618172,5.466,32.8,27.8,27,5.8,0.8,True
w316645008,5.466,32.8,27.8,27,5.8,0.8,True
w318083477,5.468,32.81,27.81,27,5.81,0.81,True
w315851322,5.469,32.81,27.81,27,5.81,0.81,True
w316758836,5.47,32.82,27.82,27,5.82,0.82,True
w184989536,5.471,32.83,27.83,27,5.83,0.83,True
w407354379,5.472,32.83,27.83,27,5.83,0.83,True
w318084686,5.474,32.84,27.84,27,5.84,0.84,True
w316645123,5.475,32.85,27.85,27,5.85,0.85,True
w316645118,5.476,32.86,27.86,27,5.86,0.86,True
w319133048,5.479,32.87,27.87,27,5.87,0.87,True
w316645009,5.481,32.89,27.89,27,5.89,0.89,True
n2330549398,5.484,32.9,27.9,27,5.9,0.9,True
w316758837,5.484,32.9,27.9,27,5.9,0.9,True
w318083480,5.484,32.9,27.9,27,5.9,0.9,True
w315851320,5.485,32.91,27.91,27,5.91,0.91,True
w315851325,5.487,32.92,27.92,27,5.92,0.92,True
w316645117,5.487,32.92,27.92,27,5.92,0.92,True
w209416092,5.488,32.93,27.93,27,5.93,0.93,True
w315807218,5.488,32.93,27.93,27,5.93,0.93,True
w315851326,5.489,32.93,27.93,27,5.93,0.93,True
w318084690,5.492,32.95,27.95,27,5.95,0.95,True
w316645010,5.494,32.96,27.96,27,5.96,0.96,True
w317051431,5.494,32.96,27.96,27,5.96,0.96,True
w318084710,5.495,32.97,27.97,27,5.97,0.97,True
w318084687,5.501,33.01,28.01,28,5.01,0.01,True
w561469641,5.501,33.01,28.01,28,5.01,0.01,True
w209416063,5.503,33.02,28.02,28,5.02,0.02,True
w315851319,5.503,33.02,28.02,28,5.02,0.02,True
w317051433,5.507,33.04,28.04,28,5.04,0.04,True
w315807220,5.513,33.08,28.08,28,5.08,0.08,True
w209416049,5.518,33.11,28.11,28,5.11,0.11,True
w316785287,5.518,33.11,28.11,28,5.11,0.11,True
w315851307,5.52,33.12,28.12,28,5.12,0.12,True
w318084689,5.52,33.12,28.12,28,5.12,0.12,True
w317051435,5.521,33.13,28.13,28,5.13,0.13,True
w91847103,5.521,33.13,28.13,28,5.13,0.13,True
w316759046,5.522,33.13,28.13,28,5.13,0.13,True
