address_id,route_km,taxi_reference_rub,driver_best_take_rub,formula_fee_rub,client_saving_rub,driver_gap_rub,balanced_ok
w319226856,6.711,40.27,35.27,35,5.27,0.27,True
n2334305071,6.713,40.28,35.28,35,5.28,0.28,True
w319227732,6.718,40.31,35.31,35,5.31,0.31,True
w91848799,6.718,40.31,35.31,35,5.31,0.31,True
w319226855,6.723,40.34,35.34,35,5.34,0.34,True
w209273612,6.728,40.37,35.37,35,5.37,0.37,True
w319305807,6.729,40.37,35.37,35,5.37,0.37,True
w319227731,6.734,40.4,35.4,35,5.4,0.4,True
w209267117,6.741,40.45,35.45,35,5.45,0.45,True
w352148096,6.746,40.48,35.48,35,5.48,0.48,True
w319226862,6.749,40.49,35.49,35,5.49,0.49,True
w319227729,6.755,40.53,35.53,35,5.53,0.53,True
w209273576,6.757,40.54,35.54,35,5.54,0.54,True
w91848809,6.767,40.6,35.6,35,5.6,0.6,True
w222986049,6.768,40.61,35.61,35,5.61,0.61,True
w103992856,6.769,40.61,35.61,35,5.61,0.61,True
w352148094,6.769,40.61,35.61,35,5.61,0.61,True
w319227728,6.775,40.65,35.65,35,5.65,0.65,True
w222986047,6.794,40.76,35.76,35,5.76,0.76,True
w319226864,6.8,40.8,35.8,35,5.8,0.8,True
w222986045,6.81,40.86,35.86,35,5.86,0.86,True
w209273596,6.824,40.94,35.94,35,5.94,0.94,True
w103992836,6.832,40.99,35.99,35,5.99,0.99,True
w103992827,6.849,41.09,36.09,36,5.09,0.09,True
w103992712,6.861,41.17,36.17,36,5.17,0.17,True
w352148098,6.864,41.18,36.18,36,5.18,0.18,True
w103992745,6.88,41.28,36.28,36,5.28,0.28,True
w103992696,6.881,41.29,36.29,36,5.29,0.29,True
n2334331716,6.882,41.29,36.29,36,5.29,0.29,True
n2334331723,6.894,41.36,36.36,36,5.36,0.36,True
n5172818456,6.905,41.43,36.43,36,5.43,0.43,True
w103992714,6.905,41.43,36.43,36,5.43,0.43,True
w91848803,6.907,41.44,36.44,36,5.44,0.44,True
w103992878,6.917,41.5,36.5,36,5.5,0.5,True
n2334334349,6.928,41.57,36.57,36,5.57,0.57,True
w222986044,6.93,41.58,36.58,36,5.58,0.58,True
w103992693,6.933,41.6,36.6,36,5.6,0.6,True
w103992837,6.934,41.6,36.6,36,5.6,0.6,True
w103992864,6.958,41.75,36.75,36,5.75,0.75,True
w103992858,6.975,41.85,36.85,36,5.85,0.85,True
n2334331712,6.976,41.86,36.86,36,5.86,0.86,True
n2334331713,6.979,41.87,36.87,36,5.87,0.87,True
n5172818451,6.989,41.93,36.93,36,5.93,0.93,True
n2334334346,7.0,42.0,37.0,37,5.0,0.0,True
w316027138,7.018,42.11,37.11,37,5.11,0.11,True
n2334331711,7.024,42.14,37.14,37,5.14,0.14,True
n2334338352,7.027,42.16,37.16,37,5.16,0.16,True
n2339316692,7.059,42.35,37.35,37,5.35,0.35,True
n2334331710,7.086,42.52,37.52,37,5.52,0.52,True
n2334331706,7.099,42.59,37.59,37,5.59,0.59,True
n2334338351,7.108,42.65,37.65,37,5.65,0.65,True
n5172818844,7.117,42.7,37.7,37,5.7,0.7,True
n2334338353,7.123,42.74,37.74,37,5.74,0.74,True
w303915659,7.123,42.74,37.74,37,5.74,0.74,True
w209273565,7.135,42.81,37.81,37,5.81,0.81,True
w303915660,7.16,42.96,37.96,37,5.96,0.96,True
w209273567,7.176,43.06,38.06,38,5.06,0.06,True
n5172819425,7.181,43.09,38.09,38,5.09,0.09,True
n2334331709,7.19,43.14,38.14,38,5.14,0.14,True
n5172818452,7.19,43.14,38.14,38,5.14,0.14,True
w303915657,7.195,43.17,38.17,38,5.17,0.17,True
w209273564,7.22,43.32,38.32,38,5.32,0.32,True
w303915656,7.223,43.34,38.34,38,5.34,0.34,True
w209273570,7.253,43.52,38.52,38,5.52,0.52,True
w91850356,7.261,43.57,38.57,38,5.57,0.57,True
w442395879,7.269,43.61,38.61,38,5.61,0.61,True
w209273568,7.311,43.87,38.87,38,5.87,0.87,True
w299956671,7.458,44.75,39.75,39,5.75,0.75,True
