address_id,territory,street,house_number,lat,lon,source_object_type,normalized_object_type,deliverable_address_status,exclusion_reason,manual_review_required
w285071411,Бендеры,улица Бориса Главана,46,46.81735,29.45391,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285071413,Бендеры,улица Бориса Главана,48,46.81742,29.45363,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285072091,Бендеры,улица Пушкина,58,46.81864,29.47159,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285072093,Бендеры,улица Пушкина,56,46.8189,29.47185,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285072095,Бендеры,улица Пушкина,60,46.81833,29.47151,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285072097,Бендеры,улица Пушкина,62,46.81798,29.47137,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285072098,Бендеры,улица Пушкина,58а,46.81862,29.47118,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285072101,Бендеры,улица Кавриаго,4,46.81944,29.47127,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285072103,Бендеры,улица Дзержинского,64,46.81855,29.46946,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285072106,Бендеры,улица Дзержинского,62,46.81893,29.46988,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285072112,Бендеры,улица Горького,64,46.81772,29.47126,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285073235,Бендеры,Московская улица,12,46.82241,29.47609,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285073236,Бендеры,улица Кирова,81,46.82222,29.47595,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285073238,Бендеры,Московская улица,14,46.82227,29.47649,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285073241,Бендеры,Московская улица,16,46.82218,29.47712,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285073244,Бендеры,улица Кирова,85,46.82201,29.47598,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285073245,Бендеры,Московская улица,10,46.82262,29.47502,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285073246,Бендеры,улица Кирова,89,46.82159,29.47591,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285073247,Бендеры,Московская улица,20,46.82186,29.47821,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285073248,Бендеры,Московская улица,88,46.82263,29.47727,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285073250,Бендеры,улица Калинина,47,46.82213,29.4798,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285073253,Бендеры,Московская улица,22,46.8218,29.47851,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285073254,Бендеры,Коммунистическая улица,83,46.82154,29.47784,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285073257,Бендеры,Коммунистическая улица,85,46.82134,29.47757,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285073258,Бендеры,улица Калинина,64,46.821,29.47831,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285073259,Бендеры,Коммунистическая улица,87,46.82121,29.47738,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285073260,Бендеры,Коммунистическая улица,96,46.82153,29.47674,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285073914,Бендеры,Коммунистическая улица,98,46.82133,29.4768,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285073917,Бендеры,Коммунистическая улица,92,46.82176,29.47679,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285073923,Бендеры,улица Кирова,91,46.8214,29.47563,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285073925,Бендеры,улица Кирова,93,46.82124,29.47548,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285073926,Бендеры,Комсомольская улица,106,46.82069,29.47649,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285073928,Бендеры,Коммунистическая улица,104,46.82094,29.47662,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285073929,Бендеры,Коммунистическая улица,98Б,46.82122,29.47677,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285073931,Бендеры,Коммунистическая улица,100,46.82114,29.47675,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285073932,Бендеры,Коммунистическая улица,102,46.82105,29.47668,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285074326,Бендеры,Коммунистическая улица,91,46.8209,29.47731,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285074327,Бендеры,Коммунистическая улица,93,46.82075,29.47719,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285074328,Бендеры,Коммунистическая улица,89,46.82105,29.47751,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285191969,Парканы,улица Фрунзе,27,46.83326,29.52408,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285192064,Парканы,улица Карла Маркса,1,46.83657,29.52177,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285192629,Парканы,улица Карла Маркса,6,46.83622,29.52235,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285193317,Парканы,улица Фрунзе,34,46.83277,29.52342,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285193318,Парканы,улица Фрунзе,29,46.83302,29.52393,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285193321,Парканы,улица Фрунзе,31,46.8329,29.52405,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285193323,Парканы,улица Фрунзе,33,46.83265,29.52409,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285193324,Парканы,улица Фрунзе,36,46.83256,29.52348,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285196649,Парканы,улица Фрунзе,107,46.82565,29.52764,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285196651,Парканы,улица Фрунзе,104,46.82581,29.52707,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285196652,Парканы,улица Фрунзе,106,46.82563,29.52714,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285196655,Парканы,Пионерская улица,88а,46.82781,29.52577,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285196658,Парканы,Пионерская улица,85,46.82806,29.52646,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285196662,Парканы,улица Фрунзе,87,46.82781,29.52659,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285196672,Парканы,улица Фрунзе,90,46.8273,29.52632,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285196674,Парканы,улица Фрунзе,89,46.82754,29.52678,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285452242,Парканы,улица Сергея Лазо,24,46.84077,29.51599,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w285452245,Парканы,улица Сергея Лазо,11,46.83952,29.51593,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w286134082,Бендеры,улица Пушкина,24А,46.82602,29.47503,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w286134083,Бендеры,улица Пушкина,22,46.82616,29.47511,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w286134084,Бендеры,улица Пушкина,20,46.82637,29.47524,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w286134134,Бендеры,Коммунистическая улица,65,46.8235,29.47848,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w286135677,Бендеры,Тираспольская улица,8,46.83011,29.47829,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w286136333,Бендеры,улица Пушкина,11,46.82945,29.47704,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w286137903,Бендеры,улица Кирова,55,46.82632,29.4777,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w286137906,Бендеры,улица Кирова,53,46.8264,29.47795,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w286137907,Бендеры,улица Кирова,51,46.82661,29.47789,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w286138472,Бендеры,улица Кирова,49,46.82675,29.47798,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w286138474,Бендеры,улица Кирова,45,46.827,29.47806,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w286138715,Бендеры,улица Шестакова,43,46.82318,29.48727,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w286138716,Бендеры,Московская улица,52,46.82032,29.4857,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w286138755,Бендеры,Московская улица,77,46.82061,29.48466,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w286876155,Парканы,улица Ленина,55,46.83004,29.5121,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w287018438,Парканы,улица Фрунзе,38,46.83237,29.52365,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w287018439,Парканы,улица Фрунзе,35,46.83255,29.5242,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w287643876,Парканы,улица Сергея Лазо,7,46.83904,29.51611,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w287643878,Парканы,улица Сергея Лазо,9,46.8393,29.51608,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w287643916,Бендеры,улица Кавриаго,21,46.81814,29.47904,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w287643917,Бендеры,Советская улица,62,46.81833,29.47921,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w287643919,Бендеры,улица Калинина,51,46.82111,29.47944,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w287722485,Парканы,улица Фрунзе,91,46.82728,29.52696,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w287830913,Парканы,улица Фрунзе,42,46.83211,29.5236,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w287830914,Парканы,улица Фрунзе,40,46.83226,29.52366,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w288392730,Парканы,улица Сергея Лазо,25,46.84099,29.51525,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w288392731,Парканы,улица Сергея Лазо,26,46.84103,29.51581,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w288392735,Парканы,улица Сергея Лазо,23,46.84073,29.51536,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w288392737,Парканы,улица Сергея Лазо,10,46.83935,29.51671,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w288392738,Парканы,улица Сергея Лазо,12,46.83965,29.51659,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w288392819,Парканы,улица Сергея Лазо,14,46.83976,29.51642,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w288392881,Парканы,улица Сергея Лазо,13,46.83975,29.51586,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w288717191,Бендеры,Московская улица,79,46.82006,29.48436,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w288717192,Бендеры,Московская улица,66,46.82017,29.48339,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w288717198,Бендеры,Комсомольская улица,89,46.81963,29.48227,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w288717202,Бендеры,Комсомольская улица,39,46.8194,29.48225,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w288717205,Бендеры,Московская улица,81,46.82023,29.48271,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w288717207,Бендеры,площадь Освобождения,55,46.82329,29.48412,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w288717219,Бендеры,Комсомольская улица,37a,46.81972,29.48118,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w288717223,Бендеры,Советская улица,47,46.82034,29.481,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w288717225,Бендеры,Комсомольская улица,41,46.81926,29.48279,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w288717229,Бендеры,Комсомольская улица,40,46.81886,29.4827,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w288717231,Бендеры,Советская улица,53,46.81898,29.48047,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289022006,Бендеры,Комсомольская улица,16,46.82069,29.4743,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289022007,Бендеры,Комсомольская улица,73,46.82089,29.47344,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289022008,Бендеры,Комсомольская улица,14,46.82079,29.47396,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289022009,Бендеры,улица Кирова,80,46.82069,29.47458,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289022010,Бендеры,улица Кирова,101,46.81993,29.4749,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289022011,Бендеры,улица Кирова,84,46.82004,29.4743,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289022012,Бендеры,улица Кирова,82,46.82029,29.47432,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289022014,Бендеры,улица Кирова,97,46.8203,29.47526,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289022015,Бендеры,улица Кирова,99,46.82011,29.4751,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289022017,Бендеры,Комсомольская улица,20,46.82049,29.47546,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289022018,Бендеры,улица Кирова,103,46.81975,29.47488,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289100545,Бендеры,улица Пушкина,48,46.82181,29.47307,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289100546,Бендеры,улица Пушкина,46,46.8221,29.47326,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289100547,Бендеры,улица Пушкина,44,46.82234,29.47333,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289100548,Бендеры,улица Пушкина,42,46.82252,29.47343,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289100549,Бендеры,улица Пушкина,4,46.82298,29.4736,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289100551,Бендеры,Московская улица,6,46.82273,29.47463,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289100567,Бендеры,Коммунистическая улица,80,46.82344,29.47751,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289102408,Бендеры,Коммунистическая улица,82,46.82329,29.47749,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289102409,Бендеры,Коммунистическая улица,84,46.82317,29.4773,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289102410,Бендеры,Коммунистическая улица,86,46.82293,29.4773,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289102411,Бендеры,Коммунистическая улица,67,46.82334,29.47837,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289102413,Бендеры,Коммунистическая улица,71,46.82294,29.47839,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289102414,Бендеры,Коммунистическая улица,73,46.82277,29.47818,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289102415,Бендеры,Коммунистическая улица,75,46.82263,29.47807,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289102419,Бендеры,улица Калинина,52,46.82302,29.47942,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289102420,Бендеры,улица Калинина,54,46.82275,29.47936,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289102421,Бендеры,Московская улица,37,46.82229,29.47849,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289102422,Бендеры,улица Калинина,56,46.82255,29.47923,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289102423,Бендеры,улица Калинина,58,46.8224,29.47921,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289102546,Бендеры,улица Калинина,53,46.82097,29.47927,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289102547,Бендеры,улица Калинина,55,46.82077,29.47926,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289102548,Бендеры,Советская улица,54б,46.82012,29.48013,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289102552,Бендеры,Советская улица,50A,46.82056,29.48029,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w289999059,Бендеры,улица Пушкина,49,46.82435,29.47549,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290295803,Бендеры,Комсомольская улица,24,46.82039,29.47578,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290295804,Бендеры,Коммунистическая улица,108,46.82022,29.47638,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290295805,Бендеры,Комсомольская улица,24/5,46.82035,29.47613,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290295809,Бендеры,Коммунистическая улица,110,46.81989,29.47621,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290295811,Бендеры,Коммунистическая улица,112,46.81977,29.47607,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290295813,Бендеры,улица Кирова,72,46.82177,29.47509,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290295816,Бендеры,улица Кирова,74,46.82167,29.47479,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290295817,Бендеры,улица Кирова,76,46.82151,29.47491,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290295829,Бендеры,Московская улица,49,46.82148,29.48156,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290295841,Бендеры,Московская улица,83,46.82005,29.48287,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290326312,Бендеры,Советская улица,35a,46.82239,29.48195,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290326317,Бендеры,улица Ленина,71,46.82126,29.48498,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290326318,Бендеры,Московская улица,73,46.82102,29.48487,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290326319,Бендеры,Московская улица,75,46.82082,29.48477,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290326320,Бендеры,Московская улица,63,46.82055,29.48518,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290326321,Бендеры,улица Шестакова,42,46.82088,29.48588,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290326323,Бендеры,Советская улица,37,46.8219,29.48171,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290326324,Бендеры,Московская улица,41,46.82159,29.48176,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290326325,Бендеры,улица Кирова,105,46.81952,29.47479,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290326327,Бендеры,улица Кирова,107,46.81932,29.47489,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290326328,Бендеры,улица Кавриаго,9,46.81897,29.47503,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290326329,Бендеры,улица Кавриаго,11,46.81898,29.47531,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290326330,Бендеры,улица Кавриаго,122а,46.81886,29.4756,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334241,Бендеры,Коммунистическая улица,120,46.81928,29.47581,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334242,Бендеры,Коммунистическая улица,116а,46.81953,29.47603,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334244,Бендеры,Коммунистическая улица,103а,46.81952,29.47549,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334247,Бендеры,Коммунистическая улица,117,46.81882,29.47636,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334248,Бендеры,улица Кавриаго,13,46.81863,29.47662,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334249,Бендеры,улица Кавриаго,15,46.8186,29.47686,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334252,Бендеры,Комсомольская улица,28,46.82002,29.47771,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334258,Бендеры,Комсомольская улица,44,46.82192,29.47113,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334259,Бендеры,улица Дзержинского,45,46.8238,29.47273,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334260,Бендеры,улица Дзержинского,22,46.82503,29.47269,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334261,Бендеры,улица Пушкина,32,46.82436,29.47425,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334267,Бендеры,улица Пушкина,19,46.82348,29.47392,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334269,Бендеры,улица Дзержинского,33,46.82483,29.4732,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334270,Бендеры,улица Дзержинского,27,46.82542,29.4734,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334271,Бендеры,улица Дзержинского,29,46.82522,29.47336,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334272,Бендеры,улица Дзержинского,31,46.82506,29.47329,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334276,Бендеры,улица Дзержинского,37,46.82453,29.47309,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334277,Бендеры,улица Дзержинского,35,46.82462,29.47343,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334286,Бендеры,Московская улица,32/2,46.82058,29.48334,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334287,Бендеры,Московская улица,32,46.82053,29.48353,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334289,Бендеры,Московская улица,60,46.82051,29.48382,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334290,Бендеры,Московская улица,62,46.82039,29.48379,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334291,Бендеры,Московская улица,64,46.82028,29.48365,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334293,Бендеры,Московская улица,61,46.82085,29.48415,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334294,Бендеры,Комсомольская улица,83,46.81905,29.48391,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334295,Бендеры,Комсомольская улица,43,46.81892,29.48422,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334297,Бендеры,Комсомольская улица,45,46.81882,29.48454,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334301,Бендеры,Коммунистическая улица,115,46.81906,29.4768,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334303,Бендеры,Коммунистическая улица,113,46.81921,29.47661,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334304,Бендеры,Коммунистическая улица,111,46.81941,29.47676,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334307,Бендеры,Коммунистическая улица,107,46.81961,29.47686,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290334308,Бендеры,Коммунистическая улица,109,46.81953,29.47684,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290336188,Бендеры,Коммунистическая улица,103,46.81979,29.47688,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290336191,Бендеры,Комсомольская улица,101,46.81983,29.47719,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290336193,Бендеры,улица Кирова,90,46.81926,29.47396,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290336602,Бендеры,улица Кавриаго,3,46.81945,29.47359,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290336603,Бендеры,улица Кирова,88,46.81948,29.47404,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290336605,Бендеры,улица Кирова,86,46.81979,29.47419,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290851732,Бендеры,улица Калинина,74,46.81972,29.47809,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290851733,Бендеры,улица Дзержинского,42A,46.82244,29.47143,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290851735,Бендеры,улица Дзержинского,42,46.82224,29.47132,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290851737,Бендеры,улица Дзержинского,34,46.8234,29.4719,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290851742,Бендеры,улица Академика Фёдорова,1/1,46.82775,29.47345,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290851748,Бендеры,улица Дзержинского,1,46.82924,29.47509,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w290885033,Бендеры,улица Калинина,76,46.81955,29.47802,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
w291294913,Бендеры,улица Шестакова,60а,46.81909,29.48509,addressed_residential_building,RESIDENTIAL_BUILDING,DELIVERABLE,,False
