uid,address,territory,status,canonical_route_km,route_km,route_km_duration_opt,straight_km,crosses_checkpoint,external_km,base_price,external_surcharge,reference_price,internal_zone,routing_status,old_k4_zone_id
n2450951725,"Парканы, улица Горького, 135",Парканы,routed,6.01,6.0104,6.0104,3.554,True,4.177,26.042,8.354,34.395,3,routed,4
n2450951728,"Парканы, улица Горького, 137",Парканы,routed,5.994,5.9946,5.9946,3.551,True,4.161,25.978,8.322,34.301,3,routed,4
n2450951732,"Парканы, улица Горького, 139",Парканы,routed,5.978,5.9786,5.9786,3.547,True,4.145,25.914,8.29,34.205,3,routed,4
n2450951736,"Парканы, улица Горького, 141",Парканы,routed,5.963,5.9629,5.9629,3.545,True,4.129,25.852,8.259,34.11,3,routed,4
n2450951740,"Парканы, улица Горького, 143",Парканы,routed,5.949,5.9494,5.9494,3.543,True,4.116,25.798,8.232,34.029,3,routed,4
n2450951744,"Парканы, улица Горького, 145",Парканы,routed,5.933,5.9324,5.9324,3.54,True,4.099,25.73,8.198,33.927,3,routed,4
n2450951747,"Парканы, улица Горького, 147",Парканы,routed,5.917,5.9167,5.9167,3.537,True,4.083,25.667,8.166,33.833,3,routed,4
n2450951751,"Парканы, улица Горького, 149",Парканы,routed,5.902,5.9022,5.9022,3.535,True,4.069,25.609,8.137,33.746,3,routed,4
n2450951755,"Парканы, улица Горького, 151",Парканы,routed,5.888,5.8884,5.8884,3.532,True,4.055,25.554,8.11,33.663,3,routed,4
n2450951762,"Парканы, улица Горького, 153",Парканы,routed,5.857,5.8571,5.8571,3.529,True,4.024,25.428,8.047,33.476,3,routed,4
n2450951765,"Парканы, улица Горького, 157",Парканы,routed,5.843,5.8423,5.8423,3.526,True,4.009,25.369,8.018,33.387,3,routed,4
n2450951770,"Парканы, улица Горького, 159",Парканы,routed,5.827,5.8275,5.8275,3.523,True,3.994,25.31,7.988,33.298,3,routed,4
n2450951774,"Парканы, улица Горького, 161",Парканы,routed,5.812,5.8121,5.8121,3.523,True,3.979,25.248,7.957,33.206,3,routed,4
n2450951777,"Парканы, улица Горького, 163",Парканы,routed,5.796,5.7963,5.7963,3.521,True,3.963,25.185,7.926,33.111,3,routed,4
n2450951781,"Парканы, улица Горького, 165",Парканы,routed,5.78,5.7805,5.7805,3.519,True,3.947,25.122,7.894,33.016,3,routed,4
n2450951785,"Парканы, улица Горького, 167",Парканы,routed,5.764,5.7644,5.7644,3.516,True,3.931,25.058,7.862,32.919,3,routed,4
n2450951789,"Парканы, улица Горького, 169",Парканы,routed,5.775,5.7756,5.7756,3.514,True,3.942,25.102,7.884,32.987,3,routed,4
n2450951793,"Парканы, улица Горького, 171",Парканы,routed,5.793,5.7923,5.7923,3.515,True,3.959,25.169,7.918,33.087,3,routed,4
n2450951803,"Парканы, улица Горького, 173",Парканы,routed,5.81,5.8101,5.8101,3.517,True,3.977,25.24,7.953,33.194,3,routed,4
n2450962238,"Парканы, улица Горького, 130",Парканы,routed,5.443,5.5511,5.5511,3.533,True,3.718,24.204,7.435,31.64,3,routed,3
n2450962239,"Парканы, улица Горького, 132",Парканы,routed,5.464,5.5721,5.5721,3.532,True,3.739,24.288,7.477,31.766,3,routed,3
n2450962240,"Парканы, улица Горького, 134",Парканы,routed,5.481,5.5878,5.5878,3.533,True,3.754,24.351,7.509,31.86,3,routed,3
n2450962241,"Парканы, улица Горького, 136",Парканы,routed,5.498,5.6058,5.6058,3.534,True,3.772,24.423,7.545,31.968,3,routed,3
n2450962242,"Парканы, улица Горького, 138",Парканы,routed,5.516,5.6235,5.6235,3.533,True,3.79,24.494,7.58,32.074,3,routed,3
n2450962243,"Парканы, улица Горького, 140",Парканы,routed,5.533,5.6414,5.6414,3.533,True,3.808,24.566,7.616,32.181,3,routed,3
n2450962244,"Парканы, улица Горького, 142",Парканы,routed,5.549,5.6569,5.6569,3.533,True,3.823,24.628,7.647,32.274,3,routed,4
n2450962245,"Парканы, улица Горького, 144",Парканы,routed,5.564,5.6712,5.6712,3.532,True,3.838,24.685,7.675,32.36,3,routed,4
n2450962246,"Парканы, улица Горького, 146",Парканы,routed,5.58,5.688,5.688,3.533,True,3.854,24.752,7.709,32.461,3,routed,4
n2450962247,"Парканы, улица Горького, 148",Парканы,routed,5.598,5.7058,5.7058,3.534,True,3.872,24.823,7.745,32.568,3,routed,4
n2450962248,"Парканы, улица Горького, 150",Парканы,routed,5.613,5.7203,5.7203,3.534,True,3.887,24.881,7.774,32.655,3,routed,4
n2450962249,"Парканы, улица Горького, 152",Парканы,routed,5.631,5.7386,5.7386,3.533,True,3.905,24.954,7.81,32.765,3,routed,4
n2450962250,"Парканы, улица Горького, 154",Парканы,routed,5.647,5.7551,5.7551,3.528,True,3.922,25.02,7.843,32.864,3,routed,4
n2450962252,"Парканы, улица Горького, 156",Парканы,routed,5.662,5.7689,5.7689,3.525,True,3.935,25.076,7.871,32.946,3,routed,4
n2450962253,"Парканы, улица Горького, 158",Парканы,routed,6.034,6.0339,6.0339,3.521,True,4.2,26.136,8.401,34.536,3,routed,4
n2450962254,"Парканы, улица Горького, 160",Парканы,routed,6.017,6.0169,6.0169,3.518,True,4.183,26.068,8.367,34.434,3,routed,4
n2450962255,"Парканы, улица Горького, 162",Парканы,routed,5.998,5.9983,5.9983,3.512,True,4.165,25.993,8.33,34.323,3,routed,4
n2450962256,"Парканы, улица Горького, 164",Парканы,routed,5.981,5.9814,5.9814,3.509,True,4.148,25.926,8.296,34.221,3,routed,4
n2450962258,"Парканы, улица Горького, 166",Парканы,routed,5.965,5.9656,5.9656,3.506,True,4.132,25.862,8.264,34.127,3,routed,4
n2450962260,"Парканы, улица Горького, 168",Парканы,routed,5.946,5.9462,5.9462,3.501,True,4.113,25.785,8.225,34.01,3,routed,4
n2450962261,"Парканы, улица Горького, 170",Парканы,routed,5.929,5.9292,5.9292,3.498,True,4.096,25.717,8.191,33.908,3,routed,4
n2450962262,"Парканы, улица Горького, 172",Парканы,routed,5.914,5.9133,5.9133,3.497,True,4.08,25.653,8.16,33.813,3,routed,4
n2450962263,"Парканы, улица Горького, 174",Парканы,routed,5.899,5.8994,5.8994,3.493,True,4.066,25.598,8.132,33.729,3,routed,4
n2450962264,"Парканы, улица Горького, 176",Парканы,routed,5.884,5.8836,5.8836,3.491,True,4.05,25.534,8.1,33.635,3,routed,4
n2450962265,"Парканы, улица Горького, 178",Парканы,routed,5.869,5.8687,5.8687,3.487,True,4.035,25.475,8.07,33.545,3,routed,4
n2450962266,"Парканы, улица Горького, 180",Парканы,routed,5.851,5.8507,5.8507,3.484,True,4.017,25.403,8.034,33.437,3,routed,4
n2450962267,"Парканы, улица Горького, 182",Парканы,routed,5.834,5.8338,5.8338,3.483,True,4.0,25.335,8.001,33.336,3,routed,4
n2450962268,"Парканы, улица Горького, 184",Парканы,routed,5.817,5.8171,5.8171,3.482,True,3.984,25.268,7.967,33.236,3,routed,4
n2450962269,"Парканы, улица Горького, 186",Парканы,routed,5.802,5.8027,5.8027,3.481,True,3.969,25.211,7.938,33.149,3,routed,4
n2450962270,"Парканы, улица Горького, 188",Парканы,routed,5.787,5.788,5.788,3.479,True,3.955,25.152,7.909,33.061,3,routed,4
n2451248421,"Парканы, улица Чкалова, 4",Парканы,routed,4.403,4.4035,4.4035,3.436,True,2.57,19.614,5.14,24.754,2,routed,3
n2451248422,"Парканы, улица Чкалова, 6",Парканы,routed,4.423,4.4229,4.4229,3.434,True,2.589,19.692,5.179,24.87,2,routed,3
n2451248424,"Парканы, улица Чкалова, 10",Парканы,routed,4.452,4.4513,4.4513,3.43,True,2.618,19.805,5.236,25.041,2,routed,3
n2451248425,"Парканы, улица Чкалова, 12",Парканы,routed,4.469,4.4693,4.4693,3.426,True,2.636,19.877,5.272,25.149,2,routed,3
n2451248426,"Парканы, улица Чкалова, 14",Парканы,routed,4.484,4.4845,4.4845,3.426,True,2.651,19.938,5.302,25.24,2,routed,3
n2451248427,"Парканы, улица Чкалова, 16",Парканы,routed,4.496,4.4968,4.4968,3.423,True,2.663,19.987,5.327,25.314,2,routed,3
n2451248428,"Парканы, улица Чкалова, 18",Парканы,routed,4.512,4.5114,4.5114,3.421,True,2.678,20.046,5.356,25.401,2,routed,3
n2451248429,"Парканы, улица Чкалова, 20",Парканы,routed,4.526,4.5265,4.5265,3.42,True,2.693,20.106,5.386,25.492,2,routed,3
n2451248430,"Парканы, улица Чкалова, 22",Парканы,routed,4.54,4.54,4.54,3.418,True,2.707,20.16,5.413,25.573,2,routed,3
n2451248431,"Парканы, улица Чкалова, 24",Парканы,routed,4.553,4.553,4.553,3.416,True,2.72,20.212,5.439,25.651,2,routed,3
n2451248434,"Парканы, улица Чкалова, 30",Парканы,routed,4.596,4.597,4.597,3.415,True,2.764,20.388,5.527,25.915,2,routed,3
n2451248437,"Парканы, улица Чкалова, 36",Парканы,routed,4.637,4.6374,4.6374,3.417,True,2.804,20.55,5.608,26.157,2,routed,3
n2451248438,"Парканы, улица Чкалова, 38",Парканы,routed,4.65,4.6503,4.6503,3.417,True,2.817,20.601,5.634,26.235,2,routed,3
n2451248439,"Парканы, улица Чкалова, 40",Парканы,routed,4.664,4.6641,4.6641,3.417,True,2.831,20.656,5.661,26.318,2,routed,3
n2451248440,"Парканы, улица Чкалова, 42",Парканы,routed,4.676,4.676,4.676,3.418,True,2.843,20.704,5.685,26.389,2,routed,3
n2451248441,"Парканы, улица Чкалова, 44",Парканы,routed,4.691,4.6919,4.6919,3.417,True,2.858,20.768,5.717,26.484,2,routed,3
n2451248442,"Парканы, улица Чкалова, 46",Парканы,routed,4.706,4.7058,4.7058,3.418,True,2.872,20.823,5.745,26.568,2,routed,3
n2451248443,"Парканы, улица Чкалова, 48",Парканы,routed,4.718,4.7184,4.7184,3.417,True,2.885,20.874,5.77,26.643,2,routed,3
n2451248444,"Парканы, улица Чкалова, 50",Парканы,routed,4.73,4.7301,4.7301,3.418,True,2.897,20.92,5.793,26.714,2,routed,3
n2451248445,"Парканы, улица Чкалова, 52",Парканы,routed,4.744,4.7446,4.7446,3.416,True,2.911,20.978,5.822,26.801,2,routed,3
n2451248446,"Парканы, улица Чкалова, 54",Парканы,routed,4.763,4.7627,4.7627,3.415,True,2.929,21.051,5.858,26.909,2,routed,3
n2451248447,"Парканы, улица Чкалова, 56",Парканы,routed,4.783,4.7832,4.7832,3.414,True,2.95,21.133,5.899,27.032,2,routed,3
n2451248448,"Парканы, улица Чкалова, 58",Парканы,routed,4.804,4.8046,4.8046,3.412,True,2.971,21.218,5.942,27.161,2,routed,3
n2451248449,"Парканы, улица Чкалова, 60",Парканы,routed,4.827,4.828,4.828,3.409,True,2.995,21.312,5.989,27.301,2,routed,3
n2452525852,"Парканы, улица Чкалова, 62",Парканы,routed,4.85,4.8506,4.8506,3.411,True,3.017,21.402,6.034,27.437,2,routed,3
n2452525861,"Парканы, улица Чкалова, 64",Парканы,routed,4.872,4.8731,4.8731,3.409,True,3.04,21.492,6.079,27.572,2,routed,3
n2452525867,"Парканы, улица Чкалова, 66",Парканы,routed,4.895,4.8953,4.8953,3.406,True,3.062,21.581,6.124,27.705,2,routed,3
n2452525872,"Парканы, улица Чкалова, 68",Парканы,routed,4.916,4.9164,4.9164,3.403,True,3.083,21.666,6.166,27.831,2,routed,3
n2452525877,"Парканы, улица Чкалова, 70",Парканы,routed,4.941,4.9415,4.9415,3.403,True,3.108,21.766,6.216,27.982,2,routed,3
n2452525883,"Парканы, улица Чкалова, 72",Парканы,routed,4.959,4.9584,4.9584,3.402,True,3.125,21.834,6.25,28.083,2,routed,3
n2452525888,"Парканы, улица Чкалова, 74",Парканы,routed,4.98,4.9807,4.9807,3.4,True,3.147,21.923,6.294,28.217,2,routed,3
n2452525893,"Парканы, улица Чкалова, 76",Парканы,routed,5.004,5.0043,5.0043,3.403,True,3.171,22.017,6.342,28.359,2,routed,3
n2452525899,"Парканы, улица Чкалова, 78",Парканы,routed,5.024,5.0243,5.0243,3.401,True,3.191,22.097,6.382,28.479,2,routed,3
n2452525904,"Парканы, улица Чкалова, 80",Парканы,routed,5.05,5.05,5.05,3.398,True,3.216,22.2,6.433,28.633,2,routed,3
n2452525910,"Парканы, улица Чкалова, 82",Парканы,routed,5.072,5.0722,5.0722,3.394,True,3.239,22.289,6.477,28.766,2,routed,3
n2452525915,"Парканы, улица Чкалова, 84",Парканы,routed,5.095,5.0945,5.0945,3.393,True,3.261,22.378,6.522,28.9,2,routed,3
n2452525920,"Парканы, улица Чкалова, 86",Парканы,routed,5.121,5.1211,5.1211,3.388,True,3.288,22.484,6.575,29.06,3,routed,3
n2452536231,"Парканы, улица Чкалова, 90",Парканы,routed,5.186,5.1866,5.1866,3.38,True,3.353,22.746,6.706,29.453,3,routed,3
n2452536232,"Парканы, улица Чкалова, 88",Парканы,routed,5.144,5.1444,5.1444,3.384,True,3.311,22.578,6.622,29.199,3,routed,3
n2452549454,"Парканы, улица Чкалова, 3",Парканы,routed,4.389,4.3892,4.3892,3.465,True,2.556,19.557,5.111,24.668,2,routed,3
n2452549455,"Парканы, улица Чкалова, 5",Парканы,routed,4.401,4.4008,4.4008,3.465,True,2.567,19.603,5.135,24.738,2,routed,3
n2452549456,"Парканы, улица Чкалова, 7",Парканы,routed,4.413,4.4133,4.4133,3.463,True,2.58,19.653,5.16,24.813,2,routed,3
n2452549460,"Парканы, улица Чкалова, 15",Парканы,routed,4.469,4.4695,4.4695,3.457,True,2.636,19.878,5.272,25.15,2,routed,3
n2452549461,"Парканы, улица Чкалова, 17",Парканы,routed,4.483,4.4832,4.4832,3.456,True,2.65,19.933,5.299,25.232,2,routed,3
n2452549462,"Парканы, улица Чкалова, 19",Парканы,routed,4.497,4.4968,4.4968,3.453,True,2.663,19.987,5.327,25.314,2,routed,3
n2452549463,"Парканы, улица Чкалова, 21",Парканы,routed,4.509,4.5094,4.5094,3.452,True,2.676,20.038,5.352,25.389,2,routed,3
n2452549465,"Парканы, улица Чкалова, 23",Парканы,routed,4.54,4.5409,4.5409,3.447,True,2.707,20.164,5.415,25.578,2,routed,3
n2452549466,"Парканы, улица Чкалова, 25",Парканы,routed,4.555,4.5544,4.5544,3.446,True,2.721,20.218,5.442,25.659,2,routed,3
n2452549467,"Парканы, улица Чкалова, 27",Парканы,routed,4.57,4.5695,4.5695,3.445,True,2.736,20.278,5.472,25.75,2,routed,3
n2452549468,"Парканы, улица Чкалова, 29",Парканы,routed,4.584,4.5839,4.5839,3.446,True,2.75,20.336,5.501,25.836,2,routed,3
n2452549469,"Парканы, улица Чкалова, 31",Парканы,routed,4.597,4.5969,4.5969,3.447,True,2.763,20.388,5.527,25.914,2,routed,3
n2452549470,"Парканы, улица Чкалова, 33",Парканы,routed,4.611,4.6111,4.6111,3.447,True,2.778,20.444,5.555,26.0,2,routed,3
n2452549471,"Парканы, улица Чкалова, 35",Парканы,routed,4.627,4.6273,4.6273,3.447,True,2.794,20.509,5.588,26.097,2,routed,3
n2452549472,"Парканы, улица Чкалова, 37",Парканы,routed,4.641,4.6411,4.6411,3.447,True,2.808,20.564,5.615,26.18,2,routed,3
n2452549475,"Парканы, улица Чкалова, 39",Парканы,routed,4.655,4.656,4.656,3.446,True,2.822,20.624,5.645,26.269,2,routed,3
n2452549479,"Парканы, улица Чкалова, 41",Парканы,routed,4.671,4.6715,4.6715,3.447,True,2.838,20.686,5.676,26.362,2,routed,3
n2452549483,"Парканы, улица Чкалова, 43",Парканы,routed,4.684,4.6843,4.6843,3.448,True,2.851,20.737,5.702,26.439,2,routed,3
n2452549485,"Парканы, улица Чкалова, 45",Парканы,routed,4.696,4.6965,4.6965,3.446,True,2.863,20.786,5.726,26.512,2,routed,3
n2452549490,"Парканы, улица Чкалова, 47",Парканы,routed,4.71,4.7103,4.7103,3.446,True,2.877,20.841,5.754,26.595,2,routed,3
n2452549493,"Парканы, улица Чкалова, 49",Парканы,routed,4.723,4.7229,4.7229,3.445,True,2.889,20.892,5.779,26.67,2,routed,3
n2452549496,"Парканы, улица Чкалова, 51",Парканы,routed,4.737,4.7371,4.7371,3.447,True,2.904,20.948,5.807,26.756,2,routed,3
n2452549499,"Парканы, улица Чкалова, 53",Парканы,routed,4.75,4.7506,4.7506,3.446,True,2.917,21.002,5.834,26.837,2,routed,3
n2452549512,"Парканы, улица Чкалова, 55",Парканы,routed,4.765,4.7652,4.7652,3.444,True,2.932,21.061,5.863,26.924,2,routed,3
n2452549516,"Парканы, улица Чкалова, 57",Парканы,routed,4.779,4.78,4.78,3.443,True,2.947,21.12,5.893,27.013,2,routed,3
n2452549519,"Парканы, улица Чкалова, 59",Парканы,routed,4.794,4.7937,4.7937,3.443,True,2.96,21.175,5.92,27.095,2,routed,3
n2452549522,"Парканы, улица Чкалова, 61",Парканы,routed,4.808,4.8084,4.8084,3.442,True,2.975,21.234,5.95,27.183,2,routed,3
n2452549525,"Парканы, улица Чкалова, 63",Парканы,routed,4.827,4.8269,4.8269,3.443,True,2.993,21.308,5.987,27.294,2,routed,3
n2452549527,"Парканы, улица Чкалова, 65",Парканы,routed,4.843,4.8434,4.8434,3.442,True,3.01,21.374,6.02,27.393,2,routed,3
n2452549528,"Парканы, улица Чкалова, 67",Парканы,routed,4.861,4.8617,4.8617,3.443,True,3.028,21.447,6.056,27.503,2,routed,3
n2452549529,"Парканы, улица Чкалова, 69",Парканы,routed,4.879,4.8801,4.8801,3.444,True,3.047,21.52,6.093,27.614,2,routed,3
n2452549530,"Парканы, улица Чкалова, 105",Парканы,routed,5.161,5.1605,5.1605,3.415,True,3.327,22.642,6.654,29.296,3,routed,3
n2452549531,"Парканы, улица Чкалова, 71",Парканы,routed,4.898,4.898,4.898,3.442,True,3.064,21.592,6.129,27.721,2,routed,3
n2452549532,"Парканы, улица Чкалова, 73",Парканы,routed,4.913,4.9136,4.9136,3.44,True,3.08,21.654,6.16,27.815,2,routed,3
n2452549533,"Парканы, улица Чкалова, 75",Парканы,routed,4.933,4.9327,4.9327,3.439,True,3.099,21.731,6.198,27.929,2,routed,3
n2452549536,"Парканы, улица Чкалова, 77",Парканы,routed,4.95,4.9498,4.9498,3.439,True,3.116,21.799,6.233,28.032,2,routed,3
n2452549539,"Парканы, улица Чкалова, 79",Парканы,routed,4.968,4.9676,4.9676,3.437,True,3.134,21.87,6.268,28.139,2,routed,3
n2452549542,"Парканы, улица Чкалова, 81",Парканы,routed,4.984,4.9845,4.9845,3.435,True,3.151,21.938,6.302,28.24,2,routed,3
n2452549546,"Парканы, улица Чкалова, 83",Парканы,routed,4.998,4.999,4.999,3.434,True,3.165,21.996,6.331,28.327,2,routed,3
n2452549549,"Парканы, улица Чкалова, 85",Парканы,routed,5.014,5.0145,5.0145,3.432,True,3.181,22.058,6.362,28.42,2,routed,3
n2452549552,"Парканы, улица Чкалова, 87",Парканы,routed,5.029,5.0291,5.0291,3.431,True,3.196,22.116,6.391,28.508,2,routed,3
n2452549555,"Парканы, улица Чкалова, 89",Парканы,routed,5.043,5.0424,5.0424,3.428,True,3.209,22.17,6.418,28.587,2,routed,3
n2452549559,"Парканы, улица Чкалова, 91",Парканы,routed,5.057,5.0569,5.0569,3.426,True,3.223,22.228,6.447,28.674,2,routed,3
n2452549565,"Парканы, улица Чкалова, 95",Парканы,routed,5.087,5.0868,5.0868,3.422,True,3.253,22.347,6.507,28.854,2,routed,3
n2452549568,"Парканы, улица Чкалова, 97",Парканы,routed,5.098,5.0981,5.0981,3.422,True,3.265,22.392,6.529,28.922,3,routed,3
n2452549572,"Парканы, улица Чкалова, 99",Парканы,routed,5.112,5.1114,5.1114,3.42,True,3.278,22.446,6.556,29.001,3,routed,3
n2452549575,"Парканы, улица Чкалова, 101",Парканы,routed,5.126,5.1259,5.1259,3.419,True,3.292,22.504,6.585,29.088,3,routed,3
n2452549578,"Парканы, улица Чкалова, 103",Парканы,routed,5.144,5.1448,5.1448,3.417,True,3.311,22.579,6.623,29.202,3,routed,3
n2452552086,"Парканы, улица Чкалова, 107",Парканы,routed,5.188,5.1872,5.1872,3.412,True,3.354,22.749,6.707,29.456,3,routed,3
n2452552090,"Парканы, улица Чкалова, 109",Парканы,routed,5.21,5.2096,5.2096,3.412,True,3.376,22.838,6.752,29.591,3,routed,3
n2452552094,"Парканы, улица Чкалова, 111",Парканы,routed,5.236,5.2363,5.2363,3.41,True,3.403,22.945,6.806,29.751,3,routed,3
n2452552097,"Парканы, улица Чкалова, 113",Парканы,routed,5.254,5.2541,5.2541,3.409,True,3.421,23.016,6.841,29.858,3,routed,3
n2452552100,"Парканы, улица Чкалова, 115",Парканы,routed,5.274,5.2742,5.2742,3.407,True,3.441,23.097,6.881,29.978,3,routed,3
n2452636916,"Парканы, улица Фрунзе, 8",Парканы,routed,4.206,4.2061,4.2061,3.23,True,2.373,18.824,5.0,23.824,2,routed,3
n2452658345,"Парканы, улица Фрунзе, 9",Парканы,routed,4.222,4.2218,4.2218,3.264,True,2.388,18.887,5.0,23.887,2,routed,3
n2453493584,"Парканы, улица Фрунзе, 109",Парканы,routed,5.349,5.4567,5.4567,3.389,True,3.623,23.827,7.246,31.073,3,routed,3
n2453493588,"Парканы, улица Фрунзе, 111",Парканы,routed,5.377,5.4842,5.4842,3.391,True,3.651,23.937,7.301,31.238,3,routed,3
n2453493590,"Парканы, улица Фрунзе, 111а",Парканы,routed,5.364,5.4714,5.4714,3.391,True,3.638,23.886,7.276,31.161,3,routed,3
n2453493591,"Парканы, улица Фрунзе, 113",Парканы,routed,5.393,5.5004,5.5004,3.389,True,3.667,24.002,7.334,31.335,3,routed,3
n2453493592,"Парканы, улица Фрунзе, 115",Парканы,routed,5.409,5.516,5.516,3.39,True,3.683,24.064,7.365,31.429,3,routed,3
n2453493593,"Парканы, улица Фрунзе, 117",Парканы,routed,5.424,5.5316,5.5316,3.389,True,3.698,24.126,7.396,31.523,3,routed,3
n2453639983,"Парканы, улица Фрунзе, 32",Парканы,routed,4.424,4.4247,4.4247,3.226,True,2.591,19.699,5.182,24.881,2,routed,3
n2453640061,"Парканы, улица Фрунзе, 68",Парканы,routed,4.759,4.7591,4.7591,3.244,True,2.926,21.036,5.851,26.888,2,routed,3
n2453641349,"Парканы, улица Фрунзе, 94",Парканы,routed,5.177,5.2843,5.2843,3.316,True,3.451,23.137,6.902,30.039,3,routed,3
n2453641356,"Парканы, улица Фрунзе, 110",Парканы,routed,5.407,5.5143,5.5143,3.349,True,3.681,24.057,7.362,31.419,3,routed,3
n2453641357,"Парканы, улица Фрунзе, 112",Парканы,routed,5.428,5.5357,5.5357,3.351,True,3.702,24.143,7.404,31.547,3,routed,3
n2453641359,"Парканы, улица Фрунзе, 114",Парканы,routed,5.57,5.5704,5.5704,3.348,True,3.737,24.282,7.474,31.755,3,routed,4
n2453641361,"Парканы, улица Фрунзе, 116",Парканы,routed,5.528,5.5282,5.5282,3.346,True,3.695,24.113,7.389,31.502,3,routed,3
n2453641362,"Парканы, улица Фрунзе, 118",Парканы,routed,5.507,5.5066,5.5066,3.345,True,3.673,24.026,7.346,31.373,3,routed,3
n2453641363,"Парканы, улица Фрунзе, 120",Парканы,routed,5.487,5.4867,5.4867,3.345,True,3.653,23.947,7.306,31.253,3,routed,3
n2453643607,"Парканы, улица Ворошилова, 145",Парканы,routed,5.428,5.4281,5.4281,3.326,True,3.595,23.712,7.189,30.902,3,routed,3
n2453643608,"Парканы, улица Ворошилова, 147",Парканы,routed,5.445,5.4454,5.4454,3.331,True,3.612,23.782,7.224,31.005,3,routed,3
n2453643609,"Парканы, улица Ворошилова, 149",Парканы,routed,5.462,5.4621,5.4621,3.336,True,3.629,23.848,7.257,31.106,3,routed,3
n2453643610,"Парканы, улица Ворошилова, 151",Парканы,routed,5.482,5.4822,5.4822,3.345,True,3.649,23.929,7.297,31.226,3,routed,3
n2453643611,"Парканы, улица Ворошилова, 153",Парканы,routed,5.631,5.6309,5.6309,3.351,True,3.797,24.524,7.595,32.118,3,routed,4
n2453643612,"Парканы, улица Ворошилова, 159",Парканы,routed,5.642,5.6417,5.6417,3.365,True,3.808,24.567,7.616,32.183,3,routed,4
n2453643613,"Парканы, улица Ворошилова, 161",Парканы,routed,5.66,5.6595,5.6595,3.368,True,3.826,24.638,7.652,32.29,3,routed,4
n2453643614,"Парканы, улица Ворошилова, 163",Парканы,routed,5.552,5.5513,5.5513,3.37,True,3.718,24.205,7.436,31.641,3,routed,4
n2453643615,"Парканы, улица Ворошилова, 162",Парканы,routed,5.634,5.6347,5.6347,3.322,True,3.801,24.539,7.602,32.141,3,routed,4
n2453643616,"Парканы, улица Ворошилова, 166",Парканы,routed,5.632,5.6321,5.6321,3.328,True,3.799,24.528,7.597,32.126,3,routed,4
n2453643618,"Парканы, улица Ворошилова, 5",Парканы,routed,4.013,4.0138,4.0138,3.076,True,2.18,18.055,5.0,23.055,2,routed,2
n2453643619,"Парканы, улица Ворошилова, 7",Парканы,routed,4.032,4.0331,4.0331,3.072,True,2.2,18.132,5.0,23.132,2,routed,2
n2453643620,"Парканы, улица Ворошилова, 9",Парканы,routed,4.052,4.0518,4.0518,3.07,True,2.218,18.207,5.0,23.207,2,routed,3
n2453643621,"Парканы, улица Ворошилова, 11",Парканы,routed,4.069,4.0691,4.0691,3.068,True,2.236,18.276,5.0,23.276,2,routed,3
n2453643622,"Парканы, улица Ворошилова, 15",Парканы,routed,4.093,4.093,4.093,3.065,True,2.26,18.372,5.0,23.372,2,routed,3
n2453643623,"Парканы, улица Ворошилова, 17",Парканы,routed,4.112,4.1126,4.1126,3.063,True,2.279,18.45,5.0,23.45,2,routed,3
n2453643628,"Парканы, улица Ворошилова, 6",Парканы,routed,3.986,3.9865,3.9865,3.04,True,2.153,17.946,5.0,22.946,2,routed,2
n2453643629,"Парканы, улица Ворошилова, 8",Парканы,routed,4.0,4.0008,4.0008,3.035,True,2.167,18.003,5.0,23.003,2,routed,2
n2453643630,"Парканы, улица Ворошилова, 10",Парканы,routed,4.015,4.0149,4.0149,3.034,True,2.181,18.06,5.0,23.06,2,routed,2
n2453643631,"Парканы, улица Ворошилова, 12",Парканы,routed,4.031,4.0309,4.0309,3.031,True,2.197,18.124,5.0,23.124,2,routed,2
n2453643632,"Парканы, улица Ворошилова, 14",Парканы,routed,4.047,4.0468,4.0468,3.028,True,2.213,18.187,5.0,23.187,2,routed,3
n2453643633,"Парканы, улица Ворошилова, 16",Парканы,routed,4.064,4.0639,4.0639,3.025,True,2.23,18.256,5.0,23.256,2,routed,3
n2453643634,"Парканы, улица Ворошилова, 18",Парканы,routed,4.081,4.0811,4.0811,3.023,True,2.248,18.324,5.0,23.324,2,routed,3
n2453643635,"Парканы, улица Ворошилова, 20",Парканы,routed,4.098,4.0984,4.0984,3.021,True,2.265,18.394,5.0,23.394,2,routed,3
n2453643636,"Парканы, улица Ворошилова, 22",Парканы,routed,4.115,4.1154,4.1154,3.018,True,2.282,18.462,5.0,23.462,2,routed,3
n2453643637,"Парканы, улица Ворошилова, 24",Парканы,routed,4.132,4.1318,4.1318,3.017,True,2.298,18.527,5.0,23.527,2,routed,3
n2453643638,"Парканы, улица Ворошилова, 26",Парканы,routed,4.146,4.1471,4.1471,3.017,True,2.314,18.588,5.0,23.588,2,routed,3
n2453643639,"Парканы, улица Ворошилова, 28",Парканы,routed,4.161,4.161,4.161,3.016,True,2.327,18.644,5.0,23.644,2,routed,3
n2453644684,"Парканы, улица Ворошилова, 60",Парканы,routed,4.543,4.5422,4.5422,3.02,True,2.709,20.169,5.417,25.586,2,routed,3
n2453644685,"Парканы, улица Ворошилова, 32",Парканы,routed,4.29,4.2896,4.2896,3.014,True,2.456,19.158,5.0,24.158,2,routed,3
n2453644686,"Парканы, улица Ворошилова, 34",Парканы,routed,4.327,4.3275,4.3275,3.013,True,2.494,19.31,5.0,24.31,2,routed,3
